NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	Details ...	255	-0.34239858	-6.419849	0.0	0.0	0.0	4718	tags=58%, list=24%, signal=76%	
GOBP_SISTER_CHROMATID_SEGREGATION	GOBP_SISTER_CHROMATID_SEGREGATION	Details ...	174	-0.41519117	-6.4110518	0.0	0.0	0.0	4518	tags=64%, list=23%, signal=83%	
GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY	GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY	Details ...	358	-0.29429302	-6.410619	0.0	0.0	0.0	8292	tags=72%, list=43%, signal=122%	
GOBP_DNA_CONFORMATION_CHANGE	GOBP_DNA_CONFORMATION_CHANGE	Details ...	255	-0.35607648	-6.400952	0.0	0.0	0.0	6744	tags=70%, list=35%, signal=105%	
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	Details ...	332	-0.30766955	-6.3552065	0.0	0.0	0.0	6950	tags=66%, list=36%, signal=101%	
GOBP_CELL_CYCLE_CHECKPOINT	GOBP_CELL_CYCLE_CHECKPOINT	Details ...	193	-0.39355588	-6.298026	0.0	0.0	0.0	5121	tags=65%, list=26%, signal=88%	
GOBP_PROTEIN_ACETYLATION	GOBP_PROTEIN_ACETYLATION	Details ...	181	-0.39114597	-6.185904	0.0	0.0	0.0	4715	tags=63%, list=24%, signal=82%	
GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	Details ...	297	-0.31111175	-6.171489	0.0	0.0	0.0	7403	tags=69%, list=38%, signal=109%	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	Details ...	476	-0.24757132	-6.1435866	0.0	0.0	0.0	7604	tags=63%, list=39%, signal=101%	
GOBP_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM	GOBP_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM	Details ...	495	-0.24108014	-6.1423364	0.0	0.0	0.0	7181	tags=60%, list=37%, signal=93%	
GOBP_GOLGI_VESICLE_TRANSPORT	GOBP_GOLGI_VESICLE_TRANSPORT	Details ...	342	-0.28933844	-6.1288023	0.0	0.0	0.0	7497	tags=67%, list=39%, signal=107%	
GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION	GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION	Details ...	309	-0.29839084	-6.11843	0.0	0.0	0.0	7635	tags=69%, list=39%, signal=111%	
GOBP_PROTEIN_ACYLATION	GOBP_PROTEIN_ACYLATION	Details ...	219	-0.36451575	-6.1105924	0.0	0.0	0.0	4715	tags=60%, list=24%, signal=79%	
GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION	GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION	Details ...	467	-0.24792425	-6.024217	0.0	0.0	0.0	7124	tags=61%, list=37%, signal=94%	
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	Details ...	303	-0.29777578	-5.9929795	0.0	0.0	0.0	4314	tags=51%, list=22%, signal=65%	
GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	Details ...	409	-0.25704044	-5.972591	0.0	0.0	0.0	9660	tags=75%, list=50%, signal=145%	
GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	Details ...	313	-0.2862296	-5.946665	0.0	0.0	0.0	7947	tags=69%, list=41%, signal=115%	
GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION	GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION	Details ...	428	-0.25272673	-5.942819	0.0	0.0	0.0	6192	tags=57%, list=32%, signal=81%	
GOBP_NUCLEAR_CHROMOSOME_SEGREGATION	GOBP_NUCLEAR_CHROMOSOME_SEGREGATION	Details ...	230	-0.34319103	-5.8597345	0.0	0.0	0.0	6006	tags=65%, list=31%, signal=93%	
GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION	GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION	Details ...	149	-0.41145903	-5.8395905	0.0	0.0	0.0	4200	tags=62%, list=22%, signal=79%	
GOBP_NUCLEAR_EXPORT	GOBP_NUCLEAR_EXPORT	Details ...	184	-0.36051375	-5.8026433	0.0	0.0	0.0	5741	tags=65%, list=30%, signal=92%	
GOBP_REGULATION_OF_AUTOPHAGY	GOBP_REGULATION_OF_AUTOPHAGY	Details ...	300	-0.28858122	-5.7832136	0.0	0.0	0.0	7637	tags=68%, list=39%, signal=110%	
GOBP_PEPTIDYL_LYSINE_ACETYLATION	GOBP_PEPTIDYL_LYSINE_ACETYLATION	Details ...	155	-0.39306232	-5.7758927	0.0	0.0	0.0	4715	tags=63%, list=24%, signal=83%	
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	Details ...	468	-0.23391418	-5.7335725	0.0	0.0	0.0	5827	tags=53%, list=30%, signal=74%	
GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	Details ...	457	-0.22922136	-5.6784363	0.0	0.0	0.0	8587	tags=67%, list=44%, signal=116%	
GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION	GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION	Details ...	257	-0.3073942	-5.6754475	0.0	0.0	0.0	5984	tags=61%, list=31%, signal=87%	
GOBP_VESICLE_ORGANIZATION	GOBP_VESICLE_ORGANIZATION	Details ...	308	-0.27912578	-5.672746	0.0	0.0	0.0	6910	tags=63%, list=36%, signal=96%	
GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT	GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT	Details ...	149	-0.39911884	-5.668191	0.0	0.0	0.0	5091	tags=66%, list=26%, signal=88%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	Details ...	494	-0.22027269	-5.65185	0.0	0.0	0.0	5827	tags=51%, list=30%, signal=72%	
GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	Details ...	243	-0.3075606	-5.627767	0.0	0.0	0.0	6421	tags=63%, list=33%, signal=93%	
GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	Details ...	310	-0.27938923	-5.603119	0.0	0.0	0.0	8207	tags=70%, list=42%, signal=119%	
GOBP_RESPONSE_TO_PEPTIDE	GOBP_RESPONSE_TO_PEPTIDE	Details ...	442	-0.23088904	-5.575227	0.0	0.0	0.0	5074	tags=49%, list=26%, signal=64%	
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION	GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION	Details ...	363	-0.24783328	-5.566634	0.0	0.0	0.0	5827	tags=54%, list=30%, signal=76%	
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE	GOBP_CELLULAR_RESPONSE_TO_PEPTIDE	Details ...	331	-0.26333582	-5.536098	0.0	0.0	0.0	5074	tags=52%, list=26%, signal=69%	
GOBP_DEPHOSPHORYLATION	GOBP_DEPHOSPHORYLATION		439	-0.22978464	-5.524274	0.0	0.0	0.0	8571	tags=67%, list=44%, signal=116%	
GOBP_CYTOKINESIS	GOBP_CYTOKINESIS		136	-0.4051666	-5.5210443	0.0	0.0	0.0	6192	tags=72%, list=32%, signal=105%	
GOBP_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	GOBP_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS		385	-0.24560902	-5.5047064	0.0	0.0	0.0	6939	tags=60%, list=36%, signal=91%	
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS	GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS		312	-0.26761237	-5.4967737	0.0	0.0	0.0	2797	tags=41%, list=14%, signal=47%	
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT	GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT		320	-0.2649256	-5.4890213	0.0	0.0	0.0	7759	tags=66%, list=40%, signal=108%	
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS		276	-0.2813394	-5.4689193	0.0	0.0	0.0	5319	tags=55%, list=27%, signal=75%	
GOBP_RESPONSE_TO_RADIATION	GOBP_RESPONSE_TO_RADIATION		389	-0.24299747	-5.4620895	0.0	0.0	0.0	5120	tags=50%, list=26%, signal=67%	
GOBP_DNA_INTEGRITY_CHECKPOINT	GOBP_DNA_INTEGRITY_CHECKPOINT		144	-0.39403832	-5.440046	0.0	0.0	0.0	5091	tags=65%, list=26%, signal=88%	
GOBP_RESPONSE_TO_PEPTIDE_HORMONE	GOBP_RESPONSE_TO_PEPTIDE_HORMONE		370	-0.24246469	-5.4211764	0.0	0.0	0.0	5416	tags=52%, list=28%, signal=70%	
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE		279	-0.28361398	-5.4120874	0.0	0.0	0.0	5928	tags=58%, list=30%, signal=83%	
GOBP_AXON_DEVELOPMENT	GOBP_AXON_DEVELOPMENT		456	-0.21955718	-5.4092917	0.0	0.0	0.0	9268	tags=69%, list=48%, signal=129%	
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY		401	-0.23130998	-5.389634	0.0	0.0	0.0	8207	tags=65%, list=42%, signal=110%	
GOBP_RNA_LOCALIZATION	GOBP_RNA_LOCALIZATION		210	-0.32488522	-5.3822026	0.0	0.0	0.0	3661	tags=51%, list=19%, signal=62%	
GOBP_DNA_DEPENDENT_DNA_REPLICATION	GOBP_DNA_DEPENDENT_DNA_REPLICATION		148	-0.3749841	-5.3659196	0.0	0.0	0.0	7746	tags=77%, list=40%, signal=127%	
GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT		453	-0.21618217	-5.331834	0.0	0.0	0.0	9764	tags=71%, list=50%, signal=140%	
GOBP_PEPTIDYL_SERINE_MODIFICATION	GOBP_PEPTIDYL_SERINE_MODIFICATION		288	-0.26599377	-5.3310843	0.0	0.0	0.0	5035	tags=52%, list=26%, signal=69%	
GOBP_GENE_SILENCING	GOBP_GENE_SILENCING		198	-0.32688716	-5.3251166	0.0	0.0	0.0	4907	tags=58%, list=25%, signal=76%	
GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION		178	-0.34875324	-5.2537985	0.0	0.0	0.0	3661	tags=53%, list=19%, signal=65%	
GOBP_DOUBLE_STRAND_BREAK_REPAIR	GOBP_DOUBLE_STRAND_BREAK_REPAIR		234	-0.2965221	-5.23611	0.0	0.0	0.0	8019	tags=71%, list=41%, signal=119%	
GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT		394	-0.23175897	-5.2169795	0.0	0.0	0.0	9359	tags=71%, list=48%, signal=134%	
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS	GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS		247	-0.28185123	-5.19159	0.0	0.0	0.0	5535	tags=56%, list=28%, signal=78%	
GOBP_ACTIN_FILAMENT_ORGANIZATION	GOBP_ACTIN_FILAMENT_ORGANIZATION		394	-0.22648162	-5.185539	0.0	0.0	0.0	8324	tags=65%, list=43%, signal=111%	
GOBP_PROTEIN_DEPHOSPHORYLATION	GOBP_PROTEIN_DEPHOSPHORYLATION		298	-0.2614426	-5.180012	0.0	0.0	0.0	8571	tags=70%, list=44%, signal=123%	
GOBP_MACROAUTOPHAGY	GOBP_MACROAUTOPHAGY		290	-0.2629293	-5.176444	0.0	0.0	0.0	7238	tags=63%, list=37%, signal=99%	
GOBP_MRNA_TRANSPORT	GOBP_MRNA_TRANSPORT		133	-0.37923068	-5.145912	0.0	0.0	0.0	6423	tags=71%, list=33%, signal=105%	
GOBP_REGULATION_OF_CHROMATIN_ORGANIZATION	GOBP_REGULATION_OF_CHROMATIN_ORGANIZATION		159	-0.34321195	-5.142731	0.0	0.0	0.0	8917	tags=80%, list=46%, signal=146%	
GOBP_VESICLE_LOCALIZATION	GOBP_VESICLE_LOCALIZATION		208	-0.30652067	-5.1239343	0.0	0.0	0.0	9627	tags=80%, list=49%, signal=156%	
GOBP_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	GOBP_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC		125	-0.39563948	-5.110858	0.0	0.0	0.0	4804	tags=64%, list=25%, signal=84%	
GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT		220	-0.30071846	-5.08336	0.0	0.0	0.0	7127	tags=66%, list=37%, signal=104%	
GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION		130	-0.3775003	-5.049651	0.0	0.0	0.0	4528	tags=61%, list=23%, signal=79%	
GOBP_CYTOSOLIC_TRANSPORT	GOBP_CYTOSOLIC_TRANSPORT		150	-0.3533924	-5.0489817	0.0	0.0	0.0	7445	tags=73%, list=38%, signal=118%	
GOBP_RNA_EXPORT_FROM_NUCLEUS	GOBP_RNA_EXPORT_FROM_NUCLEUS		127	-0.38127252	-5.0429306	0.0	0.0	0.0	3661	tags=57%, list=19%, signal=69%	
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS		135	-0.37014377	-5.0352445	0.0	0.0	0.0	6972	tags=73%, list=36%, signal=112%	
GOBP_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY	GOBP_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY		269	-0.26583704	-5.0300846	0.0	0.0	0.0	5387	tags=54%, list=28%, signal=74%	
GOBP_CELL_CYCLE_ARREST	GOBP_CELL_CYCLE_ARREST		211	-0.30111265	-5.0297036	0.0	0.0	0.0	7022	tags=66%, list=36%, signal=102%	
GOBP_CELL_GROWTH	GOBP_CELL_GROWTH		413	-0.21208784	-4.9974723	0.0	0.0	0.0	8539	tags=65%, list=44%, signal=113%	
GOBP_RESPONSE_TO_IONIZING_RADIATION	GOBP_RESPONSE_TO_IONIZING_RADIATION		136	-0.36440054	-4.9887567	0.0	0.0	0.0	5120	tags=63%, list=26%, signal=84%	
GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS	GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS		312	-0.24437825	-4.964513	0.0	0.0	0.0	5611	tags=53%, list=29%, signal=73%	
GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY	GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY		173	-0.32858276	-4.95081	0.0	0.0	0.0	6822	tags=68%, list=35%, signal=103%	
GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY	GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY		242	-0.2719654	-4.9504704	0.0	0.0	0.0	5387	tags=55%, list=28%, signal=74%	
GOBP_DNA_PACKAGING	GOBP_DNA_PACKAGING		149	-0.3438269	-4.9452653	0.0	0.0	0.0	4200	tags=56%, list=22%, signal=70%	
GOBP_DENDRITE_DEVELOPMENT	GOBP_DENDRITE_DEVELOPMENT		218	-0.29827318	-4.939489	0.0	0.0	0.0	6578	tags=63%, list=34%, signal=95%	
GOBP_EMBRYONIC_MORPHOGENESIS	GOBP_EMBRYONIC_MORPHOGENESIS		492	-0.19454792	-4.9376984	0.0	0.0	0.0	9953	tags=70%, list=51%, signal=140%	
GOBP_POSITIVE_REGULATION_OF_LOCOMOTION	GOBP_POSITIVE_REGULATION_OF_LOCOMOTION		485	-0.19956224	-4.935838	0.0	0.0	0.0	9171	tags=67%, list=47%, signal=123%	
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE		176	-0.32308403	-4.934946	0.0	0.0	0.0	9689	tags=82%, list=50%, signal=162%	
GOBP_REGULATION_OF_CELL_DEVELOPMENT	GOBP_REGULATION_OF_CELL_DEVELOPMENT		424	-0.20691554	-4.9224935	0.0	0.0	0.0	9644	tags=70%, list=50%, signal=135%	
GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS		349	-0.23199688	-4.909988	0.0	0.0	0.0	6884	tags=58%, list=35%, signal=88%	
GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION		338	-0.23224565	-4.909211	0.0	0.0	0.0	8396	tags=66%, list=43%, signal=114%	
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION		448	-0.2035492	-4.879125	0.0	0.0	0.0	6163	tags=52%, list=32%, signal=74%	
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY		201	-0.2932217	-4.8754864	0.0	0.0	0.0	7131	tags=66%, list=37%, signal=103%	
GOBP_SPINDLE_ORGANIZATION	GOBP_SPINDLE_ORGANIZATION		169	-0.31897646	-4.8647637	0.0	0.0	0.0	6972	tags=67%, list=36%, signal=104%	
GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION	GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION		256	-0.26828492	-4.858357	0.0	0.0	0.0	6097	tags=58%, list=31%, signal=83%	
GOBP_REGULATION_OF_MACROAUTOPHAGY	GOBP_REGULATION_OF_MACROAUTOPHAGY		148	-0.3398724	-4.8513017	0.0	0.0	0.0	6978	tags=70%, list=36%, signal=108%	
GOBP_SYNAPSE_ORGANIZATION	GOBP_SYNAPSE_ORGANIZATION		367	-0.22103353	-4.845962	0.0	0.0	0.0	11790	tags=82%, list=61%, signal=205%	
GOBP_PROTEIN_PHOSPHOPANTETHEINYLATION	GOBP_PROTEIN_PHOSPHOPANTETHEINYLATION		279	-0.2499457	-4.832701	0.0	0.0	0.0	8735	tags=70%, list=45%, signal=124%	
GOBP_RESPONSE_TO_INSULIN	GOBP_RESPONSE_TO_INSULIN		250	-0.2625923	-4.827323	0.0	0.0	0.0	5074	tags=52%, list=26%, signal=69%	
GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE	GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE		335	-0.22896841	-4.8113747	0.0	0.0	0.0	7818	tags=63%, list=40%, signal=103%	
GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY		303	-0.23780937	-4.779447	0.0	0.0	0.0	7581	tags=62%, list=39%, signal=101%	
GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM	GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM		492	-0.1846652	-4.7657804	0.0	0.0	0.0	9745	tags=68%, list=50%, signal=133%	
GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE	GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE		123	-0.36492416	-4.758258	0.0	0.0	0.0	8288	tags=79%, list=43%, signal=137%	
GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION		149	-0.3403968	-4.75517	0.0	0.0	0.0	4919	tags=59%, list=25%, signal=78%	
GOBP_ENDOSOMAL_TRANSPORT	GOBP_ENDOSOMAL_TRANSPORT		220	-0.27453926	-4.7444882	0.0	0.0	0.0	8780	tags=72%, list=45%, signal=130%	
GOBP_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	GOBP_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS		209	-0.27880138	-4.742981	0.0	0.0	0.0	8318	tags=70%, list=43%, signal=122%	
GOBP_REGULATION_OF_CELL_MORPHOGENESIS	GOBP_REGULATION_OF_CELL_MORPHOGENESIS		281	-0.2467494	-4.7419553	0.0	0.0	0.0	7939	tags=65%, list=41%, signal=108%	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS		208	-0.27896607	-4.7363257	0.0	0.0	0.0	9035	tags=74%, list=46%, signal=137%	
GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT		375	-0.2086782	-4.7340703	0.0	0.0	0.0	9611	tags=70%, list=49%, signal=135%	
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS		150	-0.32585815	-4.7301555	0.0	0.0	0.0	6939	tags=68%, list=36%, signal=105%	
GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION		84	-0.44059667	-4.7287865	0.0	0.0	0.0	3741	tags=63%, list=19%, signal=78%	
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION		152	-0.3234643	-4.7268043	0.0	0.0	0.0	5532	tags=61%, list=28%, signal=84%	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	GOBP_POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION		275	-0.24833967	-4.722283	0.0	0.0	0.0	7759	tags=64%, list=40%, signal=106%	
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS		204	-0.2847352	-4.7185535	0.0	0.0	0.0	5677	tags=57%, list=29%, signal=80%	
GOBP_HEART_DEVELOPMENT	GOBP_HEART_DEVELOPMENT		491	-0.1843682	-4.7161927	0.0	0.0	0.0	11798	tags=79%, list=61%, signal=195%	
GOBP_REGULATION_OF_CYTOKINESIS	GOBP_REGULATION_OF_CYTOKINESIS		75	-0.46302676	-4.694928	0.0	0.0	0.0	5294	tags=73%, list=27%, signal=100%	
