NAME	TITLE	SCORE	
ATP5G1		0.2287256	
ATP5MD		0.22767171	
ASNS		0.2274559	
UBXN1		0.22619069	
ACADVL		0.22524637	
TCEA3		0.2251025	
EMP3		0.22498211	
CLPB		0.2234602	
ATP5H		0.22329439	
TSEN34		0.22314918	
ANXA5		0.22222345	
DNPEP		0.22131537	
COX6C		0.22122356	
LSM4		0.22022879	
EIF3H		0.21972573	
MARS		0.21936193	
CDK4		0.21930791	
NFU1		0.21909304	
CLIC1		0.21861419	
CCT3		0.21854715	
ETFB		0.2158661	
PAFAH1B3		0.21549864	
RPL18A		0.21502784	
CHCHD2		0.21449141	
RPL13A		0.21446829	
H1FX		0.21308935	
SSBP4		0.21238607	
DBI		0.21016778	
CCDC34		0.20911103	
WDR18		0.20858099	
FLOT1		0.20804417	
NAXD		0.20796233	
BSG		0.2075909	
ASL		0.20754656	
PSMA1		0.20625958	
OXCT1		0.20552385	
CAMK1		0.20496662	
HINT1		0.20477848	
PFKL		0.20407969	
RPS13		0.20405698	
CDCA3		0.20317066	
EIF3D		0.20277569	
DYNC2LI1		0.20256372	
LAP3		0.2022239	
THYN1		0.20195748	
AHSA1		0.20167546	
PARK7		0.20164733	
RPL36AL		0.2004584	
SLC3A2		0.19936615	
TUBA1A		0.19917426	
DCXR		0.19893254	
PPA2		0.19762407	
RUVBL2		0.19752675	
NDUFS8		0.1973975	
COMMD3		0.1955099	
APOOL		0.1949307	
UBA52		0.1945531	
NSMCE1		0.1940558	
OAT		0.19351672	
JOSD2		0.19343548	
STUB1		0.19283439	
BCL2L12		0.1926612	
ERH		0.19164214	
FKBP8		0.19137442	
DIPK1B		0.19129923	
EMG1		0.19084258	
FUNDC2		0.19071673	
ACAA1A		0.19060147	
BPHL		0.19018975	
TCEAL9		0.19004577	
RPS26		0.18980844	
RANBP1		0.18963191	
PMPCB		0.18903717	
LGALS1		0.18863162	
NDUFA8		0.18854178	
IFI30		0.18848158	
EIF5A		0.1883466	
FBXL6		0.187816	
HSCB		0.18765995	
ARPC3		0.18717714	
RPS25		0.18716145	
MRPL12		0.18678524	
ADRM1		0.18654494	
NDUFB6		0.18646567	
DAP3		0.18628532	
IMPA2		0.18618077	
SERPINB6A		0.18486221	
TALDO1		0.18431656	
EIF3L		0.18359403	
MRPL21		0.18351138	
FKBP7		0.18270867	
MTX1		0.18173952	
RPL23		0.1812788	
BZW2		0.18009546	
TRAPPC6A		0.18005192	
LRWD1		0.17945209	
KHK		0.17925246	
ETHE1		0.17923398	
ALDH7A1		0.17863008	
ZBTB8OS		0.17813754	
AIP		0.17779145	
RAN		0.17714323	
MRPS9		0.1768698	
IMMP2L		0.17663647	
YIF1A		0.17656398	
UQCRFS1		0.1763855	
ETFA		0.17597906	
PSME1		0.17516047	
NTHL1		0.17489466	
NDRG2		0.17460407	
C1QTNF12		0.17424637	
ACTR10		0.17401758	
CHCHD6		0.17378555	
CAR14		0.1737111	
ERGIC3		0.17265627	
CHCHD1		0.17264278	
FKBP2		0.17251447	
EBPL		0.17223725	
SARNP		0.17214279	
RPL21		0.17074794	
BCAP31		0.17042018	
RBMXL1		0.1701943	
SIVA1		0.17008048	
HIST1H2BC		0.16973875	
DDOST		0.16966356	
TECR		0.16960652	
FIBP		0.16955127	
MRPS16		0.16908985	
EEF1AKMT1		0.16871543	
PTRH2		0.16841033	
HNRNPF		0.16823131	
PPAN		0.16806984	
IFITM1		0.16723996	
SURF1		0.1670333	
RCBTB2		0.16689487	
GNAS		0.16660345	
NDUFB10		0.1661984	
HDDC2		0.16581348	
RPL39		0.1657097	
DDX39		0.16557443	
EEF1D		0.164697	
RBP4		0.16398025	
RPL32		0.16385607	
COMMD4		0.16385263	
TRMT112		0.16377094	
MRPL38		0.16366312	
MAOA		0.16365826	
SARS		0.1634854	
TMEM50A		0.16317828	
BRIX1		0.16205367	
MT2		0.16116798	
UTP11		0.16073927	
RPS7		0.15927942	
ANXA2		0.15926532	
RRAS		0.15897967	
PHYKPL		0.15897597	
BST2		0.15881673	
DECR1		0.15873167	
ARL3		0.15865928	
PSMD3		0.15832926	
MGAT4B		0.15792632	
COQ6		0.15720624	
PGRMC1		0.15719464	
CDC37		0.15679653	
METTL26		0.15674196	
FAM216A		0.15655446	
DAZAP1		0.15652327	
SUGT1		0.1564551	
THOP1		0.15633932	
SSU72		0.15620498	
CCDC107		0.15619081	
GADD45GIP1		0.15592666	
SLC25A39		0.15588108	
PIH1D1		0.15575966	
RABAC1		0.15574406	
NDUFA6		0.15558118	
TAGLN2		0.15540808	
PFDN6		0.15499437	
ACYP1		0.15489098	
NOP53		0.15471575	
LSM7		0.15448034	
FCGRT		0.15428075	
CEP89		0.15399659	
CYB5A		0.1539153	
DCTN2		0.1535674	
CLTA		0.15341972	
VKORC1		0.15341966	
STBD1		0.15326871	
CLYBL		0.15322077	
CREG1		0.1530533	
RP9		0.15273094	
MVB12A		0.15224391	
ABHD11		0.15221559	
RPF2		0.15202308	
EIF1		0.15178785	
MPP1		0.15143372	
HMCES		0.15137713	
TIMM17B		0.15133435	
PSPH		0.15125108	
EIF4EBP1		0.1510909	
ALDH16A1		0.15075004	
LTA4H		0.1504999	
BCAT2		0.15046735	
EIF3G		0.14982054	
GUSB		0.14971998	
CST3		0.14961115	
ARL2		0.14960374	
NDUFAF7		0.14954878	
MGARP		0.14954518	
LOX		0.14812168	
PEBP1		0.14782043	
KYAT3		0.1471315	
MND1		0.14692612	
KRTCAP2		0.14639516	
RAE1		0.14635453	
CNIH4		0.14634745	
COQ7		0.14614211	
MAP4K1		0.14555012	
AMDHD2		0.1454614	
SNRPA1		0.14537725	
PSMC5		0.14523637	
CUTA		0.14474225	
SSR4		0.1446108	
DCPS		0.14448859	
CFL1		0.14423932	
INTS11		0.14423263	
PRXL2B		0.14413767	
COASY		0.1440611	
QDPR		0.1440167	
SPG7		0.14374737	
NDUFAB1		0.14338621	
LGALS3		0.1433351	
SMPDL3B		0.14296785	
CCDC85B		0.1428983	
PRELID2		0.14278185	
CIAO2B		0.14225698	
PIGX		0.14199969	
ANAPC5		0.14184295	
TMEM59		0.14172323	
NOP56		0.14160539	
PLTP		0.14089985	
CCDC124		0.14080118	
CD9		0.14070189	
PDLIM1		0.14056867	
MRPL2		0.1404467	
IL17RC		0.14044167	
LANCL1		0.14028458	
MCTS1		0.14027172	
GLOD4		0.14026648	
FARSA		0.14022517	
SAAL1		0.14006177	
UROD		0.14005765	
PUF60		0.13997717	
DCTN3		0.13969232	
CYCS		0.1396311	
HMOX2		0.13950263	
TCTEX1D2		0.13933009	
NIPSNAP1		0.13913551	
HP		0.13885382	
ECI2		0.13825108	
GARS		0.13789691	
AAAS		0.13745947	
ALKBH7		0.1371641	
NDUFC1		0.13711509	
ARPC2		0.1370835	
PLRG1		0.1369736	
U2AF1		0.13671711	
RPL30		0.13671689	
VEGFB		0.13665344	
EIF2S2		0.13660708	
MRPL14		0.13652742	
RNASEH2A		0.13652276	
RBM42		0.13637082	
EXOSC7		0.13628946	
BEX3		0.13628058	
COMT		0.13626184	
NUDT14		0.1361537	
STX8		0.1360305	
GLB1		0.13597074	
L3HYPDH		0.1357866	
PSENEN		0.13550268	
BABAM1		0.13537708	
COPS5		0.13527627	
PFKP		0.13483839	
ACOT1		0.1346955	
NDUFS6		0.13441111	
RPS24		0.13423628	
UNC119		0.1336803	
PSMD6		0.13365552	
EXOSC4		0.1332338	
WDR74		0.13303308	
TXN1		0.13281885	
RABEPK		0.1327989	
POLR2E		0.13267738	
MRPL39		0.13207008	
SCRN2		0.13206398	
SNX17		0.13172568	
PDHB		0.13138098	
NDUFA10		0.1313308	
MRPS10		0.13062799	
ERCC1		0.13053444	
DDAH2		0.13047282	
THRA		0.13032599	
NDUFA2		0.13006225	
SLC25A5		0.13001645	
GINS1		0.12967868	
HAX1		0.12951562	
SOD2		0.12932388	
AUH		0.12884606	
FAM92A		0.12878719	
PPIE		0.12877235	
PRDX6		0.12855166	
CLPP		0.12836854	
PIR		0.12831238	
RPS10		0.12814778	
EDEM2		0.12792553	
GTF2H4		0.12773778	
MRPL13		0.12772276	
KAT8		0.1275098	
MICOS13		0.12714665	
ACADS		0.12703931	
LAMTOR2		0.12703027	
SOD1		0.12699789	
MRPS14		0.12674664	
WDR61		0.126613	
SPG21		0.12660941	
PECR		0.12615132	
NFKBIB		0.12609462	
RPL34		0.12592797	
GHITM		0.12575586	
SF3B5		0.12541865	
USE1		0.12537184	
MPST		0.12536861	
RAB34		0.12499524	
RBMS2		0.124937415	
UBE2M		0.12458039	
DDT		0.1244094	
QTRT1		0.12426611	
GAMT		0.12414573	
ACAA2		0.12399666	
ATXN10		0.123673044	
PPP1R14A		0.123454936	
PTGR1		0.123316556	
RPP30		0.12307099	
MRPS30		0.12299518	
AIMP2		0.122755	
MTG1		0.122725755	
RPL22		0.121581	
NSMCE4A		0.12157011	
HCFC1R1		0.12132291	
EMC4		0.121259294	
NUDT9		0.12106689	
EPOP		0.120866336	
MFSD10		0.12061497	
DYNLT1F		0.12029036	
RPS12		0.120285444	
IMP3		0.12024788	
PPDPF		0.12010563	
GOT1		0.12008462	
SMPD2		0.11931004	
FDXR		0.11928686	
ABHD14A		0.119163945	
ACY1		0.11907106	
VPS29		0.11896469	
TMEM176B		0.118835635	
DBP		0.118718915	
FCF1		0.118624054	
GMPR2		0.11861216	
KLHDC2		0.11852957	
UAP1L1		0.11841135	
EXOC7		0.11791296	
METTL22		0.11778037	
NOL7		0.1175344	
AGA		0.11714818	
SNRNP25		0.11678068	
PRRX2		0.1167606	
CSNK1E		0.116757154	
PYCRL		0.11669929	
PLGRKT		0.1155645	
FBXO2		0.115485795	
CRYZL1		0.11537629	
BABAM2		0.11516067	
THOC7		0.115133904	
OXLD1		0.11508397	
GM42418		0.11464752	
RBFA		0.11459847	
TSTA3		0.11441016	
DPP3		0.114200324	
NAA10		0.11380891	
MRPL51		0.11378318	
BRI3		0.113731965	
CAPG		0.1130801	
DDX56		0.11295526	
PCBP4		0.11289289	
REX1BD		0.11283706	
APEX1		0.11271505	
COX14		0.11249449	
ENO3		0.112383746	
CPE		0.112196565	
CSRP2		0.11211934	
TAF10		0.111851215	
RASL11B		0.11143959	
B4GAT1		0.111428805	
COPS7A		0.11128893	
EWSR1		0.110958	
ALG5		0.110783525	
FAM173A		0.11043278	
POLD2		0.1103517	
LAGE3		0.110329926	
COMTD1		0.11024767	
RPS15A		0.109932505	
ZNRD2		0.109903246	
RPP25L		0.10900454	
GCHFR		0.10846297	
NDUFA12		0.10844326	
NUP43		0.10838176	
RBX1		0.10829512	
SELENBP1		0.10825032	
AIMP1		0.10822656	
RGCC		0.10815524	
PCBD2		0.10813205	
CCDC58		0.10804649	
SRSF7		0.10803785	
ST6GALNAC4		0.107691206	
TOMM40		0.10767592	
STXBP2		0.10757787	
FBXO6		0.10754034	
NFIX		0.107517965	
1110004F10RIK		0.10732088	
CGREF1		0.10720156	
CDK5RAP3		0.10717877	
SIRT5		0.106875226	
MFGE8		0.10675125	
PPIB		0.10672716	
EIF3F		0.10666006	
DCTPP1		0.10654711	
RPL35A		0.10612644	
MRPL34		0.1059765	
TRNAU1AP		0.105816334	
RILPL2		0.105696894	
MXRA7		0.105657846	
NDUFA4		0.10545951	
COPS3		0.10499477	
NUP37		0.10499301	
RPS19		0.10490237	
EIF4E2		0.10479123	
CHODL		0.104696125	
AARSD1		0.104670934	
RPS20		0.10454701	
TBL3		0.10441717	
NAGLU		0.10439911	
SRSF3		0.104309045	
CDK5		0.10370577	
TM2D3		0.10358866	
NTMT1		0.10352262	
UXT		0.10344559	
MCEE		0.103428	
EEF2KMT		0.10318859	
MMP11		0.10256947	
NAPA		0.10252529	
PFDN5		0.10252375	
AKR1E1		0.10248329	
HNRNPH3		0.10244737	
TMEM70		0.10235329	
GSTZ1		0.10234788	
EXOSC5		0.1022884	
MOGS		0.102256626	
EEF1B2		0.1020572	
UFSP2		0.10201969	
SFXN1		0.10173831	
HIKESHI		0.1015613	
SUCLG1		0.10089077	
KPTN		0.10084058	
RPL37A		0.10077081	
BCKDHB		0.10054169	
SLC50A1		0.100107335	
EGFL7		0.09944352	
MRTO4		0.09938177	
POLR1C		0.09936236	
CRLF2		0.099289395	
PLAAT3		0.09914184	
SIN3B		0.098802134	
HAUS1		0.09842526	
THOC6		0.09817702	
TXNDC17		0.09814113	
ALKBH3		0.09787256	
VILL		0.09776006	
OSCP1		0.097743705	
NDUFS4		0.09703429	
NDUFS5		0.09694453	
MAD2L2		0.09673984	
ANXA3		0.096715264	
APOO		0.09662894	
2310033P09RIK		0.09649093	
SYNGR1		0.096433796	
COPZ2		0.096426226	
RAB4B		0.09631696	
GNPDA2		0.09626147	
PMM1		0.09618837	
NGRN		0.096098475	
IAH1		0.09595174	
CITED2		0.09593301	
H2-KE6		0.09576252	
MRPL3		0.095535666	
OGFOD3		0.09551561	
MAP2K2		0.09546987	
PSMC3		0.095293395	
MTCH2		0.09517879	
ASRGL1		0.09474083	
ANXA6		0.0947136	
RFXANK		0.094661884	
BANF1		0.09463157	
RNASEK		0.094512366	
UBB		0.094354294	
POLDIP2		0.09424033	
ACP6		0.09418361	
EIF1AX		0.09414789	
GSTM2		0.093878336	
SSB		0.093673036	
2310009B15RIK		0.09363163	
IFNAR2		0.093566164	
MAN2C1		0.09356021	
HMGN3		0.093556955	
GTF3C6		0.093252234	
CETN3		0.09290072	
COPS4		0.09232554	
DDAH1		0.09224469	
FAM98C		0.09221339	
DHPS		0.0921349	
SYCE2		0.0920561	
IRX5		0.09162934	
PPP1R14B		0.09152848	
CCT2		0.09149995	
CTPS2		0.09102058	
TWF2		0.09092194	
GTF3A		0.09083681	
ALKBH2		0.09056901	
YIPF1		0.090443976	
NDUFAF6		0.09028231	
TUBG1		0.09027737	
PEX6		0.090181306	
MCCC2		0.090137	
FAHD2A		0.09013602	
AKR1B3		0.09008061	
SPAG7		0.09003151	
RPS28		0.08994748	
DANCR		0.089744985	
FBXO36		0.08938747	
PSMA5		0.08938081	
HSP90AA1		0.08910654	
EBNA1BP2		0.08875847	
RAB3A		0.08859546	
MRPS22		0.08837291	
RHOA		0.08836808	
TIMM21		0.08800659	
METTL23		0.08790442	
PDCD2		0.08776379	
RPLP2		0.08757581	
DAD1		0.08739722	
ANP32A		0.08732648	
TXNRD2		0.087211266	
CCDC167		0.08705932	
HACL1		0.08694527	
GGH		0.08691967	
DCLK1		0.08667134	
TOMM20		0.086559825	
HEBP1		0.08647411	
DRAP1		0.08646802	
NPM3		0.08643678	
CDKN2A		0.086321145	
GCDH		0.08599923	
ATP6V1F		0.085635625	
PPP1CA		0.08555873	
ZNHIT1		0.08531979	
WDR83		0.0851816	
FSTL1		0.08516364	
0610012G03RIK		0.085108824	
PSMC6		0.08499513	
TLE5		0.084947646	
UCKL1		0.08480969	
LYAR		0.08477963	
MRPL33		0.08469625	
ZBTB12		0.08424395	
UTP4		0.08415518	
FAH		0.0841263	
SMU1		0.08408321	
B230118H07RIK		0.08404063	
LRRC42		0.08403636	
XAB2		0.08399002	
IL3RA		0.08397421	
IGBP1		0.083640344	
FKBP3		0.082848325	
3110040N11RIK		0.08266163	
RSPO2		0.08255861	
PSRC1		0.082393244	
NHP2		0.08234872	
GABARAP		0.08234587	
FAM171A2		0.08217925	
COQ3		0.082129374	
G6PC3		0.082105	
2300009A05RIK		0.08198242	
MRPS24		0.08179144	
TLE6		0.08162156	
RPN2		0.081517845	
SREK1IP1		0.08149873	
GLT8D1		0.081364565	
PDLIM4		0.08100442	
CRYZ		0.08069126	
PPP1R35		0.08051279	
DOK1		0.08038579	
COX8A		0.080327824	
ANGPTL2		0.07998544	
MRPL4		0.0799838	
PNPLA2		0.07992568	
MECR		0.079852305	
ATRAID		0.07974905	
RRP9		0.07970009	
ARPC1B		0.07965552	
TIMM50		0.07939566	
ALKBH6		0.07939139	
RBPMS		0.079380035	
KLF15		0.07937626	
ACOT8		0.0791705	
PSME2		0.07912925	
COMMD1		0.079085134	
LSM3		0.079082735	
CCPG1OS		0.079029605	
GM17018		0.07873887	
OXA1L		0.07864755	
UNG		0.078516334	
MAGED2		0.07847132	
RPUSD3		0.07838542	
DLK2		0.07813817	
GMPR		0.077879615	
CFAP298		0.07777574	
RNASEH2B		0.07765603	
POLR2G		0.07750206	
CENPM		0.077011324	
NAT9		0.07679244	
FAHD1		0.07657299	
WDR54		0.076563366	
1700021F05RIK		0.076333724	
MRPL17		0.07611362	
ADPRH		0.07610099	
TUBB4B		0.07608876	
DNAJC4		0.0759629	
DGUOK		0.075741515	
ACP1		0.07546996	
TWIST2		0.075420775	
RPP40		0.07537339	
ISOC2B		0.074755855	
GM10076		0.074551366	
ATP5G3		0.074479476	
DARS2		0.07445153	
NUBPL		0.074419215	
TPT1		0.07410197	
GCSH		0.07403379	
MRPS25		0.07395906	
HDAC1		0.07393292	
UQCR11		0.07391243	
PSMB7		0.07383654	
ANKRD24		0.07382126	
IFT22		0.0737665	
ZFP637		0.07353432	
ARL6IP4		0.073382296	
SMARCD3		0.073263496	
SELENOM		0.07323476	
IL11RA1		0.073189	
TAMM41		0.072916664	
TBCA		0.072632864	
GM26724		0.07253481	
KATNAL2		0.07227074	
SDC2		0.07226431	
MGST3		0.07220858	
EFCAB11		0.07204264	
DKC1		0.07172643	
TBCE		0.071698956	
1190005I06RIK		0.07169773	
DPM3		0.07148507	
TMEM219		0.07142178	
RPP38		0.07111479	
DHRS7		0.07102158	
NAA38		0.07094976	
NUCKS1		0.070945956	
BOLA1		0.07084804	
ENDOG		0.07067202	
EIF2D		0.07049454	
VBP1		0.070435695	
RPL36A		0.07037428	
GSTO1		0.07022086	
WIF1		0.0701246	
TATDN1		0.07006953	
KDELR1		0.06992679	
GNL1		0.069825985	
SPATA24		0.06982444	
SMTNL1		0.06972112	
PDLIM7		0.06953718	
HMGB3		0.06924793	
CHCHD4		0.06921365	
SLC38A4		0.06918506	
A130014A01RIK		0.06918336	
LCMT1		0.06905512	
MZT2		0.069033556	
UBE2S		0.069000356	
PLSCR3		0.06894442	
ILKAP		0.06874588	
UQCR10		0.06869173	
SRI		0.06869076	
CCNH		0.0685667	
TXNDC12		0.06848486	
SMARCB1		0.068439126	
RAB5IF		0.06820878	
NANS		0.06815507	
A430005L14RIK		0.0681501	
HINT3		0.06814335	
TCEA2		0.067959905	
ZFP524		0.06793673	
RPL41		0.06793564	
APIP		0.06789861	
RPS17		0.06787382	
BCKDHA		0.067769505	
PDGFRL		0.06764946	
SPA17		0.06759339	
PRR7		0.06757616	
ATP5K		0.067511894	
CFDP1		0.06715896	
ASNSD1		0.06702649	
TMEM106C		0.06700248	
VPS16		0.0667926	
HIST1H4I		0.06678661	
HSPE1		0.06677253	
BEND6		0.06669805	
CAR13		0.066675335	
EIF6		0.06664334	
CRELD1		0.066641495	
TARS2		0.066640005	
VDAC3		0.06649626	
SQOR		0.06644637	
TESC		0.06633351	
FOXD1		0.06604017	
PHLDA3		0.06597822	
CENPP		0.06593347	
THAP3		0.06553333	
TMEM256		0.065295	
TMEM237		0.06523677	
CHCHD10		0.065012805	
MMGT2		0.06498134	
RNF113A1		0.064889096	
BCAS2		0.06474589	
RPL31		0.06472935	
SSPN		0.06471248	
WDR31		0.06450943	
NEURL2		0.06450363	
H2AFY		0.06446389	
NELFE		0.06446384	
FAU		0.06446203	
NTPCR		0.06444593	
OCIAD2		0.06440714	
EML2		0.064207524	
RANGRF		0.06416552	
POLG2		0.06414804	
CHID1		0.0640339	
METTL9		0.06402774	
DMAP1		0.06398701	
2610318N02RIK		0.06389276	
ECI1		0.063746415	
TBCB		0.06355573	
GTPBP6		0.06352957	
NIT2		0.06338571	
ARF5		0.06338249	
CENPW		0.06324737	
FKBP1A		0.06321876	
FZD2		0.06307948	
UFD1		0.06305846	
FLAD1		0.062960446	
HMGB1		0.062954925	
NEDD8		0.06284242	
HIGD1A		0.062752806	
CMTM7		0.06272307	
H2-D1		0.06270336	
ECHDC2		0.06265812	
JPT1		0.06256229	
EDN2		0.06255673	
GIPC1		0.06240174	
HMGB2		0.062349577	
TBC1D7		0.062207855	
CISD3		0.062159117	
IFT46		0.062157806	
4932422M17RIK		0.06174586	
UBL5		0.061660625	
DMAC2L		0.061598517	
SFT2D3		0.061388623	
44808		0.061308693	
2310039H08RIK		0.06076588	
GSTM7		0.06076022	
DTYMK		0.060751315	
MRPL22		0.06068776	
DUT		0.06063903	
ATP5J2		0.06048399	
FGGY		0.060460974	
IFI35		0.060119443	
ADSL		0.059922513	
GJA3		0.059901364	
METTL5		0.059819005	
PUS3		0.059797358	
ZMAT5		0.059790764	
MRPL16		0.059668466	
AV356131		0.05965114	
GM13523		0.059646167	
POLR2C		0.059593134	
SPNS1		0.059502825	
HSBP1		0.059059262	
WNT4		0.059008054	
MIPEP		0.058969922	
DNPH1		0.058775764	
RPL22L1		0.05865753	
TMEM160		0.05865484	
HTRA2		0.058517367	
CASP6		0.05834836	
CD320		0.058236796	
APEH		0.05814585	
CTNNBL1		0.058141623	
RCN3		0.057923824	
ECHDC3		0.057684734	
2010204K13RIK		0.057567626	
NUDT8		0.05742903	
HAUS7		0.0573275	
WDR83OS		0.057321537	
MSTO1		0.057225432	
ACBD6		0.057108313	
SERHL		0.05700099	
NDUFB3		0.05688778	
1110046J04RIK		0.05685734	
2900041M22RIK		0.056760646	
COX7A2L		0.056736603	
PDCD2L		0.056734584	
TFPI		0.056711286	
TRIM47		0.05662666	
MGMT		0.056346316	
PPID		0.056340422	
CENPT		0.056236353	
PAOX		0.056030508	
P3H4		0.05602195	
POMP		0.055720963	
PNKP		0.055685777	
GPX1		0.055640284	
PSMG1		0.055639584	
BORCS8		0.055560675	
