Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
NRF1 ENCODE	14/1882	0.6618397837019664	0.7800254593630318	0	0	0.9162333027429387	0.3781585936109638	AVEN;CCT3;CDCA2;SMC4;WDR43;TPX2;ANLN;NEIL3;SRSF2;CKS2;PGLS;CCT8;NCAPD3;RAD18
PPARD CHEA	2/285	0.6711676611364096	0.7817129229706418	0	0	0.8692135031224304	0.3465869810619714	BRIP1;ST14
RAD21 ENCODE	9/1265	0.6961406161577945	0.7926713593520112	0	0	0.8760423650687228	0.3173057021863769	SRRM4;DPYSL5;DNER;MYOF;TNFAIP3;RNF150;LTBP1;TMPO;LRP11
SRF ENCODE	2/299	0.6965899824608582	0.7926713593520112	0	0	0.8276475446286767	0.2992428407021745	RBM28;CCT8
CEBPD ENCODE	5/734	0.7085156014045567	0.7935096955645675	0	0	0.8401920438957476	0.2895160629008309	NFKBIA;ANLN;SYNCRIP;SRSF2;CKS2
ESR1 CHEA	1/154	0.713357201063096	0.7935096955645675	0	0	0.8041666666666667	0.2716257881110519	MYOF
ZMIZ1 ENCODE	6/914	0.7500257979190915	0.8250283777110008	0	0	0.8070626687508882	0.23214970090558193	CCT3;SYNCRIP;HSP90AB1;ARL6IP1;NCL;KIF11
FOXA1 ENCODE	1/205	0.8108973224202659	0.8751151117395671	0	0	0.6015625	0.1260958250367906	FOXP2
HNF4A ENCODE	8/1276	0.8132382856569715	0.8751151117395671	0	0	0.7657986433269417	0.1583144097660554	NFKBIA;SYNCRIP;BRIP1;TOMM40;TNFAIP3;TK1;RAD18;WDR43
STAT5A ENCODE	1/233	0.8495741578313192	0.897408461045868	0	0	0.5282058189655172	0.08610813681134985	PGD
TCF7L2 ENCODE	3/583	0.8520848013970869	0.897408461045868	0	0	0.6304779572239196	0.10092011796064775	MYO1B;HMCN1;ZBTB11
GATA2 CHEA	4/772	0.8729777470563836	0.9097347048271787	0	0	0.6326632165605095	0.08594426983246392	SPECC1;TGFB2;DIAPH3;GSR
FLI1 ENCODE	3/650	0.8984102491437322	0.9264855694294739	0	0	0.5632226635102616	0.06033718074917636	ARL6IP1;DDX46;CENPH
STAT3 ENCODE	3/725	0.9345228537414283	0.9537913661897051	0	0	0.5027437848451909	0.03404540530766777	TCERG1;HEATR1;LAMC1
ELF1 ENCODE	14/2483	0.9461659676759534	0.9546284240308754	0	0	0.6700225655268183	0.03707722886123029	RBM28;TOMM40;MDH1;HEATR1;BAZ1A;NFKB1;WDR43;EFTUD2;TRAPPC6A;MIS18BP1;G2E3;CKS2;CCT8;RAD18
GABPA ENCODE	11/2082	0.9546284240308754	0.9546284240308754	0	0	0.6291582166425237	0.02921376575936829	TPX2;RBM28;DIAPH3;DDX46;MDH1;TOMM70A;SRSF2;HNRNPD;G2E3;ESCO2;ZBTB11
