Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MITF 21258399 ChIP-Seq MELANOMA Human	60/5578	0.005940689163535828	0.13663585076132403	0	0	1.541776867066917	7.903040499009957	AVEN;PREP;ZBTB20;TNFAIP3;GXYLT2;FMN2;LAMC1;SOBP;WDR43;SYNCRIP;DPYSL5;DNER;HMCN1;PGLS;GALNT9;CADPS2;UNC13A;VWF;ANXA2;MYOF;CNPY1;ESCO2;BAZ1A;GTF2F2;FOXP2;FRMD5;TRAPPC6A;TCERG1L;NCL;SCG5;CKS2;SNRPF;TOX;FBN2;NFIX;PRKCZ;TMEM163;SLC7A1;PGBD5;ESD;DDX39;ST14;TGFB2;LHFP;TXNRD1;GSR;MCC;NFKB1;GNAO1;NFKBIA;CS;TTLL7;ANLN;EEPD1;PEX5L;CENPH;WNK2;TOMM70A;HNRNPD;LRP11
EOMES 20176728 ChIP-ChIP TSCs Mouse	24/1744	0.0066200286529118175	0.14214949487523468	0	0	1.8454252249193686	9.259708178780848	SPECC1;AVEN;DDX39;HELLS;DUT;ARL6IP1;ANXA2;TXNRD1;PLAUR;ARID5B;TNFAIP3;NAP1L1;KIF11;LAMC1;SMC4;GTF2F2;SLC7A1;BSPRY;CS;ANLN;MYO1B;CKS2;RAD18;TMPO
OLIG2 23332759 ChIP-Seq OLIGODENDROCYTES Mouse	27/2040	0.006638221177748479	0.14214949487523468	0	0	1.7843050025579998	8.948131224160043	FBN2;AVEN;ARL6IP1;ZBTB20;PHYHIPL;TMEM163;NOL4;DPYSL5;MIS18BP1;NIPAL2;CTNNA2;GALNT9;TMPO;TGFB2;GNAO1;EEPD1;NEIL3;CENPF;TCERG1L;DNAJC6;CENPK;G2E3;NCAPD3;TOX;KIF20B;MCTP2;LRP11
AR 19668381 ChIP-Seq PC3 Human	41/3519	0.007526517902562772	0.15579892058304937	0	0	1.6072479394287904	7.8583539538143325	FBN2;TCERG1;RBM28;GALNT14;FMN2;PRKCZ;SLC7A1;NOL4;BRIP1;DPYSL5;DNER;PSMD1;HMCN1;RNF150;CTNNA2;GALNT9;SPECC1;CADPS2;VWF;LHFP;NEBL;ANXA3;TXNRD1;GSR;KSR2;NPNT;MCC;FOXP2;GNAO1;TPX2;FRMD5;PEX5L;DIAPH3;TCERG1L;NCL;WNK2;TOMM70A;SNRPF;TOX;SMPDL3B;MCTP2
POU3F1 26484290 ChIP-Seq ESCss Mouse	26/2000	0.009667480676727253	0.18760954688273826	0	0	1.7429922323539344	8.085719236479417	RBM28;CDCA2;HSP90AB1;DDX46;HEATR1;PREP;NUCKS1;CABP1;FMN2;LAMC1;SOBP;SMC2;BRIP1;PTPRZ1;ME1;PSMD1;TMPO;DUT;LHFP;NPNT;MCC;GTF2F2;FOXP2;TOX;ABCE1;RAD18
P300 19829295 ChIP-Seq ESCs Human	26/2000	0.009667480676727253	0.18760954688273826	0	0	1.7429922323539344	8.085719236479417	FBN2;CDCA2;FMN2;LTBP1;NOL4;SMC2;PGBD5;PTPRZ1;GPC3;CTNNA2;HELLS;SRRM4;TGFB2;LHFP;ANXA3;KSR2;EEPD1;FRMD5;PEX5L;DIAPH3;TCERG1L;SNRPF;NAA15;TOX;MCTP2;ABCE1
MEF2A 21415370 ChIP-Seq HL-1 Mouse	16/1048	0.01051799385195314	0.1979295206685727	0	0	2.010906174819567	9.159009579827467	TGFB2;HSP90AB1;TOMM40;LHFP;IDH2;NUCKS1;LAMC1;LTBP1;TMEM163;SLC7A1;PGBD5;NCL;PSMD1;HMCN1;PGLS;EZH2
BACH1 22875853 ChIP-PCR HELA AND SCP4 Human	19/1352	0.012572136738594598	0.22486598113564277	0	0	1.8575805923311814	8.129278460896096	FBN2;DDX39;HELLS;RIC3;DUT;TXNRD1;TNFAIP3;CABP1;KIF11;SYNCRIP;BRIP1;CENPF;DIAPH3;PTPRZ1;DNAJC6;ME1;CLSPN;TK1;MCTP2
SOX2 21211035 ChIP-Seq LN229 Gbm	39/3420	0.013082038261744394	0.22486598113564277	0	0	1.556096993323345	6.7480381314622395	TOP2A;GALNT14;HEATR1;ZBTB20;TNFAIP3;CABP1;FMN2;LAMC1;LTBP1;PRKCZ;TMEM163;SLC7A1;NOL4;SYNCRIP;PTPRZ1;DPYSL5;ME1;RSPO2;HMCN1;TK1;CTNNA2;CCT8;CADPS2;RIC3;TXNRD1;ARID5B;VRK1;KSR2;PUS7;MCC;GTF2F2;FOXP2;GNAO1;TTLL7;FRMD5;DIAPH3;DNAJC6;TOX;MCTP2
E2F4 21247883 ChIP-Seq LYMPHOBLASTOID Human	35/2998	0.013627071300421978	0.22486598113564277	0	0	1.582105223684704	6.7962445490565555	AVEN;ARL6IP1;NUCKS1;KIF11;LAMC1;PRKCZ;SLC7A1;UBE2Q2;ESD;EXOSC8;NUSAP1;CLSPN;TMPO;SPECC1;CCT3;HELLS;DUT;ANXA2;IDH2;ARID5B;VRK1;NAP1L1;BAZ1A;PGD;GTF2F2;NFKBIA;TTLL7;CENPF;DIAPH3;EIF5;DNAJC6;PRC1;SNRPF;NCAPD3;KIF20B
MYC 19030024 ChIP-ChIP MESCs Mouse	43/3868	0.013706012864718474	0.22486598113564277	0	0	1.5256497175141244	6.5449162235578875	TOP2A;TCERG1;RBM28;CDCA2;HSP90AB1;TOMM40;ARL6IP1;HEATR1;NUCKS1;KIF11;LAMC1;SMC4;SLC7A1;SMC2;KIF15;EFTUD2;SYNCRIP;UBE2Q2;EXOSC8;NUSAP1;CCT8;NOMO1;TMPO;CCT3;DDX39;HELLS;DUT;PRMT1;GSR;NAP1L1;ESCO2;DEK;PGD;SMC1A;ANLN;EIF5;NCL;TOMM70A;CKS2;NCAPD3;SMPDL3B;ABCE1;EZH2
AR 22383394 ChIP-Seq PROSTATE CANCER Human	24/1857	0.013759915109749478	0.22486598113564277	0	0	1.7208596652609698	7.375596980793994	RAB3B;FBN2;CADPS2;NEBL;TXNRD1;MYOF;PREP;ZBTB20;ARID5B;PHYHIPL;TNFAIP3;LAMC1;NPNT;TMEM163;FOXP2;SMC2;NFKBIA;TTLL7;CENPF;MYO1B;HMCN1;CTNNA2;TOX;RAD18
YY1 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse	20/1466	0.014201511524863855	0.22613176043437064	0	0	1.8042435478649834	7.675986153537987	SPECC1;AVEN;TCERG1;RBM28;TGFB2;NFIX;PRMT1;ESCO2;ZBTB11;LAMC1;DEK;SMC4;LTBP1;KIF15;BRIP1;EIF5;SRSF2;PSMD1;NAA15;ABCE1
ZFP57 27257070 Chip-Seq ESCs Mouse	16/1088	0.01459081071436282	0.22652233634048277	0	0	1.9317550180133813	8.166230367324472	CDCA2;ANXA2;PHYHIPL;TNFAIP3;FMN2;SMC2;GNAO1;TTLL7;FRMD5;NEIL3;PTPRZ1;EPCAM;DNER;HMCN1;RNF150;MCTP2
SOX9 24532713 ChIP-Seq HFSC Mouse	19/1384	0.015753441027995682	0.23570729265389917	0	0	1.8108961461074138	7.516480222361017	GALNT14;NFIX;TOMM40;ANXA2;MDH1;MYOF;ARID5B;MCC;GTF2F2;SLC7A1;NFKB1;NFKBIA;CDCP1;UBE2Q2;EPCAM;SCG5;GPC3;HMCN1;TK1
WT1 25993318 ChIP-Seq PODOCYTE Human	39/3464	0.015941556024901393	0.23570729265389917	0	0	1.5319995213593394	6.340679439900881	RAB3B;TCERG1;RBM28;HSP90AB1;ZBTB20;GXYLT2;CABP1;LAMC1;LTBP1;PRKCZ;TMEM163;DPYSL5;NIPAL2;DNER;HMCN1;RNF150;TMPO;CADPS2;SRRM4;TGFB2;LHFP;NEBL;IDH2;MYOF;GSR;ARID5B;NAP1L1;KSR2;BAZ1A;MCC;NFKB1;CS;TTLL7;PEX5L;EIF5;TCERG1L;WNK2;SMPDL3B;MCTP2
TCF4 23295773 ChIP-Seq U87 Human	42/3812	0.017264752179064972	0.24207916215835612	0	0	1.5043532532376345	6.106302692582147	FBN2;AVEN;NFIX;ZBTB20;CABP1;SMC4;LTBP1;NOL4;KIF15;BRIP1;PGBD5;RNF150;CTNNA2;GALNT9;CADPS2;TGFB2;UNC13A;VWF;ANXA2;MDH1;LHFP;NEBL;TXNRD1;MYOF;ARID5B;VRK1;KSR2;PUS7;MCC;NFKBIA;TTLL7;ANLN;FRMD5;CENPF;MYO1B;ESRP1;SCG3;TOX;KIF20B;MCTP2;RAD18;EZH2
CJUN 26792858 Chip-Seq BT549 Human	25/2000	0.017541968272344645	0.24207916215835612	0	0	1.6626954579300075	6.722542241533801	RAB3B;CDCA2;HSP90AB1;NFIX;PREP;GXYLT2;LAMC1;LTBP1;NUSAP1;ME1;RSPO2;HMCN1;TMPO;ANXA2;MYOF;KSR2;NPNT;MCC;GTF2F2;NFKBIA;EEPD1;MYO1B;CDCP1;RAD18;LRP11
ATF3 27146783 Chip-Seq COLON Human	25/2000	0.017541968272344645	0.24207916215835612	0	0	1.6626954579300075	6.722542241533801	TCERG1;HSP90AB1;TNFAIP3;KIF11;SLC7A1;EFTUD2;DNER;ME1;CCT8;ST14;UNC13A;ANXA3;ARID5B;BAZ1A;MCC;NFKBIA;ANLN;MYO1B;CENPH;PRC1;ESRP1;S100A6;SNRPF;SMPDL3B;LRP11
EZH2 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse	14/935	0.01896682030166088	0.2478326590564972	0	0	1.9562587249883667	7.756691292188206	NFIX;VWF;ANXA2;TXNRD1;CNPY1;LAMC1;LTBP1;PGBD5;DPYSL5;UBE2Q2;WNK2;ESRP1;RNF150;GALNT9
PRDM5 23873026 ChIP-Seq MEFs Mouse	15/1029	0.019123432382566617	0.2478326590564972	0	0	1.9073721326092243	7.547168007755847	CDCA2;TNFAIP3;ESCO2;DEK;SMC2;ANLN;SYNCRIP;CENPH;WNK2;ESRP1;CENPK;CKS2;GPC3;LRP11;EZH2
TAL1 26923725 Chip-Seq HEMANGIOBLAST Mouse	19/1413	0.01915614755992249	0.2478326590564972	0	0	1.770439711439368	7.002322037040591	TGFB2;MYOF;GSR;PREP;PHYHIPL;VRK1;FMN2;KIF11;PGD;SMC2;TTLL7;EEPD1;FRMD5;G2E3;PSMD1;RNF150;NAA15;KIF20B;MCTP2
KLF4 18555785 ChIP-Seq MESCs Mouse	29/2444	0.020408304465409036	0.25435216770829944	0	0	1.5850931677018634	6.16888679754592	HSP90AB1;TOMM40;KIF11;SMC2;KIF15;SYNCRIP;PGBD5;ESD;DNER;NOMO1;TMPO;CCT3;ST14;DUT;UNC13A;ANXA2;TXNRD1;PUS7;GTF2F2;BSPRY;GNAO1;ANLN;NEIL3;CENPF;EIF5;DNAJC6;TOMM70A;CKS2;LRP11
ZNF217 24962896 ChIP-Seq MCF-7 Human	20/1522	0.02047924055622379	0.25435216770829944	0	0	1.7316863567253118	6.733391496080887	CADPS2;TGFB2;ANXA2;NEBL;TXNRD1;MYOF;ARID5B;LAMC1;KSR2;LTBP1;EEPD1;MYO1B;NIPAL2;WNK2;ESRP1;ESD;HMCN1;MCTP2;TMPO;LRP11
HOXD13 18407260 ChIP-ChIP DEVELOPING-LIMBS Mouse	5/196	0.0213338470381785	0.2573543314617247	0	0	3.2970868572962813	12.685411134191686	CENPF;DIAPH3;ESD;NAP1L1;NOL4
CEBPD 21427703 ChIP-Seq 3T3-L1 Mouse	22/1735	0.022081342415198844	0.2573543314617247	0	0	1.6747596668724565	6.385895892667316	RBM28;TGFB2;DUT;CDCA2;NFIX;ANXA2;ZBTB20;TNFAIP3;GXYLT2;FMN2;LTBP1;NOL4;GNAO1;TPX2;ANLN;EEPD1;BRIP1;EPCAM;S100A6;CDK1;MCTP2;GALNT9
MYBL2 22936984 ChIP-ChIP MESCs Mouse	27/2250	0.022108492428647816	0.2573543314617247	0	0	1.596712792313735	6.086339397574592	TOP2A;CDCA2;HSP90AB1;TOMM40;ARL6IP1;NUCKS1;KIF11;SMC4;SMC2;KIF15;NUSAP1;TK1;TMPO;CCT3;DDX39;HELLS;ARID5B;ZBTB11;GTF2F2;TPX2;ANLN;CENPH;PRC1;NCL;CKS2;ABCE1;EZH2
WT1 19549856 ChIP-ChIP CCG9911 Human	5/199	0.022603662453701972	0.2573543314617247	0	0	3.2456053396775046	12.299686628489425	RAB3B;CENPF;NEBL;NUCKS1;HMCN1
RNF2 27304074 Chip-Seq NSC Mouse	15/1052	0.022793056731714747	0.2573543314617247	0	0	1.8627891309229734	7.043763271661231	RBM28;ANXA2;CNPY1;PHYHIPL;CABP1;TMEM163;SLC7A1;FOXP2;SMC2;TTLL7;DPYSL5;ESRP1;RSPO2;G2E3;GPC3
MYCN 18555785 ChIP-Seq MESCs Mouse	27/2261	0.02338030117972201	0.2592708398679887	0	0	1.5878586031347293	5.963776901405153	TOP2A;TOMM40;ARL6IP1;PREP;TNFAIP3;NUCKS1;LAMC1;SMC4;KIF15;SYNCRIP;UBE2Q2;EXOSC8;CCT8;CCT3;DUT;TXNRD1;PGD;SMC1A;GTF2F2;GNAO1;TPX2;EIF5;NCL;CKS2;NCAPD3;RAD18;EZH2
TBX3 20139965 ChIP-Seq MESCs Mouse	15/1068	0.025644427331249366	0.2785812555522967	0	0	1.8329235452523123	6.71478525031679	SPECC1;AVEN;GALNT14;LHFP;PREP;CNPY1;ARID5B;LTBP1;NEIL3;MYO1B;SCG3;RNF150;TOX;SMPDL3B;EZH2
TBX3 20139965 ChIP-Seq ESCs Mouse	15/1070	0.026018861227106612	0.2785812555522967	0	0	1.8292540414205025	6.674826483725464	SPECC1;AVEN;GALNT14;LHFP;PREP;CNPY1;ARID5B;LTBP1;NEIL3;MYO1B;SCG3;RNF150;TOX;SMPDL3B;EZH2
EZH2 27294783 Chip-Seq NPCs Mouse	18/1374	0.028111399681136896	0.2958843932540002	0	0	1.7157311714833838	6.127871312977313	TGFB2;PREP;ARID5B;PHYHIPL;TNFAIP3;NUCKS1;FMN2;LAMC1;SOBP;TMEM163;CENPF;MYO1B;DNER;CDK1;PSMD1;HMCN1;TMPO;LRP11
VDR 24763502 ChIP-Seq THP-1 Human	17/1288	0.030520719852297772	0.2962628521969168	0	0	1.7246699886353702	6.0179763393919155	DDX39;TOMM40;ANXA3;IDH2;BAZ1A;SMC4;FOXP2;NFKBIA;DIAPH3;PGBD5;NIPAL2;S100A6;HNRNPD;PGLS;TOX;MCTP2;TMPO
GATA6 25053715 ChIP-Seq YYC3 Human	24/2000	0.030532725508216868	0.2962628521969168	0	0	1.5836460888324122	5.525271845153925	CADPS2;HELLS;ANXA2;MDH1;NEBL;PRMT1;MYOF;HEATR1;PLAUR;ARID5B;NUCKS1;NAP1L1;LAMC1;BAZ1A;PGD;NFKBIA;ANLN;FRMD5;NIPAL2;NCL;EXOSC8;NUSAP1;RAD18;TMPO
