Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
CLOCK 20551151 ChIP-Seq 293T Human	5/407	0.0012467114142776458	0.01684580789048331	0	0	6.9502487562189055	46.47802363232904	HSP90AB1;ANXA2;CALD1;MGST3;S100A10
RUNX1 22412390 ChIP-Seq EML Mouse	11/2000	0.001451480396115609	0.017733634681137266	0	0	3.427142386574435	22.396962499060486	CD63;LGALS3;FTL1;LGALS1;CCND1;CTSL;FTH1;S100A6;TSPO;EMP3;ALDOA
MYB 26560356 Chip-Seq TH1 Human	11/2000	0.001451480396115609	0.017733634681137266	0	0	3.427142386574435	22.396962499060486	RNH1;HSP90AB1;LGALS1;ANXA2;MGST3;S100A13;S100A6;ARID5B;VIM;ALDOA;MYL12A
KDM2B 26808549 Chip-Seq K562 Human	11/2000	0.001451480396115609	0.017733634681137266	0	0	3.427142386574435	22.396962499060486	CCND1;ANXA3;MGST3;TPM1;PRRX2;TIMP2;HSPB1;ARID5B;VIM;ACTG1;S100A10
KDM2B 26808549 Chip-Seq SUP-B15 Human	11/2000	0.001451480396115609	0.017733634681137266	0	0	3.427142386574435	22.396962499060486	GSN;RRAS;CCND1;ANXA2;FTH1;TIMP2;HSPB1;EMP3;VIM;ALDOA;ACTG1
TCFAP2C 20176728 ChIP-ChIP TROPHOBLAST STEM CELLS Mouse	13/2667	0.0014724678616106757	0.017733634681137266	0	0	3.1396075804515893	20.47280167533976	ANXA2;ANXA5;HSPB1;ARID5B;ACTG1;LGALS3;LGALS1;RRAS;CALD1;FTH1;S100A13;S100A6;TSPO
CEBPD 21427703 ChIP-Seq 3T3-L1 Mouse	10/1735	0.0017711568832185793	0.020877040708576444	0	0	3.523671497584541	22.326413693136733	SPARC;LGALS1;ANXA2;CALD1;CTSL;MGST3;FTH1;MGST1;S100A6;VIM
SRY 25088423 ChIP-ChIP EMBRYONIC GONADS Mouse	14/3083	0.0018143306034150526	0.02094039904774873	0	0	2.963556157104544	18.706081132045703	CD63;GSN;LHFP;ANXA5;TPM1;ARID5B;EMP3;FTL1;MYL6;CTSL;S100A13;TIMP2;S100A6;TSPO
EGR1 23403033 ChIP-Seq LIVER Mouse	7/944	0.002429667900556638	0.027470122794048518	0	0	4.306490734452314	25.925077224779656	CALD1;CTSL;S100A1;NPC2;MGST1;S100A13;ARID5B
TCF3 18347094 ChIP-ChIP MESCs Mouse	11/2221	0.003359917464756208	0.03702451012982372	0	0	3.046497113434233	17.35235667412032	CD63;FTL1;SPARC;HSP90AB1;MGST3;ANXA5;HSPB1;ARID5B;VIM;S100A11;S100A10
TCF3 18692474 ChIP-Seq MEFs Mouse	6/745	0.0034083935318068763	0.03702451012982372	0	0	4.589906869378333	26.077621072187092	FTL1;CCND1;HSPB1;ARID5B;VIM;AVPI1
MECOM 23826213 ChIP-Seq KASUMI Mouse	10/1951	0.004201313903437319	0.04405213085767184	0	0	3.094453031083634	16.93395470268647	MYL6;RNH1;ANXA2;CTSL;ANXA3;MGST3;FTH1;TSPO;VIM;S100A10
Nerf2 26677805 Chip-Seq MACROPHAGESS Mouse	8/1331	0.00427680115479209	0.04405213085767184	0	0	3.5217309145880575	19.209457157901102	LGALS3;FTL1;ANXA3;FTH1;MGST1;HSPB1;ARID5B;ALDOA
TCF3 18692474 ChIP-Seq MESCs Mouse	8/1351	0.0046808495458605225	0.04405213085767184	0	0	3.4655621742367835	18.590230814738742	FTL1;GSN;CCND1;CALD1;HSPB1;ARID5B;VIM;AVPI1
SOX2 18692474 ChIP-Seq MEFs Mouse	10/1991	0.004858586581583723	0.04405213085767184	0	0	3.0252397778899547	16.115475622031646	FTL1;HSP90AB1;RRAS;S100A1;TPM1;S100A13;HSPB1;ARID5B;VIM;AVPI1
CEBPB 21427703 ChIP-Seq 3T3-L1 Mouse	10/2000	0.005017231196008498	0.04405213085767184	0	0	3.0100502512562812	15.937846000805907	ANXA2;CALD1;CTSL;ANXA3;LHFP;MGST3;FTH1;MGST1;ARID5B;VIM
CEBPB 20176806 ChIP-Seq MACROPHAGES Mouse	10/2000	0.005017231196008498	0.04405213085767184	0	0	3.0100502512562812	15.937846000805907	LGALS3;GSN;SERPINB6A;ANXA3;NPC2;FTH1;TIMP2;TSPO;VIM;AVPI1
GATA6 25053715 ChIP-Seq YYC3 Human	10/2000	0.005017231196008498	0.04405213085767184	0	0	3.0100502512562812	15.937846000805907	LGALS3;ANXA2;MGST3;FTH1;S100A13;ARID5B;VIM;MYL12A;S100A11;S100A10
CTCF 21964334 Chip-Seq Bcells Human	10/2000	0.005017231196008498	0.04405213085767184	0	0	3.0100502512562812	15.937846000805907	CCND1;LHFP;S100A6;ARID5B;VIM;ALDOA;MYL12A;S100A11;S100A10;AVPI1
CTCF 21964334 ChIP-Seq BJAB-B Human	10/2000	0.005017231196008498	0.04405213085767184	0	0	3.0100502512562812	15.937846000805907	CCND1;CALD1;NPC2;S100A6;ARID5B;VIM;MYL12A;S100A11;S100A10;AVPI1
SOX3 22085726 ChIP-Seq NPCs Mouse	10/2000	0.005017231196008498	0.04405213085767184	0	0	3.0100502512562812	15.937846000805907	LGALS3;SPARC;CCND1;ANXA2;CALD1;LHFP;FTH1;ARID5B;VIM;ACTG1
ELF3 26769127 Chip-Seq PDAC-Cell line Human	10/2000	0.005017231196008498	0.04405213085767184	0	0	3.0100502512562812	15.937846000805907	LGALS3;LGALS1;MGST3;S100A6;ARID5B;VIM;ALDOA;MYL12A;S100A11;AVPI1
SA1 27219007 Chip-Seq ERYTHROID Human	10/2000	0.005017231196008498	0.04405213085767184	0	0	3.0100502512562812	15.937846000805907	RNH1;CCND1;S100A1;TIMP2;S100A6;HSPB1;ARID5B;VIM;ALDOA;AVPI1
ZFP281 18757296 ChIP-ChIP E14 Mouse	10/2004	0.0050890548283231	0.04405213085767184	0	0	3.003343363423604	15.859644648685578	CD63;FTL1;SPARC;HSP90AB1;CCND1;CTSL;HSPB1;ARID5B;VIM;AVPI1
TP63 22573176 ChIP-Seq HFKS Human	16/4229	0.00520131575843365	0.04433121431034218	0	0	2.4918110610016617	13.104044787441842	SPARC;RNH1;ANXA2;ANXA3;S100A1;LHFP;TPM1;PRRX2;HSPB1;ARID5B;MYL12A;S100A13;RPS2;S100A11;S100A10;AVPI1
RUNX1 21571218 ChIP-Seq MEGAKARYOCYTES Human	18/5071	0.005414099016451385	0.04544561901687981	0	0	2.413741611643848	12.59671113684628	SPARC;RNH1;HSP90AB1;GSN;ANXA3;MGST3;ANXA5;TPM1;HSPB1;EMP3;LGALS3;LGALS1;FTH1;TIMP2;S100A6;VIM;ALDOA;AVPI1
GATA3 20176728 ChIP-ChIP TSCs Mouse	6/834	0.005899408318132498	0.04876544980629563	0	0	4.077578857630009	20.929817640636916	CD63;LGALS3;HSP90AB1;FTH1;ARID5B;AVPI1
GATA2 21666600 ChIP-Seq HMVEC Human	6/837	0.006001783945775618	0.04876544980629563	0	0	4.062221278403058	20.781099421040505	SPARC;ANXA3;NPC2;ALDOA;MYL12A;S100A11
NUCKS1 24931609 ChIP-Seq HEPATOCYTES Mouse	5/588	0.00607367515637978	0.04876544980629563	0	0	4.748100955648125	24.23331679904559	RRAS;CCND1;FTH1;HSPB1;ALDOA
SOX11 23321250 ChIP-ChIP Z138-A519-JVM2 Human	7/1134	0.006657825578623718	0.05269193386510772	0	0	3.5447016751364577	17.765911293227894	MYL6;RNH1;ANXA2;TPM1;S100A6;ARID5B;ACTG1
KLF4 19030024 ChIP-ChIP MESCs Mouse	8/1502	0.008769230654699511	0.06842470116483844	0	0	3.0900267737617133	14.63593097551754	FTL1;HSP90AB1;CCND1;FTH1;EMP3;VIM;ALDOA;ACTG1
EGR1 20690147 ChIP-Seq ERYTHROLEUKEMIA Human	20/6207	0.009361645206624265	0.07203265895097004	0	0	2.226119282366252	10.398501988828228	CD63;RNH1;HSP90AB1;GSN;ANXA3;MGST3;ANXA5;PRRX2;HSPB1;EMP3;ACTG1;LGALS1;RRAS;CCND1;CALD1;S100A13;TIMP2;RPS2;S100A10;AVPI1
XRN2 22483619 ChIP-Seq HELA Human	8/1529	0.009721785738548306	0.0737790314952844	0	0	3.0307363576594346	14.042571286301792	MYL6;HSP90AB1;CCND1;S100A1;FTH1;S100A13;RPS2;ACTG1
SOX2 20726797 ChIP-Seq SW620 Human	11/2564	0.009972019928857104	0.07465539244036265	0	0	2.586233910071991	11.917293740068883	LGALS1;GSN;RRAS;CALD1;CTSL;LHFP;ANXA5;TIMP2;ARID5B;EMP3;VIM
FOXP1 21924763 ChIP-Seq HESCs Human	14/3724	0.010485060399767786	0.07744964615295138	0	0	2.358490566037736	10.749537391642919	RNH1;HSP90AB1;GSN;S100A1;TPM1;HSPB1;EMP3;MYL12A;MYL6;LGALS1;CCND1;S100A13;S100A6;RPS2
TP53 16413492 ChIP-PET HCT116 Human	4/449	0.012103942250268089	0.08823136850853318	0	0	4.872659176029963	21.509009437451642	GSN;CALD1;S100A6;VIM
VDR 24763502 ChIP-Seq THP-1 Human	7/1288	0.01296917073514897	0.09173125258851891	0	0	3.0930617651929126	13.439910800887626	MYL6;RNH1;GSN;ANXA3;S100A6;TSPO;ALDOA
SOX17 20123909 ChIP-Seq XEN Mouse	9/1947	0.01306649720370318	0.09173125258851891	0	0	2.699790272645561	11.710890497973924	MYL6;HSP90AB1;CALD1;CTSL;S100A1;FTH1;ARID5B;VIM;ACTG1
YAP1 20516196 ChIP-Seq MESCs Mouse	10/2329	0.014282400893573856	0.09173125258851891	0	0	2.535719419289924	10.773580084536038	FTL1;RNH1;HSP90AB1;CCND1;ANXA2;FTH1;ANXA5;TPM1;S100A6;ALDOA
MYC 19030024 ChIP-ChIP MESCs Mouse	14/3868	0.014553242717701012	0.09173125258851891	0	0	2.2502494910382818	9.518423579232246	CD63;RNH1;HSP90AB1;MGST3;HSPB1;EMP3;ACTG1;FTL1;CCND1;CTSL;FTH1;RPS2;ALDOA;AVPI1
MITF 21258399 ChIP-Seq MELANOMA Human	18/5578	0.015262871454662237	0.09173125258851891	0	0	2.119032047089601	8.862495755937758	CD63;RNH1;GSN;ANXA2;LHFP;ANXA5;HSPB1;LGALS3;RRAS;CCND1;CALD1;NPC2;FTH1;S100A13;TIMP2;TSPO;ALDOA;AVPI1
FOXO1 25302145 ChIP-Seq T-LYMPHOCYTE Mouse	9/2000	0.015398928683632235	0.09173125258851891	0	0	2.6201940992530903	10.935268290460456	RNH1;GSN;TPM1;S100A6;HSPB1;ARID5B;EMP3;S100A11;S100A10
FOXM1 26456572 ChIP-Seq MCF-7 Human	9/2000	0.015398928683632235	0.09173125258851891	0	0	2.6201940992530903	10.935268290460456	LGALS3;CCND1;ANXA2;ANXA3;MGST1;HSPB1;ARID5B;S100A11;S100A10
NELFA 20434984 ChIP-Seq ESCs Mouse	9/2000	0.015398928683632235	0.09173125258851891	0	0	2.6201940992530903	10.935268290460456	FTL1;MYL6;HSP90AB1;CTSL;NPC2;FTH1;RPS2;ALDOA;AVPI1
PU.1 20513432 ChIP-Seq MACROPHAGES Mouse	9/2000	0.015398928683632235	0.09173125258851891	0	0	2.6201940992530903	10.935268290460456	CD63;MYL6;SPARC;HSP90AB1;LGALS1;ANXA2;TIMP2;TSPO;VIM
TCF7 22412390 ChIP-Seq EML Mouse	9/2000	0.015398928683632235	0.09173125258851891	0	0	2.6201940992530903	10.935268290460456	CD63;HSP90AB1;CCND1;TPM1;ARID5B;EMP3;ALDOA;S100A11;ACTG1
SMC1 22415368 ChIP-Seq MEFs Mouse	9/2000	0.015398928683632235	0.09173125258851891	0	0	2.6201940992530903	10.935268290460456	SPARC;RNH1;CCND1;LHFP;MGST3;S100A6;ARID5B;VIM;S100A11
SMC3 22415368 ChIP-Seq MEFs Mouse	9/2000	0.015398928683632235	0.09173125258851891	0	0	2.6201940992530903	10.935268290460456	CD63;RNH1;CCND1;LHFP;MGST3;TPM1;TIMP2;S100A6;VIM
GATA3 24758297 ChIP-Seq MCF-7 Human	9/2000	0.015398928683632235	0.09173125258851891	0	0	2.6201940992530903	10.935268290460456	SPARC;ANXA2;ANXA3;NPC2;FTH1;MGST1;ALDOA;S100A11;S100A10
MAF 26560356 Chip-Seq TH2 Human	9/2000	0.015398928683632235	0.09173125258851891	0	0	2.6201940992530903	10.935268290460456	ANXA2;MGST3;FTH1;S100A6;ARID5B;MYL12A;S100A11;ACTG1;S100A10
P300 27058665 Chip-Seq ZR-75-30cells Human	9/2000	0.015398928683632235	0.09173125258851891	0	0	2.6201940992530903	10.935268290460456	LGALS3;CCND1;FTH1;TPM1;TIMP2;S100A6;TSPO;ARID5B;AVPI1
MYCN 27167114 Chip-Seq NEUROBLASTOMA Human	9/2000	0.015398928683632235	0.09173125258851891	0	0	2.6201940992530903	10.935268290460456	MYL6;HSP90AB1;CCND1;TPM1;S100A13;TIMP2;ACTG1;S100A10;AVPI1
KAP1 27257070 Chip-Seq ESCs Mouse	9/2000	0.015398928683632235	0.09173125258851891	0	0	2.6201940992530903	10.935268290460456	LGALS3;HSP90AB1;SERPINB6A;CALD1;NPC2;S100A6;HSPB1;ACTG1;AVPI1
WT1 20215353 ChIP-ChIP NEPHRON PROGENITOR Mouse	8/1663	0.015649787177044593	0.09223385208598621	0	0	2.765105740181269	11.495368455603131	CD63;HSP90AB1;LGALS1;ANXA5;ARID5B;ALDOA;S100A11;ACTG1
PPARG 19300518 ChIP-PET 3T3-L1 Mouse	3/272	0.016967963634697728	0.09895001951181623	0	0	5.935195418466794	24.194398005381924	RRAS;MGST1;ALDOA
KLF4 18358816 ChIP-ChIP MESCs Mouse	8/1700	0.017677210253720658	0.1011917594872443	0	0	2.6991725768321513	10.892454319476794	LGALS3;ANXA2;NPC2;MGST3;ANXA5;TSPO;RPS2;ACTG1
AR 20517297 ChIP-Seq VCAP Human	9/2047	0.017717690740546386	0.1011917594872443	0	0	2.5530722719934156	10.297029799069668	CD63;LGALS3;SPARC;ANXA2;LHFP;FTH1;TSPO;MYL12A;S100A11
SOX9 24532713 ChIP-Seq HFSC Mouse	7/1384	0.018641547083907133	0.10538180698453624	0	0	2.8626350652494446	11.40005046376958	LGALS3;SPARC;GSN;ANXA2;ANXA5;TIMP2;ARID5B
PPARG 20176806 ChIP-Seq MACROPHAGES Mouse	7/1408	0.020299654210425233	0.1135960447734907	0	0	2.809962580840525	10.950849681876031	CALD1;ANXA3;FTH1;MGST1;TIMP2;ARID5B;VIM
NFE2L2 22581777 ChIP-Seq LYMPHOBLASTOID Human	4/527	0.020598211537471094	0.11411409191758987	0	0	4.12938177182919	16.032535432999317	LGALS3;SPARC;FTH1;ALDOA
CCND1 20090754 ChIP-ChIP RETINA Mouse	9/2137	0.022871104857202038	0.12545140684049436	0	0	2.4328159107446035	9.190888912732895	FTL1;HSP90AB1;RRAS;NPC2;MGST3;ARID5B;EMP3;VIM;ALDOA
TP53 18474530 ChIP-ChIP U2OS Human	5/827	0.023733544782940215	0.128905723624989	0	0	3.3260340632603405	12.44224720952275	CCND1;ANXA2;CALD1;ARID5B;S100A10
PPARG 20176806 ChIP-Seq 3T3-L1 Mouse	8/1807	0.024620080951097943	0.13242257132920643	0	0	2.523763201778766	9.348505658125715	LGALS1;GSN;ANXA3;FTH1;MGST1;TIMP2;TSPO;ARID5B
CDKN2AIP 20523734 ChIP-Seq CORTICAL Neurons	2/123	0.025130477499550226	0.1331046892990418	0	0	8.629404088734232	31.787910842309614	TPM1;TIMP2
SOX2 18692474 ChIP-Seq MESCs Mouse	12/3319	0.025227423062092757	0.1331046892990418	0	0	2.158149380102812	7.941609149408139	FTL1;HSP90AB1;GSN;RRAS;CALD1;S100A1;TPM1;S100A13;HSPB1;ARID5B;VIM;AVPI1
HIF1A 21447827 ChIP-Seq MCF-7 Human	3/321	0.02612978868112231	0.13656512197492227	0	0	5.008159102498725	18.2531337453521	EMP3;ALDOA;S100A10
SIN3A 21632747 ChIP-Seq MESCs Mouse	6/1186	0.029259170318659867	0.15149140520128565	0	0	2.8085742771684945	9.918654863438974	LGALS3;FTL1;CTSL;S100A1;ARID5B;ALDOA
NANOG 18700969 ChIP-ChIP MESCs Mouse	3/344	0.0311869055637122	0.15997727483607924	0	0	4.664896568122375	16.17672756853228	RRAS;HSPB1;VIM
