Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
FOXM1 25889361 ChIP-Seq OE33 AND U2OS Human	10/932	1.0882487127539508E-5	5.203807480987074E-4	0	0	6.882863340563992	78.65981080967876	TOP2A;NPM1;TUBA1B;ATAD2;GMNN;BIRC5;TK1;MKI67;SMC4;CKS1B
KLF4 18358816 ChIP-ChIP MESCs Mouse	13/1700	1.5596608479252005E-5	6.836513383405463E-4	0	0	5.2152407297635515	57.72466814025027	SET;ANXA5;GMNN;ENO1;RPL8;LSM2;CKS1B;TUBB5;STMN1;HIST1H2AE;TK1;RPS2;HIST1H4D
ZFX 18555785 ChIP-Seq MESCs Mouse	17/3249	7.428157904796018E-5	0.00300554696763285	0	0	3.8255488592337494	36.37197029113935	TOP2A;RANBP1;SET;ATAD2;GMNN;NME2;DEK;RPL8;CKS1B;TUBB5;ERH;TK1;RPS2;HIST1H4D;HIST1H1B;GALK1;S100A10
TTF2 22483619 ChIP-Seq HELA Human	11/1512	1.3231243214082393E-4	0.004971167093290956	0	0	4.664683314571895	41.65722908487114	RANBP1;NPM1;TUBA1B;RFC4;ANXA5;STMN1;DEK;ENO1;RPS2;CKS1B;S100A10
XRN2 22483619 ChIP-Seq HELA Human	11/1529	1.461581308942752E-4	0.005125278456692584	0	0	4.608195902048975	40.69415514414295	NPM1;TUBA1B;SET;MCM7;NME2;BIRC5;TK1;RPS2;RPL8;SMC4;SMC2
TBP 23326641 ChIP-Seq C3H10T1-2 Mouse	9/1057	1.9250999983406572E-4	0.006328766244544911	0	0	5.239103669047033	44.822430845808114	SET;TUBB5;HIST1H2AE;RPS2;RPL8;HIST1H4D;GCAT;HIST1H1B;CKS1B
MYCN 18555785 ChIP-Seq MESCs Mouse	13/2261	3.001031589001756E-4	0.009058872877018759	0	0	3.793594306049822	30.771301216570098	RFC5;TOP2A;NPM1;SET;SIVA1;ENO1;SMC4;LSM2;TUBA1B;EXOSC8;STMN1;BIRC5;ERH
SPI1 22790984 ChIP-Seq ERYTHROLEUKEMIA Mouse	12/1962	3.1357872949829333E-4	0.009058872877018759	0	0	3.9582417582417584	31.93295744539908	CDKN2A;ATAD2;GMNN;BIRC5;MKI67;RPL8;DCTPP1;HIST1H4D;LSM2;GALK1;CKS1B;SMC2
SPI1 22096565 ChIP-ChIP GC-B Mouse	11/1676	3.2722164384668516E-4	0.009058872877018759	0	0	4.1678575126850985	33.44652641594584	RANBP1;SET;TUBB5;MCM7;HIST1H2AE;HMGB1;RPL8;HIST1H4D;LSM2;CKS1B;S100A10
KDM2B 26808549 Chip-Seq HPB-ALL Human	12/2000	3.7462522447913684E-4	0.0098526434038013	0	0	3.874389192296637	30.567320659381785	TUBA1B;SET;SIVA1;STMN1;NME2;PHGDH;ENO1;HMGB1;DCTPP1;SMC4;GALK1;S100A10
SOX2 18555785 ChIP-Seq MESCs Mouse	6/497	4.2791556828041834E-4	0.010718266138833336	0	0	6.997364322511082	54.275648709951106	TUBB5;MCM7;GMNN;STMN1;HMGB1;HIST1H1B
NANOG 18555785 ChIP-Seq MESCs Mouse	6/542	6.755513651085756E-4	0.0161518190021414	0	0	6.395083406496927	46.68398968432884	TOP2A;SET;STMN1;ERH;RPS2;CKS1B
CNOT3 19339689 ChIP-ChIP MESCs Mouse	10/1547	7.349122094853121E-4	0.016807122703881485	0	0	3.99544567338972	28.830175109505593	RANBP1;RFC4;MCM7;EXOSC8;HIST1H2AE;ENO1;RPS2;HIST1H4D;GCAT;HIST1H1B
NR1H3 23393188 ChIP-Seq ATHEROSCLEROTIC-FOAM Human	6/599	0.0011351917425640398	0.02487961902452854	0	0	5.763416327745263	39.08145930763538	TOP2A;TUBA1B;EXOSC8;ERH;PHGDH;TK1
NANOG 21062744 ChIP-ChIP HESCs Human	7/840	0.0012467848153064549	0.026232352514047808	0	0	4.8706391647568115	32.570875825184096	TUBA1B;TUBB5;ERH;DEK;ENO1;HIST1H1B;CKS1B
OCT4 18692474 ChIP-Seq MEFs Mouse	11/1992	0.0014046590055488116	0.028276988457659642	0	0	3.4425142300127067	22.610298193705354	RANBP1;NPM1;SET;TUBB5;GMNN;ERH;ENO1;RPS2;RPL8;HIST1H1B;CKS1B
BRD4 27068464 Chip-Seq AML-cells Mouse	11/2000	0.001451480396115609	0.028276988457659642	0	0	3.427142386574435	22.396962499060486	NPM1;TUBA1B;SET;TUBB5;GMNN;NME2;HIST1H2AE;BIRC5;TK1;HIST1H4D;S100A10
HOXC9 25013753 ChIP-Seq NEUROBLASTOMA BE2-C Human	11/2014	0.0015365409268322727	0.02886501883977769	0	0	3.400537125346463	22.029432854166018	RFC5;RANBP1;SIVA1;CDKN2A;GMNN;EXOSC8;HIST1H2AE;PHGDH;HMGB1;RPS2;HIST1H4D
ZFP42 18358816 ChIP-ChIP MESCs Mouse	9/1480	0.002179747320429999	0.03925404385848048	0	0	3.649064713493125	22.363462110221995	TOP2A;NPM1;TUBB5;MCM7;HIST1H2AE;ERH;ENO1;TK1;SMC4
KLF4 18555785 ChIP-Seq MESCs Mouse	12/2444	0.0022388237942099127	0.03925404385848048	0	0	3.088815789473684	18.847350525257223	TUBA1B;RFC4;SET;SIVA1;ATAD2;ANXA5;NME2;BIRC5;ENO1;RPS2;RPL8;SMC2
E2F7 22180533 ChIP-Seq HELA Human	2/46	0.003818220426103208	0.06267601232270507	0	0	23.822966507177032	132.6455824042491	MCM7;ATAD2
KDM5B 21448134 ChIP-Seq MESCs Mouse	15/3724	0.003932145259789482	0.06267601232270507	0	0	2.628902669183068	14.560361809785979	TOP2A;NPM1;RFC4;SET;CDKN2A;ATAD2;GMNN;NME2;DEK;MKI67;SMC4;SMC2;EXOSC8;BIRC5;ERH
FOXP1 21924763 ChIP-Seq HESCs Human	15/3724	0.003932145259789482	0.06267601232270507	0	0	2.628902669183068	14.560361809785979	RANBP1;NPM1;SET;MCM7;SIVA1;ATAD2;NME2;RPL8;GCAT;LSM2;EXOSC8;HIST1H2AE;ERH;RPS2;DCTPP1
NANOG 18692474 ChIP-Seq MEFs Mouse	10/1989	0.004823882932230614	0.06944904234474922	0	0	3.028633990230756	16.155267008876702	RFC5;TOP2A;RANBP1;SET;STMN1;ENO1;HMGB1;HIST1H1B;LSM2;S100A10
SOX2 18692474 ChIP-Seq MEFs Mouse	10/1991	0.004858586581583723	0.06944904234474922	0	0	3.0252397778899547	16.115475622031646	RFC5;TOP2A;SET;TUBB5;NT5DC2;ENO1;HMGB1;HIST1H1B;LSM2;CKS1B
NCOR1 26117541 ChIP-Seq K562 Human	10/2000	0.005017231196008498	0.06944904234474922	0	0	3.0100502512562812	15.937846000805907	RANBP1;NPM1;TUBA1B;SET;STMN1;NME2;PHGDH;DEK;ENO1;HMGB1
GATA1 22383799 ChIP-Seq G1ME Mouse	10/2000	0.005017231196008498	0.06944904234474922	0	0	3.0100502512562812	15.937846000805907	RFC5;TOP2A;SET;ATAD2;GMNN;DEK;TK1;DCTPP1;HIST1H1B;GALK1
TCF7 22412390 ChIP-Seq EML Mouse	10/2000	0.005017231196008498	0.06944904234474922	0	0	3.0100502512562812	15.937846000805907	TUBA1B;SET;TUBB5;MCM7;STMN1;HMGB1;RPL8;DCTPP1;SMC4;GALK1
E2F1 21310950 ChIP-Seq MCF-7 Human	7/1145	0.007010118901303157	0.09454673184834514	0	0	3.5083879213931937	17.403009607884165	MCM7;ATAD2;GMNN;NME2;ERH;DEK;S100A10
HSF1 23293686 ChIP-Seq STHDH STRIATAL Mouse	7/1156	0.0073762486707604265	0.09524916862261908	0	0	3.472769470158504	17.049527263169374	SET;ATAD2;STMN1;HIST1H2AE;TK1;HIST1H4D;LSM2
SPI1 23547873 ChIP-Seq NB4 Human	13/3198	0.007424364854614794	0.09524916862261908	0	0	2.5359032501889645	12.433503558388747	RFC5;RFC4;SET;MCM7;NME2;HMGB1;MKI67;GCAT;LSM2;CKS1B;EXOSC8;PHGDH;GALK1
POU5F1 16153702 ChIP-ChIP HESCs Human	5/622	0.007663556936913822	0.09597692735277787	0	0	4.478583005325307	21.81642757169308	TOP2A;SET;ATAD2;PHGDH;HIST1H1B
MYB 21317192 ChIP-Seq ERMYB Mouse	6/923	0.009528716705351615	0.11479509727105046	0	0	3.6646994675732887	17.053478252340625	SET;NT5DC2;HMGB1;TK1;MKI67;S100A10
CREM 20920259 ChIP-Seq GC1-SPG Mouse	19/5776	0.00960263171088635	0.11479509727105046	0	0	2.2321232123212322	10.36981516767519	NPM1;RFC4;SET;MCM7;SIVA1;CDKN2A;ATAD2;GMNN;DEK;HMGB1;RPL8;SMC4;LSM2;TUBA1B;EXOSC8;STMN1;BIRC5;ERH;DCTPP1
POU5F1 18692474 ChIP-Seq MESCs Mouse	15/4232	0.013252165464128014	0.1472697543198283	0	0	2.2399336020867917	9.684564173732749	RFC5;RANBP1;NPM1;SET;ATAD2;GMNN;ENO1;RPL8;CKS1B;TUBB5;NT5DC2;ERH;RPS2;HIST1H4D;HIST1H1B
NANOG 18692474 ChIP-Seq MESCs Mouse	12/3052	0.013561408267921153	0.1472697543198283	0	0	2.3853383458646618	10.258212311876978	RFC5;TOP2A;RANBP1;SET;STMN1;DEK;ENO1;HMGB1;HIST1H4D;HIST1H1B;LSM2;S100A10
RUNX1 17652178 ChIP-ChIP JURKAT Human	6/1003	0.013969786929493234	0.1472697543198283	0	0	3.356481208330875	14.335055821513885	NPM1;SET;DEK;MKI67;HIST1H1B;S100A10
ETS1 22383799 ChIP-Seq G1ME Mouse	9/2000	0.015398928683632235	0.1472697543198283	0	0	2.6201940992530903	10.935268290460456	NPM1;SET;TUBB5;MCM7;ANXA5;GMNN;HIST1H4D;HIST1H1B;GALK1
GATA3 24758297 ChIP-Seq MCF-7 Human	9/2000	0.015398928683632235	0.1472697543198283	0	0	2.6201940992530903	10.935268290460456	SIVA1;GMNN;HIST1H2AE;BIRC5;DEK;HIST1H4D;GALK1;CKS1B;S100A10
MAF 26560356 Chip-Seq TH1 Human	9/2000	0.015398928683632235	0.1472697543198283	0	0	2.6201940992530903	10.935268290460456	NPM1;TUBA1B;STMN1;DEK;ENO1;HMGB1;HIST1H4D;GCAT;S100A10
CREB1 26743006 Chip-Seq LNCaP Human	9/2000	0.015398928683632235	0.1472697543198283	0	0	2.6201940992530903	10.935268290460456	TUBA1B;SET;STMN1;NME2;ENO1;HMGB1;TK1;MKI67;CKS1B
CHD1 26751641 Chip-Seq LNCaP Human	9/2000	0.015398928683632235	0.1472697543198283	0	0	2.6201940992530903	10.935268290460456	RFC5;NPM1;NME2;PHGDH;ENO1;HMGB1;TK1;GCAT;S100A10
KLF6 26769127 Chip-Seq PDAC-Cell line Human	9/2000	0.015398928683632235	0.1472697543198283	0	0	2.6201940992530903	10.935268290460456	GMNN;STMN1;PHGDH;DEK;ENO1;HMGB1;MKI67;CKS1B;S100A10
KDM2B 26808549 Chip-Seq SIL-ALL Human	9/2000	0.015398928683632235	0.1472697543198283	0	0	2.6201940992530903	10.935268290460456	SET;SIVA1;STMN1;PHGDH;ENO1;HMGB1;SMC4;GALK1;S100A10
CTCF 27219007 Chip-Seq ERYTHROID Human	9/2000	0.015398928683632235	0.1472697543198283	0	0	2.6201940992530903	10.935268290460456	TUBA1B;STMN1;ENO1;HMGB1;RPL8;DCTPP1;SMC4;CKS1B;S100A10
FOXM1 23109430 ChIP-Seq U2OS Human	3/267	0.016156038537701634	0.15175136197912606	0	0	6.049140049140049	24.95549375132931	TOP2A;ATAD2;MKI67
NANOG 16153702 ChIP-ChIP HESCs Human	8/1686	0.0168886600728242	0.1545265862665403	0	0	2.723778307508939	11.11604674361707	TOP2A;SET;ATAD2;HIST1H2AE;ERH;PHGDH;HIST1H4D;HIST1H1B
DCP1A 22483619 ChIP-Seq HELA Human	5/759	0.01703905323851585	0.1545265862665403	0	0	3.638878363016294	14.818412662488816	RANBP1;NME2;ENO1;TK1;RPL8
VDR 21846776 ChIP-Seq THP-1 Human	5/794	0.020301074803469134	0.18098924316313159	0	0	3.4711207676987144	13.527240348788995	SIVA1;ENO1;RPL8;SMC4;CKS1B
CCND1 20090754 ChIP-ChIP RETINA Mouse	9/2137	0.022871104857202038	0.20050335258147123	0	0	2.4328159107446035	9.190888912732895	TOP2A;RANBP1;SET;TUBB5;STMN1;BIRC5;ERH;TK1;CKS1B
SOX2 18692474 ChIP-Seq MESCs Mouse	12/3319	0.025227423062092757	0.21753482837148835	0	0	2.158149380102812	7.941609149408139	RFC5;TOP2A;SET;TUBB5;NT5DC2;HIST1H2AE;ENO1;HMGB1;HIST1H4D;HIST1H1B;LSM2;CKS1B
HIF1A 21447827 ChIP-Seq MCF-7 Human	3/321	0.02612978868112231	0.21965589947895098	0	0	5.008159102498725	18.2531337453521	ENO1;SMC2;S100A10
ATF3 23680149 ChIP-Seq GBM1-GSC Human	9/2189	0.026308596325425686	0.21965589947895098	0	0	2.3678603137022787	8.613943223832818	MCM7;CDKN2A;ANXA5;HIST1H2AE;ENO1;DCTPP1;HIST1H4D;CKS1B;S100A10
EBNA2 21746931 ChIP-Seq IB4-LCL Human	7/1492	0.02692779056573925	0.22080303767466353	0	0	2.639016426895215	9.538979326676936	TOP2A;SET;GMNN;STMN1;DEK;HIST1H1B;S100A10
BCL3 23251550 ChIP-Seq MUSCLE Mouse	5/858	0.027285546480709372	0.22080303767466353	0	0	3.19996650477307	11.524353450132109	NPM1;TUBB5;ANXA5;RPL8;GCAT
RELA 24523406 ChIP-Seq FIBROSARCOMA Human	6/1182	0.028839553795723158	0.22937328199462334	0	0	2.8187274909963986	9.995228649897603	MCM7;ENO1;RPS2;DCTPP1;CKS1B;S100A10
RUNX1 21571218 ChIP-Seq MEGAKARYOCYTES Human	16/5071	0.029617588048664233	0.22937328199462334	0	0	1.965710517639301	6.918095851420188	TOP2A;RANBP1;NPM1;RFC4;MCM7;SIVA1;ATAD2;ANXA5;GMNN;ENO1;HMGB1;TUBA1B;STMN1;BIRC5;ERH;HIST1H4D
E2F4 21247883 ChIP-Seq LYMPHOBLASTOID Human	11/2998	0.02965281972554066	0.22937328199462334	0	0	2.1553513501033215	7.582952933604605	RFC5;TUBA1B;SIVA1;EXOSC8;STMN1;ERH;ENO1;HMGB1;RPS2;MKI67;CKS1B
SMAD1 18555785 ChIP-Seq MESCs Mouse	4/610	0.03291689148400515	0.24924027945857294	0	0	3.5485881921525486	12.114061549359588	STMN1;HIST1H4D;HIST1H1B;GALK1
TRP63 18441228 ChIP-ChIP KERATINOCYTES Mouse	2/143	0.03316885848308005	0.24924027945857294	0	0	7.397909667786488	25.198344449372286	TK1;CKS1B
CREB1 20920259 ChIP-Seq GC1-SPG Mouse	11/3057	0.0337037124433606	0.24969229218602362	0	0	2.106255801843005	7.140517390591778	NPM1;TUBA1B;RFC4;MCM7;ATAD2;GMNN;BIRC5;HMGB1;RPS2;SMC4;LSM2
FOXM1 26100407 CHIP-SEQ Hek293 flp-in Human	8/1934	0.035168983460295705	0.2523457414903157	0	0	2.3408618899273104	7.836247578185376	NPM1;TUBA1B;ERH;ENO1;MKI67;GALK1;CKS1B;S100A10
ZIC3 20872845 ChIP-ChIP MESCs Mouse	3/365	0.03622423365852262	0.2523457414903157	0	0	4.389577422726594	14.564736170350564	STMN1;HIST1H1B;LSM2
SOX17 20123909 ChIP-Seq XEN Mouse	8/1947	0.03640182086089066	0.2523457414903157	0	0	2.3234914904589994	7.698044422516254	RFC4;TUBB5;CDKN2A;HIST1H2AE;ERH;ENO1;GALK1;CKS1B
SOX2 16153702 ChIP-ChIP HESCs Human	6/1278	0.040062549115032486	0.2523457414903157	0	0	2.5926748057713653	8.341447182737324	TOP2A;SET;ATAD2;HIST1H2AE;HIST1H4D;HIST1H1B
FOXO1 25302145 ChIP-Seq T-LYMPHOCYTE Mouse	8/2000	0.041737793744595936	0.2523457414903157	0	0	2.255020080321285	7.162729053892598	SET;MCM7;GMNN;EXOSC8;BIRC5;PHGDH;HMGB1;S100A10
RUNX2 24764292 ChIP-Seq MC3T3 Mouse	8/2000	0.041737793744595936	0.2523457414903157	0	0	2.255020080321285	7.162729053892598	NPM1;RFC4;TUBB5;MCM7;ATAD2;ANXA5;BIRC5;PHGDH
CEBPA 20513432 ChIP-Seq MACROPHAGES Mouse	8/2000	0.041737793744595936	0.2523457414903157	0	0	2.255020080321285	7.162729053892598	TOP2A;TUBA1B;SIVA1;ATAD2;STMN1;PHGDH;DEK;DCTPP1
LDB1 21186366 ChIP-Seq BM-HSCs Mouse	8/2000	0.041737793744595936	0.2523457414903157	0	0	2.255020080321285	7.162729053892598	TOP2A;RANBP1;TUBB5;NT5DC2;HIST1H2AE;DEK;LSM2;GALK1
SOX11 22085726 ChIP-Seq ESNs Mouse	8/2000	0.041737793744595936	0.2523457414903157	0	0	2.255020080321285	7.162729053892598	NPM1;TUBB5;MCM7;BIRC5;ERH;HMGB1;TK1;RPS2
SOX3 22085726 ChIP-Seq MUSCLE Mouse	8/2000	0.041737793744595936	0.2523457414903157	0	0	2.255020080321285	7.162729053892598	TOP2A;TUBB5;SIVA1;STMN1;RPL8;HIST1H4D;LSM2;GALK1
RXR 22158963 ChIP-Seq LIVER Mouse	8/2000	0.041737793744595936	0.2523457414903157	0	0	2.255020080321285	7.162729053892598	SIVA1;GMNN;EXOSC8;BIRC5;ENO1;TK1;LSM2;S100A10
GATA2 22383799 ChIP-Seq G1ME Mouse	8/2000	0.041737793744595936	0.2523457414903157	0	0	2.255020080321285	7.162729053892598	TOP2A;TUBB5;MCM7;STMN1;DEK;RPS2;HIST1H1B;GALK1
UBF1/2 26484160 Chip-Seq HMEC-DERIVED Human	8/2000	0.041737793744595936	0.2523457414903157	0	0	2.255020080321285	7.162729053892598	GMNN;STMN1;PHGDH;ENO1;HMGB1;GCAT;CKS1B;S100A10
MYB 26560356 Chip-Seq TH1 Human	8/2000	0.041737793744595936	0.2523457414903157	0	0	2.255020080321285	7.162729053892598	NPM1;RFC4;ATAD2;STMN1;ENO1;HMGB1;GCAT;HIST1H1B
FOXA1 26769127 Chip-Seq PDAC-Cell line Human	8/2000	0.041737793744595936	0.2523457414903157	0	0	2.255020080321285	7.162729053892598	TUBA1B;SET;STMN1;DEK;ENO1;HMGB1;CKS1B;S100A10
KAP1 27257070 Chip-Seq ESCs Mouse	8/2000	0.041737793744595936	0.2523457414903157	0	0	2.255020080321285	7.162729053892598	RFC5;TUBA1B;NT5DC2;STMN1;BIRC5;HMGB1;DCTPP1;HIST1H1B
PDX1 19855005 ChIP-ChIP MIN6 Mouse	4/669	0.04384407375561126	0.2593552261377199	0	0	3.2238930659983294	10.08148667790644	MCM7;ERH;GCAT;CKS1B
SETDB1 19884255 ChIP-Seq MESCs Mouse	8/2020	0.04388329871911991	0.2593552261377199	0	0	2.2301192842942346	6.971846788306322	RFC5;RANBP1;TUBB5;STMN1;BIRC5;HMGB1;TK1;GCAT
SMAD4 19686287 ChIP-ChIP HaCaT Human	3/405	0.04691166578453446	0.27417262447405694	0	0	3.9447357805566763	12.068875322408259	ATAD2;GMNN;S100A10
TAL1 20887958 ChIP-Seq HPC-7 Mouse	8/2067	0.049217111892262126	0.28448572368494374	0	0	2.1735065565808647	6.545545235715877	SET;TUBB5;STMN1;BIRC5;RPL8;HIST1H4D;HIST1H1B;LSM2
PRDM5 23873026 ChIP-Seq MEFs Mouse	5/1029	0.05295406748198195	0.30275912495133156	0	0	2.6417410714285716	7.762308079222007	SET;MCM7;GMNN;DEK;SMC2
PPARD 23176727 ChIP-Seq KERATINOCYTES Mouse	2/194	0.057408971284007536	0.3247002031762147	0	0	5.418859649122807	15.484687824975971	ATAD2;PHGDH
SALL4 18804426 ChIP-ChIP MESCs Mouse	5/1062	0.059138835915303715	0.33092582650478464	0	0	2.554804703338289	7.224649057318522	CDKN2A;STMN1;DEK;ENO1;S100A10
SREBP2 21459322 ChIP-Seq LIVER Mouse	5/1095	0.0657289609496133	0.3639308785210168	0	0	2.473132372214941	6.732399635027309	NPM1;ATAD2;GMNN;ERH;GCAT
IRF8 22096565 ChIP-ChIP GC-B Mouse	4/772	0.06731104115058639	0.3688084129709213	0	0	2.7766203703703702	7.49251847454914	ATAD2;ERH;HMGB1;S100A10
TCF3 18347094 ChIP-ChIP MESCs Mouse	8/2221	0.06967145219470582	0.3773803561345302	0	0	2.004857659286037	5.3408698850135465	RFC5;SET;ANXA5;STMN1;ENO1;HIST1H4D;HIST1H1B;S100A10
KDM6A 18722178 ChIP-ChIP U937 AND SAOS2 Human	3/479	0.07031040855738395	0.3773803561345302	0	0	3.3188734953440835	8.81106294972347	RFC4;CKS1B;SMC2
HOXA2 22223247 ChIP-Seq E11.5 EMBRYO Mouse	1/38	0.07331940027913937	0.3883888814491797	0	0	13.806652806652806	36.07581780881721	HIST1H2AE
MYC 22102868 ChIP-Seq BL Human	4/797	0.0738381903895779	0.3883888814491797	0	0	2.6855821773854562	6.998302725925591	NPM1;TUBA1B;ERH;GALK1
TAL1 20566737 ChIP-Seq PRIMARY FETAL LIVER ERYTHROID Mouse	7/1875	0.07595632119715609	0.39382262264017037	0	0	2.0544416326000907	5.295522229340539	SIVA1;STMN1;BIRC5;HMGB1;TK1;HIST1H4D;SMC2
TRIM28 19339689 ChIP-ChIP MESCs Mouse	10/3072	0.07636864545493798	0.39382262264017037	0	0	1.8395384280426736	4.731629595433415	RFC5;RANBP1;CDKN2A;ATAD2;GMNN;EXOSC8;RPS2;SMC4;GCAT;LSM2
NANOG 18347094 ChIP-ChIP MESCs Mouse	7/1908	0.08175921939554558	0.4175276640976405	0	0	2.015095723144119	5.045752739189316	RFC5;SET;STMN1;ENO1;RPS2;HIST1H1B;CKS1B
PPARG 23326641 ChIP-Seq C3H10T1-2 Mouse	4/838	0.08522561749393738	0.43104495001741405	0	0	2.5480948574473756	6.274564375194219	RANBP1;TUBA1B;EXOSC8;LSM2
SOX2 19030024 ChIP-ChIP MESCs Mouse	4/863	0.09257606679925426	0.4425125210353643	0	0	2.4707023670935198	5.879591272980521	RFC5;MCM7;PHGDH;LSM2
POU5F1 18555785 ChIP-Seq MESCs Mouse	3/555	0.09884352313146491	0.4425125210353643	0	0	2.8507638072855466	6.597286789051484	ATAD2;EXOSC8;RPL8
TAF2 19829295 ChIP-Seq ESCs Human	7/2000	0.0993038656424491	0.4425125210353643	0	0	1.912283902750536	4.416555024401381	CDKN2A;NT5DC2;GMNN;PHGDH;DEK;HMGB1;GALK1
PU.1 20513432 ChIP-Seq Bcells Mouse	7/2000	0.0993038656424491	0.4425125210353643	0	0	1.912283902750536	4.416555024401381	NPM1;TUBA1B;SET;ATAD2;STMN1;TK1;RPL8
NANOG 20526341 ChIP-Seq ESCs Human	7/2000	0.0993038656424491	0.4425125210353643	0	0	1.912283902750536	4.416555024401381	TOP2A;SET;GMNN;PHGDH;DEK;CKS1B;S100A10
PHF8 20622854 ChIP-Seq HELA Human	7/2000	0.0993038656424491	0.4425125210353643	0	0	1.912283902750536	4.416555024401381	SET;GMNN;STMN1;DCTPP1;GALK1;SMC2;S100A10
FOXH1 21741376 ChIP-Seq EPCs Human	7/2000	0.0993038656424491	0.4425125210353643	0	0	1.912283902750536	4.416555024401381	RFC4;ATAD2;BIRC5;MKI67;SMC4;GALK1;SMC2
PPARA 22158963 ChIP-Seq LIVER Mouse	7/2000	0.0993038656424491	0.4425125210353643	0	0	1.912283902750536	4.416555024401381	RFC4;SIVA1;BIRC5;ENO1;TK1;GCAT;S100A10
LXR 22292898 ChIP-Seq THP-1 Human	7/2000	0.0993038656424491	0.4425125210353643	0	0	1.912283902750536	4.416555024401381	SIVA1;NT5DC2;NME2;BIRC5;ENO1;RPL8;LSM2
GATA4 25053715 ChIP-Seq YYC3 Human	7/2000	0.0993038656424491	0.4425125210353643	0	0	1.912283902750536	4.416555024401381	ATAD2;GMNN;EXOSC8;ERH;HIST1H4D;CKS1B;S100A10
UBF1/2 26484160 Chip-Seq HMECs Human	7/2000	0.0993038656424491	0.4425125210353643	0	0	1.912283902750536	4.416555024401381	NPM1;ANXA5;EXOSC8;STMN1;ENO1;GALK1;S100A10
