"","V1","V2","V3","V4","V5","V6"
"RPS27",-0.249037453935146,-0.00732834596372961,0.00810758317433924,-0.602436722634502,-0.681429598264618,-0.189647490425189
"RPS12",0.319078407268351,-0.758727902760396,-0.116907883816049,0.0619204608745982,-0.206636369058449,-1.07228408110355
"UCHL1",-0.72197881758265,0.865909185412632,0.331907566496879,-0.532911738848672,-0.411443376129766,0.364750059305988
"RPL13A",0.725475742643208,-0.601582927191414,-0.153329265874088,-0.199627509112816,-0.594235329108575,-0.880497558543667
"RPL37",0.127508335914613,0.813079148982531,-0.717755627012956,-0.783254454512379,-0.875915418022017,-0.390297137666286
"HSP90AB1",0.672696791892478,0.135915283182427,0.0963017473567817,0.81142115999254,-0.474329606130536,0.0245670200608116
"TPT1",0.881910114006363,-0.694680406305137,0.365873537629971,-0.00760658409893462,-0.14643351951323,-0.776545873682456
"RPS29",0.613724113448696,0.372180054522155,-0.796613421085912,-0.286842024127756,-0.469498369731315,0.109806559947968
"RPS2",0.271867704809647,0.0750047123502604,-0.183879810433098,-0.617600551220005,-0.272798981972446,-1.0925830630052
"TMSB4X",0.0967502164181477,1.61064186981232,-1.09513118908266,0.876387737411763,1.11809844364034,-1.28506910600765
"RPLP1",0.478843286384748,-0.822326934352056,0.117294664377028,-0.618573585939748,-0.429670719908283,-0.267469934750371
"BTF3",-0.374845267183982,-0.57783337242658,0.126529928816918,-0.0465584772542772,-0.366293613276329,-0.576628805817734
"RPL10A",0.689334907303706,-0.191471350119481,-0.158693335871547,-0.0273566036865726,-0.357118285528978,-0.668290319623393
"RPL27A",0.436679559850491,0.0735845386994544,-0.626201008775875,-0.279997583762112,0.286648441516835,0.147182127060276
"MTATP6P1",0.7373666784654,0.366345266324053,0.523491026386846,-0.370189102053347,-1.01458598895285,0.533035069832671
"HSP90AA1",0.695793559267072,0.47331823715775,-0.390596122405737,-0.414897169656955,0.414882890065914,0.134351023932628
"RPL10-1",0.666537985838327,-0.273382193988807,0.14434381141266,-1.075056270076,-0.951547375274546,0.359359811039774
"MT-ATP8",0.983352007733906,0.0790702897211841,-0.341203097314479,0.770261401679786,0.310850975278473,0.293952840690801
"HINT1",-0.61188759599152,-0.153332497762519,0.0264346278520181,-0.242069125570802,0.475463376376455,-0.377721342577848
"RPLP2",0.200927970626212,-0.720758608758635,0.414779706610015,-0.658875302445709,0.254333586394827,0.184965993053972
"YBX1",0.713699318161288,0.466681187663164,-0.226039851698176,-0.365142077427122,-0.590531852864169,0.479352729371884
"H3F3B",0.59145411471656,0.317568718415735,-0.0849754894150524,-0.397313645064266,1.12384215507279,-0.516839047822445
"PFN1",0.576548034483136,1.32106449388305,-0.0052389708295999,1.37043959852981,-0.341450277847593,0.106700341640426
"RPL6",0.0520973025726347,-0.622476354739914,0.227944562489467,-0.54630363695597,-0.569177732534149,-0.349217332252401
"RPS5",0.921378112037844,-0.23226155258749,-0.485005663440545,-0.251566606416228,0.332379954420756,-0.180205709769641
"EEF1B2",-0.182809120054175,-0.387044622570829,-0.0137304702792814,0.0291085720018601,-0.611953632576355,0.00212895908270636
"RPS14",0.170154694525466,-0.669975913890139,0.653533816147192,-0.410248438949304,-0.173880634402494,-0.806942761639902
"RPL38",0.77081692729421,-0.180389483436484,-0.0997595370428583,-0.730449572175302,-0.775051031118483,-0.565289267314407
"MT-ND5",0.697364971495323,-0.0611432428095762,-0.198656305084012,0.840592649435986,0.20734675672647,0.11302678709418
"PTMA",0.551749206146037,1.18105979871167,-0.288713294607854,0.117919035378224,0.0762910134166294,0.387426218198547
"RAN",-0.122370209820652,-0.419434092982775,-0.243303660773167,0.293286405275249,-0.053454006522106,-0.189042186016881
"RPL19",0.872257163946806,-0.402872894503174,-0.585023973558386,-0.467932510874322,0.188464581686021,-0.388664983609927
"RPL27",0.453962304601072,-0.189449458781889,0.173306010959176,-0.922429733612065,-0.413823708444431,-0.422506706610319
"RPS6",0.419337613734042,-0.471757991019288,0.0187977422527367,-0.838918143984739,0.0946033686610635,-0.466950785179254
"UQCRH",-0.203096625249891,-0.360124027822197,0.468113050405077,-0.362633109301616,-0.351992593058081,0.41976847961302
"RPL32",0.814071215006375,-0.191133008075235,-0.437840115105382,-0.179861052904862,-0.0882537038331824,-0.903608779231242
"TPI1",-0.363744686348033,0.0708095554226343,0.824915432252031,-0.096506627414836,0.532639397658503,-0.367186246791818
"SLC25A5",0.0693679191811042,-0.502755528813346,0.0977223152280783,-0.505275467157946,0.0355207811286365,-0.522050443769541
"RPL14",0.897901078090864,-0.167897340770944,-0.647665929854305,-0.226674010782787,-0.659791200479756,-0.84589802083627
"RPS28",1.1197321001201,0.425313105097031,-0.262141772787825,-0.835945656375148,0.43223695872407,-0.901718270948338
"HNRNPC",0.542049204216582,1.00029036727425,-0.613930949836694,0.314420126015901,0.303300144991028,-0.015799740180501
"OAZ1",-0.351819249885804,0.57061331236407,-0.0580716599844783,-0.315931419952764,0.604048523078378,-0.484217220401554
"CHCHD2",-0.0356223492279239,-0.355537109989131,0.238340650586712,-0.231132549790656,0.768948772597085,0.00791123961682284
"RPL5",0.620975055825826,-0.546444679103547,0.888771751069228,-0.359098397551061,-0.764736183139079,-0.902936908735334
"YWHAE",0.318804263363259,0.755315373837957,0.0597950980929992,-0.466064583300158,0.100800336516933,0.0409879597273921
"RPL23",0.742400008990091,-0.479070517277673,-0.128280301791251,-0.718612135493655,-0.470651056309892,-0.604138796841872
"RPS24",0.544298971953635,-0.718066408992494,0.696658013405278,-0.195027565931783,-0.266183610978,-0.709219262751616
"SET",0.371106799965975,0.473427167592872,-0.347036816796792,-0.195691143489697,0.391064607709828,-0.22162083645434
"RPL31",0.280587650608598,-0.262330395905898,0.829940536677985,-0.535668715701714,-0.593377525259588,-0.472664836806235
"PKM",1.23754376121724,-0.0788595013695272,-0.281538556730128,0.0864676079905484,0.229546646275937,0.229163882640904
"EIF4G2",-0.304551549412797,0.295938378799556,0.0453605179566073,-0.0255902744462407,0.750906286189852,0.854235152555217
"RPS18",0.336200514473542,-0.481456318992283,0.446153709910422,-0.204904065526571,-0.506088689313286,-0.755536143920182
"ERH",0.235340890726328,0.254736140450044,-0.312554305293278,-0.0430726737078346,0.739765688935166,0.170419066798279
"RPS8",0.565166993389363,-0.317282489486225,0.268734748146599,-0.366582080317052,-0.600304644119886,-0.472607062299991
"SLC25A3",-0.202254925788981,-0.352053609097006,0.224484547053602,0.0705981762928398,-0.249595871522234,-0.594685086459354
"RPL3",0.251331384031792,-0.267734515102481,0.383374232839322,-0.363096749587572,-0.737359388347591,-0.65918061646545
"ATP5G3",-0.0420963890809666,-0.61105962026496,0.493496132713942,-0.624494444479526,-0.651920795089276,-0.558179379125567
"PSMB1",0.357197247604829,-0.12865806530754,-0.391662122587336,0.429663772677896,0.133573449526169,-0.316806298944674
"NDUFA4",0.0892181370938696,-0.438532744011526,0.481793440506564,-0.314029338315891,0.122191237418336,-0.769440243564336
"RPL35",0.749846658906907,-0.0524286105339796,-0.0456204359056104,-0.609684708890643,-0.187389880913897,-0.39344158760061
"TBCA",0.0993343071118154,-0.499845600724325,0.0131499056161811,0.20579954465275,0.315575572840388,-0.0948461831596215
"MT-RNR1",0.905430520134367,0.868745456067032,0.79245201389728,0.412110725603158,0.937987189229844,0.45962457709282
"COX6C",-0.333790271623954,-0.289512276539413,0.95334618284855,-0.818099053745464,-0.103640504216361,-0.0283506557242472
"NPM1",0.487020672184066,-0.71577810256745,0.202156397790729,0.0723297424456554,-0.147086890208982,-0.593582996259351
"RPL35A",0.77289018575767,-0.317037937165426,-0.303892248122036,-0.49066382890729,-0.0601043583455468,-0.66678010017467
"ENO1",0.918545115733863,-0.64011469727887,-0.303880141250955,-0.172764397148825,-0.0847686563197122,0.125070742534792
"LDHB",0.67949426938496,-0.52990880664335,0.23622059814656,-0.31607267857819,-0.290294310602241,-0.67029169679272
"CSDE1",-0.0129763037938319,1.03853837683018,-0.123427553656705,0.303272542660682,-0.465127033514808,-0.352707723730805
"PEBP1",0.176846039760128,0.106746495339575,0.200399839082385,-0.487920576881329,0.446715935374074,0.071679453570137
"GNAS",-0.0725064666341508,1.48247564257269,-0.708965548940704,-0.416603734886945,0.403602815629265,-0.401897819183201
"MARCKSL1",0.350359908773558,1.63352658499764,-0.0564861014991808,0.0940882618315085,0.360907158953742,-0.458573156126983
"ATP5A1",0.126001499494129,-0.406444511272669,0.407364425144493,-0.496974880431515,0.0979607335226466,-0.372899958432212
"CYCS",0.0245648592514,-0.186342563223841,0.880331172506055,-0.124258463624008,-0.102882624159669,-0.35891383357783
"TUBB2B",-0.646472095424437,1.01983766211094,-0.247778131484993,0.317241003961839,0.53190848602953,-0.410527468002263
"RPLP0",0.0192147445855644,-0.589760390016064,0.47857893888608,-0.42929747636825,-0.0312729609723006,-0.32429307282819
"DYNLL1",0.110300500510895,-0.382049871006071,-0.159283957058389,0.416513873315382,0.84720995475153,0.103862202181719
"CD63",-0.308866302523949,-0.213064618709423,0.579432107822514,-0.217648162416852,0.161071752843346,-0.428765380449433
"HMGB1",1.10228055608704,0.143275284607729,-0.343613564524253,-0.526334743614978,-0.17077376052281,-0.747228861510304
"DDX5",0.0252061872493994,0.651852808960541,-0.243585389651359,0.308021235597754,-0.23729100477238,0.0578370415601965
"RPL18A",0.730797377156118,-0.0490515253126762,-0.37223007705847,-0.53307853620401,-0.567742094326147,-0.713220095848471
"ATP5E",-0.249534567168266,0.285608161300017,0.237479320342294,-0.505909922175177,-0.262690293941595,-0.0713350211275351
"CCT2",0.184787403039773,-0.0160437068746024,-0.15685716754318,0.221097638030488,-0.599492280989592,-0.125516294011852
"COX5A",0.303542509327378,-0.484700046294932,-0.121094230705486,-0.383747435904069,-0.147372488198539,-0.128131625096955
"FTL",-0.296084991632078,-0.307993900351248,0.0953466175370885,-0.715029743910105,-0.282677302823373,1.76087341653992
"COX7A2",-0.356346064188931,-0.30607438943197,1.23809681848742,-0.423256379528064,0.609204894903289,-0.433930234072437
"ARF1",-0.161839596479742,0.428734972946128,0.46507438336858,-0.124322968991141,0.356630007204936,0.100139043934606
"PGK1-1",0.348714341384292,-0.0790196444114747,0.445861973588568,-0.515696742039875,-0.302572757495545,0.128450182057144
"RPL24",0.808528704262957,-0.278711046892228,-0.161656275841008,-0.65503065324048,-0.475901543345648,-0.543414246081782
"YWHAZ",-0.801120659812308,1.04362366249563,0.629893973483262,-0.300157674631819,0.498244240104891,0.0252363337406636
"RPL12",0.485916593385968,0.241736020650107,0.221257355045095,-0.463590413001942,-0.0838661237399947,-0.547295560864707
"RPS11",1.1152719391097,-0.0518022744410276,-0.350218790783695,-0.200928840617265,0.407912827291197,-0.267833870546688
"TMBIM6",-0.304249630648716,-0.327214999968338,0.574705667937651,-0.256269875618304,0.180641380204844,0.83564916235666
"RPL8",0.477434360790128,-0.403543263977976,0.385078377372954,-0.500840872287952,0.698205974502161,-0.166947211097061
"SNRPD2",0.456565934936118,0.0184119181333357,-0.419140691893174,-0.12405443543711,0.280180951316813,0.227852976924039
"RPL9",0.645347180263779,-0.211361107412369,0.017257887754557,-0.452227364690212,-0.287894350798779,-0.509915512850837
"RHOA",0.39243337328858,0.221021336815129,-0.50523228893885,0.823360806571949,0.191167598152771,-0.37370769901171
"RPL18",1.09032147869079,-0.370692774813954,-0.106938443351589,-0.318069143985412,0.343030673421997,-0.34804728330049
"PRDX1",0.0929110561079579,0.285203543414807,-0.287288351127357,-0.281926991192081,-0.337373789117158,0.781030855230789
"TOMM7",-0.0310043543624145,-0.420152512686522,0.795117249391643,-0.0359606422729314,-0.361627938608159,0.0598090618951068
"SOD1",0.2691149418707,-0.430102383734163,0.0344584953239834,-0.545465733084936,0.00265032951588691,0.25695118018527
"EEF1A1",0.448813062378709,-0.59531494144841,0.836158123656296,0.0665486059417545,0.241894138660486,-0.0302080740461362
"TMEM258",-0.361112610894132,-0.0295150865668228,0.0955203180038259,0.0515705525965447,0.427811268927655,0.624559004888121
"COX6B1",0.112343602420555,-0.29539398939758,0.703550277057068,-0.306894276277389,0.4216907944161,-0.148312364012926
"C6orf48",-0.270008800019943,-0.273088123771623,0.860971606597656,-0.120588831592182,0.0736240223522571,0.34771142210344
"NCL",0.989205253618498,0.221464762330777,-0.329392941042216,0.566887701152758,-0.201868403398474,-0.297543348085839
"CCT3",0.563684122322171,0.0318900428903864,-0.281436689798834,0.332336713164094,-0.099304382653498,-0.433676318799489
"YWHAQ",-0.0809462434910068,0.220406723777906,0.0691306676760918,0.245799407846318,0.127989519079726,-0.172502652146492
"RPS7",0.959025675521546,-0.330523452068551,-0.168679865117648,-0.360771899227397,-0.716306705295389,-0.312986291185727
"RPL4",0.679142194554406,-0.43937432299195,-0.117193419724496,-0.24577716205261,0.0338358490358624,-0.00885827579376997
"SRSF2",0.142376356126853,0.616369980977507,-0.505724902150337,0.490530225039551,0.0213810612045157,0.445552524168587
"HSPB1",-0.0283741743419763,-0.0275689789984649,0.220555849541892,0.700319709856257,0.583785121678631,-0.295885786033402
"TMED2",-0.191474067811621,0.252937911712145,0.486518638791717,-0.145147167293496,0.204320946776976,0.611572566511901
"PCBP1",0.0596981093538456,-0.177540092428256,0.159745816859663,0.327326091150023,-0.272708079189091,-0.256573012956342
"HSPD1",0.78303793598075,-0.192703792413257,0.381633575003845,-0.369267140169537,-0.490325798244244,-0.121234359507479
"RPS21",0.37591300773332,-0.395972408711629,0.0848956537087701,-0.476948259972085,-0.378610147143346,0.221033137369222
"RPL34",0.152632134935541,-0.495628605370581,0.030642552755297,-0.297423170652854,-0.186454907796194,-0.371894171729275
"HMGN1",-0.0328061519920378,0.0401754630790137,-0.191414681994159,-0.318172398539471,0.0106748897450218,0.297797431638356
"GSTP1",-0.431990885031598,-0.453832854742188,1.03623041800645,-0.122516927515002,-0.529928583562338,-0.439719830785011
"RPSA",0.411266184294566,-0.21912659764879,-0.374124802812634,-0.287500621946682,-0.413786357224666,-0.339276907437075
"SERBP1",0.472553221880781,-0.0683703936647883,0.294679945595218,0.00349908771603109,-0.144977850972851,-0.0801143322610197
"SNRPF",0.306931351742041,0.135286974056444,-0.0204777057563165,-0.24987424106391,-0.160488174575299,-0.416244193101561
"CBX3",0.169958582604868,0.350701054762186,0.209572874279572,-0.317265172500311,0.710285626293374,-0.280815252176796
"PCNA",0.231515793031882,0.206268018182539,-0.432338322156555,-0.452293174383476,0.525028926520647,0.65858815586016
"EIF5A",-0.109026740712081,1.25911523034989,0.123561895166798,1.32345840208501,-0.757003241720523,-0.196324294207032
"YWHAB",0.156007387228252,0.117541563856391,0.569805620025193,0.135771132904689,-0.0877188748150661,0.437632217439285
"H2AFY",-0.389518025155823,-0.0430991996166674,0.185134991290253,-0.124505264210308,1.06836016409638,0.10663899065369
"RPS15A",0.438041407844549,-0.2675591467191,0.0467680329181348,-0.560574992412506,-0.0536261007977463,0.027655369414651
"CDKN2A",0.424025144929635,0.827493083916207,-0.707393137303162,-0.45413361619848,0.752604627459742,0.373225471750194
"ALDH1A1",-1.06739999580187,-0.622428829349201,1.30125149791194,1.0640223806713,-0.46169376987284,0.473699071774052
"SHFM1",-0.465257720186378,0.312727514665692,0.198190786729227,-0.33310523923317,0.214033661081984,-0.242869484242635
"PARP1",0.21457904619957,0.849874246850789,-0.212416734837736,-0.0844667337574299,0.441568536573918,0.0840567737403067
"SLC25A39",0.584198165877068,0.0546241789190382,0.169138142528502,0.0819107005436683,-0.0528741374499368,0.149565222197821
"UBL5",-0.0548216711835006,0.285831847843638,0.0354700855422707,-0.318349072871875,0.337806953068295,-0.245710030968156
"HNRNPA3",0.244520493362945,0.784362342951332,-0.350866180182664,0.146746780153041,-0.306319466082488,-0.115003659002332
"EIF4B",0.196562714479255,0.430646463540587,-0.127141264607785,0.172809856700342,-0.152651619418971,1.35014438924278
"LAPTM4B",-0.374732943131213,0.740454491932677,0.837236695813012,-0.555707662707883,0.546572590971011,0.321352553357232
"RPS13",0.218086051956859,-0.464271311982978,-0.157682327735475,-0.349158526536862,-0.00229721579102313,-0.330100885614461
"HN1",0.493746066763881,0.420776060778662,-0.372666924234494,-0.392869900154331,0.0844848257560931,-0.623907152757036
"NDUFA1",0.191277925209121,-0.558020981760316,0.690787188153792,-0.483880051744715,0.342858457768051,-0.555796877252871
"CLTC",-0.273881262421962,0.665168991925891,-0.166672289295842,0.772399760658469,0.355297596811966,0.58763711425954
"CCT6A",0.0873725100166188,0.22131040195091,0.0072623954762617,0.306913086808872,0.318766778129799,0.171614764177953
"PSMA3",-0.224183299378406,-0.30445888102904,-0.26730561151154,-0.218692070111842,-0.411226453054763,-0.239987293935412
"MORF4L2",-0.131373332038319,0.387017267430041,0.27755667674382,-0.358011000171948,0.0224504707160927,0.438547533430822
"SUB1",-0.229949472373114,0.63661758249792,-0.395726035846919,-0.249782547182873,0.0943172751679493,0.0346230808884423
"HLA-A",-0.483317192798188,-0.661879585232324,1.65805643363183,0.0722928012090044,-0.188548186766529,0.352958371578574
"PTGES3",-0.0472573384824828,0.177277037243428,-0.0414186875062547,-0.134400747759428,0.320988851527169,0.0830685507780677
"PPP2R1A",0.251679541589852,0.546371179512697,-0.014090564154053,0.565022674023102,0.391007230340074,0.330323200207197
"CANX",-0.132801269983919,-0.462796413542656,1.16697580658477,-0.27094562478697,0.938351960520922,0.393287775511484
"CCT7",0.544134348097328,0.0778658720050102,0.0261014912260804,0.21777002121938,0.0732145523531273,-0.505031598949364
"TUBA1A",-0.224688902455465,0.977085876839097,-0.721064924535281,-0.512324791974099,1.70982452234849,-0.837522661405801
"TXN",0.48093470282643,-0.407379673213008,0.153043568519274,-0.663162392890571,-0.294469308185537,0.0819233314963357
"RANBP1",0.900839210786755,0.443538734321931,-0.686193748837107,-0.140525163153627,0.116969242496577,-0.00719747533846762
"CSTB",-0.218926978910768,-0.208392521101667,0.0190177719253806,-0.0268335737657456,0.576128267743138,0.00104787923888701
"POMP",0.551088786736662,-0.451607210794767,0.39675484453097,-0.252634334586581,-0.359507604051277,-0.549107863708556
"HNRNPM",0.644875926630773,0.549706809554539,-0.363262321931554,0.195533082845349,0.423518113475556,-0.107751375987173
"H2AFZ",-0.117308891914789,-0.571938630043965,0.410682105844567,-0.22016679862651,0.315590104350768,-0.345502525729632
"EIF4A2",0.167393898797294,1.27821043280549,-0.273810493069768,-0.292600092764844,-0.262723634565322,-0.368139961581772
"PSMA7",0.106056699697846,-0.200355405101801,-0.157538253547909,-0.410375259766369,-0.305723702847289,0.171699575888295
"GNB1",-0.117947157064721,-0.00907611306832665,0.0385142087156516,0.147528649721931,-0.216010520686605,1.31730851209273
"HSPA5",-0.0954746652205219,0.0739990644137758,0.914690369296594,0.0643886607966416,0.66676012413506,0.103093853275079
"HNRNPK",-0.0579180771031067,0.432069621582873,-0.127709135934415,0.140434657388858,0.288321570173801,-0.0188205052109878
"MALAT1",-0.13513497075511,-0.0980871694638772,0.920765331445903,0.897825581532573,0.674110521801642,-0.00232106072632537
"DSTN",-0.534577172094497,0.030734527913859,0.479053403351942,-0.434103403716927,0.675911278436624,0.507473737860807
"MT-ND4L",0.102503317041858,0.0265237755557453,-0.486850965139482,0.259093197337811,-0.0846712445861958,0.0891061380251863
"MORF4L1",0.204358729274364,0.11680251888728,-0.075287940899313,0.385452879978681,-0.368198058549312,0.599687546756833
"UBC",-0.115287914786066,-0.469297456661528,0.139767526217929,0.31155677095119,0.27222154801858,-0.0810680356985566
"ATP5B",0.349751614883237,-0.122938915150852,0.0267699862760851,-0.383218135110855,0.607845237812381,0.116575934221291
"PSMB2",0.191446055475247,-0.0986049512232048,0.152041162389464,-0.0696777325295491,-0.309957510944012,0.325425062252289
"ATP5G1",0.483238617525721,-0.145286532501269,-0.353961871473224,-0.27946378720082,0.262781591669528,0.259807599726761
"MRFAP1",-0.040504186964082,-0.0633463088263,0.901522083220528,-0.153095901819357,-0.411450739981426,-0.545273023459466
"PTMS",1.06691499327632,0.42365811707032,-0.593120578590785,1.21520334388794,1.25839667409517,-0.656726266378413
"RPS26",-0.0536682512307109,-0.260008892930404,-0.0824450164538421,0.190050814742824,0.0828192726544357,0.108077099947135
"ANP32B",-0.033224897018713,-0.0288107932002135,-0.30164082784081,0.129308746947448,0.411761889244047,0.291580530790638
"DKC1-1",0.5907681764597,0.526220940152953,-0.402968345111191,-0.380864862848207,-0.101378851831587,1.1595824797096
"SNRPB",0.523127488726662,-0.293217762433495,-0.131704364424326,-0.129784386447253,0.330911821111246,0.3908245339916
"SEC11C",-0.724562045579636,-0.601118612972795,1.8660577026067,-0.775430525046536,0.235395242970469,0.113073799959791
"NDUFS6",0.0531109041580536,-0.0103107719966725,0.185845614622521,-0.317732426711172,0.239228453714006,-0.073554385312759
"NHP2L1",0.118471337196615,-0.0321119838754866,-0.434010678500459,0.539987756037925,-0.0631594172927893,-0.221594284660338
"NGFRAP1",0.464521306893991,0.19233447985927,-0.330496858721718,0.189259982744776,-0.827770657770879,-0.794655007003301
"HNRNPD",0.117646617349316,0.0967420555083641,-0.237747290555617,0.00856822272928123,0.351819849475942,-0.0828442735488326
"U2AF1",0.378374333046858,-0.129339625314195,-0.507802340193685,-0.143421836917973,0.0821560275109704,-0.117048742785143
"CALM1",0.227943649755579,0.823951175214905,-0.124605323688084,-0.368574968152254,1.40311661703289,0.0484912035594759
"HDGF",-0.107727427573081,0.644839085617669,-0.167426159642588,0.25502824113072,0.221395406630574,0.804203974605907
"MDH1",-0.196350524696201,-0.360710115694631,0.019083937092911,-0.203894581316821,-0.436080171407871,-0.295719248924706
"TRIM28",0.739333831134199,-0.045803000474069,0.061822069358852,0.573574691210549,1.12653958991591,-0.268451050874161
"DYNLRB1",-0.0169075130438691,0.72843313787081,0.526860832883384,-0.214819603088843,-0.0564537303182416,0.349518489358218
"MYL12B",-0.628645911540134,-0.633093121917253,0.745891525669991,1.28089000899557,0.0525393186665528,-0.26407482708314
"NDUFAB1",-0.0920811074222196,-0.289549574977408,-0.0252143128974933,-0.343807443962889,0.248753350829726,0.132325993946716
"ILF2",0.354101422258131,0.862140126750103,-0.197094196434315,0.068619808495766,0.831369464929419,0.585819716561107
"HNRNPR",0.314809991033219,0.499859823790015,-0.277708166692701,-0.00963314703213647,0.0314012143960092,0.538936236998304
"HMGB3-1",-0.331192480631288,-0.0754967436551824,1.24446903867555,-0.723549599158936,-0.217505032762157,1.00640278656664
"INSM1",-0.413886204165888,2.16299751092811,-0.365228240945698,-1.06648375764195,0.867526744161057,1.93022450456373
"SEC61B",-0.0511277805105223,-0.222064612005892,0.139253861952741,-0.254374009749561,0.279069696935324,-0.367520244714521
"RBM3-1",0.0497433121365356,0.172097175041013,0.470916238897404,0.174250046339511,0.414728799531393,-0.0114035516483532
"RPL13",0.696574357401975,-0.190737010819409,-0.0736102638938444,0.0507681885989302,-0.24145198240857,-0.130177927835783
"NAP1L1",0.360938169693044,-0.0655007753032465,0.631731155582112,-0.205086583256177,-0.397415808706773,0.105468477830061
"MAP1B",0.375093100645479,0.968589348479825,-0.46293519046902,-0.71933809995212,2.92679776789839,-0.749183777384384
"CAP1",-0.354497157206838,-0.0947231313157136,0.370923758769977,0.817495192597364,-0.427711794102003,0.298678896759672
"EIF1",0.206113916280382,0.144729200523492,0.0515818700878128,-0.424665907916044,0.899027618660353,0.0222189540370796
"RPS4X",0.411088342752879,-0.102345729190777,0.546595965825842,-0.5979005673084,-0.599355712328142,-0.381480445282563
"HMGA1",0.562653634659058,-0.175428595447396,-0.0470297849760769,1.49057048472138,-0.270734025149861,-0.614999263710287
"SNHG6",-0.246248982123218,-0.326303696695165,1.33778770564229,-0.481325815657161,0.267454149815561,-0.0410160527144387
"SRSF3",0.348284772302139,0.0999353525576609,-0.13542552021902,-0.0911633708320927,0.136541216190979,-0.0483708162281554
"ARPC2",-0.215325474730453,0.020028839961552,-0.185601039331537,0.812413343688127,-0.338668239422909,0.196811854960961
"CACYBP",-0.288979429236042,-0.103143838833707,-0.0110331112937972,0.0082716285789057,0.0603788601469396,-0.0649365138988794
"LDHA",0.678935942059341,-0.182738757804771,0.114118712319052,-0.354288543217402,-0.00467145929827799,-0.0417365020811901
"UBE2I",0.326002082385312,1.02794563902322,-0.277480844135698,-0.16525876585319,0.144921179809135,-0.270047467962766
"TXNRD1",-0.575682987444634,-0.128243700430772,-0.0642865601352605,-0.00137508663416138,-0.244684773316138,1.32822644260317
"SRP14",-0.00282835402075166,-0.410397189674787,-0.0909905662940023,-0.213603690488285,-0.19501519063097,0.763193930644231
"VDAC2",0.0480922105758363,-0.224608937930006,0.238441020156856,0.0934912971990611,0.0718421618579039,-0.215597863202611
"HNRNPDL",0.0323136654133502,-0.121621265428515,-0.313646138399174,0.200880481821845,0.53040255372343,-0.0988149692578031
"SEPT2",-0.0756278465829615,0.247191426531519,-0.116356110303442,0.32131406451823,-0.180895368796605,0.0304546163602228
"UBE2N",-0.164286723340947,0.503195580392045,0.128288149469812,-0.131977138297952,0.439934653164053,0.450166746953036
"MARCKS",-0.0197342962945835,0.91397827939645,0.0125595425882703,-0.143413377308822,0.311989662405187,-0.252719253218544
"UQCRB",0.0731880610135288,-0.464175104844301,0.975825995760037,-0.423493040354836,0.1551537267154,-0.273811213503822
