"","V1","V2","V3","V4"
"Rpl4",0.60043347896274,0.792169238106069,-0.10772686278846,-1.14409567983474
"Rpl23a",0.554070340922667,0.768667978536271,-0.183153063217052,-1.33000868357584
"Rpl9",0.45689931178778,0.768721751343623,-0.163010503657067,-1.25591071004105
"Rpl36",0.466844075679322,0.593236375796108,-0.151090320962643,-1.02320780670523
"Rps2",0.713729644619511,0.910071285441232,-0.260628365553375,-0.962532211812349
"Rpl17",0.521160483023286,0.641764100882425,-0.0456116589528946,-1.17500041861519
"mt-Nd1",0.0107799962633347,0.284599223259549,-0.0220840295133289,-0.258231710393642
"Rps23",0.556774930592804,0.869708924193679,-0.188361037317539,-1.13856546641818
"Oaz1",-0.181546847604064,-0.347505425999623,0.179090279808596,0.740355241419233
"Rpl19",0.623557322131001,0.621219789734639,-0.0284725072198167,-0.806463086988361
"Stmn1",0.119940397748258,0.165591397704963,0.861947331458804,1.49328793897028
"Rplp1",0.681178854714217,0.594758853999308,-0.116302077701867,-0.81019296744515
"Rps13",0.489099176791126,0.559244122742592,-0.0250081368152116,-0.900896203580037
"Rpl23",0.638749696889966,0.6938125904362,-0.013029272457098,-1.15413763438797
"Rps11",0.61024986814628,0.986889620165311,-0.0560491791572561,-1.17709680568395
"mt-Nd4",-0.00994123123273198,-0.0461098850532279,-0.0168336064415891,0.0678229057168302
"H3f3a",-0.192097480089695,0.214016730960901,0.378420627511227,0.838549169209041
"Rps16",0.586576124174648,0.702851367679181,-0.0441090474157166,-0.687855169860637
"Eif1",-0.0319628842123631,0.269543460088907,0.145213748910679,-0.0585847830250424
"Hint1",0.569760109912558,0.510637711301302,0.3695111855217,-0.371719031457242
"Rpl10",0.254923045424429,0.654958171985539,-0.222647498462991,-0.965861885590489
"Rps29",0.315104312230988,0.367261386519977,-0.0720414227930171,-0.580637039074753
"Rpl18",0.495723397682137,0.641702600744788,0.0145007961306315,-0.783737153027905
"Rpsa",0.637327210142966,0.783170303590385,0.00698907395077508,-0.829804432344361
"Rpl24",0.0759300912913864,0.236944244501495,-0.112722201751004,0.0354184911265654
"Rpl27",0.406754907263244,0.718693067688856,-0.155502118872474,-0.825786944068587
"Fau",0.449366579344507,0.523122946932582,0.0013205970695587,-0.925065103623401
"Rplp2",0.564520765913704,0.725230278535544,-0.165273082885859,-0.761347147991174
"Bsg",-0.151023202050267,-0.552036958037803,-0.21456646420457,0.382222012105589
"Rps17",0.466963083300529,0.769305082141962,-0.0504028547591166,-0.888925715876794
"Cox6a1",0.0571840771741615,-0.15684816889999,0.0609810924806224,0.323023700600228
"Eif5a",0.662794313689784,0.89095891740954,0.0770160803602064,-0.766120593633882
"Hspa8",-0.189826113560162,0.457946313044782,-0.120053216169115,-0.0508463554031368
"Tmsb10",0.083584679775447,0.18015774416551,0.14156994125955,0.526102977975142
"Fth1",-0.196119403177769,-0.361326687653804,-0.337914039714939,0.333510093663468
"Cox6c",0.0517380994508964,0.0290945522352629,-0.0118209777133682,0.0622515231996277
"Calm1",-0.63259849859205,-0.108648968582424,0.101082670885251,0.963889927977438
"Slc25a4",-0.0790367038017879,0.48818967079882,-0.0533572089635568,-0.0194407309187908
"Rps24",0.0857262711065577,0.0718481774367161,-0.145033215291926,-0.035824384194062
"Cox7c",0.234046343575718,0.118547890718926,-0.0481329587147125,0.330210217921587
"Cox8a",0.444118646170112,0.129453748902915,0.0923688367415637,-0.42937013117738
"Cd9",-0.412332479754154,-1.69209898061027,0.141941149259073,1.28748142882383
"Gm2000",0.191970599460906,0.480369299690468,-0.0562563233893029,-0.433666547162499
"Pkm",0.22494591743407,0.729204582002219,-0.206895859694273,-0.472728247812064
"Cnbp",0.46190833992196,0.620267963513927,0.000823633967867221,-0.413974745754128
"Aldoa",-0.357067888767636,-0.0099625746485493,-0.582911146049063,0.0449391317511414
"Naca",0.292780167950789,0.709275139884455,0.0207027561522197,-0.833864484080627
"Hnrnpk",0.117638244207848,0.503120923295799,0.35531110866138,-0.0411453439179679
"Atp5b",0.398515793361304,0.420151244130119,0.126313216827524,-0.341352830462276
"Tuba1a",-0.41821888644782,0.445142971413591,0.642882361761435,0.742210033466302
"Prdx1",0.0443947693254614,-0.00944573965124273,0.0941201440120065,0.333230441217647
"Prdx2",0.141298623723679,0.416071154404606,-0.0323971328255128,-0.420140604053558
"Slc25a5",0.543982956749349,0.421925564265839,0.100972448872002,-0.216478828970572
"Malat1",-0.106344097467704,-0.0452556550242813,0.422159509971397,-0.368010547069087
"Ranbp1",0.413221370550646,0.3029912638666,-0.0569057823013564,0.816683759734816
"Rpl28",0.547123231764934,0.537706539827604,0.060170014770532,-0.710164927427017
"Cox6b1",-0.0910303682147635,0.0497820477378207,0.0331796828036211,0.226376336531954
"Rps25",0.372454663186696,0.592409197760996,-0.132453491685858,-0.747486114993064
"Rpl7",0.435183494684307,0.870150631756961,-0.220254522179988,-1.00757151816196
"Tceb2",0.0120159225813916,0.0207832936193643,0.149279633175867,0.37312387333686
"Actb",-0.158678258467114,0.426045951497969,0.207380704086888,0.0438992408515963
"Psma7",0.122104834445788,0.241378156178531,-0.0416796440386185,0.125693161179269
"Tmsb4x",-0.744527940413212,0.380237970877123,-0.1628568194729,0.0291191675352165
"Cd24a",-0.339463790296408,-0.33142233554858,0.240853021107501,0.865000555973854
"Rps10",0.474804763848538,0.791420414617848,-0.138015879496735,-0.852655725525616
"Shfm1",-0.119084568148255,0.0200244509952469,-0.0223506329031948,0.115544381000482
"Rpl29",0.611094314813662,0.718020774622713,0.0300753471792343,-0.805889899925726
"Gnas",-0.28279185819427,-0.0874612558654203,-0.0730451915726538,0.670425868428391
"Atp5e",0.13699320415214,-0.216135244231837,-0.0399984274875673,0.206889075742729
"Rpl36a",0.58140453044632,0.676474277500411,-0.0797744647372012,-1.16639751700472
"Eif4a1",0.313952853768283,0.755675820207186,0.218753455876829,-0.418387814695001
"Cox7a2",0.163855993804763,0.178539458934429,0.133269405634237,-0.089466863058656
"Npm1",0.6697637033294,1.28927775889039,0.0691887280517403,-1.26740929572615
"Cfl1",0.165962591885902,0.62667329606992,0.158644997486078,-0.406135856273539
"Tubb5",0.444481169636737,0.918458794948546,0.979147411367678,0.4553751426198
"Ran",0.714722671548023,0.767904623495581,0.68756297283356,-0.0980104631854593
"Rpl22",0.398072958198982,0.509543177640373,-0.180858775835905,-0.890177333967998
"Rps15a",0.515666999105029,0.721830268586608,-0.0509504840217382,-1.1283616786166
"H2afz",0.625243693973764,0.504682458709625,1.16356799027834,0.547278205460149
"Uqcr10",0.119749231237086,-0.0637782726861533,-0.0956033611637642,0.391710708061283
"Uqcr11",0.101173150225427,-0.111549792949126,-0.202301034903681,0.0556930248071871
"Rpl6",0.398443908730835,0.852667030549394,-0.0677314115421533,-1.00620593489954
"Sepw1",-0.374175368183872,-0.55719241241487,-0.137474246703756,0.913966299361746
"Atp6v1g1",-0.150054719927666,-0.349980148836788,0.0471620054279201,0.214400250882862
"Rps27",0.125826660139383,0.449062631709428,-0.140329658323175,-0.741955440560221
"Chchd2",0.193094454604748,0.277859754205033,0.106924898552967,-0.122331495998301
"Eef2",0.209347023141686,0.447890667469423,-0.0261834974033212,-0.54016726114797
"Rpl10a",0.380992695264246,0.674145830435977,-0.139501848901452,-0.750467465110092
"Hsp90ab1",0.349814195137694,0.709186393236975,-0.120373817887581,-0.576748970902244
"Rps21",0.349880460324174,0.525522877900083,-0.284961802340067,-0.539460515483745
"Tpt1",0.133254587432739,0.0784517575565295,0.0215882240602023,0.0722653522052933
"Rpl31",0.372925928944151,0.510409544218583,-0.165048464897163,-0.667118874153663
"Atp6v0b",-0.11995631872813,-0.691010850285991,0.121676494654951,0.663824841113992
"Rps20",0.465389990238128,0.44242600661489,-0.0673653581934088,-0.6135996463793
"Ube2d3",0.278870201786638,0.343332856237292,0.261441953750211,-0.25712551621418
"Ndufa2",0.193857636360572,0.118610211133691,0.17338143300377,0.00548703046320803
"Rpl38",0.165357106508208,0.551282300199713,-0.217536835842578,-0.525125875601518
"Atp5j2",0.0397028337718388,0.221492652359663,0.0677227874028326,0.142364773894723
"Uqcrq",0.302043056250171,0.334528158599886,-0.0900101384329392,-0.29524979413489
"Fkbp1a",0.357954430341652,0.322306523211422,-0.0286649049569465,-0.122229958997373
"Atp5g1",0.268725172674059,0.362663606028464,-0.0306027030304368,-0.159838053048598
"Pabpc1",0.364877322455262,0.58965818448805,0.131077985811033,-0.351923757867241
"Rps12",0.879934783030251,0.559784363697106,0.00125188585869945,-1.1926902552478
"Pfdn2",0.267978938122834,0.430719767319608,0.10985430352919,-0.336249999139026
"Psmb1",0.129483058226685,0.351912801279485,0.0979068051017,-0.323428532998685
"Minos1",-0.0816002929664773,-0.204199235557177,-0.0207443768676,0.581173831489178
"Ndufa4",0.4063218759968,0.280534056073549,0.0917928436029034,-0.294456534200474
"Rpl7a",0.390555950265057,0.696887938974373,-0.112428600691253,-0.839138170843261
"Rbx1",0.264404732970187,0.339058440634152,0.169277387405918,-0.355144032661537
"H1f0",0.664655247476361,0.20998094003707,1.3240583937221,-0.27849643863065
"Hmgn1",0.225970844301188,0.256018063098286,0.510347857769624,0.711866023626769
"Snrpb",0.351203891885935,0.478939549018629,0.221993937731554,-0.00639083289490616
"Nop10",0.563724236121409,0.390187515576927,-0.222743533581895,-0.685177770758337
"Eif3k",0.15101923404688,0.447252893053989,-0.0476666362927914,-0.474308305387279
"Ppp1ca",0.159164005881016,-0.0227766602809584,0.0684411093433906,0.408774436279833
"Tuba1b",0.759208685150448,0.794934439652688,0.876196117584176,0.24564321054058
"Mrfap1",-0.140151337515156,-0.202321945545668,0.144407196706506,0.929360269997527
"Vapa",0.101794268810807,0.241838492674649,0.278555139423328,-0.123471790675869
"Rpl12",0.555847334293317,0.551267116444125,-0.00455314912454113,-0.826411815361823
"Uqcrh",-0.108248249143438,0.00172957141116358,-0.056617402698158,-0.0508009803418017
"Pcbp2",0.194747964279505,0.235042068633285,0.393147874408888,-0.103997457254319
"Sub1",0.278303565535348,0.3646708842576,0.154047184990027,-0.474470616353753
"Ddx1",1.53288843181055,0.99137551830786,0.223421871163654,-1.85767331504365
"Gnb2l1",0.536756072307387,0.872295773509886,-0.137479856816222,-0.88601907407099
"Atp5h",0.130866142395567,0.206306706617501,-0.0486702963633397,-0.129744904437383
"Snrpf",0.394308477509839,0.529058282580051,0.108288980701037,-0.201030259855934
"Tmem59",-0.391539272651215,-0.27181740919898,-0.0231318136645818,0.429610124323255
"Rps27l",0.190706532843609,0.241166615919142,-0.0310502450296287,-0.121773091293733
"H2afv",0.242553470295547,-0.134838892664409,1.02041618669128,1.03074087092247
"Eif3f",0.229874903635382,0.256879924736314,-0.0117659312739723,-0.406418997330558
"Tpi1",-0.00695235248433122,-0.0112962454392388,0.0196650241143883,0.325925409794599
"Ndufb9",0.0951016743952231,0.121647129167991,0.154465051530213,0.0429133182757179
"Rpl30",0.429940287994755,0.521302777347883,-0.116310851058789,-0.641225105149386
"Eif3h",0.216458170271998,0.423108563462679,0.0597840657241222,-0.415443741308158
"Atp5j",-0.165801619899159,-0.309904755402479,-0.0751127819235919,0.926892402930868
"Snrpg",0.314525544758867,0.835698875649178,0.0739258008728392,-0.257800071352238
"Krt7",-0.0574031772882182,-1.21893917908332,-0.0931975492849404,0.986468511026632
"Ywhae",0.229754573061716,0.33127639419278,0.251310492406401,-0.0832596972328911
"Hes6",0.582402892350212,0.214294437350956,0.307936358423899,-0.0852359743109335
"Ndufa6",-0.0335846211995602,-0.212364318236261,0.0983038808151067,0.0381251887424674
"Rpl35",0.361399894932777,0.785549921176967,-0.0869632720036515,-0.937581915385089
"Ndufs6",0.291462483950922,-0.0631929057235252,0.0586433317052125,0.0451667241016166
"Psmb2",0.122612558493352,0.112352964627392,0.0595237681256782,0.261584675455797
"Psmb6",0.155487711438587,0.362554436919692,0.237074087806762,-0.233673427166278
"Mdh2",0.125636342639157,0.513874565878339,0.27150091516377,-0.20811193466142
"Ndufa7",0.132566605047043,0.0650307381351358,-0.0294642830763504,-0.210366290442282
"Cox5a",0.235601300425335,0.556499458137265,0.182427819597798,-0.438896311285204
"Snrpd2",0.371570175364019,0.495369641271244,0.044489886686065,-0.232741168505305
"Lsm4",0.527997274294504,0.345747623309501,0.382427851249292,-0.452539869403711
"Txn1",0.307332235795866,0.470583696590099,-0.0440361498189452,-0.191757966875787
"Atp5f1",0.1750892515142,0.428713770522052,0.100289716348128,-0.0568151743374693
"Rpl34",0.213106695092415,0.451617346745428,-0.102182261904392,-0.51991132299008
"Dut",0.731856873805724,0.576962050620279,0.102967866324314,-0.0454088467436379
"Hmgb2",0.784217416008738,0.517359143165494,1.88292154288104,0.458677242560917
"Ndufb7",0.179617466971969,-0.00642307536714345,0.0717693271416605,0.117900230239903
"Cox5b",0.136500151358498,0.428033176204017,0.0838829581380201,-0.118561157754276
"Ier2",-0.582008982627653,-0.732048865264454,-0.235656515486741,0.813258333746065
"Eif3e",0.121545011609382,0.600672010287561,-0.0509605467871374,-0.767863415566592
"Pfdn5",-0.19964421092861,-0.422022735247845,-0.102015451368007,0.171773641911695
"Ndufb11",-0.0550003458034747,-0.148595360760333,0.169213983963834,0.329769293753863
"Paip2",-0.0260567273736912,0.0584614645618352,-0.0234318943495715,0.038624161214462
"Rpl5",0.383672670688794,0.6443018923845,-0.0641265162974494,-0.642088241922318
"Prmt1",0.352927123822515,0.950803049682185,0.224818132806736,-0.584608448039773
"Eef1g",0.578844979252684,0.941223440568829,0.0118123124109498,-1.10824426667817
"Srsf3",0.389168589391818,0.682053164140072,0.477681374715942,-0.325840512600768
"Nudc",0.170426637006051,0.12969447797996,0.165110423233595,0.784256915083081
"Timm13",0.243745196538691,0.171816204810826,-0.0211752390501593,-0.292605695688133
"Jun",-0.39971912749981,-0.838531950386854,-0.112990330458415,0.895531529679076
"Anp32b",0.692056512542928,0.810823193913529,0.323533312349535,-0.401043192421228
"Kif5b",0.137997239527757,-0.14960628735743,0.308621771204842,0.337154901032727
"Slc25a3",0.214797292131822,0.336909124641463,0.107107623529761,-0.137367987918387
"Swi5",0.10522164282969,0.263265857057921,0.293577768875968,-0.0568019825947082
"Rpl39",0.309385863297456,0.568329025410137,-0.135797874337961,-0.559704600782051
"Atp5c1",0.185465914989691,0.364431194725911,-0.0329781698234608,-0.252262373940295
"Cdk4",0.422144206391771,0.892063352112261,0.17860336711924,-0.210568696394611
"Dynll1",-0.00506106178675114,0.887241180277888,0.569580287828627,-0.569877448600445
"Atp5d",0.147667384668498,0.0726812046236987,0.0748521293123961,0.040699807790749
"Gapdh",-0.123127641048953,0.439176031818309,-0.100949617971725,0.0772061420084953
"Tmed2",0.0836114209255559,0.0986694717954044,0.118263088310482,0.140280207238884
"Uqcc2",-0.00626446932442531,-0.0394233401077664,0.00673361403445727,0.107986133430824
"Hprt",0.2000075123764,0.378056365234024,0.00835988820651817,0.0124010573217684
"Fkbp3",0.586843021102494,0.894214005175719,0.182802567381994,-0.749964430269706
"Serbp1",0.535055028872262,0.758075593861014,0.18217813518665,-0.597749484687648
"Ncl",0.749997805084841,1.03374482824018,0.100407958359312,-0.8543851447844
"Romo1",0.0724318849270146,-0.096577617082394,-0.177034899051147,-0.00148174195378956
"Jund",-0.211679044332266,-0.421944810789164,0.0573850558089382,0.398026356760838
"Ascl1",-0.0472003305090604,-0.684974986249625,0.0590064754811959,0.524633771693246
"Psmb3",0.177761697242564,0.463186117611956,0.059473257470233,-0.352028856489508
"Pkib",0.536389820461816,-0.532256816737443,0.351804046550175,-0.234884596897024
"Rps6",0.435245929701219,0.709887709782378,-0.0153921938541357,-0.929495963465852
"Srsf7",0.276015631716407,0.58466344672292,0.121823487860324,-0.186625495411465
"Ndufb8",0.174770979304558,0.294923462255116,0.152036963983809,-0.169443089173087
"Atp5a1",0.268203793511643,0.393754756399451,0.170710458256916,-0.322967252190631
"Epcam",0.214960892690891,-1.26577141465458,0.792379870920996,1.19136918637475
"Rheb",0.349127003088234,0.216077179890759,0.264581209847995,0.107206143189895
"Marcksl1",0.163135043499103,0.739276978851396,0.176258363826868,-0.109639586320211
"Srsf2",0.360129699338287,0.603570179578743,0.242919210518069,-0.0333260019105879
"Ndufc2",0.205177824643386,0.268923753678092,0.0177065540516239,-0.0929985770701171
"Dctpp1",0.608456906218537,0.877197208906447,-0.213460984979224,-0.323117797023988
"Ubb",-0.0790001845628378,0.301678784706759,0.631582322571591,0.000367924762353034
"Ndufb10",0.107040474962156,-0.0799134379109114,0.12572762553181,-0.0897518283247946
"Mycn",0.948750491187202,1.5569704967678,0.00801008223246935,-1.81639313493543
"Itm2b",-0.752228594869965,-0.860787857991957,-0.242619048020367,1.08913879743368
"Ndufa11",0.00513811996282234,-0.195307308690574,0.187494565060188,0.477091133376217
"Hsp90aa1",0.23791350824933,0.767092062086959,0.446205708125423,0.110048776583529
"Arpc2",-0.122824955080272,-0.179687821858514,0.143332736727656,0.393568240643544
"Cacybp",0.463008852280775,0.691674023494438,0.124650899028476,-0.656680997161311
"Edf1",0.0931868430323729,-0.178939037929166,-0.0331743029723916,0.171543352327223
"Ywhaq",0.0458712159080084,0.179376655493029,0.119059870569975,0.270857027917753
"Atp6v1f",0.128354059350786,-0.215264894070741,-0.156661841031034,0.0475231249789015
"Pcbp1",0.33522035776531,0.25934603356938,0.0704152874274071,-0.258476321531608
"Sptssa",0.115561387045973,-0.157691541781199,0.22177713654793,0.437719497216652
"Ddx5",-0.0796466064806541,0.202117567379141,0.200257569603028,0.0397877068787019
"Nov",-0.737375648368672,-0.630864342468967,-0.245937318000723,0.934928796186473
"Guk1",0.106058440257903,-0.59424041424732,-0.0533845018219229,0.256488138306231
"Gm10282",0.120434920608324,-0.0659231815829734,1.05569248981954,1.70012301179501
"Rnf7",0.354574958190244,0.288315776757175,0.429136435270751,-0.208151473208402
"Cisd1",0.435306961273062,-0.226977742611164,0.165035716811657,0.0869779449821289
"Ndufc1",0.0580946606595004,-0.0351785483809677,0.0403362660473038,0.0803344269970656
"Cd63",0.0873683163933813,0.353744768350805,-0.206423392786965,-0.514737606818957
"Wbp5",0.142888893530741,-0.226308209152183,0.157089394699642,0.816613659835538
"Bax",0.215188255054519,0.117154199358723,0.0651235471237475,0.222425217481019
"Eef1b2",0.409216232702426,0.58385761625204,0.0161057716018803,-0.800262920881042
"Eif4g2",0.222373169002868,0.498937446671903,0.555871681472331,-0.232821157533736
"Bex2",0.359421964031116,0.370885531771794,0.194509884557533,-0.0773427858410779
"Rps28",0.172836281305455,0.342230026102312,-0.108680098203028,-0.28923956046544
"Tecr",-0.0650500755509351,0.115007183931601,0.234347216620685,0.00756039450854047
"1810037I17Rik",-0.0169890338065868,-0.549179469268018,-0.118109540611332,1.18559696712767
"Tpd52",0.143041987745408,-0.225439808683955,0.0262056773658159,-0.0155647811244457
"Sdhb",-0.0144323702534201,0.07780710127185,0.174802780830099,0.186260828962377
"Tmem158",-0.152929509698491,-0.816714598656675,-0.246962921213209,0.682691144074827
"Cdkn2a",0.227087290389354,-0.266709711405671,0.153390488265301,0.865367682606527
"Ngfrap1",0.496344695956251,0.312897518226785,0.172625270708368,-0.141545571941061
"Spint2",-0.000370716119637293,-0.985620558393806,0.317435971094869,1.09446749541049
"Spcs2",-0.0164422431987727,0.180717209280234,0.108424110579373,-0.307731818680727
"Nnat",-0.458622064319351,-0.528075674796063,0.089644260854531,1.49499207218748
"Hnrnpab",0.472126958737749,0.510807362368648,0.381760837504122,-0.0185767282408765
"Ndufa5",0.211256254438451,-0.0758897640836509,0.10534405448867,0.268987235276266
"Smdt1",0.119416841342214,-0.166393937933325,0.229730503570147,0.207934299773225
"Glrx5",0.0765619137306776,0.22003855190035,0.180133626196673,-0.191956755287351
"Nhp2",0.591054633492365,0.726122189226368,-0.0363925688710831,-0.76975474943945
"Hspe1",0.524404690259375,1.06353780610776,-0.283913529768746,-0.977419558944889
"Ndufv3",-0.222128494906299,-0.161250707218202,-0.179733779125917,0.315147335365377
"Fkbp4",0.371504847406835,0.509839334672344,0.00283298222640091,-0.371852723506366
"Eif5",0.441197397218302,0.804004973019847,0.3433271366129,-0.868080156099916
"Tomm7",-0.0463664854029332,0.100155841841469,-0.0993194818660911,-0.0403704966051411
"2410015M20Rik",0.0629262422671999,-0.229313754281159,-0.0884687059377793,0.239603008492325
"D8Ertd738e",0.0913665613081018,0.0175315195118756,0.0129185620551523,0.136257910622696
"Hn1",0.135166736268287,0.157235385828786,1.30248901765744,0.378937629833244
"Tspan13",0.110056927340768,-0.222950012166352,0.378736176799348,0.249584356921938
"Med28",-0.013109138104123,0.0648605026280392,0.103471462051461,0.166667697199364
"Map1lc3a",-0.30685021936506,-0.47784841471431,-0.166631371894698,0.418035849673779
"Ndufb5",0.156990272702776,0.279968472899511,-0.0357073823040262,-0.292075217958226
"Dek",0.44538861637203,0.522830203983548,0.169781731535624,0.609547518604564
"Akr1a1",-0.0989274579392947,-0.0957556263856037,-0.00791530160765242,0.43456347502558
"Sec61b",0.0283346964030232,0.0431371245060388,-0.111396859760637,-0.220263366080319
"Ndufab1",0.310700022325754,0.23963156235187,0.140010931963716,-0.225948182703114
"Rps3",0.363405057964364,0.594487289477066,-0.0168294476570558,-0.770923414075153
"2700060E02Rik",0.13681762091337,0.166224731272973,0.0870684669660795,-0.101913415599963
"Cd81",-0.378891651141321,0.0393618082730352,-0.113135583112558,0.76120032091615
"Zfp706",0.169556331808749,0.177711270315555,0.161497353412867,-0.116426246385097
"Ywhah",-0.00577110940750244,-0.0889952204973951,0.508034761116484,1.01215101585751
"Eno1",0.0214061410687258,0.662284549030884,-0.279098328745233,-0.478735256937952
"Fos",-0.659128472459453,-0.861991368725458,-0.0757922133485109,0.961257507444162
"Mt1",-0.498041702747717,-0.283013360515646,-0.361366607294842,0.747282101152563
"Psma2",0.0375745677851307,0.416927000640404,0.1525548727405,-0.0951076989909602
"Arpp19",0.204192038884838,0.0148819737829758,0.0255233991558679,0.42156472737092
"Cox7b",0.0508739526886894,0.289285322862474,-0.13050625377656,-0.363372806459198
"Hdgf",0.594358403053143,0.50335677646278,0.645701265021035,-0.605961726802388
"Ndufb2",0.204913826794719,0.00129012029461054,-0.17563073342531,0.0253837621040596
"Vdac3",0.0949831278039751,0.580476460391645,0.157008454542771,0.0538355454864312
"Cystm1",0.122052237404827,-0.959033068964047,0.0480303420918459,0.784512003219264
"Arf1",0.114384991276924,-0.0092407130091282,0.201603791764201,0.180459490291931
"Cct5",0.279238472084399,0.543395437313532,0.150056462055946,-0.535757432668112
"Phb2",0.554152774442937,0.516521883278648,-0.0894468359484917,-0.530246825622013
"Snrpd3",0.323180576309364,0.462678092078238,0.042556638623758,-0.258622231970439
"Pebp1",0.165263385205894,0.421696310263464,-0.0182259290261793,-0.321136358174489
"Hmgb1",0.316143639578118,0.604540444050738,0.834535622436838,0.348205162623615
"Hsbp1",-0.108318283047531,0.0088806373560595,0.176890978051851,-0.0378380440290494
"U2af1",0.193043309829331,0.705520690691182,0.116505577672588,0.0977162272745672
"H1fx",0.807888115410102,0.374237062077383,1.77056241546461,-0.147568164029979
"Ubc",-0.50007736289474,-0.586665935193848,-0.0704071063233319,0.879242674412097
"Psma3",0.245049018560739,0.505289776174923,0.176739266530344,-0.348262253927717
"Vdac1",0.0858146987186818,-0.0950225954301329,0.0531062751742112,0.178279125972517
"Tmed9",0.0219796652695445,-0.00109739105667017,0.0767028533253979,0.132668263000876
"Eif2s2",0.354967493582918,0.645111388077186,0.121429172300685,-0.651869201176974
"Bcas2",0.199906636400132,0.201133061666586,0.176009230024351,-0.16284810546757
"Selk",-0.398315405181868,-0.390759868275341,-0.107813166401802,0.58067091470103
"Ewsr1",0.258847636098516,0.471490013827534,0.199370733882989,-0.0856890345355775
"H2afy",0.462098693506943,0.358545346241019,0.301637078145775,0.405706469205343
"Uqcrfs1",0.131998593347396,0.273194765037568,0.138221063228223,-0.154295131468324
"Ppib",0.0118170360866565,0.347242934945599,-0.0721176331858761,-0.171264497304379
"Rbm39",0.149259702041341,0.311517122934379,0.186713662988725,-0.0547208166020824
"Pomp",0.0362036039337755,0.126252926622261,0.111524762636687,-0.088020547075541
"1110004F10Rik",0.159427969968973,0.46226904991439,0.164212845777165,-0.271216814997943
"Cdc42",-0.0720400103188339,0.0642069505816763,0.212278609384776,0.158694885850909
"Rps26",0.187582308507759,0.294507435371968,-0.0208501493949685,-0.262336340262038
"Polr2f",0.144527916216666,0.155533817921288,-0.290401277395263,0.11987518964259
"Hnrnpf",0.362183291146073,0.25856332853464,-0.00805512581093529,0.221707459308466
"Glrx3",0.197532857228413,0.57602816820751,-0.00624576667207702,-0.401638260956347
"Rab2a",0.272140246046041,0.337792655543031,0.262630582179115,-0.297213726075216
"Ptn",-0.419121661120507,-0.0293085097132459,0.165079664930236,1.11067888574944
"Cst3",-0.217304207262136,-0.226496590632696,0.173691263154421,0.141458839712152
