NAME	TITLE	SCORE	
CDC34		0.25744966	
CD44		0.25736958	
BARD1		0.25721544	
MSN		0.25690565	
RBM19		0.25690374	
PINX1		0.2564991	
MYO5B		0.25630194	
PIF1		0.25620714	
WIF1		0.2560246	
ATP9A		0.2559372	
LURAP1L		0.2556824	
SPDL1		0.25567928	
CDH20		0.255502	
CALD1		0.25536808	
WDR43		0.25520927	
SNAP25		0.25517267	
ZC2HC1A		0.25515994	
RCAN2		0.25506082	
NSUN2		0.25493473	
FAM189A2		0.25485063	
RAD54B		0.25456	
RGL1		0.2544639	
CDCA7L		0.25445634	
MPPED2		0.25438273	
UBE2Q2		0.25431716	
IRX5		0.25431216	
IQGAP2		0.2542803	
TM4SF1		0.25426883	
EVA1C		0.25425875	
CCNF		0.25418726	
CLSTN3		0.2541513	
GAS2		0.25361216	
PCDH7		0.25348088	
GTF2F2		0.253459	
E2F8		0.25322804	
SASH1		0.25321183	
P4HA1		0.25318733	
UTP18		0.2527063	
MMP11		0.25246435	
NFKBIZ		0.25196633	
ANTXR1		0.25182718	
GEMIN5		0.25175914	
NETO1		0.2516862	
DSG2		0.2513491	
PSMA2		0.25124538	
BAZ1A		0.25081375	
P3H2		0.25027665	
RHOQ		0.2502354	
ARHGAP20		0.2501472	
SLC16A1		0.25009713	
PGD		0.2499365	
PARM1		0.24981096	
MAD1L1		0.24971075	
LOCKD		0.24969925	
NRP1		0.24964778	
JHY		0.24959897	
ATP2B1		0.24951503	
ATP1B3		0.2494969	
TCEA3		0.24887551	
MYO1D		0.2486336	
ANK		0.24861081	
ASPM		0.24848694	
HES1		0.24830773	
1700019D03RIK		0.24820726	
TROAP		0.24806955	
LGR5		0.2480402	
CKAP2L		0.24793048	
PRRX2		0.24781615	
ARHGAP10		0.24777524	
NOMO1		0.24746639	
ICAM1		0.24736586	
SPATA5		0.24718803	
CENPP		0.24696104	
SH3KBP1		0.2459679	
MCM10		0.24576233	
CKAP2		0.24575685	
SNTB2		0.24573761	
HNRNPA3		0.24564847	
SRRM3		0.2454817	
CTSL		0.24542244	
DTL		0.24536358	
NAV2		0.24530832	
PDGFC		0.24489754	
PDE1A		0.24480152	
MEF2C		0.24474208	
LPIN2		0.24457869	
ST3GAL6		0.24421702	
CENPN		0.2441951	
PTPRZ1		0.24410439	
MINDY2		0.24401939	
ELFN1		0.24401464	
ARHGAP11A		0.24364765	
CNNM2		0.2436105	
DAPK2		0.24357979	
MCU		0.24334271	
ORC1		0.24327512	
NRG2		0.24320449	
CAST		0.24288824	
CTTNBP2NL		0.24286142	
PPIG		0.24282898	
GM15892		0.24277939	
CHD1		0.24266097	
RCC1L		0.24262583	
RABAC1		0.24259429	
FAM102B		0.24229032	
AHR		0.24219966	
CREB5		0.24216302	
ESPL1		0.24196331	
NFE2L2		0.24157162	
CADM2		0.24150664	
BSG		0.24102959	
PSME1		0.2407954	
LARP1B		0.24069802	
USP15		0.24063617	
PPARG		0.24059966	
IAH1		0.24058971	
CALN1		0.2405838	
SPINT1		0.24050699	
SPC25		0.24050194	
LEF1		0.24043103	
CDK6		0.2404172	
BMP6		0.24010196	
CDC42EP3		0.23998842	
ZCCHC24		0.23969989	
PRPF40A		0.23940727	
UBE2K		0.23940001	
HRAS		0.23894432	
SLC12A8		0.23888917	
ELF4		0.23880538	
SESN3		0.23878913	
DDC		0.2387627	
RERG		0.2387073	
AARS		0.23863308	
GCLC		0.23853107	
VAMP5		0.23836152	
FLNB		0.23827852	
YBX3		0.23810384	
FGF14		0.23788275	
TAF4B		0.2376464	
FUT9		0.23763701	
BDH1		0.23753768	
RHOU		0.23726873	
MIIP		0.23714948	
PTGS2OS2		0.23654886	
CDC6		0.23647515	
LAMA5		0.23636769	
GM35019		0.23610741	
RRP12		0.2355506	
PDE3B		0.23538326	
NAA25		0.235382	
HOMER2		0.2353731	
LRP12		0.23535646	
ANXA1		0.23531298	
MALAT1		0.2352324	
KCNK2		0.23511177	
NUP93		0.23508339	
RBM25		0.23506339	
THSD4		0.23500952	
LRRFIP2		0.23489821	
SYNE3		0.2347192	
GATAD2A		0.23464839	
NEURL1A		0.23441036	
PKIB		0.23396842	
LHFPL4		0.23365974	
RETREG1		0.2333645	
SLC7A11		0.23328286	
CCNB1		0.23326755	
CAP2		0.23323569	
FMN2		0.23309368	
STXBP5L		0.23295937	
NEDD9		0.23289046	
NSL1		0.23279417	
ANGPT1		0.23278317	
SLC12A2		0.23266697	
RYR2		0.23229238	
MED13L		0.23223877	
HNRNPU		0.2322324	
PGK1		0.23217177	
METAP2		0.23208424	
FAM129A		0.23181197	
DNAJC2		0.23177527	
KCNB1		0.23115884	
SLC37A1		0.23113556	
GCLM		0.23105916	
UBE2T		0.23083141	
ADGRL3		0.23071432	
SLC8A2		0.23049802	
SLC22A23		0.23031633	
SMIM14		0.23027624	
HLF		0.23012552	
MAGI3		0.23004276	
PHLDB2		0.22988492	
PDE8B		0.22971804	
KIF5B		0.22961459	
RIOK3		0.22905354	
TAFA2		0.22878978	
FAT1		0.2287577	
CYP1B1		0.22843663	
CD9		0.2282959	
CASC4		0.22785087	
LGR6		0.22719428	
DPYD		0.22689109	
ADAP1		0.22680192	
ADGRF5		0.22657235	
PLPP3		0.22651486	
YPEL2		0.22649628	
NUF2		0.2264059	
HECW1		0.22594246	
GSN		0.22588517	
RTN4		0.22566417	
IFRD1		0.22523242	
FAM83D		0.22520469	
ITGA1		0.22518268	
KLF6		0.22504647	
SLC1A3		0.22449908	
CAR13		0.22437575	
ALDH1L2		0.22433749	
PTPRN		0.22425091	
RSU1		0.22422087	
SPATS2L		0.22356258	
NEDD4		0.22345181	
GLT8D1		0.22324835	
ZBTB11		0.22318645	
IQGAP1		0.22281983	
BCLAF1		0.22264938	
NEAT1		0.2223263	
GJC1		0.22228988	
SULT2B1		0.22221284	
FAM49B		0.22187196	
CYP51		0.22163776	
ITGA9		0.22148484	
ANKRD12		0.2213114	
ST18		0.22114868	
FAF1		0.22093356	
CTNNA2		0.22075027	
PDGFRB		0.22068438	
GFRA1		0.22066188	
GAS2L3		0.2205881	
CASD1		0.22051503	
SCN5A		0.22035709	
CLVS1		0.2203123	
RPS3		0.21991968	
EHF		0.21991856	
ORAI1		0.21984516	
TIMP2		0.21984114	
GSPT1		0.21982762	
OSBPL9		0.21971744	
NHSL2		0.21964936	
SLC7A14		0.21959046	
SAMD12		0.21956639	
UCK2		0.21939938	
GALNT15		0.21919064	
UNC13C		0.2190844	
MXD4		0.218821	
GLIS3		0.21877386	
DNAJC10		0.2186657	
PMEPA1		0.21858855	
MXI1		0.21845537	
GM12829		0.2183975	
SOX13		0.21830538	
CREBRF		0.21829136	
REPS1		0.21815698	
SUSD4		0.2180938	
POP5		0.21727519	
DNTTIP2		0.21638207	
CAV1		0.21616815	
CNN2		0.21605144	
SPARC		0.21599631	
ATP1B1		0.21597196	
TMEM53		0.21589325	
SERPINB6A		0.2158762	
CNTLN		0.2158124	
RAB11FIP4		0.21566588	
PRKCA		0.21543051	
TMTC4		0.21466766	
SYNPO		0.21440051	
CORO2A		0.21311508	
P2RX4		0.2128611	
CCDC88A		0.21239416	
COL4A5		0.21226619	
PALLD		0.21220128	
WSCD1		0.21211049	
FHL2		0.21183585	
UNC79		0.21164855	
CP		0.21161179	
SGMS2		0.21150811	
PRELID2		0.2114836	
TNS1		0.21134274	
RRM2		0.21131952	
TRIB2		0.21117534	
SLC38A4		0.21117269	
PKP4		0.211093	
SPAST		0.2108607	
MACC1		0.21084069	
TSC22D2		0.21058698	
CLIC5		0.21046382	
F3		0.21026929	
SNX5		0.21008576	
MAP3K15		0.2099432	
PBX3		0.20991415	
INSIG2		0.2096371	
STK17B		0.20960976	
MTUS2		0.2095009	
SGSM1		0.20894092	
SNHG20		0.20884627	
RAB3C		0.20867254	
NFATC2		0.20865075	
GLRB		0.20862457	
OXR1		0.20805115	
A330076H08RIK		0.20741482	
UBE2H		0.20733115	
H2-K1		0.20732611	
SMPD3		0.20710537	
INA		0.20703079	
ROCK2		0.2066821	
FFAR4		0.20658804	
SEZ6L2		0.20655262	
PGM1		0.20626882	
GMPR		0.20618068	
KCNIP1		0.20615263	
BNIP3		0.20555523	
NRGN		0.20508772	
METTL27		0.20501205	
PPL		0.20497283	
GJA3		0.2049716	
CRMP1		0.20426258	
PTPRF		0.20424521	
KLHL24		0.2038199	
NAGK		0.20371601	
MFSD6		0.20347416	
C130073E24RIK		0.20298834	
RGS7BP		0.20274228	
PLCXD3		0.20221853	
VILL		0.20201719	
EREG		0.20182309	
CLIC1		0.20117018	
ADGRV1		0.20097268	
CSF1		0.20085272	
RBM47		0.2005177	
RPL29		0.2002095	
OPTN		0.2000842	
SH3GLB1		0.19970359	
SYT7		0.1996605	
SLC43A2		0.19960101	
MSMO1		0.19950597	
EMP2		0.19933812	
ZC3H12A		0.19892083	
RIMS3		0.19872904	
GLIPR2		0.19861405	
THBS1		0.19843946	
AP3B2		0.19755393	
AHRR		0.19721396	
SYTL5		0.19719276	
CACNA1B		0.19713499	
CPLX2		0.19705127	
GNAI2		0.19700699	
CDH1		0.19676742	
GRM5		0.19672827	
GM19325		0.19668797	
SMIM26		0.19618198	
CORO2B		0.19594452	
ASTN2		0.19581433	
ANXA8		0.19574915	
KCNIP3		0.19555815	
FCGRT		0.19537197	
RND1		0.19524692	
CLMP		0.19519874	
GCK		0.19497737	
SCAMP5		0.19492638	
SCN8A		0.19452952	
VWF		0.19431669	
ASPHD1		0.1943047	
TOX		0.1935757	
SYT1		0.19342531	
CCDC68		0.19329847	
ATP13A3		0.19315034	
STK32A		0.19304092	
EFEMP1		0.19280502	
GRHL2		0.19274327	
FAM174B		0.19267556	
COL27A1		0.19164531	
GLMP		0.19159144	
ELMOD1		0.19159085	
CAR14		0.19113505	
A230057D06RIK		0.19026245	
AIG1		0.1902582	
ALCAM		0.19021633	
EPB41L3		0.1901547	
PDE8A		0.19006798	
PLEKHA2		0.19000834	
MCTP2		0.1897818	
NFASC		0.18972743	
FBXO32		0.18952438	
F11R		0.1894432	
ZFAND6		0.18923753	
9130015G15RIK		0.18916133	
ATP2A3		0.18906076	
FLOT1		0.1890283	
PPARGC1A		0.18889304	
PPP2R2C		0.18885237	
ATF3		0.18834603	
WIPI1		0.18820903	
TGFB1		0.18765374	
ROBO3		0.18725798	
TRIM2		0.18712245	
NDNF		0.18701766	
CNPY1		0.18683289	
FGF13		0.18606095	
KDR		0.18595979	
SCN3A		0.18590552	
PRKG2		0.18584271	
STMN3		0.1856552	
OTUD7A		0.18562418	
CTNND2		0.18556423	
HMGCS1		0.1852396	
PNRC1		0.18514673	
ABLIM1		0.18422046	
LGI2		0.1839288	
TMEM28		0.18368424	
CCDC136		0.1830052	
TENM4		0.18290526	
TRIM54		0.18286575	
HS3ST3B1		0.18238169	
RAPGEF4		0.18229716	
PTPRU		0.18214102	
RAP1GAP2		0.18206534	
MEDAG		0.18189423	
IRF1		0.18163532	
SLC9A7		0.1815671	
RAB40B		0.18123066	
MCF2L		0.17986874	
PDE10A		0.1791299	
RGS17		0.17912044	
DDR2		0.17890872	
CAMSAP3		0.17871355	
SLC2A13		0.17814468	
SKAP2		0.17735562	
PROX1		0.17699972	
GCNT2		0.17696849	
S100A11		0.17642796	
RSPO1		0.17613271	
ABAT		0.17562348	
UNC80		0.17555316	
NOVA2		0.17543834	
STX7		0.1752786	
EMILIN2		0.17504087	
FRMD4B		0.17475504	
4930523C07RIK		0.17469977	
DGKZ		0.17456618	
FGF12		0.17434342	
CYTIP		0.17414002	
LRRN3		0.1737809	
TMC4		0.17372395	
PEG10		0.17347799	
BRSK2		0.17321032	
NOVA1		0.17269687	
ESPN		0.17260633	
B3GALNT1		0.17253838	
CPEB4		0.17205799	
BIK		0.17172721	
TBC1D9		0.17165622	
HSD17B7		0.17122284	
TSPAN7		0.17099856	
SERPINE1		0.1706085	
DUSP10		0.17024866	
CRB3		0.17012496	
ELAVL2		0.17008154	
TMEM117		0.17007561	
RAB27A		0.16976617	
YPEL3		0.16962714	
GNPTG		0.16956677	
KRTCAP3		0.16840224	
GHR		0.16807574	
ST8SIA4		0.16798136	
SPOCK3		0.16775797	
TCP11L2		0.16759074	
PRDX5		0.16693218	
CBFA2T3		0.1669156	
PIK3IP1		0.16671549	
ATP2B4		0.16670659	
ELOVL7		0.1666903	
PLCL1		0.16658656	
NALCN		0.16632828	
CCNB1IP1		0.16630828	
TMEM178B		0.16620375	
PHLDA1		0.16614366	
ETS2		0.16602951	
RASGEF1A		0.16579552	
COTL1		0.16538937	
PLIN2		0.16515449	
SNX30		0.16510604	
MMP24		0.1650935	
COL4A4		0.16481428	
SAMD5		0.16475189	
SMARCA1		0.16460603	
HCN1		0.16418648	
PLXNA2		0.16404839	
LRP1		0.16382645	
FN1		0.16277571	
GPR137B		0.16276427	
WINCR1		0.16272135	
RUNDC3B		0.16223814	
ADCY1		0.1620124	
OSGIN1		0.16197507	
MYL9		0.16185027	
BEND7		0.16056882	
CERS4		0.160535	
NID2		0.16053383	
WNT4		0.16027318	
LRRC42		0.1598522	
GDAP1L1		0.15944584	
AREG		0.15886486	
PLPPR4		0.15871581	
SLC35G2		0.15868786	
ADAMTS17		0.15811142	
MITF		0.15805113	
SLC16A12		0.15724668	
CTSB		0.15721434	
GABRB3		0.1570323	
MARVELD2		0.15669736	
SPTBN2		0.15661299	
ZSWIM5		0.15628825	
SKAP1		0.15555422	
SEC24D		0.1555452	
PIK3R3		0.15551737	
ADGRG1		0.1551912	
PRELID3A		0.15504557	
HECW2		0.15463723	
HSPB11		0.1545417	
MYH7		0.15405513	
BMP4		0.1540251	
KY		0.15402393	
COL8A1		0.1535703	
DLL3		0.15349212	
SPNS2		0.15341608	
SULF1		0.15337376	
SYBU		0.15333554	
TGFBI		0.15308599	
KHDRBS3		0.15286535	
FAM171A1		0.15260956	
CD55		0.15171446	
MFNG		0.15153274	
SYT17		0.15145762	
HDAC9		0.15128812	
SYT9		0.15119551	
TRP53INP2		0.15111516	
MDGA2		0.15092492	
SGK1		0.15067323	
CELF2		0.15054359	
9330182L06RIK		0.15033506	
FAM219A		0.15010113	
ATP6V1C2		0.14923525	
STK33		0.14893061	
NPR3		0.14865258	
SEPT4		0.14845958	
RNF152		0.14843123	
KCNH8		0.14830457	
NECTIN1		0.1479666	
GCA		0.14724451	
GDPD1		0.14715399	
FUOM		0.14691223	
FRY		0.14689784	
GDF15		0.14681467	
IL6RA		0.14659105	
MAP2		0.14588195	
0610040J01RIK		0.1456792	
VWA5A		0.14539483	
SVIL		0.1453778	
PPFIBP2		0.14533006	
CERK		0.14511393	
RUNX1T1		0.14479037	
RIPK4		0.14450967	
PALMD		0.14428498	
PTK2B		0.14424033	
PID1		0.14404224	
SEC11C		0.14379352	
CRYBA2		0.14361337	
RBM24		0.14357525	
GLDN		0.14306629	
CELF4		0.14279516	
APBA2		0.14244378	
MARVELD3		0.14223412	
TMEM246		0.14162214	
COL6A5		0.14134021	
DCLK2		0.14065652	
HPSE		0.14053963	
FBXL16		0.14036629	
AU021092		0.14013933	
SYNE1		0.14012773	
SOCS2		0.13994026	
BCAR3		0.13957535	
KNDC1		0.13953204	
RNF130		0.13945262	
NLGN1		0.1389771	
TOX3		0.1387715	
CDH13		0.13874634	
DLGAP3		0.1385483	
AKAP12		0.13846235	
LIPA		0.13819322	
CXCL17		0.1378925	
AMPH		0.13777724	
KCNC1		0.13763401	
CARMIL1		0.13757063	
GGT7		0.13754512	
ABRACL		0.13722935	
COL11A1		0.1371775	
ADCY9		0.13645482	
CPNE8		0.13613087	
CDKN2C		0.13600133	
MYT1		0.1354088	
CLIP3		0.13528222	
ZFHX2		0.13523817	
TBC1D30		0.13505492	
GCH1		0.13496543	
CCDC92		0.13467044	
SYCE2		0.13465431	
GADD45B		0.13464795	
ADAM22		0.13434377	
BMP7		0.1342373	
HDAC11		0.13421756	
HSBP1L1		0.13419996	
TMEM178		0.13415337	
PROX1OS		0.13410012	
FGF7		0.1340267	
EPS8		0.1337883	
TSPAN8		0.13344787	
TRP53INP1		0.13341881	
GATM		0.13284533	
RALGPS1		0.13282342	
MAL2		0.1323607	
CTTNBP2		0.13228068	
FAM83F		0.1322376	
FAM222A		0.13199611	
SFTPB		0.13159104	
GPRC5A		0.131378	
AP1M2		0.13121119	
MSRB1		0.13111018	
CCDC92B		0.13109231	
FBXO41		0.1304969	
LLGL2		0.13028507	
PLCB4		0.13023253	
SMAP2		0.12975854	
MYB		0.12952577	
GM15261		0.12948473	
CADPS		0.12938032	
KRT19		0.12925471	
CCDC148		0.12923282	
CD59A		0.12921171	
RGCC		0.1290407	
SIGIRR		0.12896709	
SPOCK2		0.12854825	
DPP6		0.12842196	
ARFGAP3		0.12841734	
SORCS2		0.12827237	
MAP1B		0.12805727	
SAT1		0.12706412	
SLCO3A1		0.12648426	
LYN		0.12643994	
NXPH1		0.1263676	
SEZ6		0.12491804	
TNC		0.12410383	
TNFAIP8L1		0.12405859	
SYN1		0.123726174	
CNNM1		0.123688824	
ARHGEF4		0.123551995	
GM10406		0.1230514	
PHACTR1		0.12299014	
TTC39A		0.122535	
GM26802		0.12239503	
SEL1L3		0.12188326	
ADGRB3		0.12188107	
FGF5		0.12166011	
ROBO1		0.12117184	
IGSF9		0.12084858	
CDKL2		0.12076397	
CASZ1		0.12071334	
NTN4		0.120591074	
IGFBP3		0.12034892	
MAP7D2		0.11982461	
ZKSCAN2		0.118961744	
TNFRSF23		0.11886858	
KCNQ2		0.11858717	
RIMKLA		0.11853362	
OVOL1		0.118306935	
MYRIP		0.117915586	
EFNA5		0.11758073	
STX11		0.11666466	
SH3RF2		0.11552549	
TPD52		0.11501335	
PLXNA4		0.11452415	
LNX1		0.11426383	
RIMBP2		0.114085816	
FGD4		0.11357316	
QSOX1		0.113247655	
DNM3		0.113066904	
FGD2		0.112735584	
VLDLR		0.11214153	
FUT1		0.11184312	
BICDL1		0.11152775	
KIT		0.11145335	
PROS1		0.111269265	
FYN		0.11059171	
CDKN1A		0.11036862	
ROBO2		0.10984857	
EPHX4		0.10959803	
HS3ST3A1		0.1095883	
CTSC		0.108800836	
NRN1		0.10864058	
PPP1R13B		0.108162805	
PBXIP1		0.10798093	
NRXN1		0.10788035	
MGAT4A		0.10761466	
CUL9		0.107587576	
DTNA		0.10736534	
KCNC3		0.10711328	
SLC16A7		0.106588915	
LMCD1		0.10618522	
REEP5		0.105865195	
2210011K15RIK		0.10566998	
JUP		0.10498261	
SLC8A1		0.10493424	
RTN4RL1		0.104340255	
CADM1		0.10390198	
GNG2		0.103385456	
TANC2		0.10312288	
PHYH		0.10303103	
ATP8A2		0.10301807	
EPHB2		0.102839924	
MAP6		0.10281455	
CYP3A13		0.10277276	
9530059O14RIK		0.1026011	
UPP1		0.10200173	
HIVEP3		0.101994544	
DENND4A		0.100682616	
UBASH3B		0.100629844	
BPIFB1		0.10052035	
SPRYD7		0.10037825	
TRIM46		0.10021582	
IGFBP7		0.09992852	
SLPI		0.09978017	
KCNH6		0.09959397	
FHIT		0.099553764	
VWA2		0.09939073	
GOLGA7B		0.09898929	
KRT18		0.098827	
GM28172		0.09841759	
TIMP3		0.0976527	
CYP2S1		0.097280495	
OLFM1		0.097193584	
SNCA		0.097090594	
ABHD12B		0.09667241	
B3GAT2		0.09664029	
GPRIN1		0.09553796	
5330417C22RIK		0.09535911	
RORA		0.09532618	
SCNN1A		0.09530271	
XKR4		0.094375715	
SH2D4A		0.0942661	
MAPK8IP2		0.09255914	
TMCC3		0.09196165	
KCNK1		0.091370754	
NFKBIE		0.09093606	
XKR6		0.090925865	
CRYBG3		0.08995581	
NRCAM		0.08894158	
TRNP1		0.08882278	
ENPEP		0.087912224	
SLC16A6		0.08750162	
AFF3		0.0870589	
RHOC		0.08703548	
FAM13A		0.086279854	
CGN		0.086076066	
MBIP		0.08574114	
CPPED1		0.085687295	
DBN1		0.08553728	
DNAJA4		0.08552054	
