"","archetype #","Feature Name","P value (Mann-Whitney)","median_diff","Mean Difference","top_bin_mean","sample_count","metric"
"60","archetype_1","GLUTAMINE FAMILY AMINO ACID BIOSYNTHETIC PROCESS",0,0.185594045092866,0.169942112768228,0.216260832273567,805,"wilcoxon_p_val"
"61","archetype_1","NUCLEOTIDE SUGAR METABOLIC PROCESS",0,0.13792051430531,0.153130595023364,0.115403917260775,805,"wilcoxon_p_val"
"62","archetype_1","SNRNA TRANSCRIPTION",0,0.128147331335014,0.128931691047443,0.158887483057815,805,"wilcoxon_p_val"
"63","archetype_1","OLIGOSACCHARIDE METABOLIC PROCESS",0,0.0640501813300318,0.0757174665631059,0.066528265161799,805,"wilcoxon_p_val"
"64","archetype_1","RESPONSE TO WATER",0,0.856268097230728,0.796697754628023,0.417687437710375,805,"wilcoxon_p_val"
"65","archetype_1","EPIDERMAL CELL DIFFERENTIATION",0,0.151068189587933,0.157204483632346,0.159232787670176,805,"wilcoxon_p_val"
"66","archetype_1","NEGATIVE REGULATION OF EPITHELIAL CELL MIGRATION",0,0.346391568473918,0.351974298477817,0.171641063659425,805,"wilcoxon_p_val"
"67","archetype_1","POSITIVE REGULATION OF EPITHELIAL CELL MIGRATION",0,0.324287949935515,0.360753913243782,0.215440418813975,805,"wilcoxon_p_val"
"68","archetype_1","REGULATION OF COLLAGEN METABOLIC PROCESS",0,0.503467715085077,0.490114819383918,0.504568518097982,805,"wilcoxon_p_val"
"69","archetype_1","REGULATION OF CGMP MEDIATED SIGNALING",0,0.158408626711454,0.157926871873206,0.117312195982254,805,"wilcoxon_p_val"
"70","archetype_1","NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR MEDIATED SIGNALING PATHWAY",0,0.248658067719052,0.28601717296823,0.0805589162826149,805,"wilcoxon_p_val"
"71","archetype_1","POSITIVE REGULATION OF CELL DEATH",0,0.189916028211058,0.157662632801437,0.186404867980239,805,"wilcoxon_p_val"
"72","archetype_1","REGULATION OF AMINO ACID IMPORT ACROSS PLASMA MEMBRANE",0,0.634210729181117,0.601084331642076,0.339672467571695,805,"wilcoxon_p_val"
"73","archetype_1","REGULATION OF METAL ION TRANSPORT",0,0.230223039857341,0.25133933586656,0.178924824727274,805,"wilcoxon_p_val"
"74","archetype_1","POSITIVE REGULATION OF NEURON PROJECTION DEVELOPMENT",0,0.0684598169580731,0.0659582842177865,0.0913577262395923,805,"wilcoxon_p_val"
"75","archetype_1","OLIGODENDROCYTE DEVELOPMENT",0,0.130213765573373,0.163319311680561,0.133831464656631,805,"wilcoxon_p_val"
"76","archetype_1","RESPONSE TO PURINE CONTAINING COMPOUND",0,0.137710809840921,0.147858377386562,0.0756572958830643,805,"wilcoxon_p_val"
"77","archetype_1","REGULATION OF SKELETAL MUSCLE ADAPTATION",0,0.721429963446182,0.650146764051898,0.533024980861657,805,"wilcoxon_p_val"
"78","archetype_1","REGULATION OF SKELETAL MUSCLE CONTRACTION",0,0.301112273633203,0.290226683102808,0.344578903317531,805,"wilcoxon_p_val"
"79","archetype_1","BASIC AMINO ACID TRANSPORT",0,0.612954975804534,0.826411029186923,0.290386530494687,805,"wilcoxon_p_val"
"80","archetype_1","MONOAMINE TRANSPORT",0,0.5895714406622,0.5605618771996,0.33535150417363,805,"wilcoxon_p_val"
"81","archetype_1","FATTY ACID TRANSPORT",0,0.188023012312471,0.205835754614019,0.181017389160368,805,"wilcoxon_p_val"
"82","archetype_1","SYNAPTIC VESICLE EXOCYTOSIS",0,0.140581855743665,0.151266725900545,0.146421890020976,805,"wilcoxon_p_val"
"83","archetype_1","HISTONE DEMETHYLATION",0,0.284398029316581,0.282430144294447,0.199886613249293,805,"wilcoxon_p_val"
"84","archetype_1","PEPTIDYL HISTIDINE MODIFICATION",0,0.0653887691449336,0.0937705745115121,0.0468391061466765,805,"wilcoxon_p_val"
"85","archetype_1","PEPTIDYL PROLINE MODIFICATION",0,0.20445277932231,0.212298438841497,0.28982151858835,805,"wilcoxon_p_val"
"86","archetype_1","PROTEIN PALMITOYLATION",0,0.155417300256255,0.160110952661262,0.138245235936883,805,"wilcoxon_p_val"
"87","archetype_1","VIRAL LATENCY",0,0.280677629293424,0.39964228063364,0.500777798993453,805,"wilcoxon_p_val"
"88","archetype_1","VIRAL TRANSCRIPTION",0,0.328203046039718,0.290963954229826,0.285620365011255,805,"wilcoxon_p_val"
"89","archetype_1","ALDITOL METABOLIC PROCESS",0,1.94506248494603,1.62007880677721,1.66748587700319,805,"wilcoxon_p_val"
"90","archetype_1","ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS ANTIGEN",0,0.333559584752945,0.335758758226247,0.410987816981634,805,"wilcoxon_p_val"
"91","archetype_1","ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I",0,2.05115274189257,2.23739972393852,1.77350926999962,805,"wilcoxon_p_val"
"92","archetype_1","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II",0,0.170775495264886,0.173077792137819,0.175309032898043,805,"wilcoxon_p_val"
"93","archetype_1","VENTRAL SPINAL CORD DEVELOPMENT",0,0.320887330203366,0.32192025755975,0.343805438261083,805,"wilcoxon_p_val"
"94","archetype_1","CEREBRAL CORTEX RADIAL GLIA GUIDED MIGRATION",0,0.157378706278582,0.208360869550167,0.1718174128589,805,"wilcoxon_p_val"
"95","archetype_1","MYELINATION IN PERIPHERAL NERVOUS SYSTEM",0,0.303852556181382,0.345414243647624,0.320484538378312,805,"wilcoxon_p_val"
"96","archetype_1","TELENCEPHALON GLIAL CELL MIGRATION",0,0.157378706258324,0.208360869522622,0.171817412835709,805,"wilcoxon_p_val"
"97","archetype_1","POSITIVE REGULATION OF CELL CELL ADHESION",0,0.163244084158313,0.237452321609546,0.24680252151041,805,"wilcoxon_p_val"
"98","archetype_1","RIBONUCLEOPROTEIN COMPLEX BIOGENESIS",0,0.203341066198125,0.190519192421112,0.121794498300228,805,"wilcoxon_p_val"
"99","archetype_1","HEMOPOIESIS",0,0.0732191011474988,0.0900986320368321,0.10287253749675,805,"wilcoxon_p_val"
"100","archetype_1","MEGAKARYOCYTE DIFFERENTIATION",0,0.207342501319942,0.205041672901252,0.154721555482573,805,"wilcoxon_p_val"
"101","archetype_1","MAINTENANCE OF GASTROINTESTINAL EPITHELIUM",0,0.258017152571946,0.225513521752158,0.225501078751839,805,"wilcoxon_p_val"
"102","archetype_1","POSITIVE REGULATION OF CELL MIGRATION",0,0.161107512549651,0.18377747073438,0.134624313539784,805,"wilcoxon_p_val"
"103","archetype_1","PRODUCTION OF SIRNA INVOLVED IN RNA INTERFERENCE",0,0.490153318253166,0.391396593051121,0.381787905567328,805,"wilcoxon_p_val"
"104","archetype_1","REGULATION OF CELLULAR PH",0,0.423096203465845,0.542539715873783,0.889596421922262,805,"wilcoxon_p_val"
"105","archetype_1","REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS",0,0.950674986508104,0.852275827900007,0.823923616531,805,"wilcoxon_p_val"
"106","archetype_1","POSITIVE REGULATION OF ACTIN FILAMENT POLYMERIZATION",0,0.423673387144112,0.444579504130767,0.493310537759586,805,"wilcoxon_p_val"
"107","archetype_1","POLARIZED EPITHELIAL CELL DIFFERENTIATION",0,0.3188915703391,0.336416771063992,0.267148754604279,805,"wilcoxon_p_val"
"108","archetype_1","REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY",0,0.467688093719398,0.440478775559833,0.535706755937129,805,"wilcoxon_p_val"
"109","archetype_1","ASTRAL MICROTUBULE ORGANIZATION",0,0.195180581203492,0.199336390957736,0.136180801338104,805,"wilcoxon_p_val"
"110","archetype_1","NEGATIVE REGULATION OF HISTONE METHYLATION",0,0.440983387015676,0.393488986038508,0.325514970281985,805,"wilcoxon_p_val"
"111","archetype_1","MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION",0,0.156187305251186,0.166708863639762,0.12690085280962,805,"wilcoxon_p_val"
"112","archetype_1","LYMPHOCYTE COSTIMULATION",0,0.250145215439091,0.240821636054056,0.226919904730222,805,"wilcoxon_p_val"
"113","archetype_1","REPLICATION FORK PROCESSING",0,0.161816444596656,0.181687115137591,0.141326311523505,805,"wilcoxon_p_val"
"114","archetype_1","N TERMINAL PROTEIN AMINO ACID MODIFICATION",0,0.103725389829522,0.10022616632209,0.0566540162115689,805,"wilcoxon_p_val"
"115","archetype_1","POSITIVE REGULATION OF MRNA 3  END PROCESSING",0,0.247215628558445,0.239772543152869,0.165159095504714,805,"wilcoxon_p_val"
"116","archetype_1","PROTEIN CONTAINING COMPLEX LOCALIZATION",0,0.178682207738116,0.178721056522872,0.153671509222798,805,"wilcoxon_p_val"
"117","archetype_1","RESPONSE TO FOOD",0,0.146043540744191,0.174620447578677,0.174451719446659,805,"wilcoxon_p_val"
"118","archetype_1","POSITIVE REGULATION OF TELOMERE MAINTENANCE",0,0.5171662420364,0.478151123082552,0.415547330086165,805,"wilcoxon_p_val"
"119","archetype_1","POSITIVE REGULATION OF SYNAPTIC TRANSMISSION  GABAERGIC",0,0.305216122183848,0.329493780023267,0.302161101955738,805,"wilcoxon_p_val"
"120","archetype_1","PERIPHERAL NERVOUS SYSTEM AXON ENSHEATHMENT",0,0.303852556188843,0.345414243660154,0.320484538398562,805,"wilcoxon_p_val"
"121","archetype_1","NEGATIVE REGULATION OF HORMONE BIOSYNTHETIC PROCESS",0,1.50862154623822,1.54293148502434,0.959303183933389,805,"wilcoxon_p_val"
"122","archetype_1","MELANOSOME LOCALIZATION",0,0.179713298316489,0.195639981674181,0.248023012193327,805,"wilcoxon_p_val"
"123","archetype_1","REGULATION OF ION TRANSMEMBRANE TRANSPORTER ACTIVITY",0,0.291753017042082,0.352076781928499,0.443729583402766,805,"wilcoxon_p_val"
"124","archetype_1","LYSOSOME LOCALIZATION",0,0.0356996523578489,0.0442709492931308,0.0380273295685838,805,"wilcoxon_p_val"
"125","archetype_1","POSITIVE REGULATION OF PHOSPHOPROTEIN PHOSPHATASE ACTIVITY",0,2.08402821074164,2.29501420297879,1.02389113327463,805,"wilcoxon_p_val"
"126","archetype_1","INTERLEUKIN 12 PRODUCTION",0,0.0709251078018567,0.0824008339642688,0.0697087804382376,805,"wilcoxon_p_val"
"127","archetype_1","INTERLEUKIN 13 PRODUCTION",0,2.24497749486667,2.43556512093438,2.05792473136275,805,"wilcoxon_p_val"
"128","archetype_1","REGULATION OF CHEMOKINE PRODUCTION",0,1.02929993369858,0.926007956447101,0.94061754464406,805,"wilcoxon_p_val"
"129","archetype_1","REGULATION OF INTERLEUKIN 12 PRODUCTION",0,0.0709251078004702,0.0824008339678546,0.0697087804326811,805,"wilcoxon_p_val"
"130","archetype_1","NEGATIVE REGULATION OF INTERLEUKIN 10 PRODUCTION",0,0.487782791728454,0.447280281997713,0.366722589156351,805,"wilcoxon_p_val"
"131","archetype_1","NEGATIVE REGULATION OF INTERLEUKIN 17 PRODUCTION",0,0.637751351667613,0.543968184673025,0.554303648374769,805,"wilcoxon_p_val"
"132","archetype_1","POSITIVE REGULATION OF INTERLEUKIN 10 PRODUCTION",0,0.340910501151105,0.368060212677892,0.252771972949153,805,"wilcoxon_p_val"
"133","archetype_1","NEGATIVE REGULATION OF MONOOXYGENASE ACTIVITY",0,0.149224952559571,0.190154277756328,0.155481360911465,805,"wilcoxon_p_val"
"134","archetype_1","NEGATIVE REGULATION OF ATPASE ACTIVITY",0,0.232560426218511,0.260298355466419,0.238979644075884,805,"wilcoxon_p_val"
"135","archetype_1","ACTIVIN RECEPTOR SIGNALING PATHWAY",0,0.277920055543412,0.32663468320221,0.223490097165961,805,"wilcoxon_p_val"
"136","archetype_1","REGULATION OF COLLAGEN BIOSYNTHETIC PROCESS",0,0.646574998454674,0.668329440064193,0.7095998059728,805,"wilcoxon_p_val"
"137","archetype_1","POSITIVE REGULATION OF COLLAGEN BIOSYNTHETIC PROCESS",0,0.587645941699081,0.791136350096006,0.952074179500599,805,"wilcoxon_p_val"
"138","archetype_1","PROTEIN DNA COMPLEX DISASSEMBLY",0,0.674059963421399,0.612642371104861,0.510535925841805,805,"wilcoxon_p_val"
"139","archetype_1","MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX ASSEMBLY",0,0.113468614866371,0.115528419278343,0.0903192712330433,805,"wilcoxon_p_val"
"140","archetype_1","RESPONSE TO ATP",0,0.208047357603139,0.205895929667445,0.202720608212728,805,"wilcoxon_p_val"
"141","archetype_1","LEYDIG CELL DIFFERENTIATION",0,0.219834213110926,0.208308387930717,0.163336124233907,805,"wilcoxon_p_val"
"142","archetype_1","PROTEIN LOCALIZATION TO ORGANELLE",0,0.0561322029949974,0.0608155105347598,0.0621412737504416,805,"wilcoxon_p_val"
"143","archetype_1","POSITIVE REGULATION OF KINASE ACTIVITY",0,0.333908836368055,0.30002259507791,0.16986128959297,805,"wilcoxon_p_val"
"144","archetype_1","NEGATIVE REGULATION OF OSTEOBLAST PROLIFERATION",0,0.788790277640447,0.832217260188056,0.733123895190959,805,"wilcoxon_p_val"
"145","archetype_1","POSITIVE REGULATION OF OSTEOBLAST PROLIFERATION",0,1.16734687696807,1.04273796536766,1.04446948388661,805,"wilcoxon_p_val"
"146","archetype_1","RESPONSE TO GLUCAGON",0,0.120502905704644,0.136701620422979,0.14416980060393,805,"wilcoxon_p_val"
"147","archetype_1","RESPONSE TO LAMINAR FLUID SHEAR STRESS",0,0.397575879601208,0.41376363153741,0.379761117109971,805,"wilcoxon_p_val"
"148","archetype_1","DNA REPLICATION INDEPENDENT NUCLEOSOME ORGANIZATION",0,0.663652070589136,0.60158951605277,0.858482210779738,805,"wilcoxon_p_val"
"149","archetype_1","REGULATION OF HISTONE ACETYLATION",0,0.581530806168514,0.524293328065409,0.322399912813374,805,"wilcoxon_p_val"
"150","archetype_1","IONOTROPIC GLUTAMATE RECEPTOR SIGNALING PATHWAY",0,0.212221369726182,0.24287336212888,0.195936324762061,805,"wilcoxon_p_val"
"151","archetype_1","POSITIVE REGULATION OF DEPHOSPHORYLATION",0,2.00109162785676,2.37095776250329,0.919395589186425,805,"wilcoxon_p_val"
"152","archetype_1","ESTABLISHMENT OF PROTEIN LOCALIZATION TO EXTRACELLULAR REGION",0,0.493623761317078,0.529284284048974,0.166374740676299,805,"wilcoxon_p_val"
"153","archetype_1","PROTEIN DEACYLATION",0,0.754929441362367,0.671616878698072,0.295727280330355,805,"wilcoxon_p_val"
"154","archetype_1","LOCOMOTORY EXPLORATION BEHAVIOR",0,0.117296766042878,0.165062976003188,0.093538006396007,805,"wilcoxon_p_val"
"155","archetype_1","CD4 POSITIVE  ALPHA BETA T CELL ACTIVATION",0,1.11631086523854,1.13654510537683,1.29922382751978,805,"wilcoxon_p_val"
"156","archetype_1","EPITHELIAL CELL DIFFERENTIATION INVOLVED IN KIDNEY DEVELOPMENT",0,1.22386814239621,1.41097455746624,1.52445730401248,805,"wilcoxon_p_val"
"157","archetype_1","CD8 POSITIVE  ALPHA BETA T CELL ACTIVATION",0,1.15877134706351,1.12099810594979,1.33100806375874,805,"wilcoxon_p_val"
"158","archetype_1","PEPTIDYL SERINE AUTOPHOSPHORYLATION",0,0.207996936441502,0.19090706958012,0.185001929853013,805,"wilcoxon_p_val"
"159","archetype_1","NIK NF KAPPAB SIGNALING",0,0.0843541369266675,0.0857473045274874,0.0904255363139541,805,"wilcoxon_p_val"
"160","archetype_1","INTERLEUKIN 7 MEDIATED SIGNALING PATHWAY",0,0.182138307632612,0.169632805886071,0.0304615011994992,805,"wilcoxon_p_val"
"161","archetype_1","TORC1 SIGNALING",0,0.113327383234469,0.109982916490425,0.144473529943392,805,"wilcoxon_p_val"
"162","archetype_1","PROTEIN REFOLDING",0,0.0997401042044435,0.105212236385717,0.139619581324845,805,"wilcoxon_p_val"
"163","archetype_1","T HELPER 1 TYPE IMMUNE RESPONSE",0,0.277211895376545,0.264469700797874,0.250071979922878,805,"wilcoxon_p_val"
"164","archetype_1","T HELPER CELL DIFFERENTIATION",0,2.44169374664048,2.47464262831365,2.17654058793605,805,"wilcoxon_p_val"
"165","archetype_1","REGULATION OF PROTEIN CATABOLIC PROCESS",0,0.150228914556023,0.157658236089995,0.233291393268443,805,"wilcoxon_p_val"
"166","archetype_1","RIBOSOMAL LARGE SUBUNIT BIOGENESIS",0,0.124662755440804,0.122646641862019,0.0915379107117569,805,"wilcoxon_p_val"
"167","archetype_1","VITAMIN D BIOSYNTHETIC PROCESS",0,1.06962932015116,1.20233246109283,1.23882589228012,805,"wilcoxon_p_val"
"168","archetype_1","HORMONE BIOSYNTHETIC PROCESS",0,0.130971051753433,0.129455839205938,0.117941858010125,805,"wilcoxon_p_val"
"169","archetype_1","PURINE NUCLEOSIDE BIOSYNTHETIC PROCESS",0,0.229410965950042,0.211407437704027,0.22489233993928,805,"wilcoxon_p_val"
"170","archetype_1","RIBONUCLEOSIDE BIOSYNTHETIC PROCESS",0,0.229410965956394,0.211407437703015,0.22489233993737,805,"wilcoxon_p_val"
"171","archetype_1","ODONTOGENESIS OF DENTIN CONTAINING TOOTH",0,0.145543105404486,0.183696771270964,0.180659376228261,805,"wilcoxon_p_val"
"172","archetype_1","RESPONSE TO DRUG",0,0.0397336247734547,0.0405525665846732,0.0310767379120195,805,"wilcoxon_p_val"
"173","archetype_1","CHOLESTEROL HOMEOSTASIS",0,0.620681723614349,0.565863711700088,0.469800028599287,805,"wilcoxon_p_val"
"174","archetype_1","REGULATION OF CIRCADIAN RHYTHM",0,0.0845942147626088,0.0746148527869597,0.0367711710100087,805,"wilcoxon_p_val"
"175","archetype_1","VERY LONG CHAIN FATTY ACID BIOSYNTHETIC PROCESS",0,0.513911187616027,0.502232883298759,0.38063146929875,805,"wilcoxon_p_val"
"176","archetype_1","ATP SYNTHESIS COUPLED ELECTRON TRANSPORT",0,0.239964929010817,0.260570982143474,0.214711106356111,805,"wilcoxon_p_val"
"177","archetype_1","NEGATIVE REGULATION OF APOPTOTIC PROCESS",0,0.0987390592604822,0.125682278625529,0.0898084579440763,805,"wilcoxon_p_val"
"178","archetype_1","RESPONSE TO AMINO ACID",0,0.969246350875053,0.922966279144971,0.562249830739822,805,"wilcoxon_p_val"
"179","archetype_1","REGULATION OF PROTEIN CONTAINING COMPLEX DISASSEMBLY",0,0.242628798111673,0.266082221995526,0.0900955988985402,805,"wilcoxon_p_val"
"180","archetype_1","PROTEASOME ASSEMBLY",0,0.0853300982510726,0.0914269912563224,0.0764401413383256,805,"wilcoxon_p_val"
