-9405.4,4974,-4122.2,152,-4071.3,-8175.3,-3133.6,-3899.8,562.68,-1343.7,2337.9,-75.381,191.51,2372.2,-2601.8,5664.8,1428.7,-3456.8,1494.5,-610.82,368.33,-20.373,-1307.6,1455.3,418.97,-799.13,-1729.3,-701.46,895.86,-694.66,649.57,-756.46,935.5,-1007.2,-261.23,758.63,1357.5,-43.818,171.29,502.83,826.55,-1471,-1226.5,-962.36,-1148.8,-374.18,460.45,455.6,14.007,545.64,211.64,-372.32,-887.56,-1252.4,-492.55,433.28,-1235.3,-1098.7,-251.65,-178.92,-54.991,419.1,674.16,-835.73,832.87,-1747.4,-1032.3,278.32,-429.33,-1101.2,27.732,703.12,-181.02,900.34,310.06,-109.92,214.87,134.46,346.76,-11.745
-9389.9,2153.6,-3832,2110.8,-76.835,1414.7,1907.6,3285.8,201.82,337.06,-251.57,2567.5,18.481,-1278.5,-218.84,-544.7,-2591.2,-370.7,86.211,1318.5,1454.2,-1238.9,-1227.1,-619.9,-3489.3,1521.8,-2716.9,-560.05,82.466,454.21,6.9879,99.181,-1462.7,-604.29,-348.29,300.06,-152.6,433.15,434.84,-861.23,-807.46,1373.4,-821.02,1972.2,-784.3,-998.28,-560.84,922.32,1026.3,-1141.2,-899.53,-20.539,-142.44,971.42,-181.69,147.7,-14.782,195.84,-387.79,196.9,851.08,-959.99,427.11,541.76,1076.9,-1210.8,-699.27,-768.14,979.48,1275.8,278.9,-324.59,42.545,23.689,981.16,-328.81,40.105,303.03,1201.7,-1.4273
7231.7,-3885.4,10428,-3389.3,-1168,348.99,1492.1,-3042.9,-967.53,-328.93,1579,-3247.9,1200.7,884.93,1606.4,-196.58,1595.9,182.03,3149.4,-877.59,503.39,22.589,-783.2,-537.02,2431,540.92,966.26,-886.06,3396,351.63,-1280.3,-1035.4,-1107.5,-84.866,1784,-53.445,-1581.7,-759.11,261.04,1289.4,74.112,-163.88,331.33,-58.17,-383.15,304.21,-113.35,-4.8653,-941.48,-255.18,544.54,873.25,-656.78,-829.78,422.82,1745.8,-1032.4,-1001,877.4,2387.4,-99.073,-593.99,-339.43,278.04,-750.29,276.26,833.82,314.34,847.26,298.7,916.63,-406.3,-907.54,28.419,387.21,-470.44,87.81,-32.125,723.52,-16.931
-9681.6,-6749,-5178.4,627.82,-5494.9,-6157.9,2.3309,-2056.2,342.8,-981.51,1550.2,2469.6,84.8,-497.33,-941.25,-30.381,1489.9,-2046,571.25,-1100.8,-264.16,-461.54,2061.9,-86.62,-2087.2,-1566.5,1136.3,-338.36,928.21,-51.231,1191.6,-987.73,-524.31,-2507.1,197.83,-1034.2,-333.89,-869.82,-279.48,1359.1,-154.3,478.91,541,615.58,9.3654,-73.589,1044.4,1454.3,341.58,446.22,-1020,1448.7,271.63,-784.78,-946.48,-1571.6,-234.09,655.5,1473.2,193.15,-135.46,230.74,88.148,-812.2,454.45,1650.5,301.85,-645.23,-362.27,944.12,201.32,608.38,580.9,324.39,-923.15,-957.69,-35.796,590.49,392.68,-3.9385
-8485.2,3141,-8181.7,-2143.4,-6503.2,-5801.4,-3597.9,-2145,-839.6,-2042.2,255.31,5056.7,1827.2,-2049,-5552.5,1800.5,1351.1,-2063,2636.8,-345.58,732.4,-65.848,1741.7,-1.5116,-704.01,1387.3,1158.9,-1413.9,-1043.9,2003.7,-1136.1,-834.12,161.85,-1271.2,638.41,2347.2,187.03,-2045.6,-1501.3,-1810,1621.2,-608.02,-82.579,-589.05,-1260.2,1046.4,-167.7,-678.84,1527,-124.71,1941.8,833.02,-243.35,450.8,1331.6,-659.37,286.98,-756.75,-350.33,-35.913,225.44,-738.5,-97.73,488.61,-345.78,136.62,791.87,121.1,435.89,768.5,-747.69,-572.09,252.66,-382.19,102.48,298.04,-336.82,-275.13,-384.59,1.8577
1971,10147,20619,4649.9,2944.2,1620.1,267.61,5093.6,4048.3,-4601.9,-331.6,-2822.2,4505.2,-410.95,-5290.2,2039.3,-2740.8,-1618.5,1045.8,3382.5,-4139.9,920.31,583.85,-882.17,-1518.1,508.24,2289.8,3861.3,-1502.1,754.48,-1010.7,377.64,-453.43,648.73,-449.23,-2205.9,1524.8,779.39,-1344.1,1322.1,-1352.5,468.78,-1483.3,150.91,-822.4,245.91,111.17,920.59,177.4,-1218.4,1370.8,1365.6,-765.79,-198.84,-1114.5,375.45,294.65,-253.42,16.53,119.31,375.06,-15.148,46.251,-74.957,241.32,-52.879,749.64,269.72,-127.02,-174.09,-34.741,-83.296,215.34,257.61,-71.797,87.472,22.085,23.097,-174.02,1.7918
-7395,11601,10092,1040.4,-3256.3,2202.7,-165.98,-2362.5,2119,2320.8,2405.7,1407.5,-2527,2331.9,3215.5,-4233.8,375.72,-111.86,-1434.6,4481.9,1456.1,-3214.9,-1953.1,839.71,-1122.1,-1395.3,-174.57,1032.1,960.65,995.66,302.5,-841.91,-447.13,1342.1,1031.7,1703,1728.1,855.87,-320.68,264.08,-324.41,2079.1,1187.8,-1994.9,-1410,1471.6,-992.59,573.58,435.68,1908.4,665.07,1278.6,86.887,-286.93,785,724.26,-580.4,328.31,98.641,-50.044,-84.663,373.6,78.671,-1221.1,644.12,-146.25,-378.26,-1033.5,9.4794,336.44,-330.83,-338.95,-311.26,-389.54,-514.32,434.33,60.149,-19.235,-204.58,7.8524
-9914.4,643.78,-5087.3,1974.8,-719.89,691.57,3060.6,629.82,-145.87,1396.8,2829.3,-630.61,-85.693,-689.9,1361,-516.75,216.29,-270.91,-2563.6,852.87,179.49,-1794.1,-693.55,-2153.7,-475.24,-926.2,-672.54,69.437,-1129.7,1533.1,847.82,-1878.7,-1614.2,1263.7,827.43,-453.51,-250.58,874.44,-1572.4,905.45,84.863,-1230.6,517.67,1714.6,-697.66,769.71,-866.66,-891.53,-624.85,-759.31,724.14,-753.57,201.7,340.25,161.28,190.28,390.28,-2554.4,675.53,137.03,-90.148,234.26,-469.12,30.255,-1153.5,708.01,-1655.1,531.29,-61.853,60.664,-701.01,-66.701,1032,360.59,-12.611,-68.298,973.09,759.48,-66.702,2.2574
-1946.4,-3242.8,-4797.3,-540.89,1074.7,2586.2,321.79,1519.5,-2841.7,-838.03,-663.11,1489.2,-837.65,976.72,3042.1,3310.2,-1770.2,-2222.9,-2234.8,-541.45,394.67,7.2972,-1202.4,4080.5,54.277,-1693.8,255.02,847.31,155.4,-3289.3,-1362.6,1057.8,-614.84,-64.681,622.15,-447,-863.62,-634.07,-3242.5,214.97,-27.773,2542.6,-2589.4,-2.9309,735.17,-954.08,1005.2,-158.7,-140.45,436.93,2569.3,-1188.4,1199.7,-546.79,1355.7,-498.23,395.02,558.71,1082.1,370.42,359.78,-13.145,1034.9,-106,-635.89,-47.241,-131.91,20.663,50.381,138.46,156.41,-61.734,-60.774,-143.93,-44.103,169.11,352.97,-6.3963,193.08,12.094
-5988,-14624,-5201.5,7443.6,13946,-5689.6,10426,4015.1,-2736.9,-4682,2746.6,508.19,-1513,-2851.7,-1046.1,-352.84,2685.6,-1155.9,68.566,2315.8,-838.9,-3105.1,-715.97,-2522.5,827.34,-2378.6,2507.3,-1910.7,-3350.9,-1396.9,-1222.5,724.71,669.56,1189.4,-2002,1381.8,-73.563,-1059.9,168.48,-53.472,-1250.8,894.91,583.17,298.62,-1503,-0.63804,1235.7,-851,-242.41,1023.7,-869.11,387.51,24.464,-188.94,608.56,314.7,-983.48,-72.036,104.93,132.41,-273.92,-716.22,555.76,752.98,352.94,125.01,-3.9507,98.944,152.52,-496.79,184.2,237.24,-156.07,153.41,-112.69,105.61,-129.17,-77.883,-17.575,-5.9482
-5246.7,91.617,13957,-1531.2,-4496.1,-2866.8,-256.91,-2369,-1065.3,-4257.2,2548.6,-1724,666.38,517.53,54.187,-42.371,-2437.7,720.53,870.47,50.943,1074.7,-739.83,964.5,-892.91,962.92,2155,-231.03,903.69,1838.1,-1650.1,-407.55,1963.5,1085,255.98,900.37,1376.3,-886.18,259.26,-1177.6,771.67,21.867,-423.67,957.01,1101.4,-903.39,1850.9,-324.42,-1565.6,222.78,-446.83,-1566.9,-839.91,-1327.5,71.407,668.14,-808.2,1394.7,751.49,313.25,-584.92,1595.3,-740.86,576.79,-68.843,-435.56,-394.34,-255.05,-104.65,426.66,-8.2888,715.95,1500.4,-221.4,37.019,-802.51,554.25,226.25,302.99,-174.75,0.30788
-9654.9,-7760.9,3007.3,-5498.1,-4244.6,-4890.7,-5512.2,2080.3,928.28,-2546.4,-1779,1534.7,462.48,-1474.8,2346.8,-384.19,-5033.2,5203.6,-5355.2,144.43,40.483,-1561.1,-2514.8,3228.4,2855.3,-473.73,2266.3,-1088.5,-3256.7,-1131.2,-2623.8,493.52,-2288.2,102.23,1319.5,997.58,853.09,-1077,636.12,1696.7,874.05,-1424.3,-904.76,-967.54,-94.322,-218.17,263.51,-862.25,606.76,-566.02,-1424,693.73,-356.11,557.51,-1320.1,-595.16,-617.13,-144.75,148.77,45.34,-123.59,56.402,-631.55,-332.31,194.65,-348.5,224.29,234.27,65.658,410.38,-78.384,-461.75,2.8178,177.9,38.671,-37.389,102.33,41.519,20.762,0.27251
3882.5,-10928,-2117.7,-505.56,3541,-1764.8,1924.4,-2641.6,-1317.9,1129.1,1183.6,1772.6,-23.876,-2657.7,2651.8,-1990.3,-1863,-1585.5,-224.52,-2202.1,1472.2,1118.3,-1116.9,204.37,2949.2,1904.6,771,2215.3,161.49,65.168,1714.4,-2096.8,-835.44,-265.93,-2658.5,-1961.9,1661,141.06,-3114,634.25,-1017,-1197.1,1146.1,-883.98,537.26,-16.844,-483.45,600.55,1002.7,972.56,9.4383,-764.36,-1155.2,-603.92,21.433,427.33,-159.35,962.31,-703.71,544.21,-1238.1,-865.33,-480.68,682.62,-603.33,-1185.5,335.87,-610,-179.04,873.53,-516.52,556.65,453.07,254.47,72.356,82.786,-113.73,-25.593,-78.278,2.0527
7806.1,-491.46,14021,-3134.7,1321.4,515.27,8514.8,-343.76,-3317.2,996.78,466.66,1538.5,3885.7,-1795.2,1045.2,770.73,946.96,-2429.4,-1292.5,-823.39,-2686.6,4844.7,-1238.1,2551.7,5.7136,-100.58,1010.7,669.23,-564.81,4049.4,-1352.7,-2466.1,-572.04,2109.9,1757,1546.4,1217.1,-584.71,964.85,-1975,1703.2,-390.53,942.03,874.88,31.663,-755.16,525,727.91,705.46,1088.1,-611.6,-1306.6,1447.1,-654.65,-670.94,121.09,-137.13,525.92,351.41,-675.7,671.99,294.48,246.08,470.51,-46.873,-130.18,70.631,137.78,2.5023,209.67,564.52,324.17,-146.86,49.789,-119.15,192.45,231.66,497.82,26.076,-9.4611
20077,-4076.2,-6336.7,-3971.3,-1889.5,-755.62,-304.58,1026.5,391.54,5480.9,-2380.3,4195,459.13,-5968.5,-891.22,-141.17,2372.5,-2618.5,-685.2,2002.6,-1564.9,287.26,-752.15,-1892.6,4089.1,468.94,2048.3,1849.4,-2056.8,-629.74,4174.2,-1413.3,1738.6,-1039.6,1230.9,1177.2,-603.61,1827.4,-616.17,-81.38,-930.16,268.81,-753.77,-471.02,982.99,955.04,-42.066,-923.17,525.15,-1776.9,-787.85,241.84,1206.7,-123.27,30.213,40.926,664.39,-377.85,558.23,364.39,332.13,404.82,53.962,-1178.8,617.5,-313.9,161.22,-30.993,-41.578,-88.117,393.43,74.511,-655.08,-523.23,421.74,221.97,73.602,-43.65,387.42,-19.945
7391.1,-10716,-10050,-5513.6,2285.9,21867,-7218.9,-3231.1,7455.9,-7501.1,14102,2129.4,3900.2,-1063.1,-970.57,917.44,1524,-806.99,-2078,-376.97,335.4,147.04,-1177.3,101.52,-572.61,436.3,1668.5,-1396.3,-172.85,22.759,257.44,36.875,402.41,-287.93,-547.47,69.204,28.851,339.64,1375.1,-185.49,-603.62,-403.48,-97.514,-787.34,-419.54,118.52,1.5578,249.74,-14.896,223.53,34.314,-406.27,24.4,-209.51,-318.7,-392.92,231.67,67.302,-48.673,183.57,262.5,-41.16,94.547,106.56,-121.77,-34.83,-88.947,39.05,118.42,73.782,199.08,87.588,-31.427,-60.098,-45.842,-40.81,-18.165,27.266,-67.215,1.2785
-7144.2,1757.6,-9265.6,-4242.6,-868.36,-2168.1,-1906.5,-3745.1,-1738.9,-1450.6,1931.2,-3072.2,-3518.2,1076.8,522.55,78.979,-1734.7,-617.56,-2289.6,-391.77,88.676,1798,3351.4,-1219.9,1382.9,926.98,-290.29,790.91,-863.28,317.92,-783.96,-1381.5,-1022.3,826.8,195.64,271.54,-1221.7,-1528,540.27,1235.5,-1560.1,-559.49,890.28,1173.2,-1604.4,236.56,344.31,633.62,-810.57,-299.2,946.31,-194.26,1108.7,1402.2,-160.6,1423.7,1058.1,86.509,118.37,-697.69,-26.583,189.01,1225.4,-237.55,554.29,-319.44,141.28,-464.68,-1451.8,802.85,193.29,-26.884,-981.7,436.79,349.78,-655.92,-45.021,-672.8,-676.34,5.4111
14007,11368,6126.1,-2671.2,7075.2,-2089.8,350.42,91.173,10063,7329.8,1797.5,8465.6,-589.07,-3355.6,2022.8,-2759.5,61.318,1677.3,2305.4,-4330,-3036.6,-860.39,-635.19,-1534.2,-18.511,1334.1,-2505.5,-1125.7,1029.6,-496.92,-2457.9,-530.06,926.79,682.09,-1151.6,-671.59,-1084.3,-219.92,-598.47,260.28,1011.5,-426.12,-1900.4,-530.37,-1286.4,1534.8,1650.6,-937.04,-1360,338.02,398.67,552.92,258.56,564.72,-648.56,385.35,-151.45,864.33,373.79,-597.81,16.999,638.9,257.84,108.82,1.1686,-121.01,-199.68,43.125,8.6017,187.07,-182.63,189.06,260.48,-122.99,171.66,-216.99,-2.4337,242.92,-26.703,-9.8329
-332.22,-248.5,3156.6,-5571.5,-3508.2,-7729.3,-3970.3,-2857.7,5143.4,-3722,4804,-172.98,-5668.8,353.98,1063.5,-1199,-3267.5,-536.66,2288.6,2251,1561.3,173.31,-431.3,60.417,2065.1,1200.9,301.3,1724.3,-458.45,-11.127,-608.06,-473.35,759.23,1386.3,-910.09,-1514.9,1124.3,387.43,2328,-2588.8,-434.87,183.83,143.08,1622.1,2231.8,-742.17,1180.4,-774.02,-268.99,1048,751.73,1141.2,1161.2,1079.8,353.24,-350.47,-234.41,-920.5,187.32,479.59,749.95,-226.14,-8.2426,-158,-734.02,-60.873,411.2,-582.86,-207.55,-636.32,-437.04,443.74,521.91,-0.055923,-103,89.231,-109.23,-102.32,702.93,-21.1
-5186.9,-6527.2,-1050.1,498.42,326.96,-1094.7,-1711.5,-4051.2,-720.72,86.387,1135.7,-2980.4,-600.76,-4882.9,3095.7,-1131.5,-2139,-1441.7,-2231,-1315.3,17.875,-974.8,4231.3,3153.6,-2034.5,216.3,-1867.1,4577.5,-2043.4,2139.4,851.83,617.84,1768.5,-2003.3,-628.85,1796.9,-1357.5,216.43,989.13,1582.6,288.43,792.43,-1343.4,100.35,383.29,1004.2,528.28,953.26,-1447.5,1136.5,131.02,-58.831,-296.13,-199.94,415.5,485.99,-848.08,-709.04,-276.59,-740.89,202.38,-488.55,-1573.9,717.19,328.04,349.47,110.67,295.21,631.98,-313.99,407.57,218.67,87.042,-116.69,335.76,227.07,-13.092,-111.32,-70.189,-3.9518
-7794.1,-4594.1,1578.1,3957.2,-501.11,2921.9,-2078.5,-3004.1,-566.49,3761.8,433.03,-3633.4,-701.88,-1517.4,688.84,530.04,658.51,373.13,-1438,1623,1655.7,-2205.3,-2923.3,-589.35,-790.02,-1585.5,-2051.3,314.44,-484.33,1184.5,591.31,-817.85,-1072,-83.388,154.79,-1005.2,-2721.4,116.95,-771.47,-1604.4,1268.8,1118.9,522.03,1371.6,-1198.8,66.517,-1001.9,-973.99,307.21,-290.43,1018.1,-97.568,-565.19,390.02,-1743.6,-1293.2,-588.57,-213.97,505.77,-574.77,-1280.3,1053.7,202.15,391.94,4.5523,-729.28,1792.5,537.03,-156.56,-341.09,197.23,1038.9,-308.41,-169.58,-139.7,191.36,-588.04,-326.92,192.87,20.818
-1561.1,7072.6,-2699.2,-659.91,7215.9,-3543.6,3933.8,3485,-128.34,-3481.1,335.3,-1412.4,1317.9,-999.59,3290.4,4275.7,44.069,451.33,-265.86,717.29,1850.9,2026.5,688.77,-3242.3,-1961.2,-1132,389.92,-499.29,630.23,433.72,-1972.3,2024.6,1609.5,-1672.4,237.55,-656.04,-298.12,1381.3,6.8127,1115.1,852.96,-1437.6,404.23,-1531.4,1562,2120.3,-2097.7,573.72,900.57,1028,638.25,-488.54,1699.3,1977.1,-206.16,-664.83,-790.74,229.63,-184.05,450.49,-50.121,-152.07,-213.25,-68.74,113.23,-601.42,492.46,206.54,-494,141.92,-57.01,-11.757,-388.97,-250.12,-174.11,-263.35,663.87,298.19,401.1,2.2377
-2412,9141,-4544.3,-749.41,149.89,-132.78,1590.5,-965.19,-80.371,125.18,662.39,30.749,-187.3,1485.4,-485.09,-331.11,-6.3487,2761.7,2208.6,-1729.8,247.68,-466.24,-761.8,-2071.2,584.93,412.79,246.19,204.75,33.175,-741.53,657.66,-35.752,1122.2,445.02,545.09,1527.6,3297.2,-1546.2,729.36,1798.9,-136.03,2096.7,800.56,-1176.4,-535.52,-800.68,-581.52,1185.5,-258.06,-1977.7,759.59,-1749,975.89,726.78,-483.62,-676.06,-243.73,304.86,1587.1,-797.79,-217.07,2.8815,-995.52,294.59,-727.35,404.75,533.64,-746.69,933.07,-654.11,-546.29,765.8,-105.91,699.07,823.61,95.166,-120.08,-111.22,28.495,5.8611
-5303.1,16791,-3186.3,-4364.4,-6947.8,-367.34,7217.8,-4021.4,-4977.5,949.93,5204.4,-2551,3051.8,856.77,-1398.3,-3768.3,-45.3,3083,4055.6,1345.2,1720.6,-342.43,-3493.3,1159.5,-387.36,-992,-1295.3,-403.35,-3428.3,-556.16,1926.3,910.85,411.28,396.95,1104.5,-2105.6,64.089,-1577.5,552.06,388.99,-5.2324,-1318.2,-2608.3,-78.654,922.63,1900.8,268.25,543.07,604.14,418.41,-270.44,-499.93,290.12,-414.3,2.632,213.07,791.73,169.35,-683.25,128.05,-852.02,-212.47,706.84,768.46,297.83,948.76,-3.3457,-150.04,-348.61,64.991,510.32,-2.013,-92.951,18.361,245.73,329.63,-151.5,48.553,33.553,-16.881
30389,-14000,-1861.4,-8300.2,2771.3,746.96,882.65,-4487.3,-426.48,-282.47,-2261.4,283.8,-3577.1,3858.4,878.48,-1770.3,-3422.8,-4196.1,3258.1,-936.43,2302.6,1701.4,1163.4,-1242.8,921.92,-5802.4,-1167.4,1974.6,-502.89,305.39,-1813.8,1647.9,-481.95,1196.7,-1083.1,1618.2,290.99,889.85,819.06,-1246.1,-969.79,-1610,-1432.1,-188.89,-1157.4,101.18,-1349.1,-458.29,894.32,-1532,605.72,-548.53,-819.26,-508.79,-484.8,-149.05,-153.61,571.66,51.394,74.021,-85.677,454.39,-287.58,-263.69,403.85,793.8,-106.15,-40.228,316.73,212.38,-42.603,-181.21,174.35,-191.26,-94.095,-222.4,-133.65,317.77,-63.305,-5.9817
-2009.6,18525,-6958.8,-1195.6,2032.8,-1333.4,-999.55,614.2,1077.4,-352.15,269.08,-847.5,-3936.8,2855.3,1117,2960.6,850.38,-3948.3,-733.24,1580,-1520.6,1247.5,-2000,342.36,1945.6,840.73,-1329,778.9,-335.46,228.19,-123.28,-236.24,1664.1,250.15,103.36,-408.81,-1015.2,1363.4,829.35,64.391,646.51,751.82,406.88,-130.61,939.97,-312.67,33.041,-1072.7,113.9,485.16,-781.54,939.93,-455.03,-158.78,-699.28,-1063,447.68,307.55,7.9816,608.55,-898.67,5.9571,315.11,894.27,433.79,389.03,-93.667,-43.828,1861.7,808.73,65.266,-359.06,-88.185,1104.7,32.21,-225.15,877.04,-431.87,-1122.7,-1.3984
