Column1,x_name,y_name,p,median_diff,mean_diff,top_bin_mean,sample_count,metric
236,archetype_2,Lmna,0,0.862622246,0.933992739,0.292136976,1514,wilcoxon_p_val
224,archetype_2,Gsn,0,0.931686476,0.932508911,0.308883515,1514,wilcoxon_p_val
567,archetype_2,Mgst1,2.05E-267,0.42087613,0.931324331,0.228104904,1514,wilcoxon_p_val
429,archetype_2,Nme2,1.60E-304,0.58786153,0.927212003,0.360369284,1514,wilcoxon_p_val
234,archetype_2,Tm4sf1,0,0.679177985,0.922848926,0.286424094,1514,wilcoxon_p_val
329,archetype_2,Psmd8,0,0.736705989,0.919806452,0.268611572,1514,wilcoxon_p_val
686,archetype_2,Rpsa,4.50E-241,1.154902592,0.91388002,0.362927866,1514,wilcoxon_p_val
237,archetype_2,Phgdh,0,0.631695226,0.911986178,0.447466155,1514,wilcoxon_p_val
1093,archetype_2,Fth1,1.40E-159,0.723602859,0.903999424,-0.027601505,1514,wilcoxon_p_val
417,archetype_2,Hsd17b10,0,0.83992739,0.90326621,0.355132611,1514,wilcoxon_p_val
204,archetype_2,Atp5c1,0,0.875098303,0.878495564,0.535423099,1514,wilcoxon_p_val
148,archetype_2,Fam162a,0,0.645612091,0.875975309,0.268100496,1514,wilcoxon_p_val
590,archetype_2,Rpl7,1.57E-262,0.920976192,0.869818351,0.38615759,1514,wilcoxon_p_val
385,archetype_2,Cox4i1,0,0.817572877,0.867082126,0.570249598,1514,wilcoxon_p_val
291,archetype_2,Actb,0,0.883002207,0.853941947,0.263736954,1514,wilcoxon_p_val
85,archetype_2,Serpinb6a,0,0.724454008,0.848199344,0.154933128,1514,wilcoxon_p_val
648,archetype_2,Rps5,2.73E-249,1.060655564,0.843848494,0.368593771,1514,wilcoxon_p_val
1080,archetype_2,Aldh2,1.11E-161,0.936240032,0.841489815,0.283978925,1514,wilcoxon_p_val
102,archetype_2,Rpl15,0,0.74021741,0.837237486,0.51031783,1514,wilcoxon_p_val
550,archetype_2,Pkm,1.26E-272,0.550959304,0.832747773,0.274324486,1514,wilcoxon_p_val
166,archetype_2,Clic1,0,0.740418263,0.828636984,0.181302346,1514,wilcoxon_p_val
41,archetype_2,Atp5b,0,0.908006743,0.827026565,0.639106318,1514,wilcoxon_p_val
328,archetype_2,Eif3k,0,1.054150254,0.825954786,0.407470455,1514,wilcoxon_p_val
1223,archetype_2,Rplp0,1.97E-143,1.121094301,0.811972208,0.253668776,1514,wilcoxon_p_val
367,archetype_2,Cd81,0,0.764247328,0.809570779,0.265794748,1514,wilcoxon_p_val
223,archetype_2,Prrx2,0,0.490826651,0.807591039,0.1003547,1514,wilcoxon_p_val
418,archetype_2,Adh7,2.56E-308,0.510233872,0.798433195,0.20834125,1514,wilcoxon_p_val
340,archetype_2,Ifitm3,0,0.460643858,0.798267244,0.316031354,1514,wilcoxon_p_val
1060,archetype_2,Ldha,4.05E-164,0.432656586,0.797641068,0.237337459,1514,wilcoxon_p_val
2280,archetype_2,Cald1,4.63E-52,0.187883198,0.797104703,-0.13152468,1514,wilcoxon_p_val
35,archetype_2,Gpx4,0,0.7764965,0.795457481,0.264181368,1514,wilcoxon_p_val
335,archetype_2,Idh2,0,0.866815627,0.784069337,0.503098942,1514,wilcoxon_p_val
330,archetype_2,Gpi1,0,0.859474719,0.773929187,0.308375744,1514,wilcoxon_p_val
89,archetype_2,Ctsl,0,0.837933414,0.771036454,0.241148229,1514,wilcoxon_p_val
415,archetype_2,Pgk1,0,0.760547593,0.767334237,0.26812649,1514,wilcoxon_p_val
409,archetype_2,Prdx4,0,0.652142569,0.764392504,0.357876167,1514,wilcoxon_p_val
756,archetype_2,Cnih4,3.79E-220,0.418494642,0.761108197,0.141130998,1514,wilcoxon_p_val
352,archetype_2,Ech1,0,0.733953878,0.760467242,0.329021212,1514,wilcoxon_p_val
311,archetype_2,Tpi1,0,0.722461641,0.758365102,0.371356407,1514,wilcoxon_p_val
402,archetype_2,Rpl29,0,0.708285227,0.753365148,0.369593208,1514,wilcoxon_p_val
83,archetype_2,Siva1,0,0.428278334,0.750444358,0.185708666,1514,wilcoxon_p_val
398,archetype_2,Hspa8,0,0.678753063,0.749081888,0.387115129,1514,wilcoxon_p_val
511,archetype_2,Rps4x,1.93E-282,0.797774956,0.74269192,0.401619352,1514,wilcoxon_p_val
235,archetype_2,Naxe,0,0.806531221,0.731416676,0.364776023,1514,wilcoxon_p_val
840,archetype_2,Avpi1,1.81E-202,0.353597457,0.730109584,0.033006537,1514,wilcoxon_p_val
830,archetype_2,Rpl6,5.74E-205,0.895784676,0.729114607,0.355881077,1514,wilcoxon_p_val
1148,archetype_2,Dynll1,4.20E-153,0.565847754,0.726226362,0.240264731,1514,wilcoxon_p_val
56,archetype_2,Ppia,0,0.766278021,0.715293947,0.608005112,1514,wilcoxon_p_val
803,archetype_2,Rack1,1.39E-210,0.871264756,0.707725707,0.40780357,1514,wilcoxon_p_val
697,archetype_2,Arid5b,8.97E-239,0.494429307,0.702819955,0.043015203,1514,wilcoxon_p_val
613,archetype_2,Prdx1,8.54E-258,0.70518747,0.699436966,0.335481917,1514,wilcoxon_p_val
358,archetype_2,Rpl18,0,0.577492334,0.687748191,0.484783764,1514,wilcoxon_p_val
1017,archetype_2,C1qbp,3.26E-171,0.358479708,0.685115187,0.308009772,1514,wilcoxon_p_val
356,archetype_2,Rras,0,0.673333142,0.684678819,0.13293244,1514,wilcoxon_p_val
2079,archetype_2,Cdkn2a,2.17E-63,0.57836673,0.682249999,0.103781944,1514,wilcoxon_p_val
621,archetype_2,Cyb5a,2.17E-256,0.534492515,0.681979415,0.13671599,1514,wilcoxon_p_val
3021,archetype_2,Ccnd1,1.40E-24,0.111125721,0.670030366,-0.04505364,1514,wilcoxon_p_val
479,archetype_2,Impdh2,9.91E-288,0.564375438,0.669964789,0.348767858,1514,wilcoxon_p_val
1828,archetype_2,Eef1d,1.41E-81,0.167930353,0.669877813,0.171396617,1514,wilcoxon_p_val
299,archetype_2,Mdh2,0,0.709728241,0.669789861,0.51923189,1514,wilcoxon_p_val
82,archetype_2,Ift43,0,0.505417757,0.669485111,0.247213992,1514,wilcoxon_p_val
258,archetype_2,Rpl11,0,0.596197948,0.667569934,0.488087636,1514,wilcoxon_p_val
922,archetype_2,Rpl12,2.67E-186,0.844158053,0.66676826,0.274017996,1514,wilcoxon_p_val
434,archetype_2,Rab34,9.93E-303,0.281194095,0.664883981,0.10615497,1514,wilcoxon_p_val
510,archetype_2,Ldhb,1.87E-282,0.536065415,0.659066148,0.221334786,1514,wilcoxon_p_val
9,archetype_2,2-Mar,0,0.393935062,0.658808647,0.22637727,1514,wilcoxon_p_val
2630,archetype_2,Tpm1,1.67E-38,0.241077259,0.652775669,-0.214760521,1514,wilcoxon_p_val
117,archetype_2,Tkt,0,0.692886509,0.651548634,0.413037784,1514,wilcoxon_p_val
1064,archetype_2,Rps16,8.34E-164,0.767772213,0.650553005,0.295443777,1514,wilcoxon_p_val
222,archetype_2,Rpl7a,0,0.633197539,0.648985145,0.445752039,1514,wilcoxon_p_val
1500,archetype_2,Fkbp11,5.71E-110,0.339805946,0.645090627,0.226926346,1514,wilcoxon_p_val
363,archetype_2,Rpl27a,0,0.563619204,0.635740979,0.453319728,1514,wilcoxon_p_val
616,archetype_2,S100a11,1.04E-257,0.388482304,0.630379636,-0.030992849,1514,wilcoxon_p_val
175,archetype_2,Ppic,0,0.414400734,0.628841856,0.228444906,1514,wilcoxon_p_val
24,archetype_2,Mif,0,0.624208823,0.628208284,0.495958442,1514,wilcoxon_p_val
477,archetype_2,Naca,2.42E-288,0.699827716,0.619193905,0.336184057,1514,wilcoxon_p_val
339,archetype_2,Ifitm2,0,0.411561118,0.618932458,0.343081452,1514,wilcoxon_p_val
186,archetype_2,Gstp1,0,0.66581583,0.615517427,0.26536362,1514,wilcoxon_p_val
940,archetype_2,Rpl10a,4.50E-183,0.78918156,0.61382669,0.274191462,1514,wilcoxon_p_val
2290,archetype_2,Rps29,9.13E-52,0.297198474,0.613585431,0.039621089,1514,wilcoxon_p_val
1329,archetype_2,Rps12,7.21E-131,0.789937206,0.611099688,0.151284297,1514,wilcoxon_p_val
446,archetype_2,Mfge8,1.00E-300,0.592641354,0.609655902,0.101419426,1514,wilcoxon_p_val
257,archetype_2,Eif3i,0,0.538873561,0.605998475,0.371911314,1514,wilcoxon_p_val
167,archetype_2,Flot1,0,0.61535228,0.603417441,0.175932241,1514,wilcoxon_p_val
574,archetype_2,Timp2,6.08E-265,0.644005697,0.601889482,0.015435375,1514,wilcoxon_p_val
411,archetype_2,Pgrmc1,0,0.310496829,0.601730731,0.128079466,1514,wilcoxon_p_val
722,archetype_2,Rpl19,7.25E-231,0.601184741,0.601637047,0.337462943,1514,wilcoxon_p_val
1667,archetype_2,Oat,7.28E-96,0.175202257,0.588841779,0.170192906,1514,wilcoxon_p_val
448,archetype_2,Mgst3,2.25E-300,0.657764956,0.58716466,0.069019016,1514,wilcoxon_p_val
573,archetype_2,Khk,1.24E-265,0.541756943,0.582778957,0.167028065,1514,wilcoxon_p_val
64,archetype_2,Eno3,0,0.373451125,0.577905942,0.092775025,1514,wilcoxon_p_val
185,archetype_2,Ndufv1,0,0.582753927,0.577665611,0.407057554,1514,wilcoxon_p_val
211,archetype_2,Ndufs3,0,0.505384505,0.574356483,0.348303912,1514,wilcoxon_p_val
369,archetype_2,Slc25a4,0,0.577443153,0.572830568,0.308790057,1514,wilcoxon_p_val
2933,archetype_2,Tspan4,1.03E-27,0.095693351,0.568978252,-0.015061486,1514,wilcoxon_p_val
1257,archetype_2,Mgp,3.79E-139,0.5374428,0.568618779,0.058659756,1514,wilcoxon_p_val
443,archetype_2,Arpc1b,2.56E-301,0.483837392,0.56737307,0.081132169,1514,wilcoxon_p_val
575,archetype_2,Sri,7.82E-265,0.485713724,0.560927851,0.062022745,1514,wilcoxon_p_val
736,archetype_2,Pfkl,1.06E-227,0.56818717,0.560839086,0.196821406,1514,wilcoxon_p_val
420,archetype_2,Fbl,2.12E-307,0.417542383,0.559589974,0.400683445,1514,wilcoxon_p_val
826,archetype_2,S100a13,3.80E-206,0.520609658,0.555339441,-0.084042568,1514,wilcoxon_p_val
672,archetype_2,Isyna1,5.28E-244,0.381998055,0.551480439,0.305037336,1514,wilcoxon_p_val
218,archetype_2,Psma7,0,0.580326304,0.549727755,0.461131656,1514,wilcoxon_p_val
1532,archetype_2,Anxa6,5.13E-107,0.334440839,0.549146933,0.093499409,1514,wilcoxon_p_val
37,archetype_2,Ndufs7,0,0.471873283,0.548125594,0.332622847,1514,wilcoxon_p_val
28,archetype_2,Slc25a3,0,0.593188107,0.54618008,0.296925566,1514,wilcoxon_p_val
2514,archetype_2,Smpdl3b,6.79E-43,0.08141977,0.544894827,0.129518397,1514,wilcoxon_p_val
150,archetype_2,Atp5o,0,0.533153569,0.54381699,0.467715499,1514,wilcoxon_p_val
93,archetype_2,Psma2,0,0.569759369,0.540076588,0.32348449,1514,wilcoxon_p_val
29,archetype_2,Rbms2,0,0.311829891,0.537064835,0.120329313,1514,wilcoxon_p_val
58,archetype_2,Cct4,0,0.47156487,0.532299736,0.338037244,1514,wilcoxon_p_val
174,archetype_2,Lox,0,0.345490299,0.528790509,0.121439025,1514,wilcoxon_p_val
136,archetype_2,Gcat,0,0.459643738,0.524171186,0.401347488,1514,wilcoxon_p_val
801,archetype_2,Rpl3,6.04E-211,0.400088975,0.523398873,0.412194473,1514,wilcoxon_p_val
461,archetype_2,S100a1,9.81E-295,0.348792491,0.523366843,-0.031109744,1514,wilcoxon_p_val
125,archetype_2,Cct5,0,0.421362695,0.521449348,0.42122714,1514,wilcoxon_p_val
139,archetype_2,Samm50,0,0.333652249,0.519607428,0.31759379,1514,wilcoxon_p_val
200,archetype_2,Rnaseh2c,0,0.501370557,0.519061439,0.402284071,1514,wilcoxon_p_val
490,archetype_2,Trap1,1.70E-286,0.444020458,0.517936312,0.296066688,1514,wilcoxon_p_val
206,archetype_2,Uap1l1,0,0.533805989,0.516022766,0.110653173,1514,wilcoxon_p_val
1185,archetype_2,Tubb5,1.98E-148,0.413982935,0.515612803,0.282214526,1514,wilcoxon_p_val
332,archetype_2,Fcgrt,0,0.565892883,0.514486065,0.123905636,1514,wilcoxon_p_val
1134,archetype_2,Rps8,1.39E-154,0.4733558,0.513108949,0.373186702,1514,wilcoxon_p_val
226,archetype_2,Serf2,0,0.486892276,0.511562486,0.244745627,1514,wilcoxon_p_val
588,archetype_2,Psmb3,3.83E-263,0.60032019,0.511502277,0.330423388,1514,wilcoxon_p_val
1483,archetype_2,Rpl18a,1.59E-112,0.679447174,0.510113601,0.219821174,1514,wilcoxon_p_val
380,archetype_2,Cope,0,0.519202426,0.508750261,0.358341133,1514,wilcoxon_p_val
113,archetype_2,Rgcc,0,0.51829768,0.508698405,0.084665215,1514,wilcoxon_p_val
726,archetype_2,Eef1g,2.22E-230,0.367159026,0.507591492,0.305054143,1514,wilcoxon_p_val
651,archetype_2,Ccnb2,2.91E-248,0.51815211,0.50630268,0.385788114,1514,wilcoxon_p_val
336,archetype_2,Rps3,0,0.430819318,0.505104691,0.358940358,1514,wilcoxon_p_val
1322,archetype_2,Rpl28,1.45E-131,0.407841995,0.504862314,0.272998538,1514,wilcoxon_p_val
270,archetype_2,Tcea3,0,0.387355849,0.50380439,0.197203369,1514,wilcoxon_p_val
353,archetype_2,Yif1b,0,0.489580706,0.503279057,0.232063245,1514,wilcoxon_p_val
133,archetype_2,Scx,0,0.473572232,0.503263148,0.209187013,1514,wilcoxon_p_val
1013,archetype_2,Rpl24,7.80E-172,0.494415365,0.502967739,0.234245482,1514,wilcoxon_p_val
658,archetype_2,Pir,9.74E-247,0.469704591,0.498221325,0.116178522,1514,wilcoxon_p_val
558,archetype_2,Ndufs2,2.93E-269,0.437722906,0.497384333,0.228985481,1514,wilcoxon_p_val
216,archetype_2,Cst3,0,0.530116722,0.496906529,0.122870705,1514,wilcoxon_p_val
740,archetype_2,Rab13,1.21E-225,0.290074842,0.495218928,0.006041369,1514,wilcoxon_p_val
2139,archetype_2,Ruvbl1,4.28E-60,0.14103001,0.493102571,0.216352521,1514,wilcoxon_p_val
309,archetype_2,Camk1,0,0.490771607,0.492100002,0.176035976,1514,wilcoxon_p_val
580,archetype_2,Tst,2.72E-264,0.325587246,0.491148623,0.30184648,1514,wilcoxon_p_val
1196,archetype_2,Phb2,1.46E-146,0.343724415,0.490779904,0.270241587,1514,wilcoxon_p_val
929,archetype_2,Aprt,3.65E-185,0.336566545,0.489523441,0.281978797,1514,wilcoxon_p_val
46,archetype_2,Eif4a1,0,0.478726789,0.485625436,0.421638724,1514,wilcoxon_p_val
887,archetype_2,C1qtnf12,4.14E-192,0.565001331,0.485516256,0.161364109,1514,wilcoxon_p_val
1518,archetype_2,Utp11,1.75E-108,0.213088876,0.485002087,0.149428619,1514,wilcoxon_p_val
749,archetype_2,B2m,4.15E-221,0.417798609,0.48441477,0.014063844,1514,wilcoxon_p_val
642,archetype_2,Wwtr1,7.14E-252,0.272111939,0.483904151,0.031954124,1514,wilcoxon_p_val
101,archetype_2,Gmpr,0,0.478893977,0.483711689,0.083187903,1514,wilcoxon_p_val
158,archetype_2,Nme4,0,0.413655452,0.481783977,0.244022987,1514,wilcoxon_p_val
407,archetype_2,Idh3g,0,0.476996556,0.480009377,0.330810952,1514,wilcoxon_p_val
1806,archetype_2,Tgfb2,9.50E-84,0.18650447,0.47853771,0.055513719,1514,wilcoxon_p_val
430,archetype_2,Bsg,2.43E-304,0.411557093,0.47847398,0.192813364,1514,wilcoxon_p_val
966,archetype_2,Hspb1,2.03E-179,0.684564283,0.47787194,-0.051258169,1514,wilcoxon_p_val
344,archetype_2,Tsen34,0,0.40061865,0.473678294,0.216249535,1514,wilcoxon_p_val
683,archetype_2,Cnn2,2.51E-241,0.459405418,0.470985311,0.000445373,1514,wilcoxon_p_val
476,archetype_2,Sap18,9.07E-289,0.462862819,0.469296419,0.222449303,1514,wilcoxon_p_val
267,archetype_2,Psmb2,0,0.428084597,0.464215746,0.332524238,1514,wilcoxon_p_val
557,archetype_2,Mxra7,1.58E-269,0.228250876,0.461528115,0.093955609,1514,wilcoxon_p_val
775,archetype_2,Maoa,1.02E-215,0.249828722,0.458791063,0.157128812,1514,wilcoxon_p_val
374,archetype_2,Mri1,0,0.414800912,0.457907865,0.237086329,1514,wilcoxon_p_val
92,archetype_2,Btf3,0,0.448670909,0.457420707,0.304427147,1514,wilcoxon_p_val
2332,archetype_2,Nt5dc2,4.23E-50,0.296119109,0.456365773,0.269716313,1514,wilcoxon_p_val
403,archetype_2,Uqcrc1,0,0.481696244,0.455768406,0.365435433,1514,wilcoxon_p_val
384,archetype_2,Prmt7,0,0.357098222,0.455109706,0.314356317,1514,wilcoxon_p_val
17,archetype_2,Creg1,0,0.345043957,0.454249738,0.144560551,1514,wilcoxon_p_val
867,archetype_2,Dbi,5.54E-196,0.306187004,0.454219066,0.197858866,1514,wilcoxon_p_val
543,archetype_2,Psma3,2.87E-274,0.494581819,0.45260876,0.342107136,1514,wilcoxon_p_val
553,archetype_2,Rab3b,3.29E-271,0.502453456,0.452382565,0.003503238,1514,wilcoxon_p_val
338,archetype_2,Echs1,0,0.461892158,0.450575397,0.282929124,1514,wilcoxon_p_val
1990,archetype_2,Gsto1,9.61E-69,0.209938068,0.449621794,0.084489552,1514,wilcoxon_p_val
373,archetype_2,Bst2,0,0.304366484,0.446409626,0.154886998,1514,wilcoxon_p_val
33,archetype_2,Cited2,0,0.328657594,0.446293429,0.079273799,1514,wilcoxon_p_val
1069,archetype_2,Twist2,8.89E-163,0.207236979,0.445507894,0.069901402,1514,wilcoxon_p_val
209,archetype_2,Fkbp7,0,0.345286861,0.444707998,0.159163374,1514,wilcoxon_p_val
1051,archetype_2,Pmp22,2.71E-165,0.236645926,0.444617543,0.037478854,1514,wilcoxon_p_val
288,archetype_2,Asl,0,0.309910931,0.442578783,0.185363756,1514,wilcoxon_p_val
70,archetype_2,Rdm1,0,0.545166053,0.442432194,0.205003551,1514,wilcoxon_p_val
1726,archetype_2,Rps20,1.33E-90,0.524514548,0.439321956,0.143701973,1514,wilcoxon_p_val
1224,archetype_2,Rbpms,2.31E-143,0.141581863,0.439287528,0.065076436,1514,wilcoxon_p_val
961,archetype_2,Csrp2,2.14E-180,0.364220023,0.43700602,0.129991717,1514,wilcoxon_p_val
1058,archetype_2,Rpl14,3.46E-164,0.323157329,0.435983046,0.408194367,1514,wilcoxon_p_val
3704,archetype_2,Nfix,1.49E-09,0.096775352,0.435345085,0.109918999,1514,wilcoxon_p_val
1387,archetype_2,Lhfp,4.24E-124,0.340571284,0.435158953,-0.125373547,1514,wilcoxon_p_val
469,archetype_2,Csrp1,1.36E-291,0.461972116,0.434807205,0.021490294,1514,wilcoxon_p_val
371,archetype_2,Ndufa13,0,0.379751069,0.433835107,0.364794942,1514,wilcoxon_p_val
1378,archetype_2,Foxd1,3.62E-125,0.259345705,0.433185835,0.051921907,1514,wilcoxon_p_val
643,archetype_2,Hp,1.53E-251,0.335349418,0.432366464,0.127160795,1514,wilcoxon_p_val
422,archetype_2,Ssbp4,6.77E-307,0.386405528,0.431512287,0.201018288,1514,wilcoxon_p_val
331,archetype_2,Bcl2l12,0,0.3337925,0.43110592,0.18285445,1514,wilcoxon_p_val
126,archetype_2,Eif3e,0,0.407725394,0.430482339,0.212657727,1514,wilcoxon_p_val
143,archetype_2,Comt,0,0.371869791,0.428398048,0.095657451,1514,wilcoxon_p_val
1522,archetype_2,Rpl22l1,3.11E-108,0.33410519,0.427312859,0.070726866,1514,wilcoxon_p_val
925,archetype_2,Anxa1,7.64E-186,0.489119381,0.426844969,-0.107584597,1514,wilcoxon_p_val
939,archetype_2,Tpt1,2.14E-183,0.341734804,0.425672826,0.077826719,1514,wilcoxon_p_val
296,archetype_2,Stbd1,0,0.360904589,0.424031446,0.137647355,1514,wilcoxon_p_val
1260,archetype_2,Emg1,1.58E-138,0.234587982,0.423963777,0.175740099,1514,wilcoxon_p_val
1006,archetype_2,Cdc20,6.72E-173,0.394901957,0.423475275,0.326788192,1514,wilcoxon_p_val
1083,archetype_2,Rpl4,2.51E-161,0.535778575,0.423171572,0.278336209,1514,wilcoxon_p_val
1079,archetype_2,Ifitm1,9.48E-162,0.489986032,0.422680045,0.15494953,1514,wilcoxon_p_val
947,archetype_2,Rpl35,3.10E-182,0.267218687,0.422521734,0.368357298,1514,wilcoxon_p_val
416,archetype_2,Apool,0,0.307424214,0.421739689,0.183860072,1514,wilcoxon_p_val
42,archetype_2,Cnpy2,0,0.358427249,0.420771532,0.212110254,1514,wilcoxon_p_val
142,archetype_2,Emp2,0,0.380938276,0.417811549,0.013856215,1514,wilcoxon_p_val
993,archetype_2,Uba52,2.30E-175,0.234585658,0.41656755,0.216071409,1514,wilcoxon_p_val
10,archetype_2,Nenf,0,0.346910637,0.415625828,0.235254485,1514,wilcoxon_p_val
63,archetype_2,Psmb6,0,0.418976774,0.415421539,0.368853406,1514,wilcoxon_p_val
1045,archetype_2,Cct8,2.14E-166,0.245389991,0.413929916,0.293430025,1514,wilcoxon_p_val
253,archetype_2,Decr1,0,0.390172847,0.413504259,0.148534418,1514,wilcoxon_p_val
675,archetype_2,Filip1l,1.53E-243,0.409781944,0.408189789,0.059855035,1514,wilcoxon_p_val
188,archetype_2,Ccs,0,0.408315375,0.406575435,0.238454767,1514,wilcoxon_p_val
1535,archetype_2,Bcat2,6.37E-107,0.124801754,0.403852127,0.130591196,1514,wilcoxon_p_val
1748,archetype_2,Tubb6,6.53E-88,0.226696974,0.402727244,0.035389858,1514,wilcoxon_p_val
709,archetype_2,Akr1b8,1.53E-234,0.422751849,0.402516256,0.026116868,1514,wilcoxon_p_val
591,archetype_2,Atp5a1,8.64E-262,0.385008207,0.400440799,0.386053489,1514,wilcoxon_p_val
2506,archetype_2,Rps19,3.09E-43,0.359168552,0.399586482,0.127948086,1514,wilcoxon_p_val
414,archetype_2,Fundc2,0,0.469139904,0.398419997,0.178679795,1514,wilcoxon_p_val
1028,archetype_2,Rpl9,8.03E-169,0.421098534,0.3982929,0.329414945,1514,wilcoxon_p_val
217,archetype_2,Pltp,0,0.304587744,0.397992773,0.127516418,1514,wilcoxon_p_val
350,archetype_2,Ethe1,0,0.407696016,0.397629111,0.161825412,1514,wilcoxon_p_val
250,archetype_2,Adh5,0,0.298338218,0.397109903,0.316603001,1514,wilcoxon_p_val
551,archetype_2,Mtus2,4.87E-272,0.46271628,0.395996888,0.032741404,1514,wilcoxon_p_val
1559,archetype_2,Rpl5,5.07E-105,0.432914361,0.395689413,0.228462429,1514,wilcoxon_p_val
60,archetype_2,Mgat4b,0,0.323679306,0.395502643,0.14101465,1514,wilcoxon_p_val
266,archetype_2,Grhpr,0,0.39727252,0.395388568,0.224810183,1514,wilcoxon_p_val
272,archetype_2,Sdhb,0,0.428678796,0.395035677,0.361610515,1514,wilcoxon_p_val
1333,archetype_2,Rspo2,1.42E-130,0.459939938,0.393355934,0.100445827,1514,wilcoxon_p_val
3600,archetype_2,Fam3c,2.11E-11,0.032305703,0.39168465,-0.104264032,1514,wilcoxon_p_val
956,archetype_2,H2-K1,1.34E-180,0.421419971,0.390684236,0.20670466,1514,wilcoxon_p_val
300,archetype_2,Cops6,0,0.421314973,0.388598913,0.338339286,1514,wilcoxon_p_val
313,archetype_2,Ndufa9,0,0.336897196,0.387405923,0.267281524,1514,wilcoxon_p_val
1645,archetype_2,Rps27a,1.01E-97,0.318275534,0.384975137,0.283267661,1514,wilcoxon_p_val
937,archetype_2,Lap3,1.24E-183,0.226807964,0.383824162,0.197098549,1514,wilcoxon_p_val
405,archetype_2,Acaa1a,0,0.364454783,0.382380486,0.164563522,1514,wilcoxon_p_val
233,archetype_2,Mgarp,0,0.366915517,0.382177616,0.118925685,1514,wilcoxon_p_val
523,archetype_2,Gusb,2.11E-279,0.187006436,0.380974091,0.136146891,1514,wilcoxon_p_val
2755,archetype_2,Car14,1.27E-33,0.223088279,0.380728435,0.151237765,1514,wilcoxon_p_val
212,archetype_2,Eif3m,0,0.396520447,0.379938796,0.247709802,1514,wilcoxon_p_val
1038,archetype_2,Pfkp,2.05E-167,0.4812508,0.379702455,0.145351548,1514,wilcoxon_p_val
1142,archetype_2,Exosc8,6.67E-154,0.213956142,0.379550756,0.267955472,1514,wilcoxon_p_val
682,archetype_2,Stoml2,1.26E-241,0.226995929,0.379358322,0.23941076,1514,wilcoxon_p_val
