Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
SUZ12 16625203 ChIP-ChIP MESCs Mouse	9/1270	7.428979944353968E-4	0.031017560822832406	0	0	4.305108592770715	31.018099953984866	PCSK1;PKIB;EEF1A2;CRMP1;INSM1;ASCL1;ESPN;TOX;CHGB
REST 18959480 ChIP-ChIP MESCs Mouse	14/2868	8.840489609435013E-4	0.031017560822832406	0	0	3.227373187429249	22.691654784880498	CHGA;PCSK1;SYT4;STMN3;CRMP1;ESPN;CPLX2;TCERG1L;EEF1A2;ID4;SCG3;INA;CHGB;LRP11
RNF2 18974828 ChIP-Seq MESCs Mouse	9/1302	8.879072754627598E-4	0.031017560822832406	0	0	4.191377890876431	29.45131712299489	CLDN3;HOMER2;SLC35D3;ID4;INSM1;ASCL1;TOX;TMEM163;INA
EZH2 18974828 ChIP-Seq MESCs Mouse	9/1302	8.879072754627598E-4	0.031017560822832406	0	0	4.191377890876431	29.45131712299489	CLDN3;HOMER2;SLC35D3;ID4;INSM1;ASCL1;TOX;TMEM163;INA
EED 16625203 ChIP-ChIP MESCs Mouse	7/830	0.0011631118014805656	0.03809191149848852	0	0	4.9323981000773225	33.326518588958486	PCSK1;CLDN3;EEF1A2;INSM1;ASCL1;TOX;NEFH
OLIG2 26023283 ChIP-Seq AINV15 Mouse	11/2000	0.001451480396115609	0.04225420708692106	0	0	3.427142386574435	22.396962499060486	SYT4;PEX5L;CLDN3;KRT8;STMN3;SCG3;INSM1;ASCL1;INA;CHGB;LRP11
EZH2 27294783 Chip-Seq ESCs Mouse	11/2000	0.001451480396115609	0.04225420708692106	0	0	3.427142386574435	22.396962499060486	PKIB;CLDN7;EEF1A2;CRMP1;INSM1;ASCL1;ESPN;TMEM163;NEFH;INA;MAPK13
SIN3B 21632747 ChIP-Seq MESCs Mouse	17/4302	0.00227307649330464	0.06268905697324376	0	0	2.703820201917711	16.45712904201676	CHGA;STMN3;CRMP1;ASCL1;ESPN;CPLX2;RUNDC3A;PEX5L;CLDN3;TCERG1L;EEF1A2;ID4;SCG3;INSM1;INA;CHGB;LRP11
BMI1 23680149 ChIP-Seq NPCS Mouse	7/1056	0.004528251019346807	0.11799754219136256	0	0	3.8240459889649596	20.63998039923114	SYT4;CLDN3;SLC35D3;CLDN7;ID4;SCG3;TMEM163
TET1 21490601 ChIP-Seq MESCs Mouse	10/1994	0.004911016015343249	0.11799754219136256	0	0	3.0201612903225805	16.05600624467562	CLDN3;WSCD1;TCERG1L;STMN3;CRMP1;SCG3;ESPN;NEFH;INA;CHGB
CREB1 26743006 Chip-Seq LNCaP-abl Human	10/2000	0.005017231196008498	0.11799754219136256	0	0	3.0100502512562812	15.937846000805907	CHGA;PCSK1;SYT4;CLDN3;WSCD1;CLDN7;EEF1A2;KRT8;TSPAN1;INA
HTT 18923047 ChIP-ChIP STHdh Human	5/566	0.005179281432063624	0.11799754219136256	0	0	4.939903234020881	25.99915013498388	PCSK1;PKIB;BEX2;EEF1A2;ASCL1
TCF3 18467660 ChIP-ChIP MESCs Mouse	8/1388	0.0055060771301278484	0.12021601734112468	0	0	3.3659420289855073	17.50930348057742	CLDN3;TCERG1L;HOMER2;SLC35D3;INSM1;ESPN;INA;LRP11
SMAD1 18555785 ChIP-Seq MESCs Mouse	5/610	0.0070725194603372355	0.14824000788866845	0	0	4.570247933884297	22.62975861399193	CLDN3;RAB25;CRMP1;INSM1;INA
RNF2 27304074 Chip-Seq ESCs Mouse	8/1467	0.00764208034727778	0.15401731161436757	0	0	3.1701507882111035	15.451585723675526	SLC35D3;ID4;INSM1;ASCL1;ESPN;CPLX2;TOX;TMEM163
SIN3A 21632747 ChIP-Seq MESCs Mouse	7/1186	0.00844775047069547	0.1639489350609047	0	0	3.3790063484719974	16.13088665424337	CHGA;EEF1A2;STMN3;SCG3;RUNDC3A;INA;CHGB
NR3C1 23031785 ChIP-Seq PC12 Mouse	6/918	0.009290297534448563	0.17386128243039453	0	0	3.6857585139318885	17.244870540224568	CHGA;PEX5L;KRT8;ASCL1;TSPAN1;CHGB
RNF2 16625203 ChIP-ChIP MESCs Mouse	7/1219	0.00975609847024691	0.1762826068417028	0	0	3.2812281228122813	15.191635713646566	PCSK1;CRMP1;INSM1;ASCL1;TOX;NEFH;INA
JARID2 20075857 ChIP-Seq MESCs Mouse	7/1258	0.011489347685681866	0.20068060624324324	0	0	3.1723227478623164	14.168655996621213	CLDN3;HOMER2;SLC35D3;EEF1A2;INSM1;ASCL1;TMEM163
YAP1 20516196 ChIP-Seq MESCs Mouse	10/2329	0.014282400893573856	0.2373246655948027	0	0	2.535719419289924	10.773580084536038	PEX5L;CLDN3;WSCD1;TCERG1L;KRT8;ID4;KRT7;SCG3;CPLX2;TOX
MNX1 26342078 ChIP-Seq MIN6-4N Mouse	9/2000	0.015398928683632235	0.2373246655948027	0	0	2.6201940992530903	10.935268290460456	HOMER2;SLC35D3;CLDN7;EEF1A2;STMN3;ASCL1;TSPAN1;NEFH;LRP11
GATA2 21186366 ChIP-Seq BM-HSCs Mouse	9/2000	0.015398928683632235	0.2373246655948027	0	0	2.6201940992530903	10.935268290460456	CHGA;PCSK1;PKIB;WSCD1;SLC35D3;ASCL1;CPLX2;NEFH;LRP11
RACK7 27058665 Chip-Seq MCF-7 Human	9/2000	0.015398928683632235	0.2373246655948027	0	0	2.6201940992530903	10.935268290460456	CHGA;CLDN3;EEF1A2;KRT8;KRT7;ASCL1;ESPN;TSPAN1;NEFH
TP53 20018659 ChIP-ChIP R1E Mouse	6/1122	0.023023858057057967	0.34470004633995355	0	0	2.9797596457938016	11.237341966067392	WSCD1;SLC35D3;INSM1;ASCL1;ESPN;INA
GATA3 20176728 ChIP-ChIP TSCs Mouse	5/834	0.02450748798988811	0.3567201029639269	0	0	3.296743063932449	12.226883452231078	CLDN3;NNAT;CLDN7;KRT7;INA
RUNX1 26923725 Chip-Seq HPCs Mouse	5/859	0.027405526549692662	0.388121511136188	0	0	3.196052191368351	11.49623356906104	PEX5L;EPCAM;NNAT;KRT7;ASCL1
ZNF217 24962896 ChIP-Seq MCF-7 Human	7/1522	0.029622191887239958	0.40847443549772994	0	0	2.5825582558255826	9.088620293817169	PKIB;HOMER2;KRT8;ID4;KRT7;CPLX2;LRP11
PHC1 16625203 ChIP-ChIP MESCs Mouse	5/922	0.03566314811858285	0.43318399854148476	0	0	2.9666614737498054	9.889773609206884	CLDN3;INSM1;ASCL1;TOX;INA
PRDM14 21183938 ChIP-Seq MESCs Mouse	8/1944	0.03611469969013006	0.43318399854148476	0	0	2.3274793388429753	7.729687600635375	WSCD1;EEF1A2;ID4;CRMP1;TMEM163;RUNDC3A;INA;MAPK13
EZH2 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse	5/935	0.037541553633018004	0.43318399854148476	0	0	2.923195084485407	9.594823286558597	SLC35D3;ASCL1;ESPN;INA;CHGB
MYCN 21190229 ChIP-Seq SHEP-21N Human	3/373	0.03824783255120355	0.43318399854148476	0	0	4.292914536157779	14.010649453926046	CPLX2;NEFH;INA
KLF5 25053715 ChIP-Seq YYC3 Human	8/2000	0.041737793744595936	0.43318399854148476	0	0	2.255020080321285	7.162729053892598	PEX5L;CLDN7;KRT8;INSM1;ASCL1;NEFH;MAPK13;LRP11
FOXA1 25329375 ChIP-Seq VCAP Human	8/2000	0.041737793744595936	0.43318399854148476	0	0	2.255020080321285	7.162729053892598	PEX5L;NNAT;EEF1A2;KRT8;SCG5;TOX;TSPAN1;INA
FOXM1 26456572 ChIP-Seq MCF-7 Human	8/2000	0.041737793744595936	0.43318399854148476	0	0	2.255020080321285	7.162729053892598	CHGA;PKIB;WSCD1;SLC35D3;KRT8;KRT7;INSM1;CPLX2
TAL1 21186366 ChIP-Seq BM-HSCs Mouse	8/2000	0.041737793744595936	0.43318399854148476	0	0	2.255020080321285	7.162729053892598	PCSK1;PKIB;WSCD1;SLC35D3;ID4;ASCL1;NEFH;LRP11
FLI1 21867929 ChIP-Seq TH2 Mouse	8/2000	0.041737793744595936	0.43318399854148476	0	0	2.255020080321285	7.162729053892598	PCSK1;PKIB;WSCD1;SLC35D3;ID4;ASCL1;CPLX2;LRP11
CTCF 27219007 Chip-Seq Bcells Human	8/2000	0.041737793744595936	0.43318399854148476	0	0	2.255020080321285	7.162729053892598	CHGA;RAB25;WSCD1;TCERG1L;NNAT;STMN3;ESPN;TSPAN1
FOXA1 27270436 Chip-Seq PROSTATE Human	8/2000	0.041737793744595936	0.43318399854148476	0	0	2.255020080321285	7.162729053892598	PEX5L;NNAT;EEF1A2;KRT8;SCG5;TOX;TSPAN1;INA
RUNX1 27514584 Chip-Seq MCF-7 Human	8/2000	0.041737793744595936	0.43318399854148476	0	0	2.255020080321285	7.162729053892598	CHGA;PKIB;EPCAM;KRT8;ID4;KRT7;INSM1;MAPK13
ZFP281 18757296 ChIP-ChIP E14 Mouse	8/2004	0.0421610380259842	0.43318399854148476	0	0	2.25	7.124082196370496	CLDN3;SLC35D3;EEF1A2;STMN3;CRMP1;INSM1;ESPN;CPLX2
TP53 22573176 ChIP-Seq HFKS Human	6/1348	0.04981959700922364	0.5020282467852536	0	0	2.4482335408082756	7.34310157855877	PEX5L;EEF1A2;CRMP1;ESPN;TMEM163;NEFH
RNF2 27304074 Chip-Seq NSC Mouse	5/1052	0.05722187704803219	0.5657408221352617	0	0	2.5805703370173285	7.382544619603906	BEX4;INSM1;ESPN;TMEM163;INA
SUZ12 18555785 ChIP-Seq MESCs Mouse	5/1058	0.05836758478173349	0.5663817486227473	0	0	2.5650522317188984	7.287299534812778	HOMER2;SLC35D3;ID4;ASCL1;TMEM163
ERA 27197147 Chip-Seq ENDOMETRIOID-ADENOCARCINOMA Human	5/1073	0.061290496633213495	0.5773640881988068	0	0	2.527019796682718	7.055768994120311	CHGA;HOMER2;ASCL1;CHGB;MAPK13
DROSHA 22980978 ChIP-Seq HELA Human	3/456	0.06255092303043978	0.5773640881988068	0	0	3.4914981206371936	9.677644708641196	PEX5L;WSCD1;EEF1A2
SOX2 20726797 ChIP-Seq SW620 Human	9/2564	0.06280487218956486	0.5773640881988068	0	0	1.9777160532794646	5.473769468229604	BEX2;CLDN3;RAB25;SLC35D3;CLDN7;STMN3;CRMP1;KRT7;TSPAN1
VDR 24787735 ChIP-Seq THP-1 Human	4/805	0.0759940073743618	0.6792881059312853	0	0	2.657650159522819	6.849032331342574	PCSK1;TOX;NEFH;MAPK13
CTBP1 25329375 ChIP-Seq LNCAP Human	5/1145	0.07648472948462946	0.6792881059312853	0	0	2.3583959899749374	6.062644076362489	PEX5L;TCERG1L;ASCL1;CPLX2;TOX
SRY 25088423 ChIP-ChIP EMBRYONIC GONADS Mouse	10/3083	0.07786765396622292	0.68004417797168	0	0	1.831760494630654	4.676016779698547	CHGA;CLDN3;RAB25;TCERG1L;NNAT;CLDN7;KRT7;ESPN;RUNDC3A;MAPK13
AR 19668381 ChIP-Seq PC3 Human	11/3519	0.0802553590990327	0.6802924623432378	0	0	1.77890929107852	4.48737293690988	PCSK1;PEX5L;CLDN3;TCERG1L;EEF1A2;ASCL1;ESPN;CPLX2;TOX;NEFH;INA
EGR1 20690147 ChIP-Seq ERYTHROLEUKEMIA Human	17/6207	0.08350337776110227	0.6802924623432378	0	0	1.644236847650488	4.082423375253637	CHGA;HOMER2;KRT8;STMN3;ASCL1;ESPN;CPLX2;TMEM163;MAPK13;CLDN3;TCERG1L;CLDN7;EEF1A2;ID4;INSM1;TOX;TSPAN1
TFAP2C 20629094 ChIP-Seq MCF-7 Human	5/1203	0.09011307271522002	0.6802924623432378	0	0	2.2373002623419986	5.384488243803399	PKIB;HOMER2;SCG5;KRT7;TSPAN1
ISL1 27105846 Chip-Seq CPCs Mouse	6/1576	0.09128319737079554	0.6802924623432378	0	0	2.067066316972649	4.94811967313924	CLDN3;WSCD1;TCERG1L;KRT8;CPLX2;TOX
RARB 24833708 ChIP-Seq LIVER Mouse	7/2000	0.0993038656424491	0.6802924623432378	0	0	1.912283902750536	4.416555024401381	SCG5;KRT7;CPLX2;TSPAN1;NEFH;RUNDC3A;INA
NANOG 18555785 Chip-Seq ESCs Mouse	7/2000	0.0993038656424491	0.6802924623432378	0	0	1.912283902750536	4.416555024401381	PEX5L;NNAT;SCG5;INSM1;TOX;TMEM163;CHGB
LUZP1 20508642 ChIP-Seq ESCs Mouse	7/2000	0.0993038656424491	0.6802924623432378	0	0	1.912283902750536	4.416555024401381	CHGA;PKIB;WSCD1;SLC35D3;ASCL1;NEFH;LRP11
SOX2 21211035 ChIP-Seq LN229 Human	7/2000	0.0993038656424491	0.6802924623432378	0	0	1.912283902750536	4.416555024401381	PCSK1;TCERG1L;NNAT;EEF1A2;KRT8;KRT7;TSPAN1
ETS1 21867929 ChIP-Seq TH2 Mouse	7/2000	0.0993038656424491	0.6802924623432378	0	0	1.912283902750536	4.416555024401381	WSCD1;HOMER2;KRT8;TOX;NEFH;ALDH1A7;INA
EBF1 22473956 ChIP-Seq BONE MARROW Mouse	7/2000	0.0993038656424491	0.6802924623432378	0	0	1.912283902750536	4.416555024401381	PEX5L;NNAT;CRMP1;INSM1;TOX;TMEM163;CHGB
SA1 27219007 Chip-Seq Bcells Human	7/2000	0.0993038656424491	0.6802924623432378	0	0	1.912283902750536	4.416555024401381	RAB25;WSCD1;KRT8;KRT7;ASCL1;ESPN;TSPAN1
CTCF 27219007 Chip-Seq ERYTHROID Human	7/2000	0.0993038656424491	0.6802924623432378	0	0	1.912283902750536	4.416555024401381	PCSK1;WSCD1;TCERG1L;SLC35D3;NNAT;CLDN7;ESPN
KAP1 27257070 Chip-Seq ESCs Mouse	7/2000	0.0993038656424491	0.6802924623432378	0	0	1.912283902750536	4.416555024401381	CLDN3;NNAT;ID4;STMN3;SCG3;INSM1;CHGB
ZFP281 27345836 Chip-Seq ESCs Mouse	7/2000	0.0993038656424491	0.6802924623432378	0	0	1.912283902750536	4.416555024401381	SLC35D3;CLDN7;CRMP1;CPLX2;TMEM163;RUNDC3A;MAPK13
RARB 27405468 Chip-Seq BRAIN Mouse	7/2000	0.0993038656424491	0.6802924623432378	0	0	1.912283902750536	4.416555024401381	SYT4;SLC35D3;EEF1A2;CRMP1;CPLX2;NEFH;INA
POU5F1 26923725 Chip-Seq MESODERM Mouse	3/559	0.10046076932307997	0.6802924623432378	0	0	2.8296713980167216	6.50255086759153	INSM1;ASCL1;TOX
TEAD4 26923725 Chip-Seq HEMANGIOBLAST Mouse	3/559	0.10046076932307997	0.6802924623432378	0	0	2.8296713980167216	6.50255086759153	INSM1;ASCL1;TOX
GATA2 19941826 ChIP-Seq K562 Human	8/2410	0.10126490851674151	0.6802924623432378	0	0	1.827435470441299	4.184855258754647	BEX4;CLDN3;KRT8;ID4;SCG3;CPLX2;TSPAN1;MAPK13
EGR1 19032775 ChIP-ChIP M12 Human	2/276	0.10521379181956973	0.6956514717968019	0	0	3.7814060699193237	8.514822283556367	CLDN3;ASCL1
NFIB 24661679 ChIP-Seq LUNG Mouse	3/573	0.10620633157203083	0.6956514717968019	0	0	2.7581792318634424	6.184862646583064	NNAT;ID4;CHGB
OLIG2 23332759 ChIP-Seq OLIGODENDROCYTES Mouse	7/2040	0.10755588358105998	0.6957936172404374	0	0	1.8704854745189226	4.170705109191007	PCSK1;TCERG1L;ID4;CPLX2;TOX;TMEM163;LRP11
EP300 20729851 ChIP-Seq FORBRAIN MIDBRAIN LIMB HEART Mouse	7/2093	0.11906414563021091	0.7608489306125673	0	0	1.8175716900549115	3.867961394652637	PKIB;SLC35D3;NNAT;KRT8;INSM1;ASCL1;TOX
SMARCA4 23332759 ChIP-Seq OLIGODENDROCYTES Mouse	8/2522	0.12340055818368244	0.7790589456415614	0	0	1.734884645982498	3.6299332251277407	PCSK1;SYT4;WSCD1;TCERG1L;ID4;ASCL1;TOX;TMEM163
ERG 21242973 ChIP-ChIP JURKAT Human	2/321	0.13479438435775404	0.8181362435965285	0	0	3.2405543639663423	6.494086307038191	SLC35D3;CLDN7
EZH2 27294783 Chip-Seq NPCs Mouse	5/1374	0.1371716260516813	0.8181362435965285	0	0	1.939997912970886	3.8538492950958476	PKIB;SLC35D3;ASCL1;TMEM163;LRP11
SPI1 23127762 ChIP-Seq K562 Human	5/1389	0.14176032638157388	0.8181362435965285	0	0	1.9174236168455823	3.7459123131770298	PKIB;SCG3;ESPN;CPLX2;LRP11
STAT1 20625510 ChIP-Seq HELA Human	3/656	0.14278182581835666	0.8181362435965285	0	0	2.3972931583957617	4.666181319628875	CLDN3;NNAT;NEFH
STAT3 24763339 ChIP-Seq IMN-ESCs Mouse	6/1788	0.1430343120105345	0.8181362435965285	0	0	1.8001584472172707	3.500715447740503	CHGA;PEX5L;KRT8;ID4;INSM1;INA
CDX2 19796622 ChIP-Seq MESCs Mouse	2/334	0.1436670200986608	0.8181362435965285	0	0	3.1116043119847814	6.037312101906058	CLDN7;KRT8
BMI1 19503595 ChIP-Seq MEFsC Mouse	3/661	0.1451106781577877	0.8181362435965285	0	0	2.3784605273966974	4.59104372147827	KRT8;SCG5;SCG3
CRX 20693478 ChIP-Seq ADULT RETINA Mouse	3/668	0.14839290443543995	0.8181362435965285	0	0	2.3525706157285105	4.488450100022626	SYT4;HOMER2;NEFH
GF1 26923725 Chip-Seq HPCs Mouse	5/1432	0.15529523552883326	0.8181362435965285	0	0	1.8553408749624587	3.455437363572929	NNAT;SCG3;INSM1;ESPN;LRP11
CTBP2 25329375 ChIP-Seq LNCAP Human	4/1053	0.1576168791126771	0.8181362435965285	0	0	2.003071708505455	3.7008512644425924	PCSK1;TCERG1L;ID4;TOX
SALL4 18804426 ChIP-ChIP MESCs Mouse	4/1062	0.16105890563569997	0.8181362435965285	0	0	1.9850871665616467	3.624739603031244	TCERG1L;HOMER2;CRMP1;INA
PAX3-FKHR 20663909 ChIP-Seq RHABDOMYOSARCOMA Human	4/1063	0.16144314117931308	0.8181362435965285	0	0	1.9831077536459973	3.616399791904094	PEX5L;WSCD1;TCERG1L;TOX
AR 22383394 ChIP-Seq PROSTATE CANCER Human	6/1857	0.1624218417456464	0.8181362435965285	0	0	1.7264753551339498	3.137969726781009	PCSK1;SYT4;HOMER2;ID4;TOX;TMEM163
SMAD3 21741376 ChIP-Seq HESCs Human	5/1460	0.16440120424435467	0.8181362435965285	0	0	1.8168875797741777	3.2802914527637257	RAB25;WSCD1;TCERG1L;NNAT;TMEM163
ZFP57 27257070 Chip-Seq ESCs Mouse	4/1088	0.17116246658917667	0.8181362435965285	0	0	1.934809348093481	3.415213390370302	SYT4;EPCAM;NNAT;ASCL1
BRD4 25478319 ChIP-Seq HGPS Human	7/2326	0.1770444888324398	0.8181362435965285	0	0	1.6136396304572242	2.79378179771812	PCSK1;PKIB;KRT8;SCG5;ID4;TOX;MAPK13
GATA2 21571218 ChIP-Seq MEGAKARYOCYTES Human	4/1111	0.18029018575941722	0.8181362435965285	0	0	1.8923015156077487	3.241867460004958	EPCAM;ESPN;TOX;RUNDC3A
SMAD2 18955504 ChIP-ChIP HaCaT Human	6/1936	0.18600062747355284	0.8181362435965285	0	0	1.648582749161841	2.772924809080986	CLDN3;CLDN7;KRT8;KRT7;INA;LRP11
SMAD3 18955504 ChIP-ChIP HaCaT Human	6/1936	0.18600062747355284	0.8181362435965285	0	0	1.648582749161841	2.772924809080986	CLDN3;CLDN7;KRT8;KRT7;INA;LRP11
KLF5 18264089 ChIP-ChIP MESCs Mouse	1/103	0.18676399607614094	0.8181362435965285	0	0	4.991955756661639	8.376050048863569	ASCL1
KLF2 18264089 ChIP-ChIP MESCs Mouse	1/103	0.18676399607614094	0.8181362435965285	0	0	4.991955756661639	8.376050048863569	ASCL1
PIAS1 25552417 ChIP-Seq VCAP Human	3/749	0.18804790252479633	0.8181362435965285	0	0	2.088326932830954	3.4897165720099976	PCSK1;SYT4;ID4
KLF4 18264089 ChIP-ChIP MESCs Mouse	1/104	0.18839888544735434	0.8181362435965285	0	0	4.9432412247946225	8.251227766182723	ASCL1
RCOR2 21632747 ChIP-Seq MESCs Mouse	2/401	0.19110689648012227	0.8181362435965285	0	0	2.580266455612716	4.270140600689877	STMN3;CHGB
CNOT3 19339689 ChIP-ChIP MESCs Mouse	5/1547	0.19405890016931626	0.8181362435965285	0	0	1.7063183249953677	2.797668531646195	CLDN3;ID4;INSM1;NEFH;CHGB
OCT4 18692474 ChIP-Seq MEFs Mouse	6/1992	0.20353791465152712	0.8181362435965285	0	0	1.5971210236360405	2.5424617148221196	CLDN3;NNAT;STMN3;CRMP1;INSM1;ESPN
STAT3 18555785 ChIP-Seq MESCs Mouse	6/1997	0.20513485576675766	0.8181362435965285	0	0	1.5926670015067805	2.5229241803865197	PCSK1;PEX5L;ID4;TOX;INA;MAPK13
JUND 26020271 ChIP-Seq SMOOTH MUSCLE Human	6/2000	0.2060953896082858	0.8181362435965285	0	0	1.5900053100477904	2.5112800827957624	CLDN3;WSCD1;EPCAM;KRT7;TMEM163;INA
POU3F1 26484290 ChIP-Seq ESCss Mouse	6/2000	0.2060953896082858	0.8181362435965285	0	0	1.5900053100477904	2.5112800827957624	PCSK1;SYT4;SLC35D3;ESPN;TOX;CHGB
RARA 24833708 ChIP-Seq LIVER Mouse	6/2000	0.2060953896082858	0.8181362435965285	0	0	1.5900053100477904	2.5112800827957624	PCSK1;SYT4;KRT7;TSPAN1;NEFH;INA
E2F1 18555785 Chip-Seq ESCs Mouse	6/2000	0.2060953896082858	0.8181362435965285	0	0	1.5900053100477904	2.5112800827957624	PEX5L;NNAT;SCG5;INSM1;TMEM163;CHGB
CTCF 18555785 Chip-Seq ESCs Mouse	6/2000	0.2060953896082858	0.8181362435965285	0	0	1.5900053100477904	2.5112800827957624	PEX5L;NNAT;SCG5;INSM1;TMEM163;CHGB
KLF4 18555785 Chip-Seq ESCs Mouse	6/2000	0.2060953896082858	0.8181362435965285	0	0	1.5900053100477904	2.5112800827957624	PEX5L;NNAT;SCG5;INSM1;TMEM163;CHGB
SUZ12 18555785 Chip-Seq ESCs Mouse	6/2000	0.2060953896082858	0.8181362435965285	0	0	1.5900053100477904	2.5112800827957624	PEX5L;NNAT;SCG5;INSM1;TMEM163;CHGB
SOX2 19829295 ChIP-Seq ESCs Human	6/2000	0.2060953896082858	0.8181362435965285	0	0	1.5900053100477904	2.5112800827957624	BEX2;PEX5L;WSCD1;ID4;STMN3;CHGB
NANOG 19829295 ChIP-Seq ESCs Human	6/2000	0.2060953896082858	0.8181362435965285	0	0	1.5900053100477904	2.5112800827957624	BEX2;PEX5L;WSCD1;ID4;STMN3;CHGB
KLF4 19829295 ChIP-Seq ESCs Human	6/2000	0.2060953896082858	0.8181362435965285	0	0	1.5900053100477904	2.5112800827957624	BEX4;WSCD1;TCERG1L;EPCAM;KRT8;CRMP1
P300 19829295 ChIP-Seq ESCs Human	6/2000	0.2060953896082858	0.8181362435965285	0	0	1.5900053100477904	2.5112800827957624	SYT4;PEX5L;TCERG1L;ID4;STMN3;TOX
GATA1 19941827 ChIP-Seq MEL86 Mouse	6/2000	0.2060953896082858	0.8181362435965285	0	0	1.5900053100477904	2.5112800827957624	CHGA;EPCAM;NNAT;STMN3;INSM1;CPLX2
CRX 20693478 ChIP-Seq RETINA Mouse	6/2000	0.2060953896082858	0.8181362435965285	0	0	1.5900053100477904	2.5112800827957624	PKIB;SLC35D3;ASCL1;TMEM163;NEFH;LRP11
DPY 21335234 ChIP-Seq ESCs Mouse	6/2000	0.2060953896082858	0.8181362435965285	0	0	1.5900053100477904	2.5112800827957624	WSCD1;STMN3;ESPN;CPLX2;TMEM163;LRP11
CDX2 21402776 ChIP-Seq INTESTINAL-VILLUS Mouse	6/2000	0.2060953896082858	0.8181362435965285	0	0	1.5900053100477904	2.5112800827957624	CHGA;PKIB;SLC35D3;ASCL1;TMEM163;LRP11
OCT4 21477851 ChIP-Seq ESCs Mouse	6/2000	0.2060953896082858	0.8181362435965285	0	0	1.5900053100477904	2.5112800827957624	PKIB;WSCD1;SLC35D3;ASCL1;TMEM163;NEFH
