Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GATA2 21186366 ChIP-Seq BM-HSCs Mouse	12/2000	3.7462522447913684E-4	0.01257335909658103	0	0	3.874389192296637	30.567320659381785	LRRC59;HSPA4;PNO1;PPA1;TXNRD1;IFRD1;TIMM13;DDX21;UTP20;PA2G4;UTP18;KPNB1
JARID1A 20064375 ChIP-Seq MESCs Mouse	12/2171	7.914074894129402E-4	0.02499916598910288	0	0	3.5335803612783696	25.235762263848617	RBM28;DNAJC2;MYBBP1A;HSPA4;PNO1;BMS1;DDX21;NAT10;RRP12;ABCE1;MDN1;BYSL
TAL1 20566737 ChIP-Seq PRIMARY FETAL LIVER ERYTHROID Mouse	11/1875	8.510904182690677E-4	0.025390864145027184	0	0	3.6824034334763946	26.030881095471646	MYBBP1A;HSPA4;PPA1;TXNRD1;NCL;IFRD1;NAT10;HNRNPAB;KPNB1;IPO5;EIF4G1
MYCN 18555785 ChIP-Seq MESCs Mouse	12/2261	0.00113680391653823	0.032129668588475234	0	0	3.3750238201105254	22.881090548115633	LRRC59;DNAJC2;DDX3X;SET;MYBBP1A;PPA1;TXNRD1;NCL;IFRD1;PA2G4;HSPE1;EIF4G1
FOXO3 22982991 ChIP-Seq MACROPHAGES Mouse	11/2000	0.001451480396115609	0.03897224863570411	0	0	3.427142386574435	22.396962499060486	DNAJC2;ANLN;HSPA4;DDX21;UTP20;ABCE1;UTP18;MDN1;EIF3A;HSPD1;BYSL
CREB1 20920259 ChIP-Seq GC1-SPG Mouse	14/3057	0.0016698646709229143	0.04270082515645738	0	0	2.9934780960084937	19.143330414841	LRRC59;HSPA4;IFRD1;DDX21;NOLC1;HNRNPU;NAT10;HSPE1;UTP18;RRP12;ABCE1;MDN1;KPNB1;EIF3A
MITF 21258399 ChIP-Seq MELANOMA Human	20/5578	0.002467506638301737	0.0602295938530924	0	0	2.5912198632601657	15.55910170598404	DDX3X;SET;HSPA4;PNO1;TXNRD1;IFRD1;TIMM13;HNRNPU;NAT10;HNRNPAB;UTP18;HSPD1;ANLN;BMS1;NCL;UTP20;MDN1;EIF3A;EIF4G1;EIF3B
SOX9 26525672 Chip-Seq Limbbuds Mouse	8/1230	0.0026332597784187325	0.06148089134829823	0	0	3.833469721767594	22.769018923355592	HSPA4;PNO1;TXNRD1;TIMM13;PA2G4;HNRNPAB;UTP18;KPNB1
MYBL2 22936984 ChIP-ChIP MESCs Mouse	11/2250	0.0037182982740104242	0.08319692388098324	0	0	3.0021253330458486	16.79535765845583	ANLN;SET;PNO1;NCL;DDX21;NAT10;PA2G4;HSPE1;ABCE1;MDN1;HSPD1
SRF 21415370 ChIP-Seq HL-1 Mouse	9/1634	0.0042540651033929925	0.08822402331107812	0	0	3.2757320099255582	17.88510453240708	MYBBP1A;TXNRD1;NOLC1;NAT10;RRP12;PA2G4;ABCE1;UTP18;BYSL
GABP 19822575 ChIP-Seq HepG2 Human	12/2639	0.00427155420128125	0.08822402331107812	0	0	2.827723095328729	15.427428142659975	RBM28;DNAJC2;MYBBP1A;PPA1;MAK16;TIMM13;NOLC1;HNRNPU;EIF3A;HSPD1;BYSL;EIF4G1
E2F1 18555785 ChIP-Seq MESCs Mouse	16/4172	0.0045226756259861955	0.08995099300572544	0	0	2.5351299326275263	13.68628303279483	DDX3X;SET;HSPA4;PNO1;IFRD1;TIMM13;NOLC1;NAT10;PA2G4;HSPE1;UTP18;HSPD1;NCL;BCAT1;ABCE1;KPNB1
PU 27001747 Chip-Seq BMDM Mouse	10/2000	0.005017231196008498	0.09290528111229529	0	0	3.0100502512562812	15.937846000805907	HSPA4;NCL;IFRD1;TIMM13;DDX21;HNRNPU;PA2G4;HSPE1;HNRNPAB;KPNB1
GATA3 27048872 Chip-Seq THYMUS Human	10/2000	0.005017231196008498	0.09290528111229529	0	0	3.0100502512562812	15.937846000805907	HSPH1;PPA1;TXNRD1;MAK16;IFRD1;NAT10;PA2G4;BCAT1;UTP18;EIF4G1
ELF5 23300383 ChIP-Seq T47D Human	7/1087	0.005300713736324503	0.0948827758802086	0	0	3.708193041526375	19.43061189232156	SET;HSPA4;BMS1;TXNRD1;DDX21;HSPE1;UTP18
NUCKS1 24931609 ChIP-Seq HEPATOCYTES Mouse	5/588	0.00607367515637978	0.10521172770890136	0	0	4.748100955648125	24.23331679904559	NCL;PA2G4;KPNB1;HSPD1;EIF4G1
TAL1 20887958 ChIP-Seq HPC-7 Mouse	10/2067	0.006332551578786726	0.10626813118151474	0	0	2.9011505428617728	14.685774997819939	LRRC59;DDX3X;SET;MYBBP1A;HSPA4;TXNRD1;NCL;HSPE1;BYSL;EIF3B
CCND1 20090754 ChIP-ChIP RETINA Mouse	10/2137	0.007984528105962837	0.1299300482697589	0	0	2.794703024604294	13.499113157278947	DDX3X;SET;NCL;IFRD1;TIMM13;NOLC1;NAT10;PA2G4;ABCE1;BYSL
CLOCK 20551151 ChIP-Seq 293T Human	4/407	0.008664257255545609	0.1322668893589792	0	0	5.392059553349876	25.604459416568577	DDX3X;NCL;HSPE1;HSPD1
KLF4 19030024 ChIP-ChIP MESCs Mouse	8/1502	0.008769230654699511	0.1322668893589792	0	0	3.0900267737617133	14.63593097551754	ANLN;SET;HSPA4;NCL;DDX21;NAT10;PA2G4;BCAT1
TAF7L 23326641 ChIP-Seq C3H10T1-2 Mouse	6/912	0.0090099255407635	0.1322668893589792	0	0	3.711336190105181	17.478272320849545	LRRC59;IFRD1;HNRNPU;HSPE1;UTP18;HSPD1
TTF2 22483619 ChIP-Seq HELA Human	8/1512	0.00911336109177324	0.1322668893589792	0	0	3.06781914893617	14.412656361508233	DDX3X;HSPH1;DDX21;NOLC1;PA2G4;HSPE1;HNRNPAB;HSPD1
ASH2L 23239880 ChIP-Seq MESCs Mouse	13/3336	0.010573768014285684	0.14754010831821282	0	0	2.4105950669297043	10.966710721238533	RBM28;DDX3X;HSPA4;PNO1;MAK16;HNRNPAB;IPO5;BYSL;BMS1;MDN1;KPNB1;EIF3A;EIF3B
VDR 23849224 ChIP-Seq CD4+ Human	10/2231	0.010715203397412104	0.14754010831821282	0	0	2.6623142728500677	12.076501589990583	RBM28;DNAJC2;HSPH1;HSPA4;PNO1;BMS1;NOLC1;NAT10;HSPE1;EIF3B
SMAD2 18955504 ChIP-ChIP HaCaT Human	9/1936	0.012618011111944523	0.16526516992961485	0	0	2.716858898170313	11.879818811909885	ANLN;PPA1;BMS1;TXNRD1;IFRD1;HNRNPU;HSPE1;BCAT1;EIF3A
SMAD3 18955504 ChIP-ChIP HaCaT Human	9/1936	0.012618011111944523	0.16526516992961485	0	0	2.716858898170313	11.879818811909885	ANLN;PPA1;BMS1;TXNRD1;IFRD1;HNRNPU;HSPE1;BCAT1;EIF3A
TRIM28 19339689 ChIP-ChIP MESCs Mouse	12/3072	0.01425115614483297	0.17227551464813562	0	0	2.3669467787114846	10.061694873912405	LRRC59;DNAJC2;ANLN;HSPA4;PPA1;TXNRD1;NCL;IFRD1;HSPE1;ABCE1;UTP18;HSPD1
KDM6A 18722178 ChIP-ChIP U937 AND SAOS2 Human	4/479	0.015034488844460268	0.17227551464813562	0	0	4.557894736842106	19.131345931982533	PNO1;IFRD1;NAT10;BYSL
NELFA 20434984 ChIP-Seq ESCs Mouse	9/2000	0.015398928683632235	0.17227551464813562	0	0	2.6201940992530903	10.935268290460456	ANLN;DDX3X;HSPA4;PPA1;NCL;IFRD1;DDX21;HNRNPU;PA2G4
GATA3 21867929 ChIP-Seq TH1 Mouse	9/2000	0.015398928683632235	0.17227551464813562	0	0	2.6201940992530903	10.935268290460456	HSPH1;MYBBP1A;PNO1;BMS1;IFRD1;HNRNPAB;MDN1;EIF3A;IPO5
NCOR 22465074 ChIP-Seq MACROPHAGES Mouse	9/2000	0.015398928683632235	0.17227551464813562	0	0	2.6201940992530903	10.935268290460456	HSPA4;TXNRD1;IFRD1;HNRNPU;RRP12;PA2G4;HSPE1;HNRNPAB;IPO5
CHD1 26751641 Chip-Seq LNCaP Human	9/2000	0.015398928683632235	0.17227551464813562	0	0	2.6201940992530903	10.935268290460456	LRRC59;RBM28;HSPA4;PPA1;BMS1;TXNRD1;DDX21;NOLC1;KPNB1
BRD4 27068464 Chip-Seq AML-cells Mouse	9/2000	0.015398928683632235	0.17227551464813562	0	0	2.6201940992530903	10.935268290460456	LRRC59;SET;HSPA4;TXNRD1;DDX21;HNRNPU;UTP20;PA2G4;HSPD1
HOXC9 25013753 ChIP-Seq NEUROBLASTOMA BE2-C Human	9/2014	0.01606426111708973	0.17605118816075888	0	0	2.59987128951814	10.740479806722673	RBM28;DNAJC2;ANLN;NCL;DDX21;NOLC1;NAT10;RRP12;KPNB1
DACH1 20351289 ChIP-Seq MDA-MB-231 Human	8/1698	0.017562938747802962	0.18862596215140381	0	0	2.7026627218934913	10.924066372288834	HSPA4;BMS1;MAK16;HSPE1;HNRNPAB;KPNB1;HSPD1;BYSL
KLF4 18555785 ChIP-Seq MESCs Mouse	10/2444	0.01955508855029968	0.2056920220653382	0	0	2.400164338537387	9.443493975258072	ANLN;SET;MYBBP1A;TXNRD1;IFRD1;PA2G4;HSPE1;UTP18;HSPD1;BYSL
FOXP3 21729870 ChIP-Seq TREG Human	7/1404	0.020016283101578505	0.2056920220653382	0	0	2.81861564825058	11.02419540282132	RBM28;DNAJC2;PNO1;BMS1;NOLC1;UTP18;EIF3B
VDR 21846776 ChIP-Seq THP-1 Human	5/794	0.020301074803469134	0.2056920220653382	0	0	3.4711207676987144	13.527240348788995	TIMM13;NOLC1;HNRNPU;HNRNPAB;KPNB1
AR 21909140 ChIP-Seq LNCAP Human	3/298	0.021556220483434738	0.21436463702971212	0	0	5.404947320201558	20.73927391011035	ANLN;NOLC1;HSPD1
FLI1 21571218 ChIP-Seq MEGAKARYOCYTES Human	18/5834	0.024137902159953727	0.23567369927082094	0	0	1.989746154808053	7.409758908231687	HSPA4;TXNRD1;MAK16;IFRD1;DDX21;NOLC1;NAT10;UTP18;BYSL;DNAJC2;MYBBP1A;BMS1;NCL;RRP12;MDN1;KPNB1;EIF3A;EIF3B
MYB 21317192 ChIP-Seq ERMYB Mouse	5/923	0.03580549270044187	0.333690228279212	0	0	2.963274198568316	9.866677699335966	ANLN;SET;HSPH1;PA2G4;MDN1
EOMES 21245162 ChIP-Seq HESCs Human	5/932	0.03710269594672747	0.333690228279212	0	0	2.9331175836030203	9.661881864836905	HSPH1;MYBBP1A;BMS1;HNRNPAB;UTP18
FOXM1 25889361 ChIP-Seq OE33 AND U2OS Human	5/932	0.03710269594672747	0.333690228279212	0	0	2.9331175836030203	9.661881864836905	ANLN;NCL;HSPE1;KPNB1;HSPD1
EZH2 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse	5/935	0.037541553633018004	0.333690228279212	0	0	2.923195084485407	9.594823286558597	DDX3X;MYBBP1A;TXNRD1;RRP12;BYSL
TCFCP2L1 18555785 ChIP-Seq MESCs Mouse	8/1987	0.040382330331264586	0.333690228279212	0	0	2.2714754926730674	7.289989305568121	ANLN;MYBBP1A;PNO1;PPA1;HSPE1;BCAT1;KPNB1;HSPD1
KLF5 25053715 ChIP-Seq YYC3 Human	8/2000	0.041737793744595936	0.333690228279212	0	0	2.255020080321285	7.162729053892598	ANLN;TXNRD1;IFRD1;NOLC1;PA2G4;HSPE1;KPNB1;IPO5
GATA6 25053715 ChIP-Seq YYC3 Human	8/2000	0.041737793744595936	0.333690228279212	0	0	2.255020080321285	7.162729053892598	ANLN;DDX3X;PPA1;BMS1;NCL;HNRNPU;HSPE1;MDN1
CBP 21632823 ChIP-Seq H3396 Human	8/2000	0.041737793744595936	0.333690228279212	0	0	2.255020080321285	7.162729053892598	PPA1;BMS1;DDX21;NOLC1;NAT10;RRP12;BCAT1;EIF3A
FLI1 21867929 ChIP-Seq TH2 Mouse	8/2000	0.041737793744595936	0.333690228279212	0	0	2.255020080321285	7.162729053892598	HSPA4;PPA1;TXNRD1;IFRD1;DDX21;UTP20;UTP18;KPNB1
ETS1 21867929 ChIP-Seq TH2 Mouse	8/2000	0.041737793744595936	0.333690228279212	0	0	2.255020080321285	7.162729053892598	MYBBP1A;TXNRD1;IFRD1;DDX21;HNRNPAB;KPNB1;HSPD1;EIF3B
UTX 26944678 Chip-Seq JUKART Human	8/2000	0.041737793744595936	0.333690228279212	0	0	2.255020080321285	7.162729053892598	DDX3X;BMS1;TXNRD1;TIMM13;HNRNPU;PA2G4;KPNB1;EIF3B
SMRT 27268052 Chip-Seq Bcells Human	8/2000	0.041737793744595936	0.333690228279212	0	0	2.255020080321285	7.162729053892598	HSPA4;PPA1;BMS1;IFRD1;DDX21;BCAT1;IPO5;EIF3B
BMI1 19503595 ChIP-Seq MEFsC Mouse	4/661	0.042255000973903944	0.333690228279212	0	0	3.264501944867242	10.328990465126058	TIMM13;NOLC1;UTP18;EIF3A
E2F4 17652178 ChIP-ChIP JURKAT Human	5/1002	0.048194561745922015	0.37507941532695827	0	0	2.7171514543630892	8.239786487357899	ANLN;SET;HSPH1;NOLC1;KPNB1
KLF4 18358816 ChIP-ChIP MESCs Mouse	7/1700	0.049474789608418446	0.37760829951823766	0	0	2.288728991032594	6.880587747424758	LRRC59;ANLN;SET;MYBBP1A;IFRD1;TIMM13;NOLC1
KDM5A 27292631 Chip-Seq BREAST Human	5/1012	0.049925864554552835	0.37760829951823766	0	0	2.688750177330118	8.05876527402715	HSPA4;BMS1;NOLC1;PA2G4;IPO5
PRDM5 23873026 ChIP-Seq MEFs Mouse	5/1029	0.05295406748198195	0.3949490866364487	0	0	2.6417410714285716	7.762308079222007	ANLN;DDX3X;SET;IFRD1;EIF3B
CEBPD 21427703 ChIP-Seq 3T3-L1 Mouse	7/1735	0.05420100461401702	0.39871149969489234	0	0	2.2380751964085297	6.524114161342032	RBM28;ANLN;DDX3X;HSPH1;BCAT1;EIF3A;IPO5
FOXP1 21924763 ChIP-Seq HESCs Human	12/3724	0.05560271966226954	0.4034954116032263	0	0	1.875923645320197	5.420524827297282	SET;PPA1;MAK16;TIMM13;NOLC1;HNRNPU;PA2G4;HSPE1;ABCE1;MDN1;HSPD1;IPO5
SREBP1 19666523 ChIP-Seq LIVER Mouse	4/738	0.058950641347167966	0.42208659204572263	0	0	2.910384498940357	8.239457925672	RBM28;PPA1;TIMM13;BYSL
WT1 19549856 ChIP-ChIP CCG9911 Human	2/199	0.060041916362701744	0.4227851588150401	0	0	5.279989313384985	14.851091174054462	LRRC59;IFRD1
TCF3 18692474 ChIP-Seq MEFs Mouse	4/745	0.06062282537943778	0.4227851588150401	0	0	2.881841355525566	8.07804281898994	ANLN;SET;TIMM13;BCAT1
RBPJ 22232070 ChIP-Seq NCS Mouse	1/34	0.06585543955628825	0.4533893723298307	0	0	15.483294483294483	42.119101454344644	HSPD1
YY1 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse	6/1466	0.06940799808411463	0.4717986705211336	0	0	2.236099919419823	5.965362652809043	RBM28;DDX3X;MYBBP1A;UTP20;ABCE1;EIF3B
HNF4A 19822575 ChIP-Seq HepG2 Human	17/6083	0.07080502300001527	0.47527871688760254	0	0	1.6929571811522528	4.482654914429774	RBM28;HSPA4;IFRD1;TIMM13;NOLC1;NAT10;PA2G4;HSPD1;BYSL;DNAJC2;HSPH1;PPA1;RRP12;BCAT1;MDN1;KPNB1;EIF3A
MYC 22102868 ChIP-Seq BL Human	4/797	0.0738381903895779	0.4859447203297547	0	0	2.6855821773854562	6.998302725925591	PA2G4;HSPE1;HNRNPAB;KPNB1
ASXL1 24218140 ChIP-Seq BMDM Mouse	4/807	0.07653800870597473	0.4859447203297547	0	0	2.650754116507541	6.812352766777047	SET;HSPE1;EIF3A;HSPD1
HSF1 23293686 ChIP-Seq STHDH STRIATAL Mouse	5/1156	0.07897494373757145	0.4859447203297547	0	0	2.3344917463075587	5.926398280030543	SET;TXNRD1;HSPE1;KPNB1;HSPD1
PPARG 20176806 ChIP-Seq THIOMACROPHAGE Mouse	4/837	0.08493793918888515	0.4859447203297547	0	0	2.5512871815392826	6.291051738242549	NCL;BCAT1;BYSL;EIF3B
PPARG 23326641 ChIP-Seq C3H10T1-2 Mouse	4/838	0.08522561749393738	0.4859447203297547	0	0	2.5480948574473756	6.274564375194219	HNRNPU;NAT10;ABCE1;KPNB1
PPARG 20887899 ChIP-Seq 3T3-L1 Mouse	11/3565	0.08647890431903792	0.4859447203297547	0	0	1.7509751033318457	4.286132768459861	LRRC59;HSPH1;PPA1;IFRD1;NOLC1;HNRNPU;NAT10;EIF3A;HSPD1;IPO5;EIF4G1
E2F7 22180533 ChIP-Seq HELA Human	1/46	0.08807328892912575	0.4859447203297547	0	0	11.347578347578347	27.569917287159008	NOLC1
BCL3 23251550 ChIP-Seq MUSCLE Mouse	4/858	0.09108175015248454	0.4859447203297547	0	0	2.4858183710642727	5.956015403999448	LRRC59;HSPH1;NCL;KPNB1
THAP11 20581084 ChIP-Seq MESCs Mouse	4/864	0.09287637176349482	0.4859447203297547	0	0	2.4677002583979326	5.864455131223553	IFRD1;TIMM13;PA2G4;ABCE1
NANOG 18555785 ChIP-Seq MESCs Mouse	3/542	0.09366390273097054	0.4859447203297547	0	0	2.921476207190493	6.918179549558044	SET;NAT10;BCAT1
FUS 26573619 Chip-Seq HEK293 Human	3/543	0.0940581376248541	0.4859447203297547	0	0	2.915915915915916	6.892765101055206	DDX3X;NAT10;HSPE1
SPI1 23547873 ChIP-Seq NB4 Human	10/3198	0.0946878670106646	0.4859447203297547	0	0	1.753659556670849	4.133672657743726	ANLN;DDX3X;SET;HSPH1;MYBBP1A;DDX21;RRP12;KPNB1;EIF3A;HSPD1
TET1 21490601 ChIP-Seq MESCs Mouse	7/1994	0.0980985156553053	0.4859447203297547	0	0	1.918698815024935	4.454802374231689	ANLN;SET;DDX21;NOLC1;PA2G4;ABCE1;KPNB1
CEBPB 21427703 ChIP-Seq 3T3-L1 Mouse	7/2000	0.0993038656424491	0.4859447203297547	0	0	1.912283902750536	4.416555024401381	ANLN;DDX3X;HSPH1;BMS1;HNRNPU;NAT10;EIF3A
KLF4 19829295 ChIP-Seq ESCs Human	7/2000	0.0993038656424491	0.4859447203297547	0	0	1.912283902750536	4.416555024401381	HSPA4;MAK16;IFRD1;TIMM13;NAT10;UTP20;RRP12
CRX 20693478 ChIP-Seq RETINA Mouse	7/2000	0.0993038656424491	0.4859447203297547	0	0	1.912283902750536	4.416555024401381	PPA1;TXNRD1;DDX21;HNRNPU;UTP20;HSPE1;HSPD1
DPY 21335234 ChIP-Seq ESCs Mouse	7/2000	0.0993038656424491	0.4859447203297547	0	0	1.912283902750536	4.416555024401381	PPA1;TXNRD1;NCL;TIMM13;DDX21;HNRNPAB;HSPD1
OCT4 21477851 ChIP-Seq ESCs Mouse	7/2000	0.0993038656424491	0.4859447203297547	0	0	1.912283902750536	4.416555024401381	TXNRD1;HNRNPU;UTP20;HSPE1;UTP18;KPNB1;HSPD1
SMAD2/3 21741376 ChIP-Seq EPCs Human	7/2000	0.0993038656424491	0.4859447203297547	0	0	1.912283902750536	4.416555024401381	ANLN;HSPH1;TXNRD1;MAK16;NAT10;KPNB1;IPO5
FLI1 21867929 ChIP-Seq CD8 Mouse	7/2000	0.0993038656424491	0.4859447203297547	0	0	1.912283902750536	4.416555024401381	RBM28;NCL;IFRD1;TIMM13;NAT10;RRP12;EIF3A
TCF7 22412390 ChIP-Seq EML Mouse	7/2000	0.0993038656424491	0.4859447203297547	0	0	1.912283902750536	4.416555024401381	SET;TIMM13;HNRNPU;RRP12;HNRNPAB;KPNB1;HSPD1
RUNX1 22412390 ChIP-Seq EML Mouse	7/2000	0.0993038656424491	0.4859447203297547	0	0	1.912283902750536	4.416555024401381	HSPA4;TXNRD1;MAK16;DDX21;HNRNPU;PA2G4;KPNB1
FOXA1 26743006 Chip-Seq LNCaP-abl Human	7/2000	0.0993038656424491	0.4859447203297547	0	0	1.912283902750536	4.416555024401381	DDX3X;BMS1;TXNRD1;DDX21;UTP20;EIF3A;HSPD1
CREB1 26743006 Chip-Seq LNCaP Human	7/2000	0.0993038656424491	0.4859447203297547	0	0	1.912283902750536	4.416555024401381	DDX3X;SET;PPA1;BMS1;TXNRD1;HNRNPU;RRP12
FOXA1 26769127 Chip-Seq PDAC-Cell line Human	7/2000	0.0993038656424491	0.4859447203297547	0	0	1.912283902750536	4.416555024401381	DDX3X;SET;PPA1;IFRD1;NOLC1;BCAT1;EIF3A
KDM2B 26808549 Chip-Seq HPB-ALL Human	7/2000	0.0993038656424491	0.4859447203297547	0	0	1.912283902750536	4.416555024401381	SET;PPA1;TIMM13;HNRNPU;EIF3A;IPO5;EIF4G1
ATF3 27146783 Chip-Seq COLON Human	7/2000	0.0993038656424491	0.4859447203297547	0	0	1.912283902750536	4.416555024401381	ANLN;DDX3X;IFRD1;NOLC1;HNRNPU;RRP12;KPNB1
RING1B 27294783 Chip-Seq NPCs Mouse	7/2000	0.0993038656424491	0.4859447203297547	0	0	1.912283902750536	4.416555024401381	SET;HSPA4;NCL;HSPE1;HNRNPAB;KPNB1;HSPD1
RARB 27405468 Chip-Seq BRAIN Mouse	7/2000	0.0993038656424491	0.4859447203297547	0	0	1.912283902750536	4.416555024401381	LRRC59;HSPA4;TXNRD1;IFRD1;NAT10;KPNB1;EIF4G1
FOXM1 23109430 ChIP-Seq U2OS Human	2/267	0.09954174904333896	0.4859447203297547	0	0	3.9116186693147963	9.024801064129596	KPNB1;EIF3B
CEBPA 23403033 ChIP-Seq LIVER Mouse	3/589	0.11293083841379956	0.5373374534112355	0	0	2.680656765980998	5.846457981455184	BMS1;NAT10;EIF4G1
RUNX1 21571218 ChIP-Seq MEGAKARYOCYTES Human	14/5071	0.11300471804258698	0.5373374534112355	0	0	1.5868483898936736	3.459846340059756	RBM28;DDX3X;TXNRD1;IFRD1;NAT10;PA2G4;DNAJC2;HSPH1;BMS1;BCAT1;MDN1;KPNB1;EIF3A;EIF3B
ELK1 22589737 ChIP-Seq MCF10A Human	4/928	0.11307100974947787	0.5373374534112355	0	0	2.289081289081289	4.989600338593709	PPA1;MAK16;DDX21;UTP18
POU5F1 18347094 ChIP-ChIP MESCs Mouse	7/2109	0.12266540238782772	0.5735666353078076	0	0	1.8021220770982902	3.781383628709192	LRRC59;SET;PPA1;IFRD1;NOLC1;BCAT1;KPNB1
CREB1 15753290 ChIP-ChIP HEK293T Human	4/957	0.12283084368789177	0.5735666353078076	0	0	2.216042905444794	4.6469247988068645	IFRD1;TIMM13;KPNB1;BYSL
