NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	GOBP_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	Details ...	385	-0.26194194	-5.9096036	0.0	0.0	0.0	7436	tags=64%, list=38%, signal=101%	
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	Details ...	303	-0.29766425	-5.8184123	0.0	0.0	0.0	7462	tags=68%, list=38%, signal=108%	
GOBP_PEPTIDYL_LYSINE_MODIFICATION	GOBP_PEPTIDYL_LYSINE_MODIFICATION	Details ...	350	-0.27205464	-5.761783	0.0	0.0	0.0	9088	tags=73%, list=47%, signal=135%	
GOBP_DNA_CONFORMATION_CHANGE	GOBP_DNA_CONFORMATION_CHANGE	Details ...	255	-0.30800673	-5.680136	0.0	0.0	0.0	9574	tags=80%, list=49%, signal=155%	
GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION	GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION	Details ...	388	-0.24300508	-5.6664004	0.0	0.0	0.0	11111	tags=81%, list=57%, signal=185%	
GOBP_TRANSLATIONAL_INITIATION	GOBP_TRANSLATIONAL_INITIATION	Details ...	180	-0.36620256	-5.6345663	0.0	0.0	0.0	7641	tags=76%, list=39%, signal=123%	
GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	Details ...	178	-0.35708535	-5.6202836	0.0	0.0	0.0	7544	tags=74%, list=39%, signal=120%	
GOBP_GOLGI_VESICLE_TRANSPORT	GOBP_GOLGI_VESICLE_TRANSPORT	Details ...	342	-0.26048392	-5.6135373	0.0	0.0	0.0	8731	tags=70%, list=45%, signal=126%	
GOBP_CHROMOSOME_SEGREGATION	GOBP_CHROMOSOME_SEGREGATION	Details ...	291	-0.28042436	-5.5759873	0.0	0.0	0.0	9000	tags=74%, list=46%, signal=135%	
GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	GOBP_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	Details ...	457	-0.22413437	-5.5686445	0.0	0.0	0.0	9237	tags=69%, list=47%, signal=129%	
GOBP_REGULATION_OF_MRNA_PROCESSING	GOBP_REGULATION_OF_MRNA_PROCESSING	Details ...	128	-0.4201201	-5.5526476	0.0	0.0	0.0	6016	tags=73%, list=31%, signal=104%	
GOBP_NUCLEAR_TRANSPORT	GOBP_NUCLEAR_TRANSPORT	Details ...	309	-0.2797023	-5.5460706	0.0	0.0	0.0	7678	tags=67%, list=39%, signal=109%	
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE	GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE	Details ...	333	-0.26501802	-5.5153766	0.0	0.0	0.0	6150	tags=58%, list=32%, signal=83%	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	Details ...	476	-0.22424045	-5.5092735	0.0	0.0	0.0	7352	tags=60%, list=38%, signal=94%	
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	Details ...	279	-0.28051877	-5.494658	0.0	0.0	0.0	7591	tags=67%, list=39%, signal=108%	
GOBP_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM	GOBP_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM	Details ...	495	-0.20869063	-5.4471	0.0	0.0	0.0	9367	tags=68%, list=48%, signal=129%	
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	Details ...	312	-0.26772675	-5.4374633	0.0	0.0	0.0	8718	tags=71%, list=45%, signal=127%	
GOBP_CELL_CYCLE_CHECKPOINT	GOBP_CELL_CYCLE_CHECKPOINT	Details ...	193	-0.34834984	-5.433229	0.0	0.0	0.0	9721	tags=84%, list=50%, signal=167%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	Details ...	197	-0.33777353	-5.430098	0.0	0.0	0.0	8605	tags=78%, list=44%, signal=138%	
GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION	GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION	Details ...	257	-0.29719207	-5.4280176	0.0	0.0	0.0	7618	tags=68%, list=39%, signal=111%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	Details ...	192	-0.34372458	-5.413681	0.0	0.0	0.0	7565	tags=73%, list=39%, signal=118%	
GOBP_AXON_DEVELOPMENT	GOBP_AXON_DEVELOPMENT	Details ...	456	-0.21955925	-5.377647	0.0	0.0	0.0	9012	tags=68%, list=46%, signal=123%	
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	Details ...	118	-0.41330817	-5.3568473	0.0	0.0	0.0	7671	tags=81%, list=39%, signal=132%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	Details ...	494	-0.21074638	-5.3500466	0.0	0.0	0.0	8961	tags=67%, list=46%, signal=120%	
GOBP_SISTER_CHROMATID_SEGREGATION	GOBP_SISTER_CHROMATID_SEGREGATION	Details ...	174	-0.34515548	-5.33893	0.0	0.0	0.0	7657	tags=74%, list=39%, signal=120%	
GOBP_NUCLEAR_EXPORT	GOBP_NUCLEAR_EXPORT	Details ...	184	-0.33697316	-5.326746	0.0	0.0	0.0	7569	tags=72%, list=39%, signal=117%	
GOBP_PROTEIN_ACYLATION	GOBP_PROTEIN_ACYLATION	Details ...	219	-0.30464983	-5.319348	0.0	0.0	0.0	9686	tags=80%, list=50%, signal=157%	
GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE	Details ...	176	-0.33987483	-5.3081074	0.0	0.0	0.0	6160	tags=65%, list=32%, signal=95%	
GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	Details ...	394	-0.23072691	-5.302056	0.0	0.0	0.0	7305	tags=60%, list=38%, signal=94%	
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL	GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL	Details ...	269	-0.27598315	-5.2329884	0.0	0.0	0.0	9459	tags=76%, list=49%, signal=146%	
GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION	GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION	Details ...	247	-0.29051882	-5.223511	0.0	0.0	0.0	7810	tags=69%, list=40%, signal=114%	
GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	Details ...	453	-0.21444881	-5.1929116	0.0	0.0	0.0	8251	tags=63%, list=42%, signal=107%	
GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION	GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION	Details ...	467	-0.20631826	-5.1780386	0.0	0.0	0.0	7664	tags=60%, list=39%, signal=96%	
GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT	GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT	Details ...	149	-0.36781365	-5.168809	0.0	0.0	0.0	7262	tags=74%, list=37%, signal=117%	
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	Details ...	255	-0.28068158	-5.15333	0.0	0.0	0.0	7810	tags=68%, list=40%, signal=112%	
GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	Details ...	310	-0.24826913	-5.14002	0.0	0.0	0.0	9493	tags=73%, list=49%, signal=141%	
GOBP_PROTEIN_ACETYLATION	GOBP_PROTEIN_ACETYLATION		181	-0.32842827	-5.137361	0.0	0.0	0.0	8933	tags=78%, list=46%, signal=144%	
GOBP_NUCLEAR_CHROMOSOME_SEGREGATION	GOBP_NUCLEAR_CHROMOSOME_SEGREGATION		230	-0.28917128	-5.110884	0.0	0.0	0.0	7129	tags=65%, list=37%, signal=102%	
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION		227	-0.2871889	-5.0904307	0.0	0.0	0.0	7591	tags=67%, list=39%, signal=109%	
GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION		313	-0.2515821	-5.087681	0.0	0.0	0.0	7305	tags=62%, list=38%, signal=98%	
GOBP_ORGANELLE_FISSION	GOBP_ORGANELLE_FISSION		424	-0.21459399	-5.0833797	0.0	0.0	0.0	10599	tags=75%, list=54%, signal=162%	
GOBP_REGULATION_OF_RNA_SPLICING	GOBP_REGULATION_OF_RNA_SPLICING		132	-0.38030022	-5.0469713	0.0	0.0	0.0	6064	tags=69%, list=31%, signal=99%	
GOBP_VIRAL_GENE_EXPRESSION	GOBP_VIRAL_GENE_EXPRESSION		188	-0.31777644	-5.0112257	0.0	0.0	0.0	7641	tags=71%, list=39%, signal=115%	
GOBP_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	GOBP_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC		125	-0.38189527	-5.007973	0.0	0.0	0.0	8649	tags=82%, list=44%, signal=147%	
GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION	GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION		256	-0.27654305	-4.988829	0.0	0.0	0.0	8978	tags=73%, list=46%, signal=135%	
GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION		461	-0.19694693	-4.9805703	0.0	0.0	0.0	8962	tags=65%, list=46%, signal=118%	
GOBP_RNA_EXPORT_FROM_NUCLEUS	GOBP_RNA_EXPORT_FROM_NUCLEUS		127	-0.37849545	-4.9798236	0.0	0.0	0.0	7544	tags=76%, list=39%, signal=124%	
GOBP_PEPTIDYL_LYSINE_ACETYLATION	GOBP_PEPTIDYL_LYSINE_ACETYLATION		155	-0.34357965	-4.978398	0.0	0.0	0.0	8933	tags=80%, list=46%, signal=147%	
GOBP_SYNAPSE_ORGANIZATION	GOBP_SYNAPSE_ORGANIZATION		367	-0.21598966	-4.932547	0.0	0.0	0.0	9289	tags=69%, list=48%, signal=129%	
GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT		220	-0.29002166	-4.914303	0.0	0.0	0.0	7598	tags=68%, list=39%, signal=110%	
GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION	GOBP_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION		188	-0.30294192	-4.8996134	0.0	0.0	0.0	7099	tags=66%, list=36%, signal=104%	
GOBP_GENE_SILENCING	GOBP_GENE_SILENCING		198	-0.30556303	-4.8872075	0.0	0.0	0.0	9051	tags=77%, list=47%, signal=142%	
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS		468	-0.19990939	-4.8716474	0.0	0.0	0.0	11128	tags=77%, list=57%, signal=175%	
GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION	GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION		149	-0.34058836	-4.869298	0.0	0.0	0.0	7657	tags=73%, list=39%, signal=120%	
GOBP_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	GOBP_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY		133	-0.35485998	-4.857374	0.0	0.0	0.0	8649	tags=80%, list=44%, signal=143%	
GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION	GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION		428	-0.20342195	-4.8098803	0.0	0.0	0.0	10857	tags=76%, list=56%, signal=168%	
GOBP_REGULATION_OF_AUTOPHAGY	GOBP_REGULATION_OF_AUTOPHAGY		300	-0.23804398	-4.786316	0.0	0.0	0.0	8994	tags=70%, list=46%, signal=128%	
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY		401	-0.21037881	-4.7730007	0.0	0.0	0.0	7393	tags=59%, list=38%, signal=93%	
GOBP_MRNA_TRANSPORT	GOBP_MRNA_TRANSPORT		133	-0.35149014	-4.771602	0.0	0.0	0.0	7544	tags=74%, list=39%, signal=120%	
GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS	GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS		312	-0.23656546	-4.7714543	0.0	0.0	0.0	10125	tags=75%, list=52%, signal=155%	
GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	GOBP_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR		243	-0.26894408	-4.769899	0.0	0.0	0.0	8924	tags=72%, list=46%, signal=132%	
GOBP_DNA_INTEGRITY_CHECKPOINT	GOBP_DNA_INTEGRITY_CHECKPOINT		144	-0.3471071	-4.7680497	0.0	0.0	0.0	8699	tags=79%, list=45%, signal=142%	
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS		150	-0.33606693	-4.760335	0.0	0.0	0.0	7131	tags=70%, list=37%, signal=110%	
GOBP_DENDRITE_DEVELOPMENT	GOBP_DENDRITE_DEVELOPMENT		218	-0.27804294	-4.7538624	0.0	0.0	0.0	7681	tags=67%, list=39%, signal=109%	
GOBP_NCRNA_METABOLIC_PROCESS	GOBP_NCRNA_METABOLIC_PROCESS		437	-0.19234233	-4.7518506	0.0	0.0	0.0	10054	tags=70%, list=52%, signal=143%	
GOBP_DNA_REPLICATION	GOBP_DNA_REPLICATION		261	-0.25336206	-4.7403674	0.0	0.0	0.0	8927	tags=71%, list=46%, signal=129%	
GOBP_DNA_PACKAGING	GOBP_DNA_PACKAGING		149	-0.3270338	-4.7391815	0.0	0.0	0.0	8702	tags=77%, list=45%, signal=139%	
GOBP_CYTOKINESIS	GOBP_CYTOKINESIS		136	-0.3529077	-4.7214503	0.0	0.0	0.0	9204	tags=82%, list=47%, signal=155%	
GOBP_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	GOBP_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION		202	-0.28585503	-4.696754	0.0	0.0	0.0	8847	tags=74%, list=45%, signal=134%	
GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING		350	-0.2169481	-4.6846757	0.0	0.0	0.0	6528	tags=55%, list=34%, signal=81%	
GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME		92	-0.41012412	-4.684249	0.0	0.0	0.0	6016	tags=72%, list=31%, signal=103%	
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION		152	-0.3243795	-4.677097	0.0	0.0	0.0	7690	tags=72%, list=40%, signal=118%	
GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS		280	-0.2380131	-4.6725316	0.0	0.0	0.0	9541	tags=73%, list=49%, signal=140%	
GOBP_REGULATION_OF_EXOCYTOSIS	GOBP_REGULATION_OF_EXOCYTOSIS		166	-0.30244386	-4.6640797	0.0	0.0	0.0	6238	tags=62%, list=32%, signal=91%	
GOBP_DEPHOSPHORYLATION	GOBP_DEPHOSPHORYLATION		439	-0.1943113	-4.654186	0.0	0.0	0.0	8182	tags=61%, list=42%, signal=103%	
GOBP_PROTEIN_PHOSPHOPANTETHEINYLATION	GOBP_PROTEIN_PHOSPHOPANTETHEINYLATION		279	-0.2367401	-4.6513333	0.0	0.0	0.0	7524	tags=62%, list=39%, signal=100%	
GOBP_PEPTIDYL_SERINE_MODIFICATION	GOBP_PEPTIDYL_SERINE_MODIFICATION		288	-0.23270772	-4.639929	0.0	0.0	0.0	9523	tags=72%, list=49%, signal=139%	
GOBP_RIBOSOME_BIOGENESIS	GOBP_RIBOSOME_BIOGENESIS		293	-0.2306681	-4.6311746	0.0	0.0	0.0	9723	tags=73%, list=50%, signal=143%	
GOBP_REGULATION_OF_GTPASE_ACTIVITY	GOBP_REGULATION_OF_GTPASE_ACTIVITY		430	-0.19234756	-4.6221995	0.0	0.0	0.0	9190	tags=66%, list=47%, signal=122%	
GOBP_NCRNA_PROCESSING	GOBP_NCRNA_PROCESSING		368	-0.2072452	-4.615661	0.0	0.0	0.0	10054	tags=72%, list=52%, signal=146%	
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT	GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT		320	-0.22633407	-4.614372	0.0	0.0	0.0	8315	tags=65%, list=43%, signal=112%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II		81	-0.42096585	-4.600745	0.0	0.0	0.0	6736	tags=77%, list=35%, signal=117%	
GOBP_CHROMATIN_REMODELING	GOBP_CHROMATIN_REMODELING		169	-0.29762602	-4.5967245	0.0	0.0	0.0	8765	tags=75%, list=45%, signal=135%	
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME		68	-0.48021513	-4.5952845	0.0	0.0	0.0	6140	tags=79%, list=32%, signal=116%	
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS	GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS		203	-0.2763493	-4.589954	0.0	0.0	0.0	7618	tags=67%, list=39%, signal=108%	
GOBP_CELL_CYCLE_ARREST	GOBP_CELL_CYCLE_ARREST		211	-0.27291605	-4.5819893	0.0	0.0	0.0	10146	tags=79%, list=52%, signal=164%	
GOBP_PROTEIN_TARGETING_TO_MEMBRANE	GOBP_PROTEIN_TARGETING_TO_MEMBRANE		182	-0.29087946	-4.5783725	0.0	0.0	0.0	8718	tags=74%, list=45%, signal=132%	
GOBP_MITOCHONDRION_ORGANIZATION	GOBP_MITOCHONDRION_ORGANIZATION		481	-0.17624255	-4.5214443	0.0	0.0	0.0	13158	tags=85%, list=68%, signal=256%	
GOBP_RNA_3_END_PROCESSING	GOBP_RNA_3_END_PROCESSING		136	-0.3352244	-4.517447	0.0	0.0	0.0	7257	tags=71%, list=37%, signal=112%	
GOBP_HISTONE_METHYLATION	GOBP_HISTONE_METHYLATION		119	-0.36241853	-4.515918	0.0	0.0	0.0	6889	tags=71%, list=35%, signal=110%	
GOBP_RESPONSE_TO_RADIATION	GOBP_RESPONSE_TO_RADIATION		389	-0.19711563	-4.512082	0.0	0.0	0.0	7995	tags=60%, list=41%, signal=101%	
GOBP_REGULATION_OF_CELL_DEVELOPMENT	GOBP_REGULATION_OF_CELL_DEVELOPMENT		424	-0.18767022	-4.485285	0.0	0.0	0.0	6661	tags=53%, list=34%, signal=78%	
GOBP_RESPONSE_TO_PEPTIDE	GOBP_RESPONSE_TO_PEPTIDE		442	-0.18456887	-4.4850316	0.0	0.0	0.0	7539	tags=57%, list=39%, signal=91%	
GOBP_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION	GOBP_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION		190	-0.27646974	-4.4696836	0.0	0.0	0.0	8702	tags=72%, list=45%, signal=129%	
GOBP_MRNA_EXPORT_FROM_NUCLEUS	GOBP_MRNA_EXPORT_FROM_NUCLEUS		102	-0.37893766	-4.4607143	0.0	0.0	0.0	7544	tags=76%, list=39%, signal=124%	
GOBP_RHYTHMIC_PROCESS	GOBP_RHYTHMIC_PROCESS		260	-0.23735777	-4.4568934	0.0	0.0	0.0	6369	tags=56%, list=33%, signal=82%	
GOBP_RESPONSE_TO_OXIDATIVE_STRESS	GOBP_RESPONSE_TO_OXIDATIVE_STRESS		372	-0.20480797	-4.4552627	0.0	0.0	0.0	10003	tags=72%, list=51%, signal=144%	
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE	GOBP_CELLULAR_RESPONSE_TO_PEPTIDE		331	-0.20849113	-4.40879	0.0	0.0	0.0	7592	tags=60%, list=39%, signal=96%	
GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS	GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS		199	-0.26787516	-4.404878	0.0	0.0	0.0	5694	tags=56%, list=29%, signal=78%	
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION		79	-0.42084196	-4.4040775	0.0	0.0	0.0	7607	tags=81%, list=39%, signal=132%	
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS	GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS		247	-0.24517219	-4.372141	0.0	0.0	0.0	6712	tags=59%, list=35%, signal=88%	
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS		227	-0.25262323	-4.3720617	0.0	0.0	0.0	9541	tags=74%, list=49%, signal=144%	
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE		96	-0.3817374	-4.3664665	0.0	0.0	0.0	8012	tags=79%, list=41%, signal=134%	
GOBP_REGULATION_OF_CYTOKINESIS	GOBP_REGULATION_OF_CYTOKINESIS		75	-0.42923176	-4.3660626	0.0	0.0	0.0	6727	tags=77%, list=35%, signal=118%	
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS		135	-0.3218687	-4.354035	0.0	0.0	0.0	7040	tags=68%, list=36%, signal=106%	
GOBP_PROTEIN_TARGETING	GOBP_PROTEIN_TARGETING		397	-0.19510916	-4.3459706	0.0	0.0	0.0	8827	tags=64%, list=45%, signal=116%	
GOBP_MACROAUTOPHAGY	GOBP_MACROAUTOPHAGY		290	-0.2261139	-4.3440723	0.0	0.0	0.0	9218	tags=70%, list=47%, signal=130%	
GOBP_VESICLE_ORGANIZATION	GOBP_VESICLE_ORGANIZATION		308	-0.20877987	-4.330119	0.0	0.0	0.0	11920	tags=82%, list=61%, signal=208%	
GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY		303	-0.21521167	-4.3256235	0.0	0.0	0.0	10646	tags=76%, list=55%, signal=165%	
GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY	GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY		358	-0.19754405	-4.3193097	0.0	0.0	0.0	9107	tags=66%, list=47%, signal=122%	
