NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_COBALAMIN_METABOLIC_PROCESS	GOBP_COBALAMIN_METABOLIC_PROCESS		15	0.2851117	1.3203439	0.16732283	0.7783607	1.0	13910	tags=100%, list=72%, signal=351%	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY		24	0.22284131	1.3078724	0.1402439	0.80625355	1.0	7017	tags=58%, list=36%, signal=91%	
GOBP_CHRONIC_INFLAMMATORY_RESPONSE	GOBP_CHRONIC_INFLAMMATORY_RESPONSE		17	0.26344988	1.3049979	0.16862746	0.805049	1.0	12043	tags=88%, list=62%, signal=231%	
GOBP_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS	GOBP_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS		157	0.090550765	1.3039366	0.15757576	0.79850763	1.0	5686	tags=38%, list=29%, signal=54%	
GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY		66	0.13775869	1.2994974	0.16907217	0.80244404	1.0	7939	tags=55%, list=41%, signal=92%	
GOBP_THYROID_HORMONE_METABOLIC_PROCESS	GOBP_THYROID_HORMONE_METABOLIC_PROCESS		20	0.24707459	1.2990171	0.16170213	0.79435134	1.0	10760	tags=80%, list=55%, signal=179%	
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS	GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS		113	0.105712846	1.2977263	0.16510318	0.78883207	1.0	12243	tags=73%, list=63%, signal=197%	
GOBP_CELL_DIFFERENTIATION_IN_SPINAL_CORD	GOBP_CELL_DIFFERENTIATION_IN_SPINAL_CORD		36	0.18282805	1.2902329	0.165692	0.80242205	1.0	2393	tags=31%, list=12%, signal=35%	
GOBP_INTERLEUKIN_8_PRODUCTION	GOBP_INTERLEUKIN_8_PRODUCTION		69	0.1330374	1.2884731	0.15469614	0.7985392	1.0	13772	tags=84%, list=71%, signal=287%	
GOBP_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION	GOBP_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION		16	0.26564673	1.2861443	0.18801653	0.79645216	1.0	11857	tags=88%, list=61%, signal=224%	
GOBP_VASODILATION	GOBP_VASODILATION		31	0.19847958	1.2856845	0.17099567	0.7888245	1.0	10577	tags=74%, list=54%, signal=162%	
GOBP_C4_DICARBOXYLATE_TRANSPORT	GOBP_C4_DICARBOXYLATE_TRANSPORT		22	0.23040506	1.2779293	0.17782427	0.8032402	1.0	14975	tags=100%, list=77%, signal=434%	
GOBP_FOLIC_ACID_CONTAINING_COMPOUND_METABOLIC_PROCESS	GOBP_FOLIC_ACID_CONTAINING_COMPOUND_METABOLIC_PROCESS		24	0.21848789	1.2647433	0.1780822	0.8350268	1.0	15207	tags=100%, list=78%, signal=458%	
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE		61	0.14307821	1.2612685	0.21471173	0.8367214	1.0	11575	tags=74%, list=60%, signal=182%	
GOBP_AMINO_ACID_ACTIVATION	GOBP_AMINO_ACID_ACTIVATION		30	0.19325376	1.253432	0.19791667	0.8514253	1.0	15050	tags=97%, list=77%, signal=426%	
GOBP_CHONDROCYTE_PROLIFERATION	GOBP_CHONDROCYTE_PROLIFERATION		19	0.23929574	1.249995	0.18217054	0.8532242	1.0	11730	tags=84%, list=60%, signal=212%	
GOBP_SULFUR_COMPOUND_TRANSPORT	GOBP_SULFUR_COMPOUND_TRANSPORT		44	0.15796095	1.2467347	0.1838843	0.8544249	1.0	11965	tags=77%, list=62%, signal=200%	
GOBP_ACUTE_PHASE_RESPONSE	GOBP_ACUTE_PHASE_RESPONSE		27	0.20470467	1.2447063	0.20618556	0.851924	1.0	11873	tags=81%, list=61%, signal=209%	
GOBP_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	GOBP_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS		52	0.14637828	1.2378132	0.20289855	0.86488485	1.0	8382	tags=58%, list=43%, signal=101%	
GOBP_MUSCLE_ORGAN_MORPHOGENESIS	GOBP_MUSCLE_ORGAN_MORPHOGENESIS		64	0.13199817	1.2360795	0.20041753	0.8614517	1.0	8382	tags=56%, list=43%, signal=99%	
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY		17	0.24310255	1.2349589	0.18058252	0.85623074	1.0	6717	tags=59%, list=35%, signal=90%	
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION		21	0.22360027	1.2271091	0.21703854	0.87192947	1.0	9549	tags=71%, list=49%, signal=140%	
GOBP_DIGESTION	GOBP_DIGESTION		82	0.11646526	1.2252673	0.21218075	0.8691186	1.0	10079	tags=63%, list=52%, signal=131%	
GOBP_HUMORAL_IMMUNE_RESPONSE	GOBP_HUMORAL_IMMUNE_RESPONSE		144	0.088052645	1.2243439	0.23459245	0.86361814	1.0	12078	tags=71%, list=62%, signal=185%	
GOBP_NONRIBOSOMAL_PEPTIDE_BIOSYNTHETIC_PROCESS	GOBP_NONRIBOSOMAL_PEPTIDE_BIOSYNTHETIC_PROCESS		18	0.23564874	1.2234874	0.20654397	0.8579133	1.0	11630	tags=83%, list=60%, signal=207%	
GOBP_REGULATION_OF_ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	GOBP_REGULATION_OF_ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT		15	0.2622184	1.2218924	0.21643287	0.8546114	1.0	14355	tags=100%, list=74%, signal=381%	
GOBP_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	GOBP_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE		23	0.20660344	1.2186712	0.19875777	0.8564502	1.0	10363	tags=74%, list=53%, signal=158%	
GOBP_REGULATION_OF_BLOOD_PRESSURE	GOBP_REGULATION_OF_BLOOD_PRESSURE		133	0.08968073	1.215195	0.22113504	0.85900474	1.0	5287	tags=36%, list=27%, signal=49%	
GOBP_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	GOBP_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS		15	0.25105467	1.2072134	0.20467836	0.8759646	1.0	14572	tags=100%, list=75%, signal=398%	
GOBP_CELLULAR_LIPID_CATABOLIC_PROCESS	GOBP_CELLULAR_LIPID_CATABOLIC_PROCESS		198	0.07436005	1.2071967	0.2074364	0.8678798	1.0	15957	tags=89%, list=82%, signal=492%	
GOBP_PHOSPHATIDYLINOSITOL_ACYL_CHAIN_REMODELING	GOBP_PHOSPHATIDYLINOSITOL_ACYL_CHAIN_REMODELING		16	0.24983923	1.2064489	0.21428572	0.8622112	1.0	7301	tags=63%, list=38%, signal=100%	
GOBP_ACID_SECRETION	GOBP_ACID_SECRETION		27	0.19598973	1.2055343	0.23029046	0.85709745	1.0	4117	tags=41%, list=21%, signal=52%	
GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY	GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY		41	0.15483885	1.2014178	0.23425196	0.8616645	1.0	6957	tags=51%, list=36%, signal=80%	
GOBP_VASOCONSTRICTION	GOBP_VASOCONSTRICTION		60	0.13185	1.198675	0.24048096	0.8624033	1.0	12356	tags=77%, list=64%, signal=209%	
GOBP_OLIGOSACCHARIDE_LIPID_INTERMEDIATE_BIOSYNTHETIC_PROCESS	GOBP_OLIGOSACCHARIDE_LIPID_INTERMEDIATE_BIOSYNTHETIC_PROCESS		20	0.21932025	1.1973947	0.23387097	0.85874176	1.0	12272	tags=85%, list=63%, signal=230%	
GOBP_PROTEIN_LOCALIZATION_TO_CILIUM	GOBP_PROTEIN_LOCALIZATION_TO_CILIUM		54	0.13853042	1.195278	0.21965317	0.857431	1.0	12802	tags=80%, list=66%, signal=232%	
