archetype #,Feature Name,P value (Hypergeom.),Significant after Benjamini-Hochberg correction?,P maximal
4,10 08 2020: Y,1,1,1.5455e-06
4,10 08 2020: uncl,1,1,0.00042969
5,10 08 2020: N,0.010059,1,0.54538
5,NEW 10 2020: N,0.017596,1,0.32972
5,NEW 10 2020: Y,0.045961,1,0.27617
5,10 08 2020: Y,0.045961,1,0.27617
5,subtype: uncl,0.049376,1,0.21889
5,source: CCLE,0.062313,1,0.19175
5,subtype: N,0.081298,1,0.17374
5,subtype: Y,0.18284,1,0.07683
5,10 08 2020: A2,0.80436,1,4.6403e-05
5,NEW 10 2020: A2,0.82283,1,2.9917e-05
5,subtype: A2,0.94816,1,2.4594e-07
5,subtype: A,0.96973,1,3.9149e-10
5,source: Minna,0.98438,1,3.3762e-11
5,10 08 2020: A,0.99574,1,5.0778e-14
5,NEW 10 2020: A,0.99854,1,8.7246e-16
5,subtype: P,1,1,6.764e-07
5,NEW 10 2020: P,1,1,6.764e-07
5,10 08 2020: P,1,1,6.764e-07
5,10 08 2020: uncl,1,1,0.00045
6,NEW 10 2020: Y,0.00042439,1,0.7981
6,10 08 2020: Y,0.00042439,1,0.7981
6,source: CCLE,0.0026125,1,0.71303
6,subtype: Y,0.0033559,1,0.60943
6,subtype: uncl,0.049376,1,0.21889
6,subtype: P,0.66638,1,0.00073651
6,NEW 10 2020: P,0.66638,1,0.00073651
6,10 08 2020: P,0.66638,1,0.00073651
6,subtype: A2,0.763,1,2.3474e-05
6,NEW 10 2020: N,0.763,1,4.9233e-05
6,10 08 2020: A2,0.80436,1,7.3386e-06
6,NEW 10 2020: A2,0.82283,1,5.8006e-06
6,10 08 2020: N,0.83604,1,6.4097e-05
6,subtype: N,0.87186,1,1.5907e-05
6,10 08 2020: A,0.97361,1,5.0602e-11
6,NEW 10 2020: A,0.98478,1,5.8012e-12
6,subtype: A,0.99495,1,5.3505e-14
6,source: Minna,0.99974,1,3.0884e-19
6,10 08 2020: uncl,1,1,0.00042969
7,subtype: N,0.0026409,1,0.68552
7,NEW 10 2020: N,0.0029966,1,0.61715
7,10 08 2020: uncl,0.0092437,1,0.35036
7,source: CCLE,0.015621,1,0.50334
7,subtype: Y,0.032541,1,0.31338
7,NEW 10 2020: Y,0.045961,1,0.25307
7,10 08 2020: Y,0.045961,1,0.25307
7,10 08 2020: N,0.054524,1,0.22627
7,subtype: uncl,0.34761,1,0.024087
7,subtype: P,0.66638,1,0.0010792
7,NEW 10 2020: P,0.66638,1,0.0010792
7,10 08 2020: P,0.66638,1,0.0010792
7,subtype: A2,0.94816,1,1.8896e-07
7,10 08 2020: A2,0.96049,1,6.0795e-08
7,NEW 10 2020: A2,0.96559,1,3.6054e-08
7,source: Minna,0.99739,1,3.0252e-14
7,10 08 2020: A,0.99969,1,6.1802e-19
7,subtype: A,1,1,6.645e-26
7,NEW 10 2020: A,1,1,1.3036e-22
