78234,30250,2.476e+05,1.9983e+05,-2.0988e+05,-43888,58851,-42064,1.0535e+05,-67654,35742,-32464,-43431,-63251,93619,3199.5,57168,-35543,-79871,-58846,-57019,41431,3201.2,21297,-30376,18764,-33441,-8484.9,-9215.2,-5991.2,-7804.1,240.46,9539.6,19459,-15254,5114,-10695,17887,6853.1,360.84,-495.1,-2162.7,-10385,-5234,4568.2,10588,3999.6,402.91,6412.1,-2837.2,-13653,-1811.2,-3351.6,3917.7,3390.6,-2020.3,5682.1,2695.5,-1571.9,6296.4,877.15,1755.1,1035.3,-211.58,135.25,-882.5,168.15,-4483.6,-472.96,-1566.4,-2783.1,-1549.5,3827.4,-370.92,-2686.5,-2956.5,-1425.4,2270.7,-871.82,1757,-666.8,-1926.7,807.13,218.26,-1059.9,-1258.4,1275,-590.71,-516.28,108.39,847.54,295.92,-717.32,-449.25,248.77,158.55,581.92,-9.4486,773.73,339.54,-487.5,414.05,54.923,-54.756,-648.32,336.03,-60.191,164.48,-152.08,174.18,10.541,-66.598,154.05,131.75,-215.91,-111.46,42.769,-300.9,-140.19
1.0768e+05,-63203,76564,55088,-1.2691e+05,5.4167e+05,1.5763e+05,52516,42326,80564,46844,-12425,-13183,26040,17906,-29134,8914,21170,15827,10034,16715,-2329.1,1813.6,3138.6,12328,7748.6,7538.3,9568.8,729.86,-4576.1,2190,4539,-5103.6,1143,684.75,-2352.8,4473.6,3360.9,-8261.5,-993.95,-540.87,4908.7,1015.7,3192.5,-202.42,-6606.1,-816.38,3655.6,-360.12,-400.12,198.1,-1935.9,1711.8,-1606.5,-827.21,-364.68,-29.32,2942.9,-448.13,266.3,-147.3,-1528.7,-320.49,160.03,1013.1,171.61,1102,204.2,771.42,271.93,-314.04,-354.76,366.88,-614.49,-208.15,77.762,-339.28,457,180.49,-68.434,1271,-262.28,346.42,-77.089,-251.24,11.91,-40.918,-586.98,-299.37,-123.4,-154.81,463.61,-610.84,-23.787,77.797,286.06,591.59,-198.86,130.39,-60.276,-67.82,-225.51,-202.08,-299.62,34.046,90.021,-100.22,-96.841,-34.351,-41.204,-127.25,-164,-64.271,44.934,-9.0888,-55.399,0.91481,46.072,37.11
-1.4237e+05,21237,-26490,-4925.4,13233,-12995,-69448,13448,42507,-10111,1.661e+05,23607,18175,38710,2546.1,-43496,-47451,91767,-17693,3527.8,-12407,-15487,-3873.4,-26072,-55284,7501.2,7807.1,-1989.2,46174,-25934,-33256,-6888.3,-157,1658,12341,13199,-516.82,-18066,10024,-6829.4,-7700.1,-10817,-3624.6,-25108,-2927.1,10635,-9124.3,-10159,6394.4,-10302,-15044,3200.3,16746,2574,5924.4,2674.3,-5042.2,-1596.2,-4988.2,-4525.1,10531,-2376.8,-4684.3,2047.2,2383.4,4551.2,1004.3,-1746.3,-5923.7,-5642.1,1977.7,3149,3449.2,-2630.3,3419,766.23,-2712.6,4410,1343.8,-1071.1,-4195.4,2842.4,2092.9,-4578.2,-1283.2,-5951.5,-2063.7,-1333.8,2204,-3936.7,-2496.1,-301.69,-579.71,-3697.8,-164.51,2432.2,1217.4,-1004,1009.5,1881.1,444.69,473.9,-1856.6,331,-1415.5,-889.73,862.92,2119.6,43.207,-388.65,-594.4,-322.38,225.7,-302.28,65.98,-301.35,779.36,43.148,-496.19
-5948.5,73.488,60866,-21984,42306,48730,-78620,80899,26500,-68126,-48016,-28414,-4572.5,-8392.4,-6936.1,-5179.4,-21701,-45150,-13857,1152.7,29906,-7395.7,4732.2,25113,-22358,20363,46397,31080,-17437,5615.2,-7813.2,-7864.1,-10659,49370,19932,25973,12584,-18404,39604,4459.4,-11424,19050,-9101.4,2027.7,-7814,-1737.7,4836.2,-9427,-14608,2867.7,-2537.1,2853.5,-2423.9,3672.3,7113.8,-7914.6,2813.3,-1300.5,3264.7,1312.2,10513,-14294,3782,6059,5943.2,-4928.8,-1493.5,4464.6,-6668.8,-588.07,-1510.6,-7198.8,6473.4,3167.3,3528.8,1824.6,5972.2,-1186.1,-1980.7,-3658.3,-758.3,309.68,-2225.9,3405.6,1603.6,-340.52,-2007.7,-2727,-360.37,-450.52,5108.3,4766.2,937.38,2272.6,26.42,-2963.1,-3474.9,-304.59,-320.93,2396.9,4361.8,3.5329,-2903.9,-2158.9,-367.53,-2722.1,-4214.7,-523.69,-16.389,2884,-1032.1,-2976.4,-1005.9,-391.01,1406.7,-1230.4,-749.57,167.04,-564.03
-19194,-14362,22975,-16158,47781,23522,-29414,-6954.4,-59746,5368.5,-6888,-9520.6,6763.2,20973,-12164,13514,18942,13224,-5849.3,9435.8,-35118,-11005,-22659,-5464.5,19367,31520,-9268.5,-28300,-25869,6640.5,-19261,38050,-13463,-11161,-10249,9510.1,17609,-6075.3,13972,-4345,-38727,2302.6,12257,-3488.8,21059,-1028.7,44020,-7227,6172.6,6985.1,-15486,4449.3,7691.5,7710.5,-12707,70.782,-2917.2,2140.9,537.18,7084,4439.3,5023.9,-4622.2,-6327.1,541.58,-3996.7,-2764.9,-1112.5,3106.1,-3780.1,-1334,-7808,-3842.8,-1773.3,-4171.4,-4220.1,105.99,719.8,1993,-5784.3,5077.8,1237.3,-663.07,-1703.1,4547.2,-174.61,406.01,-986.58,3982.6,-772.07,-4208.5,4537.8,2607.3,221.42,173.31,1371.7,2054.9,3001.8,-2355.7,384.47,914.7,1292.1,939.57,-1528.9,-353.43,-2373.1,238.01,178.24,-1563.7,-2932.9,520.11,-274.05,-2328.7,-1425.3,419.36,4377.1,-674.42,3370,-3193.5
-1.3627e+05,36735,-21076,-29903,-21850,-5551.9,5093.5,-5459.9,5751,-2757.6,1910.7,-23568,-6871.5,-14025,6832,9052.5,-9894.1,3534.3,3550.9,-3304.2,16579,-7228.1,4645.7,2713.3,-545.8,6964.8,-5335.6,-467.74,5302.2,-12705,6369,-6293.4,3307.8,8055,-10358,-333.42,11902,-79.308,3758,-1314.2,-13637,-8058.8,-6007.8,-5275.6,-24826,5576.2,-8745.3,2345.9,9316.2,7159.8,-1313.2,-2769.7,-3531.4,-18820,-4726.1,-14480,12367,-4515,217.62,-6408.2,-11180,7270,-2693.7,-16836,-7308.6,2615.4,-8156.3,11099,11979,-7684.6,3765.1,-2503.3,-967.3,3204,8215.7,-7378.6,8002.2,1808.7,308.13,-3466,-87.623,3863.5,-3044.2,-5929.2,-7500.9,5280.5,2289,-3994.7,5712.1,2674.7,5588.2,5577,-5510.7,2065.3,3221.1,1117.8,-607.4,5565.7,4810.6,-1219.7,-37.885,-2234.7,-2943.5,-1303.5,5936.1,-3451.2,350.09,5761.3,3364.2,-5885.6,-3761.5,2036.3,390.77,-956.94,696.54,-318.35,-625.43,-559.13,-508.03
-1.9377e+05,16369,-48158,3742.3,-25067,-799.14,-27384,8901.3,-13125,312.12,-3172.6,3283.5,-16780,-6547.2,2977.2,-8562.9,-8116.3,18697,-5266.4,-12605,19066,1020.3,14638,-13774,-18399,7122.1,-3187.8,3800.9,5281.1,-3326.3,-1541.7,-7952.5,922.37,-796.7,-848.59,-6445.3,12452,-2692.5,-9424,-12183,5658.6,-14349,-6070.1,8722,-8885.8,993.36,5911,-2031.6,7321.7,-1929.6,52.575,3226.2,2169.4,-219.88,3246.6,4750.3,8487.6,-7406.2,2627.9,2546.6,6382.2,-3409.2,972.63,1814.5,3510.8,5352.9,1945.1,-11360,8607.2,2247.7,-9838.6,-13476,-3670.8,-3144,2197,1176.9,-13616,-9745.6,-1105.8,4685.3,-3396.2,-9356.5,6710.1,6192.9,12909,17826,-3465.7,4595.9,11443,1663.8,1977.1,4488.8,-4283.5,-3769.9,-2164.9,1396.3,-1299.7,3342.2,-3382.7,2066.2,561.34,-5407.3,-1679.3,-1325.6,1900.2,2593.4,-1235.2,-3544.8,2847.7,-619.01,-96.774,387.75,-103.23,-203.5,728.62,-421.13,1447.1,502.09,124.46
-1.1485e+05,7151.2,-27983,-4216,-3723.7,-2784.2,-25835,10680,-5893.4,-7934.7,10205,474.72,-21747,-8858.2,24820,-13964,-6887.4,31444,-11257,26541,25189,6572.9,5700.2,-9196.3,18239,-6118.3,2072.9,-21145,-1909.7,-19755,-3467.4,18558,-11100,-16320,-5485.3,65653,-22023,22910,9655.2,56570,53048,1949.6,19154,4033.3,-21371,13720,27497,-2967.2,2224,-10564,12265,2322,-13790,-2148.6,-14088,-2097,1966.6,5781.1,-1310.8,1703.7,-889.78,-4017.1,-3556.1,3986.5,487.54,2851.1,-5335.3,1953.9,1264.2,-4168,-1835,-964.85,4093.2,-2405.3,-1195.4,-1765.1,-2388.5,-3349.9,-143.42,-3328.1,-438.32,211.41,3063.2,1200.7,-2569.5,-142.5,-1.984,381.7,1941.7,-1212.8,-753.14,-876.49,515.65,-120.58,1054.4,473.27,-495.95,-593.73,455.98,607.66,1435,-283.98,347.64,-612.04,-442.08,190.29,354.66,240.35,709.24,-294.63,-241.22,-361.72,109.16,40.974,33.776,-255.76,-181.4,-154.05,-232.87
1.2689e+05,-59510,4.5135e+05,3.0952e+05,2878.4,-82803,-11745,63867,-57664,24055,-21147,-18166,6004.8,42903,-11890,-21734,-35277,10834,62654,-8311.6,44433,-18473,-21283,-7906.4,-11208,-15158,36303,10610,7220.4,-10338,11053,-27521,-10346,-12594,3624,-25674,-46801,11711,4218.8,11205,-13474,-5954.2,17224,7984.6,-5632.9,5946.6,12704,-8101.3,1961.1,8688.7,-14187,-493.13,-1478.1,6917.6,-1107,-941.64,-2632.7,-6358.3,-1027.7,1362.1,-1616.1,4634.8,3247.7,-4446,-1160.6,836.24,-2873.1,3273.1,3423.7,3584.4,152.44,667.93,-17.001,-861.63,923.48,197.72,318.01,1170.4,991.41,1965.1,806.11,1409,815.01,763.54,360.09,713.41,752.67,1104.2,244.96,207.45,-166.2,492.34,310.41,-949.32,48.884,374.46,872.51,-437.09,-443.79,180.43,-291.53,-762.43,385.8,-257.26,253.69,553.85,-309.98,-51.311,498.2,20.075,235.19,-6.7787,-21.948,-164.57,90.654,12.371,-71.571,112.56,-18.314
1.1661e+05,-27231,1.4365e+05,44368,-3852.4,-36348,-3560.1,-66584,-17663,-31444,63039,-20406,50873,56945,-67161,88735,41169,36958,60507,2990,17316,40299,55486,-16404,-17179,70767,-27265,56714,-13541,-250.57,-18639,8654.2,10910,-14169,-24819,-10147,15791,3988.8,13560,12745,9274.3,11292,5503.7,-9204.8,1058.1,-4224.9,4595.5,15101,-6866.7,-13919,8670.6,-10257,-95.936,-10923,9612.8,3032.6,-1705.9,8634.9,-4404.5,-2226.2,-2053.9,-5330.5,1855.1,-672.02,293.86,-2154.8,5202,1199.2,2269,1412.9,-3324.8,2127.9,1753,1932.2,-700.33,4244.8,-371.93,-1473.5,-3431.6,149.23,2263.5,-2028.9,-2334.5,-129.78,668.77,-648.58,-149.47,-941.78,977.82,426.18,-662.57,1060.7,231.96,1967.3,211.27,-876.91,-1805.8,-1670.8,995.55,-303.43,464.51,-1003.5,-705.9,-995.09,-39.838,-3.1081,-311.46,538.97,283.87,-321.44,576.91,177.23,436.46,-583.5,-293.04,-514.42,-285.22,-125.89,284.85
-1.0911e+05,-21097,-44794,18520,82.458,-40699,17599,24201,31353,39520,27506,-19325,-12359,-74.459,4918.9,4635.9,728.78,8864.6,-26254,-877.75,27245,-714.42,-9661.9,-24412,-12948,-5012.6,15744,15553,-10935,19725,-9402.8,10664,-9794.4,1741.9,19416,-10040,829.23,-15091,1397.7,569.35,-7980.5,3662.2,14111,9058.7,6697.3,-10298,10505,10156,7957,-6568.1,-1822.3,24082,-9322.9,-1131.2,9895.1,-6904.7,7730.3,1153.6,11081,5906.2,-13436,6089,946.03,12344,-4366.1,-1152.5,2040.4,-1822.2,5251.8,-6144.2,7580,-1833.6,7575.4,5268.3,-11659,-2289.4,-6646.7,-4884,-4001,2655.5,-8708,-2729.8,-109.8,-9528.8,1923,-6348.2,-3040.1,-878.55,745.17,-59.802,-139.73,1746,-1533.3,5664.5,6819.9,-726.02,-1877.2,1338,142.6,513.55,2719.1,1456.4,926.22,394.46,2335.4,2252.9,-1218,1111.2,-2537.1,-3650.2,2492.8,374.88,121.81,2707.7,-1186.7,2476,194.45,-1051.6,5987.7
38578,-2.456e+05,-1.3084e+05,1.4753e+05,1.5114e+05,-44952,35134,1.1933e+05,1.2022e+05,18180,-6485.7,6161.7,-40182,20436,12743,21452,45941,-56078,-1796.1,11290,-14897,-22130,64964,-41382,9381.3,-18730,28258,5780.7,11017,5279.7,4120.3,40903,-28405,-1369,-30951,-12519,-11069,-2004.8,3556.5,-211.9,-5748.6,4616.5,-16826,-9491.8,-3448.8,12092,-5458.7,-79.736,6605.5,5096.4,-4104.4,3027.9,8239.5,-8903.9,-9893.5,10403,-718,2198.5,-14650,-13613,3766,-4441,-6430.1,2644.3,4465.4,-920.87,-3853.8,6628.5,4469.5,4024.1,432.06,-917.86,1889.4,-1718.2,-988.1,-6196.4,-397.79,-640.98,694.07,4514.9,-2649.3,-2477.3,357.99,-1319.5,221.04,1672,-5004,28.925,-2196.8,-1677.2,-3618.4,-1231.3,-1267,1198.8,1279.7,-1160.8,503.7,-862.6,-1605.6,1714.4,265.48,369.89,-335.76,461.25,-220.79,-105.59,329.91,252.73,994.82,483.31,-823.26,-361.43,874.36,-112.96,-501.43,-196.15,-116.59,415.2,-293.38
-1.6024e+05,-71783,-1.1566e+05,59587,7537.3,-44767,33408,33732,24768,38554,-18188,-1763.5,-4811.7,-4895.3,-14247,2504.5,13035,-12322,-4694,-13300,18535,-6970.5,5533.2,-25448,-1400.9,7014.5,251.27,6616.2,36.209,-5332.8,-11513,-5247.4,-13479,-1750.2,4007.5,-4311.6,8915.5,3375.4,-12079,6113.8,7461.4,650.87,3510.7,10039,2895.1,-16924,-2782.7,12827,2956.2,-17003,-4496.9,-4990,3413.5,-9041.1,11745,-91.069,-5901,-4186.9,4216.1,21638,7553.2,6139.8,18584,2903.3,-2662.6,4315.6,-15106,216.63,-4879,-15093,11732,-17251,7802.8,5128.6,-3307.7,4201.5,4254.1,13933,3940.3,5656.9,6850.3,2948.5,1129.6,2240.7,-5254.6,4880.4,1297.2,3051.3,2644.5,-101.73,732.75,-5930.1,5386.9,-32.882,-3251,3594.4,3838.9,3903.6,-246.24,1207.2,-1772.5,107.73,-1088.7,-1849.7,-3144.6,21.729,1064.3,899.08,-82.084,1233.5,-151.29,-1203.3,1785.1,-1772.2,-155.52,-45.756,566.38,-1116.9,-1953.8
-1.1456e+05,43970,7377.8,-26543,1266.9,8534.9,-89617,15695,42896,63193,-38746,2555.9,80363,-8872.3,69018,19193,3912.8,26074,3697.5,13267,-8243.2,9154.9,23127,2203.6,-4057.9,9461.8,-21554,2380.5,6710.1,3983.7,24511,-2815.8,-7285,-513.25,10227,-4100.6,-506.24,1878.9,8834.9,-7919.9,2994.9,4091,8218.9,887.96,-7884.9,2201.2,-3301.6,3286.2,1641.9,20956,-7291.3,-5179.9,-18571,6367.2,1153.5,9145,8379.8,-7163.2,4135.3,-4246.5,13349,-7834.6,-14173,-6329.2,1057.5,11876,-7935.3,-5389.6,-8893.2,13103,20772,-855.59,511.44,5621.4,-9127.7,5958.2,-9125.2,838.07,-7976.1,375.93,14276,1571,-817.87,-6633.5,-1467.3,1499,86.676,2546.5,3231.3,1187.6,-1559.6,-961.06,-2929.5,1926.6,3663.2,-719.06,-945.57,-1058.8,69.108,-1964.5,654.24,2035.1,-1441.8,-1569.4,-875.11,-896.95,1404.3,-160.31,-654.45,602.52,-1028.7,-201.83,-879.94,448.02,119,-441.35,34.896,270.71,-390.09
-1.4235e+05,33990,-15820,-12644,-17762,1139.4,-4180.7,-2645.9,-19672,-5549.4,-15196,15201,8727.1,-10053,9432.1,-5160.9,-6081.3,-17844,17824,457.86,2341.2,-8833.5,7209.9,20159,11701,-5620.7,7.2459,6465.8,-18569,6798.9,7487.7,960.04,-8949,-10492,-9881.9,3405.4,-8735.8,3421.1,-12597,-6040.3,-22530,485.11,-6983.1,775.52,-10868,13659,11423,19074,10250,-11825,-345.66,-16276,2430,16599,9839.8,-127.88,-10333,4716.7,13272,-22843,-5217.3,6617.2,-7571,15266,-14628,3915.2,-1395.6,-3769,-10262,-10596,-3307.7,-3509,-3598.6,-2738.4,-1400.6,-1640.4,-630.4,657.34,-2439.8,897.46,1838.3,-4542.3,-780.1,-3455.2,-5382.5,-3057.5,1599.7,-1300.2,337.3,-4463.6,2374.6,-1057.4,2200.8,-2247.9,-2168.3,-2599.5,-251.34,-3532.6,1610,1706.7,3455.8,-4126.3,-11322,2138.4,-1103.7,-219.32,2523.3,-5094.4,4404.3,-2765.8,2085.6,-2620.5,-58.622,1036.2,920.91,371.4,8.8948,-635.83,-441.59
