cell_line	drug	aa	aa_obs	emax	emax_obs	einf	ec50	ic50	hill
COLO668	ACY-1215	0.3350359086954651	0.375918256598344	0.19999116151839455	0.19146666669999998	3.7554596183541535e-16	5.145317668576879e-06	5.145317668576882e-06	2.086311229167385
COLO668	ADW-742	0.778876544922	0.7531459766296433	0.10622488209693667	0.0758	8.528623491604975e-13	1.820065075091586e-06	1.8200650750940696e-06	1.2501495411963923
COLO668	AEB-071	0.001652069198212157	0.01702749144397838	0.951332541208961	0.9513333333	0.5518869659721891	1e-05		13.543177576798106
COLO668	AEE-788	0.16634370107533272	0.19716342029954578	0.5218545491387437	0.5186666667000001	1.4492506328953243e-14	1e-05	1e-05	1.697992732537467
COLO668	AEG-40730	0.3686212637251464	0.35545665949771826	0.017950247255479314	0.01603333333	1.0297377389100937e-16	4.2957560123933914e-06	4.2957560123933914e-06	4.736377785742191
COLO668	AEW-541	0.94026644550306	0.9161774624827866	0.20684212462900142	0.1585	0.15043376077036488	8.332797180336752e-07	1.166581068085956e-06	1.0637568227432241
COLO668	afatinib	0.3396178890386894	0.3649376636034766	0.11927582668628592	0.1137	7.867067944277787e-20	4.7936732615903776e-06	4.7936732615903776e-06	2.719078100382181
COLO668	AFP-464	0.12699014101112974	0.18266983196910974	0.7767088883116863	0.7704333333	5.731954739513238e-20	1e-05	1e-05	0.863679784138223
COLO668	AG-2037	2.7608406896657436	2.6433869731912005	0.048071550783423685	0.04896666667	0.04794433333666997	1.2015483225879119e-08	1.2964061922121686e-08	1.3266145063077723
COLO668	Agios Cmp 301		0.018011959289872374		0.9821666667				
COLO668	Allopurinol		0.019152600762410307		0.9796666666999999				
COLO668	altretamine		0.0036287128513754962		0.9958666667				
COLO668	AM-2282	2.3417911393118387	2.320037254739068	0.015484889885041262	-0.0037	0.015110300397105801	4.1668702885495236e-08	4.256827018854176e-08	1.436720082694297
COLO668	AMD-473	0.0767327959331795	0.13132015801131874	0.8410389376044277	0.8382666666999999	6.55966103065221e-20	1e-05	1e-05	0.9796198801541111
COLO668	AMG-208	0.11579251220632454	0.11851128449929157	0.9554200460539481	0.9475	6.687298215453123e-05	1e-05	1e-05	0.09751661853226366
COLO668	AMG-458	0.14329063956272706	0.1409194506273579	0.9317018321840423	0.9117666667000001	1.0258609152270706e-12	1e-05	1e-05	0.16088239015844857
COLO668	AMG-706		0.007303652393739545		0.9860666667				
COLO668	AMG-900	0.5984816909624456	0.5996909361310343	0.7170208946645108	0.6971333332999999	2.8968534846487627e-13	1e-05	1e-05	0.18893824070775234
COLO668	Amifostine		0.0902722315392391		0.9294				
COLO668	Aminoflavone	0.19470761034326114	0.19216330165757417	0.7568928284514687	0.7541	0.7529154543291305	1.6408801351626505e-06		2.2756385049009134
COLO668	Aminolevulinic acid	0.19975246345411193	0.18545762141291539	0.9316996615537277	0.9285666667	0.9285087656611043	6.103728752825165e-09		0.4139211810911921
COLO668	Anafranil	0.06679721746007021	0.0754646293763942	0.9546379933281679	0.9386	1.4449267333208522e-12	1e-05	1e-05	0.2741442042047527
COLO668	analog of S-49076		0.0		1.0051666670000001				
COLO668	anastrozole	5.220073174431148e-11	0.0	0.9999999999713113	1.0168333330000001	0.9999999972640312	1e-05		0.1974822354381028
COLO668	AP0-866	3.0599251054642287	3.069934736063983	0.00014954807209887524	-0.002	9.999999999999998e-11	7.881094492133502e-09	7.881094493412317e-09	1.232563614745809
COLO668	Arabinoside		0.0		1.0144333330000002				
COLO668	Ariad Alk/EGFR inhibitor related to AP-26113	0.5248088469576183	0.5751586682868922	0.06989493417317455	0.044950000000000004	1.9218965682614363e-14	3.086616747599655e-06	3.086616747599709e-06	2.201857464593353
COLO668	ARN-509	0.00019880531113621958	0.008028367088053861	0.9945301209669668	0.9906999999999999	0.8057706183408779	1e-05		12.120550239965254
COLO668	ARQ-197	0.8035920978950054	0.8764551934782487	0.2326042810172287	0.1986666667	0.23221766607354055	8.983155229374039e-07	1.0951993110428222e-06	3.1509954261543807
COLO668	ARQ-621	0.7581453313445956	0.833190675083719	0.08479673773014795	-0.00193333333	5.330348170444567e-18	1.8580920451254412e-06	1.8580920451254412e-06	1.413452028577953
COLO668	ARQ-680	0.00681524038194254	0.04308348939254555	0.8195650030493049	0.8195666667	0.5061135594030546	1e-05		14.309289883424967
COLO668	ARRY-162	0.7682160046701066	0.7729101892690656	0.6893796642276346	0.6870999999999999	0.626400245375623	7.064051349802677e-08		0.32219831965818996
COLO668	ARRY-380		0.0034636885712517602		0.9942333333000001				
COLO668	ARRY-520 (isomer A)	2.008502094068638	2.2489777623985447	0.38903892318107136	0.38786666670000003	0.3876551000334	2.642123963396988e-09	1.991254139385314e-08	0.7392113889473212
COLO668	ARRY-520 (isomer B)	1.7251047020982786	1.7637348400588722	0.39028186161745004	0.3905666667	0.3899543333666992	1.3912980349443476e-08	5.220651776029366e-08	1.14468369371323
COLO668	Arsenic trioxide		0.004925406608953242		0.9896666666999999				
COLO668	AS-703026	1.0029456952382478	0.9448288106083143	0.6474395928477255	0.6473666667000001	0.647120133366738	1.3121398433921218e-08		1.0557934668398035
COLO668	AS-703569	1.1883462962690376	1.220178089569147	0.1996274386456371	0.08349999999999999	5.117555878829721e-20	9.126183425830637e-07	9.126183425830637e-07	0.5800381733212918
COLO668	Asorbic Acid		0.005687606515980921		0.9896666666999999				
COLO668	ASP-3026	0.11452665495753347	0.1517166843635446	0.6965731801624436	0.6965666667000001	0.6257503929694699	5.401892533603415e-06		2.3625775250688554
COLO668	ASP-4130	0.08871080177730535	0.07115899211574724	0.7517000128161991	0.7517	0.7516957946981203	4.3927242559245025e-06		13.350996715268822
COLO668	ASP-7487	0.9922044104594778	1.0287882915569442	0.3520914493483505	0.36423333329999996	0.2632380395471817	5.292726213943103e-07	1.5992514303153225e-06	0.6760367515724405
COLO668	Astex FGF inhibitor	0.27269334260961064	0.2969930456127288	0.43825687451389983	0.43826666670000003	0.42267255916879704	3.398137421593548e-06	5.96100011415431e-06	3.321215875313739
COLO668	AT-101; BL-193	0.8741433580490319	0.8354244587614511	0.07533763125543984	0.0152	0.06504513550304278	1.167716119229974e-06	1.2480579998616065e-06	2.0945004396120606
COLO668	AT-13148	0.47061800649095553	0.6315110291855315	0.12406544576258226	0.0014333333300000002	1.5420198112848083e-66	3.6245431774015237e-06	3.6245431774015237e-06	1.9258698376937942
COLO668	AT-13387	1.7552122745463268	1.7394331018592446	0.1781234789059777	0.1512666667	0.1781089728440192	7.317967621920219e-08	8.919139347126155e-08	2.2257144901374484
COLO668	AT-406		0.018163735167560046		0.9868000000000001				
COLO668	AT-7519	0.9549903426963792	1.0170493994455032	0.06309811196366505	0.05416666667	0.03766302768318727	1.0350037225422686e-06	1.0872576272783916e-06	1.5900188545946363
COLO668	AT-9283	0.6950100441368885	0.739098300903194	0.14035095038308276	0.054333333330000004	3.279929814148649e-18	2.2828432786168327e-06	2.2828432786168327e-06	1.2269314150185815
COLO668	AUY-922	2.470447313066975	2.6789281380887737	0.1356470817734193	0.1358	0.13490703333299994	1.2689582546619275e-08	1.7076785375960493e-08	1.0589936762233931
COLO668	AVN-944	1.6652319897628218	1.6682136694149212	0.04059893049972542	0.03846666667	0.04036200442200573	1.8398008336461885e-07	1.915817313807291e-07	2.0789111645713825
COLO668	axitinib	0.33698980601193723	0.34975926651576916	0.6804002870191502	0.6659333332999999	0.4972942460266828	4.247998000901764e-06	1e-05	0.6506011186261629
COLO668	azacitidine	0.3426671984203095	0.34892186038736145	0.5174718239773243	0.5159666667	0.06749941687207824	9.220332936115346e-06	1e-05	0.8605353711348303
COLO668	AZD-0530	0.13333342659590217	0.13499725164620238	0.9010423507975827	0.8970999999999999	2.687963469048591e-13	1e-05	1e-05	0.31755180051255605
COLO668	AZD-1152	0.29023108940938097	0.29629476162075563	0.8701613024832964	0.8665999999999999	0.8700561917578252	5.817255702370127e-08		1.383162093020633
COLO668	AZD-1480	0.057925642876747535	0.05333220322534839	0.875799999971997	0.8758	0.8757999950609264	3.4167246457428845e-06		15.872864153129145
COLO668	AZD-2014	0.6440771282277306	0.6390176956629603	0.4229830803183296	0.4130333333	0.41638875315209395	7.92842678310448e-07	2.1850150889649966e-06	1.7641671138542177
COLO668	AZD-2171	0.19613863062164658	0.2804005168646052	0.6657571152356834	0.6559333332999999	1.0222482587318823e-23	1e-05	1e-05	0.9004072325862049
COLO668	AZD-2461	0.16776875353663445	0.17126824274509317	0.512900007085273	0.5129	0.5128481720443082	4.524983626292454e-06		11.536559052317008
COLO668	AZD-2858	0.34511040001664767	0.3479234994683023	0.5097382381153746	0.5075333333	0.5077819696485543	1.992378768825799e-06		3.424069894898359
COLO668	AZD-3514	0.08355265455413123	0.05900570152986912	0.792200011256826	0.7922	0.7921987682482754	3.962055103949247e-06		12.990395062023893
COLO668	AZD-4547	0.09926610624970575	0.15484550277361303	0.6690003903210765	0.6670999999999999	6.0420188286774744e-15	1e-05	1e-05	1.7586424410474677
COLO668	AZD-5363	0.5231637394116032	0.5328221577152445	0.4347578675069276	0.4343333333	0.2909810730760174	2.3255393659481445e-06	5.889937818761938e-06	0.9385445444084104
COLO668	AZD-6244	0.2674337067979641	0.2632926381401796	0.8328332421252252	0.8234	0.8296143752554812	2.733024358976644e-07		1.0972845332595142
COLO668	AZD-7762	1.5199245883561956	1.55508549529761	0.005946850665234468	0.0055000000000000005	0.005258207959444526	2.9660787053656595e-07	2.9812813586634275e-07	2.0679276204676706
COLO668	AZD-8055	1.1175150979885118	1.155016042292736	0.37471114999267174	0.3791666667	0.3648228211435937	1.7540089516863578e-07	6.27924751350496e-07	1.0256209589318048
COLO668	AZD-8330	0.6516082241658482	0.6670010852264869	0.7695382184042914	0.7149666667	0.7683536948972188	1.2394497575839406e-08		0.7874907151319147
COLO668	AZD-8931	0.11764933596839622	0.11888867240677034	0.9104956969598172	0.9041333333	1.3328983915806742e-14	1e-05	1e-05	0.325429709746858
COLO668	BAL-101553	2.060327412429597	2.018397287816023	0.15695877147975265	0.1576333333	0.15673062690559122	3.5798395215719424e-08	4.632905884592529e-08	1.4584790156144678
COLO668	BAL-27862	1.9319660561147787	2.0623822647034884	0.1806333062032363	0.18123333330000002	0.1804101999662998	4.3757953697225326e-08	5.884053034717611e-08	1.5112559319774366
COLO668	BAM7	0.19396477018666963	0.2278895194807532	0.7330673452344618	0.7353000000000001	3.058764729896131e-12	1e-05	1e-05	0.6934263705881618
COLO668	BAY 61-3606	0.2854828800710833	0.30159658840210285	0.5521505286774189	0.5501	0.4764092026416578	3.1537191474811516e-06	1e-05	1.539973272057232
COLO668	BAY-80-6946	1.9107361275501462	1.904851709791949	0.08661460373752028	0.053666666669999995	0.03977380486566751	1.0000291664009086e-07	1.1371635140370736e-07	0.6450189702052073
COLO668	BAY-86-9766	0.0023975697226970485	0.04393234706386945	0.931031131103071	0.9310333332999999	0.39406029981136326	1e-05	1e-05	13.262986715104965
COLO668	belinostat	1.2580048473406302	1.351436004636549	0.018736528226458722	0.009866666670000001	2.0136950831068065e-25	5.596072128706237e-07	5.596072128706237e-07	1.372952309816056
COLO668	bendamustine	0.11442875323942732	0.14283875826144923	0.7505035685080846	0.7506	0.644017739732826	5.932309231346593e-06		1.630561286670563
COLO668	BEZ-235	1.2407528006723902	1.2483810686150667	0.23451057869228487	0.2045666667	0.20250368211109826	2.881691740881271e-07	5.147249624440103e-07	0.8950520392320652
COLO668	BGJ-398	0.2120084922405845	0.298183223348131	0.2052495603956893	0.20495000000000002	2.7595059084298763e-13	6.587918206627905e-06	6.5879182066290255e-06	3.2438217786121224
COLO668	BGT-226	2.1535508632592095	2.1736249443323707	0.008515374781673133	-0.0024	1.495566852882692e-10	6.896668800805545e-08	6.896668802963562e-08	0.9559173958728855
COLO668	BI-2536	2.573585139027449	2.3710310821918155	0.04843649872485018	0.04846666667	0.04752568251765245	1.8835463807435436e-08	2.0612398798092033e-08	1.107882858617385
COLO668	BI-6727	2.3154648236682775	2.1807933238784374	0.07549639507159603	0.07556666667	0.07469319156608589	3.0829270656333535e-08	3.520501359622547e-08	1.219051459259597
COLO668	BIA	0.31090199551460174	0.49999902781035643	0.14452369233904794	0.1310333333	1.6960344415291872e-15	5.178303019512367e-06	5.178303019512374e-06	2.7020120921028865
COLO668	BIBF-1120	0.3845582873517118	0.4385330471896354	0.5461370252590789	0.5479999999999999	4.3266723548626195e-14	1e-05	1e-05	0.6807580735018678
COLO668	BIM-46187	0.38448987889001707	0.2953094897110775	0.01196666694640109	0.011966666669999999	0.011932454386218889	4.081954118666002e-06	4.0905645501961896e-06	11.462915887975024
COLO668	BKM-120	0.7175098159550785	0.82076149359697	0.09035518431118453	0.08776666667000001	2.778104885130378e-19	2.045252947712813e-06	2.045252947712813e-06	1.4550808081011206
COLO668	bleomycin A2	0.5877718069089235	0.5973610976706638	0.26872196218451255	0.2706	0.20983548178984301	1.8981075523862571e-06	2.7177424474380653e-06	1.5160017901185472
COLO668	BLZ-945	0.055662346978814455	0.05543954491831526	0.982432847048052	0.9742000000000001	0.9763037939120027	3.025913298394927e-09		0.12994866321518114
COLO668	BML-277	0.24510053194277814	0.2522521990648087	0.8284912911952509	0.7874333333	6.840045684740338e-17	1e-05	1e-05	0.3093807774640034
COLO668	BMN-673	2.0014546910057085	2.005073543327933	0.008146961575389142	0.02003333333	2.1488314698605552e-10	9.922173089784308e-08	9.922173093880737e-08	1.040959742906114
COLO668	BMN-673 (inactive enantiomer)	0.015733878758629517	0.026005858637165053	0.9500098709713959	0.9491666666999999	2.9927372082708215e-13	1e-05	1e-05	1.4155309409316263
COLO668	BMN-673 (racemate)	1.7326200273671124	1.7415200399921846	0.020490679130833463	0.0209	3.5594275639966227e-10	1.8728490539962781e-07	1.8728490553676737e-07	0.9721880907049197
COLO668	BMS-299897	0.010279010628412372	0.008300696809013285	0.9763666667585478	0.9763666666999999	0.9763666576371189	3.673357504313105e-06		14.745733334853895
COLO668	BMS-387032	1.1589142223602122	1.1503981179768423	0.10578523380802823	0.09613333333	0.08874050700051243	5.421940692900104e-07	6.260500440515633e-07	1.3586588169013
COLO668	BMS-536924	1.087790974415425	1.063239548601525	0.17435668458168332	0.1267	0.14166093285143286	5.587608815962323e-07	7.524455502899037e-07	1.1193568315634381
COLO668	BMS-582664	0.13656242827636106	0.15560112037133195	0.6382402913776246	0.6382333333	0.5971116233757147	4.753747130302702e-06		2.923780277410358
COLO668	BMS-599626	0.09392772135456252	0.08825378776352513	0.7998500000155921	0.79985	0.799849994977586	3.3940119778587273e-06		16.192868979996103
COLO668	BMS-690514	0.14356329218131003	0.14542858745001416	0.8205675194321517	0.8195333333000001	0.7613887927355618	3.3203820164845435e-06		1.0061057322707239
COLO668	BMS-708163	0.017483209538030987	0.05375499825097821	0.9503066992758413	0.9500333333000001	1.5093029361213059e-09	1e-05	1e-05	1.2661220151804817
COLO668	BMS-754807	1.474816784089121	1.4697462785483726	0.27108206356419745	0.2579	0.26246035940236523	9.946355048702868e-08	2.155359845995143e-07	0.9624186349142088
COLO668	BMS-777607	0.045615269168311386	0.031660448252910596	0.8812000059278616	0.8812000000000001	0.8811987122216928	4.13083279070158e-06		12.925695261547792
COLO668	BMS-911543	0.013200986615498705	0.021535050019994444	0.9696666665506033	0.9696666666999999	0.9696666637201837	3.6711546836319443e-06		16.153751563655852
COLO668	Bortezamide	3.105239711454779	3.087862041852885	5.787983738159946e-05	-0.00313333333	9.999999999999996e-11	7.202717168019143e-09	7.202717169087453e-09	1.3484306775453034
COLO668	bosutinib	0.24409773897036308	0.271208471036862	0.44036530509039995	0.43513333330000004	3.573790002166745e-15	8.485255816215234e-06	8.485255816215275e-06	1.459191821334918
COLO668	Bosutinib isomer	0.28256551542945413	0.45604719664900295	0.3053942743871759	0.2878666667	4.370710476963254e-25	6.371542031760051e-06	6.371542031760051e-06	1.823078094221073
COLO668	BP-1-102	0.24718630917352283	0.3102322004613461	0.020387694210378074	0.02036666667	1.2879312948920068e-11	5.677035975562031e-06	5.677035975583411e-06	6.839504561567299
COLO668	BPR1J-097	0.16703166114683513	0.19211614409971683	0.7937471313485791	0.7718333332999999	2.0479738796504472e-20	1e-05	1e-05	0.5970452524788693
COLO668	BSI-201		0.23495887840397015		0.9139333333				
COLO668	busulfan		0.04285142454366641		0.9663333333				
COLO668	BX-912	0.3520504432294748	0.3756523827340794	0.6437712130834564	0.6430333333	0.5944791513911836	1.5310164810484958e-06		1.0539028332808145
COLO668	BYL-719	0.5402888119292066	0.5377702556405901	0.47580103828597137	0.47200000000000003	0.3419808746538249	1.9727052186291823e-06	7.758536352328747e-06	0.8411729294669512
COLO668	By-Product of CUDC-305	0.08470328196359361	0.1677766930724971	0.3027507861735952	0.30274999999999996	0.002530166355560809	8.717791941316385e-06	8.724997144497657e-06	6.140728697732937
COLO668	C-75	0.003060298370303577	0.021601439179023362	0.9095214384209138	0.9095333333000001	0.4537396039467194	1e-05	1e-05	14.037648946352352
COLO668	cabazitaxel	2.3755094784147994	2.7011224168005237	0.20608797507303925	0.1974666667	0.19697370003339995	6.254159954254368e-09	1.4299966998829687e-08	0.6055407543356713
COLO668	cabozantinib	0.12791742268399053	0.14635293510404415	0.5869706206437437	0.5869666667	0.4151813961773115	6.972149202024922e-06	1e-05	2.432336918792471
COLO668	capecitabine		0.0		1.001833333				
COLO668	Carboplatin	0.6778871406361884	0.7062740616689881	0.04223667749284914	0.04373333333	0.024687039040326486	2.0328036212256646e-06	2.0742206757694897e-06	2.510447383110282
COLO668	carfilzomib	2.341715096192528	2.3400444997983154	0.003596489172246342	-0.0053333333299999995	0.0035956809586485702	4.464864771056006e-08	4.4773159870307217e-08	2.5916648082524407
COLO668	carmustine	0.13351578707643225	0.1802076908269865	0.8566794820408262	0.8366	7.933696563985388e-32	1e-05	1e-05	0.4962469452811634
COLO668	CB-64D	0.25578710261833476	0.4377276161986261	0.3686853308712569	0.35713333329999997	1.0821455944459558e-19	7.279814683745552e-06	7.279814683745552e-06	1.6941584792882944
COLO668	CCT-128930	0.2507034518035043	0.26452188321310033	0.5953621503650206	0.5928	2.0666671396111245e-21	1e-05	1e-05	0.8979083028464169
COLO668	celecoxib	0.06002093583183633	0.07848618437512078	0.9293963829048723	0.9229999999999999	3.9124196969420383e-32	1e-05	1e-05	0.52432901663368
COLO668	CEP-18770	2.293154952325156	2.2746962394685464	0.014337499614301901	0.0125	0.013857990772179684	4.7040462177008013e-08	4.797860414806218e-08	1.4233689203463278
COLO668	CEP-701	1.4389859527577373	1.4582504975990065	0.07036737012403468	0.03913333333	3.0712045988954e-10	3.9291597985921733e-07	3.9291598016187295e-07	0.7974246246886748
COLO668	CEP-9722	0.05452255303871245	0.050109317383733164	0.8836333333102786	0.8836333333	0.883633333186958	3.3998441713862575e-06		19.15476637066133
COLO668	Cephalon Early Alk Inhibitor	0.675783646948969	0.6765044024891056	0.11825652780224685	0.047466666670000005	1.899947632007886e-18	2.312285976981461e-06	2.312285976981461e-06	1.3719719008794649
COLO668	CGP-79787D	0.09035970587366186	0.08980339204449883	0.9692401716990626	0.9521	0.9625010289783981	8.442197365734662e-09		0.21453382349570949
COLO668	CGX-571	0.25492802281353	0.2587141941568999	0.22096725105193882	0.2209666667	0.1583140188587267	5.083243363719527e-06	5.630264091210051e-06	3.7249560863726123
COLO668	CH-5132799	0.8519875476249693	0.8442819980624428	0.36232895092909173	0.35106666670000003	0.34406987372312686	5.140457367504498e-07	1.3605277533867645e-06	1.197145061294572
COLO668	CH-5424802	0.29874739429520997	0.34544722200409217	0.13949723687244694	0.13735	5.176433265458625e-19	5.2971147240215774e-06	5.2971147240215774e-06	2.86340370161941
COLO668	CH-5428402 HCl	0.6610839791166958	0.7283221419113555	0.03384140514984041	0.02926666667	4.4008808594194564e-16	2.2163454872292044e-06	2.2163454872292052e-06	2.224455015227849
COLO668	CHIR-258	0.3439388820350957	0.47969927196725703	0.050732926181087726	0.0346	9.652639597538763e-15	4.592697803137488e-06	4.592697803137511e-06	3.764360923659275
COLO668	chlorambucil	0.5620027842140274	0.5643685129279911	0.044607262433287345	0.04443333333	0.00394550099342871	2.77410855921496e-06	2.7830497743327724e-06	2.4619383835124777
COLO668	Chlorpromazine	0.10129427230440691	0.0964998592197952	0.9734703709782646	0.9037333332999999	0.9469407407098773	1e-05		3.837566854403826e-09
COLO668	Ciprofloxacin	0.1323661767924013	0.11580864156532408	0.9571371062889764	0.9567666667	0.9567307576727666	4.3853291030164745e-09		0.6024967308867184
COLO668	Cisplatin	7.317406107444823e-12	0.0009383384835193822	0.9999999999955667	0.9980333333	0.9999999999577859	1e-05		0.2437353134762998
COLO668	CK-0238273	2.228690615852641	2.178267313841048	0.25932428508176086	0.00836666667	0.25901650858221825	8.687844216016632e-09	1.6821640144113002e-08	1.104637526550252
COLO668	cladribine	2.6081032388720855	2.5480685466108546	0.00047027913076222943	0.0014333333300000002	0.00034306666332999927	2.434483542443506e-08	2.4356049545977617e-08	1.4903872951789225
COLO668	clofarabine	2.5694622854175755	2.632153987336199	8.221501205540046e-05	-0.00186666667	9.999999999999976e-11	2.6773295237887174e-08	2.677329524125896e-08	1.5880793834561797
COLO668	CNF-2024	1.4104655643673774	1.4008923078757523	0.18389219933913478	0.1696666667	0.1838873741854648	1.8695091660900724e-07	2.1754665829853487e-07	3.025122877772618
COLO668	CO-101	2.942138145941395	3.034786671562551	0.0002515671034467091	0.00103333333	4.9533330030000095e-05	1.0668212644044562e-08	1.0669062884275827e-08	1.2431294436618012
COLO668	CP-868596	0.39885790038136826	0.43304468634074406	0.024227083002389856	0.00806666667	8.49286321856641e-14	4.015794748384281e-06	4.015794748384449e-06	4.050813262681849
COLO668	CP-91149		0.0381058423551435		0.9715333332999999				
COLO668	Cpd-401	1.7715447080701199	1.5142533195116734	0.460812467967091	0.46090000000000003	0.46053526666671246	3.527120311011507e-09	5.070454174492395e-08	0.9526049617281105
COLO668	CPI-613		0.011571357757599135		0.9701666667000001				
COLO668	crizotinib	0.46768886898823814	0.4752755306365149	0.170349705333349	0.1551	8.30866787909012e-17	3.816441935467966e-06	3.816441935467967e-06	1.6435231667799486
COLO668	CS-7017		0.024789034558931076		0.9755333333				
COLO668	CT-32228		1.131665319560788		0.29863333329999997				
COLO668	CUDC-305	1.142162046628265	1.1356386290438	0.04716565360364753	0.0452	0.04333357967155955	6.411638436028533e-07	6.70774036710796e-07	2.0079809928491734
COLO668	CUDC-907	3.075390808381135	3.3336830481148687	0.0001562575013868806	-0.0075	9.999999999999996e-11	7.539741256394514e-09	7.539741257631685e-09	1.218868393090273
COLO668	CX-4945	0.28238322510242647	0.3257968681419406	0.33246025532526047	0.33176666670000005	3.507852947794451e-17	6.626010301500282e-06	6.626010301500284e-06	1.6936557332025801
COLO668	CYC-116	0.2748707125709885	0.29686426615951755	0.5006085548497952	0.4918666667	2.1089966910289568e-13	1e-05	1e-05	1.0931419174240629
COLO668	CYC-202	0.06736505281528617	0.09011931569698865	0.854486047686435	0.8520333333000001	3.0971717890999794e-15	1e-05	1e-05	1.0136569588648359
COLO668	cyclophosphamide		0.09922961483339544		0.9518333333				
COLO668	CYT-387	0.2542699400786791	0.2677450708559811	0.4916708882076568	0.4906666667	0.3356700245573658	4.8747870564994224e-06	9.591698385626248e-06	1.6440546943691434
COLO668	CYT-997	1.682577831277011	1.7800089380381627	0.17163778275796907	0.17153333329999998	0.1707337999665991	9.345453500420853e-08	1.2442247224337265e-07	1.4595745909015363
COLO668	Cytarabine hydrochloride	2.617880972955457	2.707473694359804	0.014381315988479009	0.0151	0.014165933333299989	2.1701654018644526e-08	2.216027811423006e-08	1.3743151322419016
COLO668	dabrafenib	0.02226369610360044	0.05293819511807936	0.8750667818114677	0.8750666667	0.8109576942570946	8.45936206601731e-06		3.987734854040831
COLO668	dacarbazine	0.08268525794623975	0.06765093869093185	0.8156333334387305	0.8156333333000001	0.8156332977774086	3.560552597866694e-06		14.969332258347908
COLO668	dactinomycin	3.1864650151672715	3.5360397417046325	0.0005228699519228817	0.00046666667	9.999999999999999e-11	4.968554138129524e-09	4.968554139130015e-09	0.9932226776052704
COLO668	dasatinib	0.2391146673965403	0.2658114001025128	0.8033772799003844	0.754	2.0908843435099558e-31	1e-05	1e-05	0.3822722955997971
COLO668	daunorubicin	2.4306969584739306	2.4425970416584497	5.134977972117999e-06	-0.00223333333	4.4361074820633255e-06	3.708854563284214e-08	3.70886755738397e-08	2.532376939566976
