Drug name,Drug Id,Cell line name,Cosmic sample Id,TCGA classification,Tissue,Tissue sub-type,IC50,AUC,Max conc,RMSE,Z score,Dataset version
Camptothecin,1003,NCI-H841,1240192,SCLC,lung,lung_small_cell_carcinoma,-.82840253441433465,.9337209922440638,.10000000000000001,.071773473405982322,.62530822715892032,GDSC2
Camptothecin,1003,NCI-H847,1240193,SCLC,lung,lung_small_cell_carcinoma,-3.4349056752347011,.8030468635094854,.10000000000000001,.13561781135248394,-.64481741077561583,GDSC2
Camptothecin,1003,COR-L95,1297439,SCLC,lung,lung_small_cell_carcinoma,-3.8171703763876468,.72977506925271629,.10000000000000001,.090260017854896957,-.83109157626882402,GDSC2
Camptothecin,1003,NCI-H1688,1298349,SCLC,lung,lung_small_cell_carcinoma,-.16166333729283194,.9794692785909197,.10000000000000001,.059837587667968109,.9502042669209807,GDSC2
Camptothecin,1003,SW1271,1299062,SCLC,lung,lung_small_cell_carcinoma,-2.3931593733825656,.81386556373938546,.10000000000000001,.078223685138048379,-.13718376726140089,GDSC2
Camptothecin,1003,COR-L32,1322212,SCLC,lung,lung_small_cell_carcinoma,-4.1590115700471353,.69792213651406021,.10000000000000001,.088912989531197931,-.99766772857394181,GDSC2
Camptothecin,1003,NCI-H1341,1330964,SCLC,lung,lung_small_cell_carcinoma,-3.4639082086666408,.74705095595047633,.10000000000000001,.097812861905267959,-.65895008558427393,GDSC2
Camptothecin,1003,NCI-H1876,1330972,SCLC,lung,lung_small_cell_carcinoma,-6.0776011346456098,.45831917934333011,.10000000000000001,.094553205716582767,-1.9325792414383427,GDSC2
Camptothecin,1003,NCI-H2066,1330973,SCLC,lung,lung_small_cell_carcinoma,2.0484211606821607,.97769704465956342,.10000000000000001,.045171007998093364,2.0271586503314758,GDSC2
Vinblastine,1004,COR-L311,687980,SCLC,lung,lung_small_cell_carcinoma,-3.8623685452294332,.75327358589813742,.10000000000000001,.10156860740935438,-.13711576079391502,GDSC2
Vinblastine,1004,DMS-114,687983,SCLC,lung,lung_small_cell_carcinoma,-4.2929742000018889,.6814308279430259,.10000000000000001,.11011930066492612,-.34411969675538906,GDSC2
Vinblastine,1004,DMS-273,687985,SCLC,lung,lung_small_cell_carcinoma,-4.7732830783991345,.63027867699029383,.10000000000000001,.10043575916414978,-.5750173340797532,GDSC2
Vinblastine,1004,NCI-H1048,687995,SCLC,lung,lung_small_cell_carcinoma,-4.6845771483640206,.63552652226697892,.10000000000000001,.20736724012852364,-.53237396315120622,GDSC2
Vinblastine,1004,NCI-H1092,687997,SCLC,lung,lung_small_cell_carcinoma,-1.8406656676026001,.88551785252883053,.10000000000000001,.067565426756924382,.83477220299638943,GDSC2
Vinblastine,1004,NCI-H1417,688001,SCLC,lung,lung_small_cell_carcinoma,-5.4371900694724458,.54228496457322906,.10000000000000001,.11185660922005564,-.89417561437947968,GDSC2
Vinblastine,1004,NCI-H1694,688006,SCLC,lung,lung_small_cell_carcinoma,-3.12553770266027,.80905323818241448,.10000000000000001,.15473241102128957,.21709901288393085,GDSC2
Vinblastine,1004,NCI-H1963,688010,SCLC,lung,lung_small_cell_carcinoma,-4.3365251676463794,.66960658090737635,.10000000000000001,.15299576113560714,-.36505584010934533,GDSC2
Vinblastine,1004,NCI-H209,688013,SCLC,lung,lung_small_cell_carcinoma,-5.6195229432286595,.518403971607166,.10000000000000001,.12845666256619301,-.98182802234111599,GDSC2
Vinblastine,1004,NCI-H2141,688014,SCLC,lung,lung_small_cell_carcinoma,-3.6724036907419468,.74232733087229297,.10000000000000001,.15775041900934816,-.045794450594126762,GDSC2
Vinblastine,1004,NCI-H446,688023,SCLC,lung,lung_small_cell_carcinoma,-7.4956447507386237,.27888853819231785,.10000000000000001,.12622846726622483,-1.883731177103309,GDSC2
Vinblastine,1004,NCI-H526,688025,SCLC,lung,lung_small_cell_carcinoma,-4.7628609838086726,.63351485893694415,.10000000000000001,.10094537922460048,-.57000714766608795,GDSC2
Vinblastine,1004,NCI-H64,688026,SCLC,lung,lung_small_cell_carcinoma,-2.7267992586157535,.8113742552492389,.10000000000000001,.14602506701246032,.40878350755222687,GDSC2
Vinblastine,1004,NCI-H69,688027,SCLC,lung,lung_small_cell_carcinoma,-6.6451208001089332,.38193560234698709,.10000000000000001,.13035811874767003,-1.4748610114226366,GDSC2
Vinblastine,1004,NCI-H82,688031,SCLC,lung,lung_small_cell_carcinoma,-5.3876019921653304,.55242150217640962,.10000000000000001,.052283909000306196,-.87033726700626879,GDSC2
Vinblastine,1004,SBC-5,713880,SCLC,lung,lung_small_cell_carcinoma,-5.106373947111301,.58797097000148568,.10000000000000001,.17366671093463784,-.73514324067677839,GDSC2
Vinblastine,1004,LU-135,713899,SCLC,lung,lung_small_cell_carcinoma,-2.5552679117745329,.86590362105361784,.10000000000000001,.16155104338019163,.49124332558612765,GDSC2
Vinblastine,1004,SHP-77,724872,SCLC,lung,lung_small_cell_carcinoma,-5.4175327871119432,.54664302090849559,.10000000000000001,.083740441864941936,-.88472582017953971,GDSC2
Vinblastine,1004,CPC-N,753547,SCLC,lung,lung_small_cell_carcinoma,-4.6235933254515142,.65101739041712647,.10000000000000001,.074697677095350329,-.5030573686454114,GDSC2
Vinblastine,1004,IST-SL2,753565,SCLC,lung,lung_small_cell_carcinoma,-4.9051440659926682,.60947926926375617,.10000000000000001,.28917061147279294,-.63840652353675753,GDSC2
Vinblastine,1004,LU-165,753589,SCLC,lung,lung_small_cell_carcinoma,-1.9572447964022361,.86800425069111253,.10000000000000001,.070676793637615615,.77872942175322035,GDSC2
Vinblastine,1004,MS-1,753594,SCLC,lung,lung_small_cell_carcinoma,-3.9974151896054613,.74121968589131515,.10000000000000001,.11092445486533874,-.20203638274673075,GDSC2
Vinblastine,1004,SBC-3,753610,SCLC,lung,lung_small_cell_carcinoma,-5.3043011720294437,.56002523117319525,.10000000000000001,.1354468748274642,-.83029228049521298,GDSC2
Vinblastine,1004,COR-L88,906808,SCLC,lung,lung_small_cell_carcinoma,.46022700089615393,.97507451455313066,.10000000000000001,.086036143946231894,1.9408743484868576,GDSC2
Vinblastine,1004,DMS-53,907295,SCLC,lung,lung_small_cell_carcinoma,1.146907242694341,.97622808060408839,.10000000000000001,.071950407428695975,2.2709803543504252,GDSC2
Vinblastine,1004,NCI-H524,908483,SCLC,lung,lung_small_cell_carcinoma,-6.4678946120958534,.39986459496542437,.10000000000000001,.080695726532833634,-1.3896635272104472,GDSC2
Vinblastine,1004,COLO-668,910692,SCLC,lung,lung_small_cell_carcinoma,-1.3123701355675919,.91368541573880735,.10000000000000001,.033713724052600251,1.0887383394603805,GDSC2
Vinblastine,1004,COR-L279,910937,SCLC,lung,lung_small_cell_carcinoma,-5.4733631549743365,.53656414616886394,.10000000000000001,.13522486140210416,-.91156500764863946,GDSC2
Vinblastine,1004,NCI-H196,1240186,SCLC,lung,lung_small_cell_carcinoma,1.3030934396686191,.97866940431550609,.10000000000000001,.056602539475230328,2.3460633384176321,GDSC2
Vinblastine,1004,NCI-H211,1240189,SCLC,lung,lung_small_cell_carcinoma,-5.5418339305264404,.52795546676030614,.10000000000000001,.12570374931292955,-.94448078541544556,GDSC2
Vinblastine,1004,NCI-H841,1240192,SCLC,lung,lung_small_cell_carcinoma,-5.309012960956693,.55323300482601079,.10000000000000001,.13386363422337783,-.83255736652590073,GDSC2
Vinblastine,1004,NCI-H847,1240193,SCLC,lung,lung_small_cell_carcinoma,-6.6217653000597956,.38096604402768686,.10000000000000001,.064070945191694401,-1.4636333826561851,GDSC2
Vinblastine,1004,NCI-H1688,1298349,SCLC,lung,lung_small_cell_carcinoma,-1.284255687668967,.9480479796117427,.10000000000000001,.16175604910833458,1.1022537248434974,GDSC2
Vinblastine,1004,SW1271,1299062,SCLC,lung,lung_small_cell_carcinoma,-2.5478402563620572,.80274025341307653,.10000000000000001,.091268922703197863,.49481400304543899,GDSC2
Vinblastine,1004,COR-L32,1322212,SCLC,lung,lung_small_cell_carcinoma,-3.3050437127062549,.79011321308526983,.10000000000000001,.12599297153713154,.13080555575807318,GDSC2
Vinblastine,1004,NCI-H1341,1330964,SCLC,lung,lung_small_cell_carcinoma,-1.3157264789986471,.90206129449883399,.10000000000000001,.09587617796787351,1.0871248532161415,GDSC2
Vinblastine,1004,NCI-H1876,1330972,SCLC,lung,lung_small_cell_carcinoma,-5.0896718715550859,.58609355319780565,.10000000000000001,.15289641732601725,-.72711409535426874,GDSC2
Vinblastine,1004,NCI-H2066,1330973,SCLC,lung,lung_small_cell_carcinoma,-1.972736978818364,.84558223145036782,.10000000000000001,.066140533619563999,.77128190521174289,GDSC2
Cisplatin,1005,COR-L311,687980,SCLC,lung,lung_small_cell_carcinoma,.55595447107127605,.80330939541581059,6,.093440461391226429,-1.575092647322142,GDSC2
Cisplatin,1005,DMS-114,687983,SCLC,lung,lung_small_cell_carcinoma,3.2868476417233432,.95442296858017583,6,.053483071806450282,-.17140582497073756,GDSC2
Cisplatin,1005,DMS-273,687985,SCLC,lung,lung_small_cell_carcinoma,2.2491340265197071,.92725108359260733,6,.055511588846682718,-.70479356151415407,GDSC2
Cisplatin,1005,NCI-H1048,687995,SCLC,lung,lung_small_cell_carcinoma,1.7845889850896537,.88319060397476679,6,.096509980609624624,-.94357102818757732,GDSC2
Cisplatin,1005,NCI-H1092,687997,SCLC,lung,lung_small_cell_carcinoma,4.9330187929894196,.97812715994589627,6,.056736032180040807,.67473080798129181,GDSC2
Cisplatin,1005,NCI-H1417,688001,SCLC,lung,lung_small_cell_carcinoma,-.23554751496636198,.70179777239594932,6,.10132517003041107,-1.9819269093158891,GDSC2
Cisplatin,1005,NCI-H1694,688006,SCLC,lung,lung_small_cell_carcinoma,1.5979280610759714,.86338434609568993,6,.07816608568141975,-1.0395152716686873,GDSC2
Cisplatin,1005,NCI-H1963,688010,SCLC,lung,lung_small_cell_carcinoma,1.664907338880949,.85268533009143144,6,.042008687833953368,-1.0050877332223511,GDSC2
Cisplatin,1005,NCI-H2029,688011,SCLC,lung,lung_small_cell_carcinoma,4.4061756209409353,.99055702374379428,6,.041980149170537336,.40393192577027798,GDSC2
Cisplatin,1005,NCI-H209,688013,SCLC,lung,lung_small_cell_carcinoma,-1.5513484061181655,.54032726090454364,6,.09835047597188501,-2.6582522931122137,GDSC2
Cisplatin,1005,NCI-H2141,688014,SCLC,lung,lung_small_cell_carcinoma,2.5563356052207684,.914919641694521,6,.062445252233581029,-.54689108020791366,GDSC2
Cisplatin,1005,NCI-H345,688021,SCLC,lung,lung_small_cell_carcinoma,4.3539847646622913,.95724811619322869,6,.048973258330222785,.3771056778625006,GDSC2
Cisplatin,1005,NCI-H446,688023,SCLC,lung,lung_small_cell_carcinoma,3.159605080264829,.95986554040788141,6,.13078223065651118,-.23680886185295583,GDSC2
Cisplatin,1005,NCI-H526,688025,SCLC,lung,lung_small_cell_carcinoma,.35826822706019729,.77486175595485685,6,.11939676458368595,-1.6767039365005607,GDSC2
Cisplatin,1005,NCI-H64,688026,SCLC,lung,lung_small_cell_carcinoma,5.9778418381244878,.98499360735801456,6,.055768489983835372,1.2117728116401074,GDSC2
Cisplatin,1005,NCI-H69,688027,SCLC,lung,lung_small_cell_carcinoma,2.2817141203263778,.92902600845946226,6,.057123963680594025,-.68804730104565082,GDSC2
Cisplatin,1005,NCI-H82,688031,SCLC,lung,lung_small_cell_carcinoma,1.1099969990328524,.87408525327520925,6,.13679248618865877,-1.290313219155705,GDSC2
Cisplatin,1005,LU-139,713878,SCLC,lung,lung_small_cell_carcinoma,2.4863954667798134,.94788238636580591,6,.06086307873809358,-.58284050940494081,GDSC2
Cisplatin,1005,SBC-5,713880,SCLC,lung,lung_small_cell_carcinoma,2.1662429333963997,.92866365599905321,6,.067534156662668945,-.74739981808907074,GDSC2
Cisplatin,1005,LU-135,713899,SCLC,lung,lung_small_cell_carcinoma,1.7409505827484435,.88785479319077587,6,.076941442367920831,-.96600129055488893,GDSC2
Cisplatin,1005,SHP-77,724872,SCLC,lung,lung_small_cell_carcinoma,2.6612981584907063,.95786128036688267,6,.054757811979453425,-.49294003062138242,GDSC2
Cisplatin,1005,CPC-N,753547,SCLC,lung,lung_small_cell_carcinoma,3.0984497279415359,.96554433769364889,6,.047100843963255513,-.26824288611102182,GDSC2
Cisplatin,1005,IST-SL2,753565,SCLC,lung,lung_small_cell_carcinoma,1.6895097026573789,.88053519391817225,6,.12127254662728267,-.99244204857866214,GDSC2
Cisplatin,1005,LU-165,753589,SCLC,lung,lung_small_cell_carcinoma,4.3874011753950795,.96259378385954242,6,.043373710894689547,.39428180759909398,GDSC2
Cisplatin,1005,MS-1,753594,SCLC,lung,lung_small_cell_carcinoma,2.4128856504920857,.95783084539321017,6,.054034222551527657,-.6206247631228986,GDSC2
Cisplatin,1005,SBC-3,753610,SCLC,lung,lung_small_cell_carcinoma,1.0206301184704922,.83528955852786346,6,.09722598513525503,-1.3362480488107529,GDSC2
Cisplatin,1005,COR-L88,906808,SCLC,lung,lung_small_cell_carcinoma,5.1861708512157367,.98475213880974055,6,.026822636560128645,.80485168272007523,GDSC2
Cisplatin,1005,DMS-53,907295,SCLC,lung,lung_small_cell_carcinoma,3.8272938377797781,.9484546211369842,6,.036505052102328787,.10638505009788433,GDSC2
Cisplatin,1005,NCI-H524,908483,SCLC,lung,lung_small_cell_carcinoma,1.8030920248081261,.92600080054970024,6,.075084682673385444,-.9340604133801651,GDSC2
Cisplatin,1005,COLO-668,910692,SCLC,lung,lung_small_cell_carcinoma,2.1460858004696179,.88491198939211169,6,.081479778252794691,-.75776064148918676,GDSC2
Cisplatin,1005,COR-L279,910937,SCLC,lung,lung_small_cell_carcinoma,-.25980639666728489,.69425293289863554,6,.095834304176768151,-1.9943960432001839,GDSC2
Cisplatin,1005,NCI-H196,1240186,SCLC,lung,lung_small_cell_carcinoma,5.8047559534589253,.98425239547241883,6,.09788461341978974,1.1228061768222126,GDSC2
Cisplatin,1005,NCI-H211,1240189,SCLC,lung,lung_small_cell_carcinoma,1.9143083639316494,.89775259940996843,6,.067823068690553309,-.8768949001570393,GDSC2
Cisplatin,1005,NCI-H841,1240192,SCLC,lung,lung_small_cell_carcinoma,4.9821466595330834,.97816691506401676,6,.043097593927377068,.69998267049230811,GDSC2
Cisplatin,1005,NCI-H847,1240193,SCLC,lung,lung_small_cell_carcinoma,1.8376688598004305,.91701586895651921,6,.091253145590624224,-.91628782228839145,GDSC2
Cisplatin,1005,COR-L95,1297439,SCLC,lung,lung_small_cell_carcinoma,2.4628768147592104,.92859142825418428,6,.054426116394019328,-.59492916313756039,GDSC2
Cisplatin,1005,NCI-H1688,1298349,SCLC,lung,lung_small_cell_carcinoma,4.3810240405988496,.98687315787799401,6,.07712092430122483,.39100394225671259,GDSC2
Cisplatin,1005,SW1271,1299062,SCLC,lung,lung_small_cell_carcinoma,6.2173049308184165,.97808981742039025,6,.038792959849086726,1.3348575193343748,GDSC2
Cisplatin,1005,COR-L32,1322212,SCLC,lung,lung_small_cell_carcinoma,1.5401651199011879,.86481594517203897,6,.056826699647287489,-1.0692055869906678,GDSC2
Cisplatin,1005,NCI-H1341,1330964,SCLC,lung,lung_small_cell_carcinoma,1.4053067026176105,.82354693800129741,6,.075741931579977856,-1.1385231953315775,GDSC2
Cisplatin,1005,NCI-H1876,1330972,SCLC,lung,lung_small_cell_carcinoma,-.56857155306965312,.65891857125227693,6,.1042987646625447,-2.1531022078722306,GDSC2
Cisplatin,1005,NCI-H2066,1330973,SCLC,lung,lung_small_cell_carcinoma,6.3351904676669859,.98088120582293203,6,.053790955401567704,1.3954510190722815,GDSC2
Cytarabine,1006,COR-L311,687980,SCLC,lung,lung_small_cell_carcinoma,-.67007216284283599,.77696736224202967,2,.096205662524840405,-.95645256835106274,GDSC2
Cytarabine,1006,DMS-114,687983,SCLC,lung,lung_small_cell_carcinoma,2.7908185452901368,.96867240728443726,2,.039941001596063841,.59453682376987371,GDSC2
Cytarabine,1006,DMS-273,687985,SCLC,lung,lung_small_cell_carcinoma,.76477109525736897,.89861690167317088,2,.069218074055633599,-.31343120178782935,GDSC2
Cytarabine,1006,NCI-H1048,687995,SCLC,lung,lung_small_cell_carcinoma,.48503831330912589,.86145384001757952,2,.06455212794899276,-.43879273846121869,GDSC2
Cytarabine,1006,NCI-H1092,687997,SCLC,lung,lung_small_cell_carcinoma,4.5286889246821289,.98533387188896371,2,.028833340764676269,1.3733590260960054,GDSC2
Cytarabine,1006,NCI-H1417,688001,SCLC,lung,lung_small_cell_carcinoma,-3.0675505214553827,.45929245197640478,2,.11480063037235577,-2.0308764134350219,GDSC2
Cytarabine,1006,NCI-H1694,688006,SCLC,lung,lung_small_cell_carcinoma,1.6951458885798514,.93559244316777257,2,.086123225502583015,.10351390189570385,GDSC2
Cytarabine,1006,NCI-H1963,688010,SCLC,lung,lung_small_cell_carcinoma,2.6407864965871481,.95606381010981056,2,.021655485397476405,.52730034170770557,GDSC2
Cytarabine,1006,NCI-H209,688013,SCLC,lung,lung_small_cell_carcinoma,-.84222483279922677,.74758795697562563,2,.056149121540069846,-1.0336023507178396,GDSC2
Cytarabine,1006,NCI-H2141,688014,SCLC,lung,lung_small_cell_carcinoma,3.9448762310707961,.98206492297413028,2,.10032764985236646,1.111724848325276,GDSC2
Cytarabine,1006,NCI-H446,688023,SCLC,lung,lung_small_cell_carcinoma,1.3919724954434327,.92981795827624869,2,.097764837229107698,-.032352485223339833,GDSC2
Cytarabine,1006,NCI-H526,688025,SCLC,lung,lung_small_cell_carcinoma,3.0476883790714453,.98672110494374676,2,.061467131887441878,.70965238821530563,GDSC2
Cytarabine,1006,NCI-H64,688026,SCLC,lung,lung_small_cell_carcinoma,2.6800398891023307,.94268496728613604,2,.071830712127734495,.54489164999511774,GDSC2
Cytarabine,1006,NCI-H69,688027,SCLC,lung,lung_small_cell_carcinoma,1.7614802214484138,.95209725263105127,2,.055487251888239587,.13324146491027289,GDSC2
Cytarabine,1006,NCI-H82,688031,SCLC,lung,lung_small_cell_carcinoma,-.31219288879259538,.83105673873566599,2,.13836713405877571,-.79606987946479524,GDSC2
Cytarabine,1006,SBC-5,713880,SCLC,lung,lung_small_cell_carcinoma,.13485717447525986,.85408783489431783,2,.045975961175422103,-.59572552757698738,GDSC2
Cytarabine,1006,LU-135,713899,SCLC,lung,lung_small_cell_carcinoma,2.400161538357338,.96614585036853939,2,.031976678295047342,.41946487703470792,GDSC2
Cytarabine,1006,SHP-77,724872,SCLC,lung,lung_small_cell_carcinoma,1.3943902965669739,.94807610344284443,2,.10242035130779578,-.031268953782702856,GDSC2
Cytarabine,1006,CPC-N,753547,SCLC,lung,lung_small_cell_carcinoma,1.4628292919565697,.9427894856100697,2,.04334337250573158,-.0005981915979183486,GDSC2
Cytarabine,1006,IST-SL2,753565,SCLC,lung,lung_small_cell_carcinoma,.028817326059719178,.82686275791454211,2,.041906980555310933,-.64324701666883444,GDSC2
Cytarabine,1006,LU-165,753589,SCLC,lung,lung_small_cell_carcinoma,4.3010495707285603,.97838093206744581,2,.019177148220630595,1.2713430270407464,GDSC2
Cytarabine,1006,MS-1,753594,SCLC,lung,lung_small_cell_carcinoma,2.6140381870385521,.98957787478491477,2,.027007316385892755,.51531315463197724,GDSC2
Cytarabine,1006,SBC-3,753610,SCLC,lung,lung_small_cell_carcinoma,-1.2079537610625231,.70099763649524072,2,.11870482553808438,-1.1975028422286329,GDSC2
Cytarabine,1006,COR-L88,906808,SCLC,lung,lung_small_cell_carcinoma,1.168763330629162,.89431013856407582,2,.17427345852921758,-.13238310625322711,GDSC2
Cytarabine,1006,DMS-53,907295,SCLC,lung,lung_small_cell_carcinoma,1.795723953782943,.90965768315842599,2,.066115662939180364,.14858770669498833,GDSC2
Cytarabine,1006,NCI-H524,908483,SCLC,lung,lung_small_cell_carcinoma,1.7810258365581924,.97434792493913536,2,.061480253151410889,.14200078274325328,GDSC2
Cytarabine,1006,COLO-668,910692,SCLC,lung,lung_small_cell_carcinoma,-2.482090510726664,.5332934872759385,2,.099911204023029415,-1.7685039946766414,GDSC2
Cytarabine,1006,COR-L279,910937,SCLC,lung,lung_small_cell_carcinoma,3.2731746081180453,.98097776772931988,2,.060236855797148825,.81070346980501973,GDSC2
Cytarabine,1006,NCI-H196,1240186,SCLC,lung,lung_small_cell_carcinoma,4.7831993685205969,.98414664752567171,2,.045448523872746283,1.4874172359232682,GDSC2
Cytarabine,1006,NCI-H211,1240189,SCLC,lung,lung_small_cell_carcinoma,-1.9123956782406732,.60973223336025117,2,.18870177965612714,-1.5131967005585467,GDSC2
Cytarabine,1006,NCI-H841,1240192,SCLC,lung,lung_small_cell_carcinoma,2.308253027961209,.93895778511018257,2,.10081937420188729,.37827631123138816,GDSC2
Cytarabine,1006,NCI-H847,1240193,SCLC,lung,lung_small_cell_carcinoma,-.96457339165532918,.74073872369501026,2,.12581597345315162,-1.0884325470257341,GDSC2
Cytarabine,1006,NCI-H1688,1298349,SCLC,lung,lung_small_cell_carcinoma,3.5966368890440732,.98948265194274576,2,.091526762741401368,.95566227052316022,GDSC2
